liga,temporada,equipo,id,nombre,posicion,dorsal,Penalty Goals Conceded,Goals Conceded,Games Played,Appearances,Index,Starts,Goals Conceded Inside Box,Time Played,Winning Goal,Yellow Cards,Substitute On,Substitute Off,Goals Conceded Outside Box,Rightside Passes,Successful Open Play Passes,Forward Passes,Touches,Goalkeeper Smother,Punches,Total Passes,Successful Passes Opposition Half,GK Successful Distribution,Leftside Passes,Saves Made from Outside Box,Unsuccessful Passes Own Half,Unsuccessful Passes Opposition Half,Successful Short Passes,Recoveries,Saves Made,Penalties Faced,Goal Kicks,Successful Long Passes,Total Losses Of Possession,Total Unsuccessful Passes ( Excl Crosses & Corners ),Open Play Passes,GK Unsuccessful Distribution,Saves Made from Inside Box,Total Clearances,Successful Launches,Total Successful Passes ( Excl Crosses & Corners ) ,Unsuccessful Long Passes,Unsuccessful Launches,Successful Passes Own Half,Saves made - parried,Tackles Lost,PutThrough/Blocked Distribution,Backward Passes,Total Fouls Won,Tackles Won,Duels,Blocked Shots,Unsuccessful Dribbles,Aerial Duels,Ground Duels lost,Corners Won,Aerial Duels lost,Times Tackled,Unsuccessful Crosses & Corners,PutThrough/Blocked Distribution Won,Total Fouls Conceded,Total Tackles,Ground Duels,Total Touches In Opposition Box,Aerial Duels won,Duels lost,Unsuccessful Crosses open play,Successful Dribbles,Unsuccessful Short Passes,Ground Duels won,Duels won,Successful Lay-offs,Total Shots,Shots Off Target (inc woodwork),Interceptions,Foul Attempted Tackle,Throw Ins to Own Player,Last Man Tackle,Throw Ins to Opposition Player,Blocks,Successful Crosses open play,Key Passes (Attempt Assists),Successful Crosses & Corners,Through balls,Assists (Intentional),Shots On Target ( inc goals ),Goal Assists,Goals,Goals from Inside Box,Offsides,Left Foot Goals,Home Goals,Away Goals,Handballs conceded,Penalties Conceded,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Corners into Box,Attempts from Set Pieces,Unsuccessful lay-offs,Catches,Clean Sheets,Headed Goals,Hit Woodwork,Right Foot Goals,Red Cards - 2nd Yellow,Total Red Cards,Goals from Outside Box,Second Goal Assists,Saves made - caught,Own Goal Scored,Penalties Taken,Penalty Goals,Foul Won Penalty,Drops,Clearances Off the Line,Set Pieces Goals,Straight Red Cards,Penalties Saved,Saves from Penalty,Overruns
USA_US_Open_Cup,2023,Club de Lyon FC,6kr2id8t04hiuw3k67t66dh5g,S. Almuntafeky,Defender,0,1.0,2.0,1.0,1.0,10.0,1.0,2.0,120.0,0.0,,,,,3.0,15.0,21.0,51.0,,,34.0,4.0,,8.0,,11.0,6.0,15.0,7.0,,,,2.0,19.0,17.0,32.0,,,3.0,,17.0,8.0,7.0,13.0,,2.0,1.0,2.0,2.0,3.0,17.0,,,8.0,2.0,,1.0,2.0,,,,5.0,9.0,,7.0,3.0,,,9.0,7.0,14.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Club de Lyon FC,7dc6lzgjcnw9hw5mmig2rcnpw,C. Astroza,Midfielder,17,1.0,2.0,1.0,1.0,10.0,,2.0,82.0,0.0,,1.0,,,10.0,11.0,12.0,47.0,,,31.0,7.0,,7.0,,6.0,13.0,9.0,6.0,,,,4.0,23.0,18.0,24.0,,,1.0,,13.0,10.0,7.0,7.0,,1.0,4.0,2.0,2.0,1.0,10.0,2.0,,1.0,5.0,,,,1.0,2.0,3.0,2.0,9.0,,1.0,5.0,,,8.0,4.0,5.0,,,,1.0,2.0,,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Club de Lyon FC,567wmlbmow7qsixi8kakyp7v8,C. Atwell,Forward,0,1.0,2.0,1.0,1.0,10.0,1.0,2.0,120.0,0.0,,,,,5.0,27.0,13.0,53.0,,,32.0,16.0,,6.0,,2.0,6.0,23.0,9.0,,,,4.0,14.0,5.0,32.0,,,,1.0,27.0,1.0,,11.0,,2.0,,8.0,7.0,,20.0,,1.0,3.0,6.0,,2.0,3.0,3.0,,2.0,2.0,17.0,2.0,1.0,8.0,3.0,2.0,4.0,11.0,12.0,,,,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Club de Lyon FC,895zn0fi8f8n65b7oqa0ejg2c,N. Campbell,Defender,0,1.0,2.0,1.0,1.0,10.0,1.0,2.0,120.0,0.0,,,,,14.0,34.0,26.0,92.0,,,51.0,19.0,,5.0,,6.0,13.0,33.0,10.0,,,,1.0,36.0,17.0,51.0,,,6.0,,34.0,4.0,4.0,15.0,,,1.0,6.0,2.0,,12.0,1.0,,4.0,4.0,1.0,2.0,4.0,2.0,,,,8.0,5.0,2.0,6.0,2.0,2.0,13.0,4.0,6.0,,1.0,1.0,1.0,,6.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Club de Lyon FC,78nad6vc5ts7c91vqkt344y6s,M. Francois,Forward,0,1.0,2.0,1.0,1.0,10.0,1.0,2.0,120.0,0.0,,,,,1.0,5.0,8.0,30.0,,,15.0,3.0,,1.0,,4.0,5.0,6.0,3.0,,,,,18.0,9.0,13.0,,,1.0,,6.0,1.0,1.0,3.0,,1.0,,5.0,,,7.0,1.0,,1.0,5.0,2.0,,3.0,,,2.0,1.0,6.0,4.0,1.0,5.0,,,8.0,1.0,2.0,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Club de Lyon FC,47dlq1im3mkdup80m097tn9w,E. Guzman,Defender,2,1.0,2.0,1.0,1.0,10.0,1.0,2.0,120.0,0.0,,,,,3.0,13.0,15.0,50.0,,,23.0,5.0,,3.0,,2.0,7.0,13.0,8.0,,,,1.0,14.0,9.0,18.0,,,7.0,1.0,14.0,7.0,5.0,9.0,,2.0,1.0,2.0,4.0,2.0,13.0,,1.0,2.0,3.0,,2.0,2.0,,,,4.0,11.0,,,5.0,,,2.0,8.0,8.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Club de Lyon FC,ayem6ihmuvynp7yd0fxx1xv55,K. Hernández,Forward,21,1.0,2.0,1.0,1.0,10.0,1.0,2.0,120.0,0.0,,,,,2.0,13.0,8.0,47.0,,,23.0,9.0,,6.0,,,10.0,12.0,3.0,,,,3.0,20.0,8.0,21.0,,,2.0,,15.0,,,6.0,,,,7.0,3.0,1.0,16.0,2.0,,6.0,6.0,1.0,3.0,5.0,2.0,,1.0,1.0,10.0,4.0,3.0,9.0,1.0,,8.0,4.0,7.0,,2.0,1.0,,,,,,1.0,,1.0,,,,1.0,,1.0,1.0,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Club de Lyon FC,5k38rla6j15lfqawpiyy9xatw,M. Ilharregui,Midfielder,14,1.0,2.0,1.0,1.0,10.0,1.0,2.0,120.0,0.0,,,,,8.0,15.0,9.0,44.0,,,26.0,12.0,,7.0,,3.0,10.0,13.0,8.0,,,,2.0,18.0,11.0,26.0,,,,,15.0,2.0,2.0,6.0,,,,2.0,,,6.0,,,4.0,2.0,,1.0,2.0,2.0,,,,2.0,1.0,3.0,3.0,1.0,,9.0,,3.0,,3.0,1.0,,,1.0,,,,,1.0,3.0,,,2.0,,,,,,,,,,3.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Club de Lyon FC,ad171x4iyke6jzm5q911rdzo5,N. Nelson,Goalkeeper,1,1.0,2.0,1.0,1.0,10.0,1.0,2.0,120.0,0.0,1.0,,,,3.0,5.0,35.0,57.0,,,43.0,9.0,15.0,5.0,,2.0,22.0,8.0,22.0,4.0,1.0,18.0,11.0,24.0,24.0,8.0,9.0,4.0,1.0,1.0,19.0,23.0,3.0,10.0,,,,,1.0,,1.0,,,,,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Club de Lyon FC,1pfbxzbntx1k5s0agqa3lvms4,A. Ortiz,Defender,27,1.0,2.0,1.0,1.0,10.0,1.0,2.0,120.0,0.0,,,,,11.0,31.0,19.0,75.0,,,45.0,22.0,,12.0,,2.0,16.0,30.0,9.0,,,,1.0,28.0,14.0,43.0,,,1.0,,31.0,5.0,,9.0,,,,3.0,3.0,4.0,18.0,,1.0,3.0,6.0,,1.0,4.0,4.0,,4.0,4.0,15.0,,2.0,7.0,2.0,2.0,9.0,9.0,11.0,,1.0,,2.0,1.0,1.0,,,1.0,,2.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
