liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Crosses open play,Rightside Passes,Penalties Conceded,Blocked Shots,Ground Duels won,Total Shots,Goal Assists,Unsuccessful Crosses open play,Successful Corners into Box,Goals Conceded,Overruns,Foul Attempted Tackle,Clearances Off the Line,Aerial Duels lost,Successful Launches,Goals Conceded Inside Box,Second Goal Assists,Total Losses Of Possession,Yellow Cards,Unsuccessful Corners into Box,Starts,Unsuccessful Passes Own Half,Total Clearances,Corners Taken (incl short corners),Times Tackled,Games Played,Through balls,Successful Lay-offs,PutThrough/Blocked Distribution Won,Unsuccessful Long Passes,Right Foot Goals,Leftside Passes,Penalties Taken,Tackles Won,Successful Short Passes,Successful Long Passes,Blocks,Successful Passes Opposition Half,Backward Passes,Successful Open Play Passes,Index,Penalty Goals Conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Open Play Passes,Attempts from Set Pieces,Corners Won,GK Successful Distribution,Unsuccessful Dribbles,Recoveries,Goals Conceded Outside Box,Throw Ins to Own Player,Offsides,Key Passes (Attempt Assists),Goals from Inside Box,Shots On Target ( inc goals ),Total Tackles,Total Fouls Won,Appearances,Ground Duels lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Goals from Outside Box,Duels won,Assists (Intentional),Aerial Duels won,Total Fouls Conceded,Duels lost,Unsuccessful Short Passes,Forward Passes,Touches,Aerial Duels,Goals,Interceptions,Penalty Goals,PutThrough/Blocked Distribution,Total Passes,Unsuccessful Passes Opposition Half,Total Touches In Opposition Box,Successful Dribbles,Successful Passes Own Half,Clean Sheets,Unsuccessful Launches,Time Played,Duels,Tackles Lost,Shots Off Target (inc woodwork),Successful Crosses & Corners,Goal Kicks,Handballs conceded,Set Pieces Goals,Ground Duels,Unsuccessful Crosses & Corners,Home Goals,Away Goals,Winning Goal,Saves Made from Outside Box,Goalkeeper Smother,GK Unsuccessful Distribution,Punches,Saves made - parried,Saves Made,Saves Made from Inside Box,Drops,Catches,Penalties Faced,Foul Won Penalty,Headed Goals,Hit Woodwork,Substitute Off,Substitute On,Throw Ins to Opposition Player,Last Player Tackle,Left Foot Goals,Own Goal Scored,Unsuccessful lay-offs,Penalties Saved,Saves made - caught,Saves from Penalty,Total Red Cards,Red Cards - 2nd Yellow,Straight Red Cards,Other Goals,Crosses not Claimed,Penalties Off Target
USA_MLS_Next_Pro,2024,Houston Dynamo 2,4xbbo257znhi1f56b5iv32bkk,A. Abdouh,Defender,0,,,,,1.0,,,,,1.0,,,,,1.0,1.0,,4.0,,,,,,,,1.0,,,,1.0,,1.0,,,5.0,1.0,,2.0,2.0,6.0,10.0,,6.0,8.0,,,,,3.0,,,,,,,1.0,,1.0,,2.0,,1.0,,,,,1.0,5.0,11.0,,,,,,8.0,2.0,,,4.0,,1.0,20.0,1.0,1.0,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Houston Dynamo 2,3c1xz4vpfoum0jbq6bmtdrtux,I. Achara,Forward,0,1.0,45.0,,6.0,59.0,21.0,1.0,14.0,,22.0,5.0,13.0,,27.0,,20.0,,176.0,2.0,,12.0,23.0,8.0,,32.0,21.0,,21.0,14.0,9.0,2.0,107.0,1.0,20.0,216.0,10.0,,133.0,90.0,215.0,10.0,2.0,226.0,297.0,,7.0,,17.0,47.0,2.0,11.0,21.0,10.0,2.0,10.0,31.0,12.0,21.0,66.0,82.0,,71.0,1.0,12.0,25.0,93.0,73.0,66.0,563.0,39.0,2.0,9.0,,24.0,308.0,73.0,65.0,17.0,94.0,,6.0,1113.0,164.0,11.0,11.0,1.0,,4.0,,125.0,14.0,0.0,2.0,0.0,,,,,,,,,,,,,2.0,10.0,9.0,,,,,4.0,,,,1.0,,1.0,,,1.0
USA_MLS_Next_Pro,2024,Houston Dynamo 2,a2go478lv67wqun5v4nb741zo,G. Alvarez,Goalkeeper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Houston Dynamo 2,9ph8wasuz3ndre586gople49g,S. Annor Gyamfi,Forward,9,,39.0,,3.0,29.0,24.0,1.0,,,21.0,1.0,15.0,,23.0,,20.0,,79.0,2.0,,12.0,7.0,9.0,,20.0,22.0,1.0,9.0,2.0,5.0,1.0,13.0,,5.0,86.0,1.0,1.0,52.0,49.0,67.0,10.0,2.0,87.0,107.0,,5.0,,7.0,19.0,1.0,,17.0,15.0,3.0,13.0,9.0,8.0,22.0,46.0,40.0,,52.0,1.0,23.0,23.0,69.0,35.0,26.0,254.0,46.0,3.0,,,9.0,127.0,33.0,55.0,13.0,35.0,,2.0,998.0,121.0,4.0,11.0,,,,,75.0,,0.0,3.0,2.0,,,,,,,,,,,,1.0,2.0,10.0,10.0,,,1.0,,2.0,,,,,,,,,
USA_MLS_Next_Pro,2024,Houston Dynamo 2,9qyg5hre038m06bzzupzgmsk4,E. Arzú,Forward,7,5.0,3.0,,2.0,57.0,11.0,1.0,15.0,,13.0,4.0,12.0,,6.0,1.0,12.0,,119.0,4.0,,9.0,6.0,4.0,,31.0,13.0,,6.0,8.0,3.0,3.0,52.0,,17.0,74.0,1.0,,53.0,32.0,75.0,10.0,1.0,75.0,112.0,,12.0,,25.0,26.0,1.0,7.0,2.0,8.0,2.0,7.0,19.0,26.0,13.0,53.0,37.0,1.0,63.0,1.0,6.0,17.0,59.0,34.0,25.0,316.0,12.0,3.0,2.0,,15.0,112.0,46.0,39.0,13.0,27.0,,1.0,718.0,122.0,2.0,4.0,5.0,,,,110.0,15.0,2.0,1.0,1.0,,,,,,,,,,,1.0,,,6.0,4.0,,,,,,,,,1.0,1.0,,,,
USA_MLS_Next_Pro,2024,Houston Dynamo 2,2jzuij8p7eoy42aqem688ltuy,F. Awodesu,Defender,0,,268.0,,1.0,92.0,13.0,1.0,3.0,,47.0,,12.0,,27.0,27.0,44.0,,326.0,5.0,,29.0,89.0,95.0,,12.0,29.0,,,10.0,178.0,,714.0,,28.0,1465.0,97.0,22.0,370.0,92.0,1508.0,10.0,3.0,1562.0,1787.0,,4.0,20.0,3.0,145.0,3.0,2.0,,6.0,2.0,5.0,51.0,30.0,29.0,54.0,287.0,,141.0,1.0,49.0,36.0,81.0,109.0,775.0,2205.0,76.0,2.0,48.0,,19.0,1849.0,201.0,24.0,11.0,1192.0,3.0,91.0,2610.0,222.0,23.0,8.0,,20.0,1.0,,146.0,3.0,2.0,0.0,1.0,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Houston Dynamo 2,2p2lvzr6lk92tevfvb5u6uiac,D. Barrett,Defender,23,,10.0,,,15.0,1.0,,1.0,,7.0,,2.0,,2.0,1.0,7.0,,44.0,,,2.0,11.0,7.0,,4.0,8.0,,,3.0,8.0,,45.0,,8.0,116.0,2.0,4.0,37.0,36.0,114.0,10.0,1.0,118.0,144.0,,,,2.0,10.0,,26.0,,1.0,,,9.0,4.0,8.0,15.0,30.0,,19.0,,4.0,5.0,17.0,22.0,57.0,231.0,6.0,,4.0,,6.0,148.0,20.0,1.0,2.0,81.0,,5.0,313.0,36.0,1.0,1.0,,,,,30.0,1.0,,,0.0,,,,,,,,,,,,,,1.0,6.0,8.0,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Houston Dynamo 2,2fd1h6vo86yjqqlzostdipq1g,A. Batioja,Forward,11,,14.0,,,13.0,2.0,,,,5.0,2.0,1.0,,1.0,,5.0,,29.0,,,2.0,2.0,1.0,,11.0,4.0,,,1.0,3.0,1.0,7.0,,3.0,40.0,1.0,,31.0,19.0,41.0,10.0,,41.0,49.0,,,,5.0,10.0,,1.0,1.0,,,2.0,6.0,6.0,4.0,13.0,8.0,1.0,15.0,,2.0,1.0,14.0,5.0,9.0,96.0,3.0,1.0,3.0,,1.0,49.0,6.0,6.0,1.0,10.0,,2.0,176.0,29.0,3.0,,,,,,26.0,,1.0,0.0,1.0,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Houston Dynamo 2,bp0a3bvzsxokh4nu3bq96yx3o,J. Bell,Forward,0,,16.0,,5.0,16.0,3.0,,2.0,,7.0,1.0,1.0,,2.0,,7.0,,41.0,2.0,,1.0,5.0,,,6.0,8.0,,3.0,1.0,5.0,,17.0,,1.0,56.0,5.0,,48.0,19.0,60.0,10.0,1.0,61.0,79.0,,1.0,,3.0,12.0,,2.0,,4.0,,1.0,1.0,14.0,8.0,12.0,19.0,,17.0,,1.0,3.0,14.0,14.0,28.0,138.0,3.0,,,,4.0,80.0,16.0,6.0,1.0,13.0,,2.0,220.0,31.0,,2.0,,,,,28.0,2.0,,,0.0,,,,,,,,,,,,,,1.0,7.0,,,,,1.0,,,,,,,,,
USA_MLS_Next_Pro,2024,Houston Dynamo 2,bg7ova8a9dn2fn29fim68uxp0,N. Betancourt,Defender,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Houston Dynamo 2,3ehrq9mryoug8osgxkpg4eo7o,O. Bolaños,Midfielder,37,,79.0,,1.0,9.0,3.0,,1.0,,6.0,,3.0,,2.0,1.0,6.0,,27.0,2.0,,3.0,3.0,1.0,,5.0,7.0,1.0,3.0,2.0,6.0,,79.0,,4.0,222.0,7.0,1.0,105.0,45.0,225.0,10.0,1.0,229.0,243.0,,1.0,,1.0,13.0,,,,1.0,,1.0,6.0,3.0,7.0,14.0,18.0,,9.0,,,5.0,16.0,12.0,44.0,280.0,2.0,,2.0,,5.0,247.0,16.0,,,124.0,,,334.0,25.0,2.0,2.0,,,,,23.0,1.0,,,0.0,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Houston Dynamo 2,eirbk0b1nni4vfpeqgxvdrmz8,L. Bruegmann,Midfielder,32,,5.0,,,2.0,1.0,,,,,,,,,,,,4.0,,,,1.0,,,2.0,2.0,,,,,1.0,5.0,,,7.0,1.0,,5.0,,8.0,10.0,,8.0,10.0,,,,,,,,,,,1.0,2.0,,2.0,2.0,2.0,1.0,3.0,,1.0,,2.0,2.0,,15.0,1.0,1.0,,,1.0,10.0,1.0,,,3.0,,,22.0,5.0,2.0,,,,,,4.0,,0.0,1.0,0.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Houston Dynamo 2,bk0ik8kr1gpu372ibbbv87ndg,J. Burbano,Defender,0,1.0,17.0,,,14.0,4.0,,3.0,,6.0,3.0,3.0,,3.0,,6.0,,42.0,2.0,,2.0,3.0,2.0,,9.0,9.0,,2.0,,1.0,1.0,24.0,,3.0,61.0,5.0,,49.0,17.0,60.0,10.0,,66.0,76.0,,1.0,,6.0,9.0,,2.0,,3.0,1.0,2.0,5.0,8.0,9.0,14.0,16.0,,18.0,,4.0,5.0,17.0,15.0,24.0,138.0,7.0,1.0,3.0,,1.0,82.0,16.0,7.0,1.0,18.0,,,260.0,35.0,2.0,2.0,1.0,,1.0,,28.0,3.0,0.0,1.0,0.0,,,,,,,,,,,,,,2.0,7.0,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Houston Dynamo 2,7yt2ddw0yntv9xq1hrv1jx05w,M. Dimareli,Forward,33,,12.0,,4.0,51.0,19.0,3.0,3.0,,10.0,4.0,5.0,,9.0,1.0,10.0,,145.0,2.0,,15.0,11.0,5.0,,61.0,18.0,,2.0,5.0,2.0,,79.0,,16.0,141.0,1.0,,105.0,57.0,142.0,10.0,1.0,142.0,191.0,,7.0,,38.0,29.0,,20.0,6.0,8.0,2.0,12.0,23.0,11.0,18.0,88.0,49.0,,57.0,2.0,6.0,10.0,97.0,47.0,43.0,413.0,15.0,2.0,4.0,,11.0,191.0,41.0,44.0,17.0,37.0,,2.0,915.0,154.0,7.0,7.0,,,1.0,,139.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,15.0,3.0,,,2.0,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Houston Dynamo 2,6ooaucn77vw73p514tlq2bnkk,A. Ekqvist,Defender,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Houston Dynamo 2,n5otejqjssvxk3bzx06642z8,M. Findlay,Forward,0,2.0,7.0,,3.0,29.0,5.0,,8.0,,8.0,,5.0,,5.0,2.0,6.0,,75.0,,,1.0,9.0,5.0,,17.0,10.0,1.0,,5.0,6.0,1.0,25.0,,12.0,50.0,2.0,2.0,30.0,18.0,51.0,10.0,,52.0,81.0,,6.0,,7.0,17.0,2.0,9.0,4.0,3.0,2.0,3.0,15.0,9.0,10.0,34.0,30.0,,36.0,,7.0,10.0,39.0,24.0,32.0,205.0,12.0,2.0,4.0,,13.0,82.0,29.0,21.0,6.0,24.0,,4.0,338.0,75.0,3.0,2.0,2.0,,,,63.0,8.0,2.0,0.0,0.0,,,,,,,,,,,,,,1.0,9.0,4.0,,1.0,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Houston Dynamo 2,3nvijn3ctkplajtt1dd23wycp,M. Gaines,Forward,27,1.0,,,,2.0,,,3.0,,1.0,1.0,,,,,1.0,,11.0,,,1.0,2.0,1.0,,1.0,1.0,,,,,,4.0,,1.0,6.0,,,4.0,5.0,6.0,10.0,,6.0,11.0,,1.0,,1.0,2.0,,,3.0,1.0,,,1.0,1.0,1.0,1.0,5.0,,3.0,,1.0,,1.0,5.0,2.0,23.0,1.0,,,,3.0,11.0,6.0,1.0,,3.0,,,65.0,4.0,,,1.0,,,,3.0,3.0,,,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Houston Dynamo 2,70lmb5krx6h8iidmbs6t015hw,D. García,Forward,0,,10.0,,1.0,10.0,9.0,,,,7.0,,5.0,,5.0,,6.0,,25.0,1.0,,1.0,3.0,1.0,,4.0,10.0,,7.0,2.0,1.0,,12.0,,,50.0,2.0,,36.0,36.0,47.0,10.0,,52.0,58.0,,,,2.0,8.0,1.0,,,1.0,1.0,4.0,,6.0,10.0,16.0,11.0,,14.0,,4.0,9.0,21.0,10.0,5.0,109.0,9.0,1.0,,,5.0,63.0,8.0,21.0,4.0,16.0,,,258.0,35.0,,5.0,,,,,26.0,,1.0,0.0,0.0,,,,,,,,,,,,1.0,,1.0,9.0,,,,,2.0,,,,,,,,,
USA_MLS_Next_Pro,2024,Houston Dynamo 2,cwi18tat1u9zy8nby1lfwu61g,M. Gardner,Forward,35,,,,1.0,,,,,,1.0,1.0,,,,,1.0,,5.0,,,,,,,,2.0,,,,,,2.0,,,4.0,,,3.0,3.0,4.0,10.0,,4.0,6.0,,1.0,,,1.0,,,,,,,,,2.0,,2.0,,,,,,,2.0,1.0,11.0,,,,,,6.0,2.0,3.0,,1.0,,,17.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Houston Dynamo 2,4uuq2zuhmlbg7kh85v5l8723u,D. Gonzalez,Midfielder,18,8.0,210.0,,14.0,90.0,43.0,10.0,39.0,41.0,45.0,2.0,28.0,,13.0,5.0,42.0,,442.0,7.0,55.0,28.0,42.0,14.0,123.0,31.0,28.0,5.0,11.0,21.0,75.0,6.0,330.0,4.0,18.0,925.0,58.0,5.0,613.0,286.0,897.0,10.0,2.0,983.0,1116.0,9.0,35.0,,16.0,99.0,3.0,17.0,3.0,66.0,5.0,22.0,24.0,46.0,28.0,82.0,238.0,1.0,105.0,7.0,15.0,39.0,95.0,163.0,395.0,1754.0,28.0,6.0,21.0,3.0,39.0,1221.0,322.0,56.0,20.0,435.0,2.0,26.0,2514.0,200.0,6.0,21.0,65.0,,1.0,,172.0,126.0,4.0,2.0,0.0,,,,,,,,,,,1.0,,2.0,2.0,,1.0,,,,1.0,,,,1.0,1.0,,,,
USA_MLS_Next_Pro,2024,Houston Dynamo 2,1d43ue54zl1o9rvnwz5zfotm,O. Grey,Defender,0,,60.0,1.0,1.0,11.0,2.0,,5.0,,12.0,,5.0,,5.0,1.0,11.0,,65.0,,,3.0,19.0,10.0,,2.0,10.0,,,3.0,16.0,,39.0,,5.0,175.0,5.0,,58.0,22.0,178.0,10.0,1.0,180.0,225.0,,4.0,1.0,2.0,26.0,1.0,12.0,,,,1.0,7.0,2.0,10.0,10.0,47.0,,17.0,,6.0,6.0,15.0,31.0,106.0,298.0,11.0,,8.0,,6.0,227.0,33.0,5.0,2.0,122.0,,10.0,378.0,32.0,2.0,1.0,,1.0,1.0,,21.0,5.0,,,0.0,,,,,,,,,,,,,,,7.0,8.0,,,,,,,,1.0,1.0,,,,
USA_MLS_Next_Pro,2024,Houston Dynamo 2,3my8ymhvy1bysbllwpoj3qctm,N. Hansen,Goalkeeper,12,,70.0,,,2.0,,,,,15.0,,,,,9.0,13.0,,61.0,1.0,,10.0,10.0,9.0,,,10.0,,,,60.0,,50.0,,1.0,128.0,48.0,,13.0,,123.0,10.0,1.0,176.0,151.0,,,97.0,,88.0,2.0,,,,,,1.0,,10.0,1.0,60.0,,2.0,,,,1.0,,116.0,348.0,,,,,,236.0,50.0,,1.0,163.0,2.0,31.0,900.0,3.0,,,,62.0,,,3.0,,,,0.0,13.0,,19.0,3.0,9.0,33.0,20.0,,12.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,
USA_MLS_Next_Pro,2024,Houston Dynamo 2,be85jzbz3ihrpyt6jvjs56oes,P. Jackson,Midfielder,37,,2.0,,,6.0,,,,,1.0,,2.0,,2.0,,1.0,,3.0,,,1.0,2.0,,,,2.0,,,1.0,,,8.0,,1.0,23.0,,,12.0,6.0,22.0,10.0,,23.0,25.0,,,,,4.0,,,,,,,3.0,2.0,2.0,3.0,3.0,,7.0,,1.0,2.0,5.0,3.0,10.0,35.0,3.0,,1.0,,1.0,26.0,1.0,,1.0,11.0,,,86.0,12.0,2.0,,,,1.0,,9.0,,,,0.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Houston Dynamo 2,8jm3jixnmppaccwg39f0yts7o,R. Kerimov,Goalkeeper,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Houston Dynamo 2,1p5u02noafhj6r31hj50stn2s,T. Lampman,Defender,23,,60.0,,,11.0,2.0,,3.0,,6.0,,4.0,,7.0,2.0,5.0,,51.0,1.0,,5.0,15.0,11.0,,1.0,6.0,1.0,,3.0,13.0,,69.0,,5.0,204.0,9.0,2.0,79.0,17.0,208.0,10.0,,213.0,247.0,,,1.0,,22.0,1.0,19.0,,2.0,,,7.0,4.0,6.0,11.0,39.0,,11.0,,,7.0,18.0,26.0,106.0,334.0,7.0,,17.0,,10.0,252.0,27.0,3.0,,134.0,1.0,5.0,446.0,29.0,2.0,2.0,,1.0,,,22.0,3.0,,,0.0,,,,,,,,,,,,,,1.0,1.0,6.0,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Houston Dynamo 2,48p3wcjai97tpt50ia7bi7ok4,J. Medina,Defender,14,,289.0,,,32.0,3.0,,1.0,,20.0,,10.0,,14.0,8.0,19.0,,99.0,5.0,,15.0,39.0,28.0,,5.0,16.0,,,8.0,43.0,,102.0,,16.0,517.0,36.0,8.0,120.0,52.0,527.0,10.0,1.0,553.0,614.0,,,10.0,4.0,49.0,1.0,,,4.0,,,19.0,10.0,16.0,41.0,87.0,,41.0,,9.0,26.0,55.0,44.0,197.0,758.0,23.0,,9.0,,15.0,640.0,49.0,7.0,3.0,433.0,1.0,29.0,1261.0,96.0,3.0,3.0,,10.0,1.0,,73.0,1.0,,,0.0,,,,,,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Houston Dynamo 2,1snfyu5dmv164k5cl87chjlsk,I. Mwakutuya,Midfielder,28,,216.0,1.0,,101.0,5.0,,3.0,,36.0,,20.0,1.0,31.0,6.0,33.0,,204.0,6.0,,26.0,66.0,71.0,,21.0,27.0,1.0,,19.0,39.0,,362.0,,45.0,996.0,25.0,17.0,403.0,134.0,988.0,10.0,2.0,1021.0,1106.0,,3.0,,6.0,104.0,3.0,116.0,,5.0,,,75.0,20.0,27.0,75.0,120.0,,120.0,,19.0,32.0,106.0,81.0,429.0,1639.0,50.0,,37.0,,42.0,1141.0,57.0,10.0,7.0,618.0,3.0,27.0,2202.0,226.0,30.0,5.0,,,3.0,,176.0,3.0,,,0.0,,,,,,,,,,,,,,6.0,1.0,26.0,,,2.0,,,,,1.0,,1.0,,,
USA_MLS_Next_Pro,2024,Houston Dynamo 2,en1t9w6orptzi3v7odnawg8b8,D. Ndong Nguema,Midfielder,0,,11.0,,1.0,14.0,2.0,,,,8.0,,4.0,,4.0,1.0,7.0,,41.0,,,5.0,4.0,4.0,,7.0,8.0,,,6.0,1.0,,61.0,,7.0,117.0,7.0,,34.0,37.0,115.0,10.0,,124.0,133.0,,,1.0,2.0,15.0,1.0,39.0,,2.0,,2.0,11.0,2.0,8.0,17.0,18.0,,16.0,,2.0,5.0,21.0,17.0,33.0,249.0,6.0,,6.0,,7.0,142.0,14.0,4.0,1.0,90.0,1.0,1.0,411.0,37.0,4.0,,,1.0,,,31.0,,,,0.0,,,,,,,,,,,,,,3.0,3.0,4.0,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Houston Dynamo 2,77kab5634937x4txa891wg2s4,B. Raines,Midfielder,15,,86.0,,1.0,33.0,3.0,,1.0,,8.0,,6.0,,5.0,4.0,8.0,,52.0,2.0,,7.0,9.0,7.0,,8.0,7.0,,,3.0,12.0,,89.0,,8.0,242.0,13.0,1.0,128.0,31.0,244.0,10.0,,255.0,279.0,,1.0,,2.0,32.0,,2.0,,,,,11.0,14.0,7.0,22.0,35.0,,34.0,,1.0,10.0,27.0,23.0,84.0,376.0,6.0,,9.0,,7.0,290.0,27.0,1.0,8.0,127.0,1.0,7.0,565.0,61.0,3.0,3.0,,,,,55.0,1.0,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Houston Dynamo 2,azzpjrq2pndxuz0waw25p7r6y,I. Reid,Forward,0,4.0,58.0,,5.0,30.0,11.0,1.0,13.0,,16.0,1.0,3.0,,21.0,2.0,14.0,,122.0,,,8.0,18.0,11.0,,22.0,23.0,,6.0,5.0,8.0,1.0,42.0,,8.0,150.0,9.0,1.0,99.0,65.0,158.0,10.0,,159.0,216.0,,6.0,,13.0,27.0,2.0,26.0,6.0,7.0,4.0,5.0,11.0,11.0,23.0,31.0,58.0,,53.0,1.0,23.0,9.0,52.0,50.0,52.0,395.0,44.0,4.0,7.0,,11.0,217.0,53.0,36.0,9.0,64.0,,3.0,931.0,105.0,3.0,6.0,4.0,,,,61.0,13.0,3.0,1.0,0.0,,,,,,,,,,,,,,7.0,15.0,7.0,1.0,3.0,,1.0,,,,,,,,,
USA_MLS_Next_Pro,2024,Houston Dynamo 2,aa4ut2fmswha43fxnrxp1obo4,S. Rodriguez,Midfielder,19,3.0,345.0,,4.0,91.0,13.0,1.0,3.0,,35.0,2.0,23.0,,12.0,7.0,33.0,,272.0,7.0,,26.0,47.0,29.0,,40.0,28.0,3.0,18.0,23.0,57.0,1.0,283.0,,34.0,937.0,58.0,2.0,450.0,214.0,973.0,10.0,3.0,995.0,1153.0,,4.0,,15.0,135.0,2.0,,,21.0,,5.0,60.0,11.0,28.0,122.0,181.0,1.0,105.0,1.0,14.0,49.0,134.0,124.0,334.0,1500.0,26.0,1.0,33.0,,34.0,1176.0,137.0,9.0,21.0,548.0,1.0,18.0,2195.0,239.0,26.0,8.0,3.0,,,,213.0,3.0,0.0,1.0,1.0,,,,,,,,,,,,,,11.0,2.0,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Houston Dynamo 2,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,Defender,3,12.0,395.0,,6.0,88.0,9.0,3.0,46.0,1.0,35.0,2.0,7.0,1.0,15.0,5.0,34.0,,328.0,5.0,1.0,23.0,42.0,46.0,2.0,39.0,26.0,,1.0,14.0,52.0,1.0,33.0,,32.0,649.0,49.0,10.0,350.0,217.0,691.0,10.0,2.0,698.0,847.0,,13.0,,27.0,98.0,1.0,123.0,5.0,26.0,1.0,7.0,43.0,13.0,26.0,77.0,157.0,,101.0,3.0,13.0,23.0,92.0,105.0,210.0,1396.0,28.0,1.0,29.0,,49.0,855.0,162.0,69.0,32.0,361.0,1.0,22.0,1996.0,193.0,11.0,2.0,13.0,,1.0,,165.0,47.0,0.0,1.0,0.0,,,,,,,,,,,,,2.0,7.0,3.0,20.0,,,,,,,,1.0,,1.0,,,
