liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Launches,Yellow Cards,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Shots,Foul Attempted Tackle,Total Touches In Opposition Box,Unsuccessful Dribbles,Unsuccessful Crosses open play,Corners Won,Blocked Shots,Throw Ins to Opposition Player,Shots On Target ( inc goals ),Through balls,Substitute On,Successful Lay-offs,Successful Crosses open play,Handballs conceded,Hit Woodwork,Saves Made,GK Successful Distribution,Punches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,GK Unsuccessful Distribution,Foul Won Penalty,Offsides,Goals,Headed Goals,Goals from Inside Box,Right Foot Goals,Clearances Off the Line,Penalties Taken,Unsuccessful lay-offs,Penalty Goals,Penalty Goals Conceded,Goals Conceded Outside Box,Catches,Penalties Faced,Penalties Off Target,Left Foot Goals,Attempts from Set Pieces,Goals from Outside Box,Penalties Conceded,Set Pieces Goals,Total Red Cards,Red Cards - 2nd Yellow,Goalkeeper Smother,Drops,Own Goal Scored,Saves made - caught,Second Goal Assists,Other Goals,Last Man Tackle
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Mexico,9vvleh9yqqcm955432lsl8c7p,R. Alvarado,Midfielder,11,285.0,2.0,105.0,27.0,1.0,67.0,1.0,4.0,40.0,16.0,4.0,19.0,105.0,4.0,4.0,6.0,80.0,,23.0,,21.0,7.0,28.0,10.0,4.0,7.0,1.0,156.0,,6.0,,29.0,31.0,10.0,18.0,2.0,5.0,3.0,36.0,1.0,,6.0,6.0,,,14.0,26.0,82.0,82.0,7.0,,,2.0,18.0,2.0,,15.0,,,4.0,2.0,4.0,4.0,2.0,15.0,3.0,6.0,2.0,2.0,,2.0,,2.0,2.0,1.0,,,,,,,,,,,4.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Mexico,4051hgvu9v8jnu9rbbd0pr9bd,U. Antuna,Forward,22,493.0,5.0,133.0,53.0,8.0,87.0,1.0,1.0,65.0,29.0,9.0,27.0,136.0,2.0,4.0,6.0,108.0,3.0,28.0,,12.0,12.0,41.0,26.0,5.0,6.0,5.0,246.0,,6.0,,44.0,29.0,10.0,32.0,,16.0,1.0,46.0,,4.0,18.0,6.0,,2.0,13.0,42.0,105.0,108.0,2.0,1.0,2.0,6.0,14.0,3.0,3.0,31.0,,,3.0,5.0,1.0,13.0,2.0,33.0,3.0,18.0,9.0,1.0,,8.0,,1.0,5.0,8.0,1.0,,,,,,,,,,1.0,4.0,,4.0,3.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Mexico,c2sm93wtigxc9gl3ayobtucph,N. Araújo,Defender,2,285.0,,286.0,15.0,,80.0,4.0,6.0,26.0,184.0,4.0,19.0,289.0,1.0,3.0,,249.0,2.0,25.0,,149.0,,18.0,19.0,3.0,,7.0,310.0,,3.0,2.0,9.0,69.0,10.0,9.0,15.0,1.0,4.0,17.0,7.0,2.0,,3.0,,,4.0,56.0,261.0,264.0,8.0,1.0,,3.0,8.0,1.0,4.0,5.0,,,,1.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Mexico,306gjy5xp2u15gh9qwrek551x,J. Gallardo,Defender,23,600.0,49.0,298.0,71.0,6.0,131.0,11.0,15.0,91.0,127.0,20.0,34.0,301.0,,7.0,5.0,247.0,3.0,49.0,,135.0,8.0,46.0,33.0,6.0,15.0,19.0,481.0,,6.0,,48.0,85.0,10.0,37.0,5.0,4.0,8.0,63.0,9.0,4.0,16.0,6.0,,,19.0,10.0,249.0,252.0,15.0,3.0,,10.0,26.0,10.0,9.0,29.0,1.0,,5.0,7.0,7.0,8.0,2.0,22.0,6.0,16.0,4.0,6.0,1.0,1.0,,,1.0,6.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Mexico,8hvgcyrjla6crn2toiqflxn85,H. González,Goalkeeper,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Mexico,4pizap25enja9rtz4g6x5bkd1,A. Guardado,Midfielder,18,451.0,4.0,211.0,44.0,6.0,137.0,1.0,6.0,57.0,63.0,7.0,22.0,222.0,4.0,5.0,4.0,181.0,2.0,28.0,3.0,67.0,11.0,45.0,30.0,5.0,6.0,3.0,316.0,17.0,6.0,1.0,40.0,55.0,10.0,24.0,13.0,11.0,2.0,46.0,3.0,3.0,20.0,6.0,11.0,,18.0,56.0,184.0,194.0,6.0,1.0,1.0,6.0,22.0,1.0,1.0,22.0,,1.0,1.0,12.0,4.0,18.0,2.0,11.0,3.0,7.0,2.0,1.0,,6.0,,1.0,4.0,3.0,,1.0,,,,,,,,,,2.0,,1.0,1.0,1.0,,,,1.0,1.0,,,,1.0,5.0,1.0,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Mexico,9uuk73i8obc7ji0dnan352nkl,É. Gutiérrez,Midfielder,16,37.0,,16.0,4.0,,13.0,,,2.0,5.0,,,18.0,1.0,,,17.0,,,,4.0,,2.0,1.0,1.0,,,21.0,1.0,1.0,,2.0,5.0,10.0,1.0,1.0,1.0,,2.0,,,2.0,1.0,,,1.0,5.0,16.0,18.0,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Mexico,5wa8lzp50ccfhxg3j4f65gt79,R. Jiménez,Forward,9,569.0,1.0,146.0,45.0,,85.0,1.0,3.0,72.0,28.0,3.0,41.0,157.0,2.0,5.0,7.0,109.0,2.0,44.0,,37.0,3.0,46.0,17.0,6.0,12.0,2.0,270.0,,6.0,,37.0,34.0,10.0,41.0,4.0,14.0,18.0,76.0,6.0,3.0,4.0,6.0,,2.0,14.0,41.0,102.0,113.0,39.0,2.0,2.0,1.0,35.0,2.0,1.0,23.0,,,4.0,15.0,21.0,30.0,3.0,55.0,3.0,4.0,7.0,8.0,,15.0,,,11.0,,1.0,3.0,,,,,,,,1.0,9.0,5.0,,5.0,5.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Mexico,cbhdq57m8kxdeqjf42z0i3rop,C. Montes,Defender,17,103.0,,101.0,7.0,,32.0,1.0,2.0,8.0,67.0,2.0,5.0,106.0,,2.0,1.0,91.0,1.0,7.0,,8.0,1.0,6.0,7.0,1.0,,1.0,115.0,,2.0,,5.0,34.0,10.0,4.0,8.0,1.0,,8.0,2.0,2.0,,2.0,,,1.0,57.0,94.0,99.0,3.0,,,2.0,4.0,,1.0,4.0,,,,1.0,3.0,1.0,1.0,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Mexico,bp7mod681lj9rrs92j10s6a51,L. Montes,Midfielder,10,67.0,1.0,42.0,19.0,,28.0,,2.0,14.0,11.0,1.0,6.0,47.0,,,2.0,37.0,1.0,8.0,,16.0,4.0,9.0,6.0,,2.0,1.0,63.0,3.0,3.0,,4.0,6.0,10.0,3.0,2.0,,,8.0,1.0,1.0,2.0,3.0,1.0,,1.0,6.0,35.0,39.0,4.0,,,,5.0,1.0,1.0,3.0,1.0,,1.0,2.0,4.0,2.0,,3.0,,1.0,2.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
