liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Short Passes,Appearances,Successful Open Play Passes,PutThrough/Blocked Distribution Won,Successful Passes Opposition Half,Total Fouls Conceded,Times Tackled,Total Passes,Touches,Duels,Goals Conceded Inside Box,Successful Long Passes,Ground Duels lost,Fifty Fifty,Foul Attempted Tackle,Backward Passes,Goals Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Dribbles,Index,Total Tackles,Successful Passes Own Half,Aerial Duels,PutThrough/Blocked Distribution,Time Played,Unsuccessful Long Passes,Aerial Duels lost,Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Goals Conceded Outside Box,Substitute Off,Successful Short Passes,Tackles Won,Unsuccessful Launches,Throw Ins to Own Player,Unsuccessful Passes Opposition Half,Duels lost,Total Losses Of Possession,Rightside Passes,Games Played,Substitute On,Total Touches In Opposition Box,Duels won,Blocked Shots,Forward Passes,Tackles Lost,Handballs conceded,Leftside Passes,Interceptions,Ground Duels,Successful Dribbles,Yellow Cards,Recoveries,Starts,Ground Duels won,Successful Fifty Fifty,Unsuccessful Passes Own Half,Home Goals,Away Goals,Winning Goal,Aerial Duels won,Unsuccessful Crosses open play,Corners Won,Unsuccessful Crosses & Corners,Total Clearances,Successful Crosses & Corners,Offsides,Key Passes (Attempt Assists),Set Pieces Goals,Left Foot Goals,Penalties Taken,Hit Woodwork,Throw Ins to Opposition Player,Attempts from Set Pieces,Successful Lay-offs,Shots Off Target (inc woodwork),Second Goal Assists,Shots On Target ( inc goals ),Goals from Outside Box,Goals,Goals from Inside Box,Through balls,Assists (Intentional),Goal Assists,Total Fouls Won,Unsuccessful lay-offs,Right Foot Goals,Successful Crosses open play,Penalty Goals Conceded,Total Shots,Straight Red Cards,Successful Corners into Box,Corners Taken (incl short corners),Total Red Cards,Unsuccessful Corners into Box,Clean Sheets,Penalty Goals,Successful Launches,Blocks,Headed Goals,Red Cards - 2nd Yellow,Penalties Conceded,GK Successful Distribution,Catches,Saves made - parried,GK Unsuccessful Distribution,Saves Made from Outside Box,Goalkeeper Smother,Saves Made,Punches,Saves Made from Inside Box,Saves made - caught,Drops,Penalties Faced,Foul Won Penalty,Last Man Tackle,Own Goal Scored,Clearances Off the Line,Penalties Off Target,Penalties Saved,Saves from Penalty,Crosses not Claimed,Overruns,Goals Openplay,Other Goals,Goal Kicks,Last Player Tackle
USA_MLS,2021,Real Salt Lake,akl6kso1e1wtr4sdvplwn8nop,N. Besler,Midfielder,13,84.0,28.0,691.0,20.0,316.0,22.0,13.0,815.0,1056.0,173.0,32.0,36.0,61.0,58.0,13.0,123.0,34.0,117.0,6.0,87.0,34.0,382.0,39.0,33.0,1714.0,33.0,8.0,806.0,698.0,2.0,8.0,662.0,17.0,14.0,4.0,75.0,69.0,152.0,223.0,28.0,9.0,14.0,104.0,1.0,230.0,17.0,,239.0,39.0,134.0,5.0,4.0,129.0,19.0,73.0,33.0,45.0,0.0,0.0,0.0,31.0,3.0,1.0,3.0,19.0,,,4.0,,,,,1.0,,5.0,5.0,,2.0,,,,1.0,1.0,1.0,34.0,1.0,,,1.0,7.0,,,,,,2.0,,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Real Salt Lake,84v7wkiby3gxavrnoqogo6e39,A. Brody,Defender,2,95.0,19.0,415.0,16.0,250.0,11.0,27.0,535.0,912.0,158.0,16.0,15.0,47.0,24.0,10.0,116.0,18.0,116.0,19.0,52.0,27.0,183.0,40.0,33.0,1363.0,21.0,24.0,531.0,419.0,2.0,6.0,404.0,20.0,6.0,72.0,128.0,71.0,241.0,149.0,19.0,4.0,19.0,87.0,,187.0,7.0,,83.0,24.0,118.0,27.0,1.0,74.0,15.0,71.0,11.0,31.0,0.0,0.0,0.0,16.0,43.0,7.0,43.0,20.0,14.0,1.0,10.0,,,,,17.0,,,4.0,1.0,,,,,2.0,2.0,2.0,17.0,,,14.0,2.0,4.0,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Real Salt Lake,1udt0es1u7ffbh84vdsv2f4yd,M. Chang,Midfielder,16,98.0,30.0,371.0,22.0,260.0,8.0,34.0,499.0,837.0,169.0,21.0,16.0,73.0,37.0,5.0,136.0,23.0,123.0,19.0,100.0,42.0,134.0,32.0,38.0,1223.0,25.0,17.0,494.0,376.0,2.0,14.0,360.0,20.0,13.0,24.0,152.0,90.0,252.0,119.0,30.0,16.0,40.0,79.0,2.0,144.0,22.0,1.0,100.0,12.0,137.0,17.0,2.0,77.0,14.0,64.0,18.0,30.0,2.0,0.0,0.0,15.0,53.0,10.0,59.0,20.0,18.0,2.0,25.0,,1.0,,2.0,6.0,,4.0,5.0,1.0,9.0,1.0,2.0,1.0,1.0,,1.0,5.0,,1.0,16.0,1.0,14.0,,2.0,7.0,,5.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Real Salt Lake,8bmc2bhuiqkiigxi23auuenkl,T. Datković,Defender,44,28.0,8.0,208.0,3.0,56.0,6.0,1.0,265.0,349.0,52.0,9.0,23.0,10.0,16.0,2.0,12.0,10.0,55.0,1.0,23.0,7.0,154.0,30.0,6.0,582.0,27.0,14.0,261.0,210.0,1.0,2.0,187.0,4.0,15.0,2.0,45.0,24.0,66.0,111.0,8.0,1.0,4.0,28.0,,113.0,3.0,1.0,29.0,9.0,22.0,3.0,1.0,29.0,7.0,12.0,8.0,15.0,0.0,0.0,0.0,16.0,5.0,1.0,5.0,39.0,,1.0,2.0,,,,,,,,,,1.0,,,,,,,2.0,,,,1.0,1.0,,,,,,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,
USA_MLS,2021,Real Salt Lake,9a94jyqwrfa700gtjmo92kfoq,B. Hidalgo,Midfielder,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Real Salt Lake,3yzfxvaqxmqa8z0obre3tulpm,J. Dewsnup,Goalkeeper,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Real Salt Lake,bkgs0bu84fid8674okqo4r7x1,J. Glad,Defender,15,162.0,34.0,1553.0,14.0,536.0,37.0,13.0,1911.0,2382.0,252.0,51.0,160.0,69.0,83.0,12.0,105.0,55.0,320.0,3.0,52.0,37.0,1056.0,123.0,34.0,3087.0,158.0,54.0,1865.0,1591.0,4.0,,1431.0,22.0,51.0,46.0,214.0,123.0,377.0,416.0,34.0,,31.0,129.0,,865.0,15.0,,525.0,52.0,129.0,8.0,7.0,172.0,34.0,60.0,49.0,118.0,2.0,0.0,1.0,69.0,12.0,6.0,12.0,121.0,1.0,1.0,8.0,,,,1.0,7.0,,,9.0,,6.0,,2.0,2.0,,,,15.0,,1.0,1.0,4.0,15.0,,,,1.0,,6.0,,20.0,35.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
USA_MLS,2021,Real Salt Lake,28s54spgd7hf87yrp0yr6atat,Éverton Luiz,Midfielder,25,93.0,27.0,691.0,19.0,341.0,36.0,21.0,826.0,1149.0,246.0,30.0,30.0,89.0,53.0,27.0,111.0,32.0,107.0,13.0,39.0,67.0,379.0,36.0,31.0,1872.0,14.0,18.0,797.0,719.0,2.0,10.0,689.0,42.0,8.0,6.0,77.0,107.0,176.0,263.0,27.0,6.0,5.0,139.0,2.0,223.0,25.0,,229.0,35.0,210.0,18.0,9.0,144.0,21.0,121.0,29.0,34.0,0.0,0.0,0.0,18.0,4.0,1.0,4.0,12.0,1.0,,8.0,,,,,,,2.0,6.0,,1.0,,,,2.0,1.0,1.0,36.0,,,1.0,2.0,7.0,,,,,,3.0,,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Real Salt Lake,4eaw6l0418q57ktjma0k5lnt,A. Herrera,Defender,22,172.0,32.0,1091.0,28.0,564.0,50.0,71.0,1388.0,2274.0,301.0,42.0,112.0,141.0,85.0,30.0,253.0,45.0,273.0,44.0,53.0,60.0,585.0,52.0,69.0,2803.0,101.0,23.0,1359.0,1115.0,3.0,5.0,1003.0,43.0,39.0,215.0,279.0,164.0,565.0,71.0,32.0,,38.0,137.0,6.0,516.0,17.0,1.0,548.0,34.0,249.0,36.0,8.0,207.0,32.0,108.0,42.0,90.0,0.0,1.0,0.0,29.0,94.0,30.0,96.0,62.0,34.0,1.0,34.0,,1.0,,1.0,67.0,,1.0,11.0,1.0,6.0,1.0,1.0,,2.0,10.0,10.0,12.0,,,33.0,4.0,17.0,,,1.0,1.0,1.0,6.0,,5.0,17.0,,1.0,2.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
USA_MLS,2021,Real Salt Lake,1z750xyx7stmv6uf51h1y6ehh,E. Holt,Defender,20,61.0,18.0,584.0,7.0,160.0,9.0,1.0,740.0,907.0,93.0,27.0,65.0,19.0,28.0,5.0,34.0,29.0,146.0,,31.0,8.0,438.0,62.0,13.0,1352.0,85.0,35.0,728.0,594.0,2.0,,529.0,3.0,33.0,1.0,114.0,54.0,156.0,134.0,18.0,4.0,23.0,39.0,2.0,320.0,5.0,,252.0,19.0,31.0,2.0,3.0,96.0,14.0,12.0,16.0,36.0,1.0,0.0,1.0,27.0,4.0,2.0,4.0,62.0,4.0,,6.0,,,,,,,,6.0,,2.0,,1.0,1.0,1.0,,,2.0,,,4.0,,8.0,,,,,,2.0,,12.0,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Real Salt Lake,e07zv7ag985v8lq9sebfi27l5,M. Iloski,Forward,23,,1.0,,,,,,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Real Salt Lake,67gh2sr2kjjjt3lnxjswtc5p1,A. Julio,Forward,29,47.0,33.0,135.0,12.0,109.0,15.0,48.0,196.0,484.0,166.0,19.0,12.0,76.0,30.0,6.0,53.0,19.0,54.0,30.0,35.0,18.0,39.0,35.0,27.0,1146.0,7.0,19.0,189.0,142.0,,11.0,130.0,8.0,3.0,6.0,63.0,95.0,178.0,52.0,33.0,22.0,83.0,71.0,6.0,42.0,10.0,2.0,49.0,6.0,131.0,26.0,1.0,58.0,11.0,55.0,16.0,9.0,3.0,6.0,3.0,16.0,18.0,17.0,18.0,3.0,6.0,6.0,14.0,,1.0,,1.0,1.0,,5.0,14.0,,17.0,1.0,9.0,8.0,,,1.0,11.0,1.0,7.0,6.0,2.0,31.0,,,,,,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
