liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Successful Launches,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Total Fouls Won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,GK Successful Distribution,Substitute On,Successful Lay-offs,Goals,Right Foot Goals,Successful Crosses & Corners,Yellow Cards,Shots Off Target (inc woodwork),Substitute Off,Successful Dribbles,Total Shots,Total Red Cards,Blocked Shots,Red Cards - 2nd Yellow,Foul Attempted Tackle,Total Touches In Opposition Box,Shots On Target ( inc goals ),Successful Crosses open play,Aerial Duels won,Handballs conceded,Hit Woodwork,Goals from Inside Box,Unsuccessful lay-offs,Through balls,Offsides,Corners Won,Successful Corners into Box,Corners Taken (incl short corners),Goals from Outside Box,Left Foot Goals,Unsuccessful Corners into Box,Assists (Intentional),Clearances Off the Line,Goal Assists,Saves Made,Crosses not Claimed,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Second Goal Assists,Own Goal Scored,Headed Goals,Foul Won Penalty,Set Pieces Goals,Attempts from Set Pieces,Penalties Taken,Penalty Goals,Straight Red Cards,Penalties Conceded,Goalkeeper Smother,Penalties Faced,Times Tackled,Penalty Goals Conceded,Home Goals,Away Goals,Winning Goal,Other Goals,Goal Kicks,Last Man Tackle,Saves from Penalty,Penalties Saved,Penalties Off Target
USA_USL_Championship,2017,Ottawa Fury FC,8nb79konwa6uphb9zmbvnjx0p,J. Barden,Midfielder,2,46.0,1957.0,64.0,7.0,762.0,165.0,315.0,22.0,61.0,24.0,3.0,11.0,320.0,307.0,65.0,135.0,785.0,22.0,538.0,28.0,196.0,66.0,23.0,199.0,15.0,101.0,20.0,42.0,49.0,1262.0,27.0,4.0,152.0,291.0,10.0,118.0,51.0,17.0,5.0,187.0,32.0,31.0,52.0,27.0,58.0,263.0,570.0,589.0,35.0,2.0,53.0,69.0,12.0,65.0,94.0,,7.0,1.0,1.0,,33.0,5.0,2.0,3.0,14.0,3.0,,3.0,,9.0,17.0,1.0,28.0,24.0,1.0,,1.0,,1.0,2.0,11.0,4.0,7.0,,1.0,2.0,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Ottawa Fury FC,68fao57c8scqvf3a13f4f7bh1,G. Bruna,Midfielder,10,18.0,1949.0,,4.0,801.0,140.0,430.0,23.0,79.0,25.0,4.0,27.0,354.0,239.0,39.0,132.0,843.0,40.0,567.0,23.0,211.0,235.0,38.0,228.0,,154.0,23.0,42.0,49.0,1256.0,26.0,2.0,189.0,318.0,10.0,111.0,65.0,36.0,10.0,226.0,9.0,27.0,66.0,26.0,88.0,150.0,600.0,632.0,37.0,1.0,30.0,115.0,9.0,40.0,101.0,,3.0,10.0,1.0,,37.0,3.0,15.0,10.0,27.0,23.0,1.0,9.0,1.0,17.0,24.0,8.0,2.0,10.0,1.0,1.0,1.0,,1.0,1.0,6.0,24.0,67.0,,1.0,38.0,3.0,,3.0,,,,,,,,,,,,,,,,7.0,2.0,,,,,,,,,,,,,,,,1.0
USA_USL_Championship,2017,Ottawa Fury FC,p6p2s1vg05xmdek1x32kgafp,A. Campbell,Defender,0,61.0,2256.0,133.0,13.0,544.0,147.0,209.0,27.0,55.0,30.0,4.0,17.0,408.0,192.0,59.0,111.0,549.0,35.0,344.0,31.0,166.0,178.0,16.0,187.0,35.0,127.0,25.0,45.0,40.0,1256.0,26.0,1.0,245.0,207.0,10.0,155.0,39.0,58.0,30.0,279.0,31.0,35.0,61.0,26.0,107.0,17.0,379.0,383.0,34.0,4.0,47.0,124.0,12.0,59.0,138.0,,1.0,8.0,,,18.0,7.0,10.0,,22.0,14.0,2.0,8.0,1.0,19.0,54.0,4.0,18.0,17.0,3.0,1.0,,2.0,,8.0,23.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,
USA_USL_Championship,2017,Ottawa Fury FC,2v5j1i5ae9fnciilwy3op8and,N. DePuy,Forward,15,1.0,625.0,,,156.0,42.0,83.0,2.0,2.0,1.0,,37.0,98.0,21.0,6.0,54.0,160.0,17.0,103.0,7.0,56.0,42.0,12.0,57.0,,25.0,7.0,4.0,,253.0,8.0,,41.0,36.0,10.0,51.0,1.0,5.0,2.0,118.0,8.0,7.0,1.0,8.0,30.0,40.0,100.0,104.0,77.0,1.0,4.0,67.0,2.0,3.0,11.0,,1.0,23.0,2.0,2.0,,1.0,7.0,2.0,2.0,17.0,,1.0,,5.0,38.0,10.0,,40.0,1.0,,2.0,7.0,,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Ottawa Fury FC,dtv5ke9qxpecb7kktisex8161,R. del Campo,Defender,4,,2115.0,5.0,14.0,868.0,96.0,168.0,42.0,94.0,20.0,3.0,39.0,235.0,511.0,33.0,121.0,894.0,30.0,600.0,28.0,215.0,226.0,4.0,140.0,,82.0,23.0,23.0,75.0,1215.0,24.0,21.0,95.0,367.0,10.0,115.0,79.0,31.0,,189.0,112.0,31.0,,24.0,35.0,205.0,660.0,679.0,94.0,5.0,23.0,74.0,10.0,45.0,60.0,,1.0,2.0,2.0,1.0,,4.0,9.0,,2.0,16.0,,,,5.0,33.0,7.0,,55.0,1.0,,2.0,1.0,1.0,,5.0,,,,,,1.0,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Ottawa Fury FC,4ezd4d37kbb1249qd7bvi0dzp,J. Dixon,Midfielder,22,17.0,1879.0,19.0,4.0,635.0,117.0,296.0,16.0,32.0,16.0,1.0,24.0,245.0,225.0,64.0,95.0,647.0,35.0,480.0,26.0,127.0,139.0,14.0,110.0,4.0,100.0,21.0,32.0,34.0,987.0,28.0,7.0,193.0,195.0,10.0,119.0,40.0,17.0,18.0,238.0,16.0,27.0,17.0,28.0,95.0,196.0,508.0,520.0,45.0,4.0,49.0,119.0,15.0,27.0,98.0,,7.0,13.0,2.0,,1.0,4.0,5.0,7.0,17.0,10.0,,4.0,,18.0,28.0,5.0,1.0,21.0,2.0,,2.0,,2.0,,9.0,,,,,,2.0,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Ottawa Fury FC,1bvo1q3jlflqdmjrvypnt2lzp,Steevan dos Santos,Forward,8,8.0,1981.0,5.0,1.0,528.0,133.0,243.0,6.0,15.0,31.0,3.0,107.0,298.0,120.0,35.0,156.0,533.0,40.0,348.0,23.0,171.0,112.0,20.0,162.0,,97.0,24.0,44.0,18.0,926.0,27.0,1.0,192.0,167.0,10.0,178.0,14.0,58.0,13.0,374.0,19.0,26.0,9.0,27.0,89.0,121.0,358.0,362.0,182.0,4.0,25.0,196.0,10.0,16.0,103.0,,3.0,30.0,10.0,6.0,1.0,4.0,22.0,10.0,16.0,43.0,,14.0,,12.0,97.0,21.0,1.0,75.0,1.0,4.0,8.0,4.0,1.0,7.0,15.0,,,2.0,2.0,,,,1.0,,,,,,,,,,,,,2.0,,,,2.0,2.0,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Ottawa Fury FC,a7au2iq6fgzj6do9bwafw6dat,E. Edward,Defender,3,23.0,1867.0,74.0,10.0,670.0,101.0,235.0,20.0,54.0,12.0,2.0,17.0,275.0,287.0,18.0,117.0,687.0,21.0,475.0,20.0,171.0,95.0,5.0,143.0,25.0,65.0,21.0,39.0,52.0,1066.0,23.0,3.0,109.0,284.0,10.0,75.0,41.0,29.0,14.0,147.0,45.0,22.0,24.0,23.0,55.0,207.0,502.0,516.0,38.0,2.0,13.0,72.0,5.0,51.0,54.0,,2.0,,2.0,1.0,6.0,2.0,2.0,7.0,10.0,8.0,,3.0,,8.0,34.0,6.0,6.0,21.0,,1.0,2.0,2.0,,3.0,9.0,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,
USA_USL_Championship,2017,Ottawa Fury FC,2yory0v0jjh4vc2g7j5psijth,C. Haworth,Forward,9,28.0,1504.0,54.0,4.0,461.0,113.0,270.0,3.0,22.0,11.0,2.0,16.0,375.0,99.0,21.0,119.0,492.0,13.0,329.0,20.0,141.0,116.0,27.0,184.0,61.0,82.0,16.0,26.0,23.0,960.0,21.0,,136.0,159.0,10.0,70.0,22.0,30.0,16.0,155.0,3.0,22.0,66.0,21.0,69.0,104.0,326.0,351.0,19.0,1.0,16.0,85.0,5.0,18.0,67.0,,5.0,36.0,2.0,2.0,18.0,,16.0,5.0,16.0,32.0,,7.0,,6.0,68.0,16.0,11.0,3.0,2.0,3.0,2.0,7.0,2.0,2.0,22.0,6.0,37.0,,,25.0,4.0,,5.0,,,,,,,,,,,1.0,,,,,7.0,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Ottawa Fury FC,4w8axbmvbczcb71ufhr8higgl,T. Hume,Forward,18,2.0,1206.0,,,312.0,62.0,145.0,,4.0,6.0,2.0,94.0,244.0,38.0,5.0,133.0,320.0,22.0,181.0,16.0,137.0,83.0,17.0,131.0,8.0,25.0,12.0,12.0,8.0,551.0,23.0,1.0,92.0,123.0,10.0,136.0,2.0,22.0,12.0,293.0,16.0,18.0,2.0,23.0,63.0,52.0,175.0,183.0,201.0,1.0,3.0,157.0,2.0,2.0,29.0,,11.0,21.0,3.0,1.0,,1.0,15.0,6.0,8.0,35.0,,6.0,,7.0,100.0,20.0,,107.0,2.0,,3.0,5.0,1.0,8.0,12.0,,,,,,1.0,,2.0,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,1.0,,,,,
