liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Short Passes,Successful Passes Opposition Half,Successful Long Passes,Forward Passes,Starts,Saves Made from Outside Box,Open Play Passes,Goals Conceded Inside Box,Successful Passes Own Half,Successful Open Play Passes,Rightside Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Passes Opposition Half,GK Unsuccessful Distribution,Appearances,Recoveries,Catches,Total Passes,Saves Made from Inside Box,Goals Conceded,Unsuccessful Passes Own Half,Saves Made,Games Played,Index,Unsuccessful Long Passes,Time Played,Goal Kicks,Crosses not Claimed,Total Successful Passes ( Excl Crosses & Corners ) ,GK Successful Distribution,Leftside Passes,Total Losses Of Possession,Saves made - parried,Touches,Winning Goal,Headed Goals,Penalty Goals,Aerial Duels won,Successful Crosses & Corners,Through balls,Corners Won,Times Tackled,Tackles Lost,Blocks,Unsuccessful Crosses open play,Goals Conceded Outside Box,Successful Crosses open play,Backward Passes,Goals from Inside Box,Hit Woodwork,Duels lost,Unsuccessful Launches,PutThrough/Blocked Distribution Won,Interceptions,Throw Ins to Own Player,Ground Duels lost,Goals,Ground Duels,PutThrough/Blocked Distribution,Foul Won Penalty,Tackles Won,Successful Corners into Box,Unsuccessful Short Passes,Foul Attempted Tackle,Substitute Off,Successful Lay-offs,Right Foot Goals,Total Tackles,Aerial Duels lost,Successful Dribbles,Aerial Duels,Penalties Taken,Shots On Target ( inc goals ),Total Shots,Penalty Goals Conceded,Duels,Overruns,Substitute On,Duels won,Unsuccessful Dribbles,Handballs conceded,Unsuccessful Crosses & Corners,Attempts from Set Pieces,Total Fouls Won,Corners Taken (incl short corners),Shots Off Target (inc woodwork),Blocked Shots,Ground Duels won,Unsuccessful Corners into Box,Total Touches In Opposition Box,Throw Ins to Opposition Player,Unsuccessful lay-offs,Total Clearances,Offsides,Total Fouls Conceded,Key Passes (Attempt Assists),Home Goals,Away Goals,Left Foot Goals,Straight Red Cards,Goals from Outside Box,Successful Launches,Total Red Cards,Yellow Cards,Clearances Off the Line,Assists (Intentional),Goal Assists,Penalties Conceded,Clean Sheets,Penalties Faced,Punches,Drops,Goalkeeper Smother,Saves made - caught,Last Player Tackle,Own Goal Scored,Red Cards - 2nd Yellow,Last Man Tackle,Set Pieces Goals,Second Goal Assists,Saves from Penalty,Penalties Saved,Penalties Off Target,Other Goals
USA_USL_League_One,2023,North Carolina FC,ar3l52h52v2hs28v6vp1fh46i,S. Adams,Forward,17,61.0,45.0,4.0,27.0,3.0,,86.0,4.0,23.0,63.0,11.0,24.0,28.0,,13.0,10.0,,89.0,,6.0,3.0,,13.0,10.0,2.0,272.0,,,65.0,,20.0,44.0,,149.0,0.0,,,4.0,3.0,,6.0,4.0,1.0,1.0,7.0,2.0,2.0,31.0,,,16.0,,5.0,2.0,,11.0,,27.0,11.0,,2.0,,22.0,,3.0,3.0,,3.0,5.0,10.0,9.0,,6.0,6.0,,36.0,1.0,10.0,20.0,3.0,,7.0,1.0,3.0,1.0,,2.0,16.0,,20.0,,,1.0,2.0,3.0,9.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2023,North Carolina FC,4avmtni30rahy4h40ffg89q6t,O. Anderson,Forward,9,153.0,129.0,12.0,60.0,29.0,,256.0,23.0,37.0,157.0,76.0,99.0,101.0,,33.0,53.0,,264.0,,27.0,11.0,,33.0,10.0,5.0,2326.0,,,165.0,,63.0,296.0,,701.0,6.0,1.0,,23.0,1.0,3.0,31.0,99.0,10.0,,13.0,4.0,1.0,65.0,15.0,2.0,191.0,,17.0,3.0,1.0,141.0,17.0,238.0,33.0,3.0,9.0,,94.0,8.0,25.0,6.0,6.0,19.0,50.0,36.0,73.0,,40.0,72.0,1.0,311.0,11.0,4.0,120.0,55.0,1.0,13.0,,42.0,,32.0,17.0,97.0,,169.0,1.0,4.0,3.0,24.0,31.0,21.0,9.0,8.0,10.0,,2.0,,,4.0,,6.0,6.0,,1.0,,,,,,,,,,,,,,,
USA_USL_League_One,2023,North Carolina FC,iw8qwhb1vafrs9lbptiuquei,L. Arriaga,Midfielder,7,564.0,366.0,49.0,199.0,18.0,,702.0,22.0,256.0,597.0,183.0,107.0,98.0,,33.0,105.0,,720.0,,27.0,30.0,,33.0,10.0,22.0,1733.0,,,613.0,,175.0,159.0,,938.0,1.0,,,12.0,9.0,,4.0,13.0,9.0,7.0,12.0,5.0,3.0,163.0,,,77.0,9.0,12.0,11.0,4.0,60.0,,111.0,17.0,,20.0,3.0,85.0,12.0,6.0,5.0,,29.0,17.0,4.0,29.0,,4.0,14.0,,140.0,,15.0,63.0,4.0,,21.0,,18.0,15.0,10.0,12.0,51.0,8.0,24.0,,,12.0,1.0,31.0,20.0,,,,,,1.0,,3.0,,1.0,1.0,,3.0,,,,,,,,,,,,,,,
USA_USL_League_One,2023,North Carolina FC,c9dlhwb3ajgno1ck47rya4ay2,D. Benton,Defender,18,373.0,179.0,31.0,158.0,11.0,,472.0,17.0,230.0,393.0,106.0,80.0,64.0,,28.0,62.0,,484.0,,20.0,25.0,,28.0,10.0,20.0,1056.0,,,404.0,,110.0,153.0,,753.0,1.0,1.0,,32.0,5.0,1.0,3.0,18.0,6.0,1.0,9.0,3.0,5.0,110.0,1.0,,67.0,9.0,12.0,18.0,64.0,42.0,1.0,85.0,13.0,,13.0,,60.0,13.0,2.0,4.0,,19.0,25.0,11.0,57.0,,2.0,8.0,,142.0,4.0,17.0,75.0,8.0,,9.0,,13.0,,6.0,3.0,43.0,,10.0,18.0,,14.0,,23.0,5.0,1.0,0.0,,1.0,,2.0,2.0,5.0,,1.0,1.0,,2.0,,,,,,,,1.0,,,,,,,
USA_USL_League_One,2023,North Carolina FC,c481wk3de3opu190d8z99w8yy,N. Flores,Defender,3,776.0,471.0,56.0,532.0,28.0,,1067.0,27.0,377.0,804.0,364.0,265.0,231.0,,30.0,133.0,,1097.0,,34.0,90.0,,30.0,10.0,116.0,2583.0,,,832.0,,50.0,423.0,,1684.0,0.0,,,14.0,16.0,,15.0,24.0,12.0,10.0,55.0,7.0,16.0,151.0,,,87.0,44.0,15.0,18.0,164.0,60.0,,137.0,41.0,,20.0,,149.0,11.0,4.0,,,32.0,27.0,17.0,41.0,,4.0,9.0,1.0,178.0,3.0,2.0,91.0,17.0,2.0,56.0,,28.0,1.0,5.0,8.0,77.0,1.0,22.0,38.0,2.0,57.0,1.0,23.0,26.0,,,,,,5.0,,4.0,,2.0,2.0,,5.0,,,,,,,,,,,,,,,
USA_USL_League_One,2023,North Carolina FC,9dtm1y258fyuzq6881t458bft,L. Croll,Defender,4,8.0,5.0,1.0,4.0,,,10.0,,4.0,9.0,3.0,1.0,1.0,,1.0,1.0,,10.0,,,,,1.0,10.0,,12.0,,,9.0,,3.0,1.0,,13.0,0.0,,,1.0,,,,,,,,,,,,,4.0,,,,,4.0,,4.0,,,,,1.0,1.0,,,,,,,1.0,,,,,5.0,,1.0,1.0,,,,,,,,,,,,,,3.0,,4.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2023,North Carolina FC,411grh3cytippnnanb767qvsa,Rafa Mentzingen,Forward,14,560.0,411.0,53.0,247.0,30.0,,742.0,25.0,232.0,563.0,248.0,188.0,255.0,,33.0,160.0,,801.0,,29.0,32.0,,33.0,10.0,42.0,2531.0,,,613.0,,89.0,453.0,,1519.0,5.0,,6.0,30.0,30.0,3.0,30.0,94.0,15.0,1.0,41.0,4.0,6.0,217.0,12.0,3.0,177.0,15.0,28.0,19.0,18.0,145.0,13.0,314.0,54.0,1.0,20.0,20.0,146.0,16.0,25.0,19.0,11.0,35.0,32.0,65.0,62.0,7.0,36.0,84.0,1.0,376.0,15.0,3.0,199.0,69.0,,99.0,10.0,70.0,66.0,48.0,29.0,169.0,33.0,99.0,,2.0,17.0,2.0,27.0,44.0,4.0,9.0,2.0,,1.0,,,6.0,,6.0,7.0,,,,,,,,,,,,,,,,,
USA_USL_League_One,2023,North Carolina FC,9lqkxtfg2criva7xpnoca8d1,Pecka,Midfielder,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2023,North Carolina FC,enuonl3tkl8vdb22aniwls2ui,G. Fernandes,Defender,6,1274.0,406.0,118.0,633.0,31.0,,1535.0,33.0,986.0,1338.0,551.0,208.0,158.0,,33.0,160.0,,1600.0,,39.0,52.0,,33.0,10.0,124.0,2777.0,,,1392.0,,339.0,226.0,,1879.0,0.0,1.0,,56.0,,2.0,7.0,6.0,8.0,19.0,2.0,6.0,,77.0,1.0,,124.0,25.0,13.0,17.0,2.0,61.0,1.0,129.0,23.0,,26.0,,84.0,18.0,2.0,,,34.0,63.0,4.0,119.0,,6.0,16.0,1.0,248.0,,2.0,124.0,3.0,1.0,2.0,,32.0,,10.0,8.0,68.0,,26.0,,,82.0,2.0,39.0,7.0,1.0,0.0,,,,3.0,,7.0,,,,,8.0,,,,,,,,,,,,,,,
USA_USL_League_One,2023,North Carolina FC,32nxcfulbllhw7pajnn444xec,M. Flick,Defender,22,25.0,12.0,1.0,14.0,,,43.0,4.0,14.0,26.0,9.0,17.0,12.0,,20.0,8.0,,43.0,,5.0,6.0,,20.0,10.0,3.0,124.0,,,26.0,,11.0,30.0,,83.0,0.0,,,2.0,,,2.0,5.0,2.0,1.0,1.0,1.0,,9.0,,,22.0,3.0,1.0,2.0,,14.0,,19.0,2.0,,1.0,,14.0,1.0,,1.0,,3.0,8.0,,10.0,,,2.0,,29.0,,20.0,7.0,3.0,,1.0,,2.0,,2.0,3.0,5.0,,6.0,,,5.0,,6.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
