liga,temporada,equipo,id,nombre,posicion,dorsal,Total Passes,Total Clearances,Offsides,Foul Attempted Tackle,Through balls,Unsuccessful Long Passes,Time Played,Starts,Duels,Index,Aerial Duels lost,Clean Sheets,Penalty Goals Conceded,Interceptions,Total Successful Passes ( Excl Crosses & Corners ) ,Leftside Passes,Total Shots,Unsuccessful Crosses open play,Total Fouls Conceded,Open Play Passes,Aerial Duels won,Throw Ins to Own Player,Blocks,Total Tackles,Successful Short Passes,Unsuccessful Passes Opposition Half,Recoveries,Games Played,Appearances,Unsuccessful Dribbles,PutThrough/Blocked Distribution,Ground Duels lost,Unsuccessful Passes Own Half,Successful Crosses & Corners,Unsuccessful Short Passes,Duels lost,Forward Passes,Ground Duels,Successful Passes Opposition Half,Goals Conceded Outside Box,Unsuccessful Launches,Backward Passes,Successful Long Passes,Rightside Passes,Duels won,Ground Duels won,Corners Won,Successful Crosses open play,Total Losses Of Possession,Shots On Target ( inc goals ),Tackles Lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots Off Target (inc woodwork),PutThrough/Blocked Distribution Won,Substitute Off,Throw Ins to Opposition Player,Blocked Shots,Total Touches In Opposition Box,Successful Launches,Times Tackled,Total Fouls Won,Tackles Won,Successful Dribbles,Goals Conceded Inside Box,Successful Open Play Passes,Aerial Duels,Goals Conceded,Successful Passes Own Half,Key Passes (Attempt Assists),Successful Lay-offs,Unsuccessful Crosses & Corners,Touches,Winning Goal,Attempts from Set Pieces,Clearances Off the Line,Substitute On,Yellow Cards,Goals from Inside Box,Handballs conceded,Overruns,Penalties Taken,Left Foot Goals,Goal Assists,Goals,Right Foot Goals,Unsuccessful lay-offs,Penalty Goals,Assists (Intentional),Home Goals,Away Goals,Headed Goals,Successful Corners into Box,Unsuccessful Corners into Box,Corners Taken (incl short corners),GK Successful Distribution,Saves Made from Inside Box,Saves Made,Goalkeeper Smother,Saves Made from Outside Box,Saves made - parried,Drops,GK Unsuccessful Distribution,Goal Kicks,Punches,Catches,Goals from Outside Box,Hit Woodwork,Straight Red Cards,Total Red Cards,Foul Won Penalty,Set Pieces Goals,Second Goal Assists,Penalties Conceded,Saves made - caught,Penalties Faced,Last Player Tackle,Saves from Penalty,Penalties Saved,Red Cards - 2nd Yellow,Penalties Off Target,Own Goal Scored,Crosses not Claimed,Other Goals,Last Man Tackle
Mexico_Liga_MX,2022-2023,CD Guadalajara,9vvleh9yqqcm955432lsl8c7p,R. Alvarado,Forward,25,574.0,7.0,1.0,8.0,2.0,14.0,1337.0,14.0,190.0,10.0,13.0,2.0,2.0,7.0,490.0,144.0,25.0,14.0,14.0,560.0,18.0,9.0,1.0,29.0,467.0,109.0,83.0,18.0,18.0,24.0,18.0,76.0,12.0,7.0,70.0,89.0,158.0,159.0,364.0,4.0,3.0,96.0,23.0,176.0,101.0,83.0,9.0,4.0,197.0,9.0,8.0,84.0,16.0,11.0,8.0,,9.0,43.0,,47.0,27.0,21.0,27.0,13.0,476.0,31.0,17.0,133.0,23.0,6.0,37.0,882.0,0.0,2.0,,4.0,3.0,2.0,2.0,3.0,,1.0,,2.0,1.0,1.0,,,0.0,2.0,,3.0,15.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,CD Guadalajara,45gixbopfnftpzvoaj1apyrjd,J. Angulo,Midfielder,19,22.0,,,,1.0,,28.0,,4.0,10.0,,,,,20.0,7.0,,1.0,,22.0,,1.0,,,19.0,3.0,,4.0,4.0,1.0,,4.0,,,2.0,4.0,6.0,4.0,16.0,,,2.0,1.0,7.0,,,,,10.0,,,2.0,,,,,,1.0,,3.0,,,,2.0,20.0,,2.0,4.0,1.0,,1.0,31.0,0.0,,,4.0,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,CD Guadalajara,c52rbcdu5hiukdhoshthvctbe,F. Beltrán,Midfielder,20,727.0,4.0,1.0,5.0,2.0,10.0,1323.0,16.0,127.0,10.0,,1.0,2.0,24.0,632.0,194.0,8.0,2.0,9.0,717.0,3.0,2.0,2.0,28.0,599.0,77.0,92.0,16.0,16.0,11.0,23.0,52.0,20.0,2.0,85.0,52.0,192.0,124.0,384.0,3.0,4.0,108.0,33.0,233.0,75.0,72.0,4.0,2.0,168.0,5.0,11.0,95.0,3.0,12.0,11.0,,8.0,9.0,2.0,30.0,23.0,17.0,21.0,11.0,624.0,3.0,14.0,250.0,16.0,4.0,2.0,967.0,0.0,,,,5.0,1.0,1.0,6.0,,1.0,1.0,1.0,,,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,CD Guadalajara,bn8eqcglavl5j1kmlgyy3hed,A. Briseño,Defender,4,40.0,6.0,,,,1.0,65.0,,14.0,10.0,5.0,,1.0,,32.0,19.0,,,2.0,39.0,5.0,1.0,1.0,,28.0,2.0,2.0,2.0,2.0,,,2.0,6.0,,7.0,7.0,15.0,4.0,15.0,,,3.0,4.0,3.0,7.0,2.0,,,8.0,,,8.0,,,,,,2.0,,,2.0,,,1.0,32.0,10.0,1.0,17.0,,,,55.0,0.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,
Mexico_Liga_MX,2022-2023,CD Guadalajara,52xjaejv3eeiyd2xn5642g2xh,I. Brizuela,Midfielder,11,283.0,2.0,2.0,1.0,,5.0,711.0,9.0,62.0,10.0,6.0,1.0,1.0,4.0,218.0,124.0,2.0,6.0,2.0,281.0,3.0,6.0,,4.0,213.0,61.0,46.0,15.0,15.0,8.0,9.0,23.0,10.0,5.0,60.0,29.0,66.0,53.0,150.0,2.0,1.0,49.0,5.0,44.0,33.0,30.0,4.0,5.0,112.0,,2.0,65.0,2.0,3.0,8.0,1.0,3.0,24.0,1.0,18.0,8.0,2.0,18.0,6.0,216.0,9.0,8.0,73.0,16.0,1.0,6.0,395.0,0.0,,,6.0,1.0,,1.0,3.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,CD Guadalajara,dl40zb7nm9ayqf10noredupd5,C. Calderón,Defender,26,237.0,17.0,2.0,4.0,,16.0,787.0,9.0,80.0,10.0,12.0,1.0,,6.0,183.0,21.0,24.0,12.0,10.0,234.0,13.0,33.0,1.0,9.0,166.0,55.0,32.0,16.0,16.0,6.0,19.0,29.0,14.0,5.0,38.0,41.0,60.0,55.0,120.0,,10.0,45.0,17.0,111.0,39.0,26.0,18.0,2.0,119.0,10.0,2.0,54.0,14.0,11.0,7.0,7.0,15.0,38.0,,17.0,13.0,7.0,4.0,6.0,180.0,25.0,6.0,68.0,10.0,1.0,15.0,458.0,0.0,3.0,,7.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,,1.0,,,0.0,1.0,,1.0,3.0,5.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,CD Guadalajara,31e3kw8b8zovsaqjaduuvz6xh,C. Cisneros,Midfielder,24,324.0,7.0,1.0,7.0,1.0,17.0,758.0,6.0,78.0,10.0,6.0,,,8.0,265.0,119.0,21.0,21.0,17.0,320.0,6.0,33.0,2.0,15.0,251.0,61.0,48.0,17.0,17.0,7.0,14.0,38.0,20.0,4.0,42.0,44.0,83.0,66.0,175.0,3.0,11.0,63.0,14.0,59.0,34.0,28.0,7.0,4.0,120.0,11.0,3.0,59.0,10.0,4.0,5.0,6.0,2.0,26.0,7.0,15.0,7.0,12.0,6.0,6.0,261.0,12.0,9.0,94.0,10.0,1.0,22.0,518.0,0.0,,,11.0,4.0,2.0,1.0,1.0,,2.0,2.0,2.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,CD Guadalajara,b3g2q2rki400sjl4t1x1xwa95,S. Flores,Midfielder,0,418.0,18.0,,7.0,1.0,31.0,869.0,10.0,86.0,10.0,12.0,3.0,1.0,15.0,336.0,111.0,7.0,1.0,14.0,409.0,11.0,1.0,4.0,31.0,306.0,60.0,67.0,10.0,10.0,1.0,11.0,27.0,23.0,,51.0,39.0,180.0,63.0,163.0,2.0,15.0,16.0,30.0,111.0,47.0,36.0,2.0,,96.0,5.0,17.0,82.0,2.0,7.0,2.0,,2.0,12.0,5.0,3.0,5.0,14.0,,9.0,327.0,23.0,11.0,173.0,7.0,,1.0,543.0,0.0,,,,1.0,1.0,3.0,1.0,,,1.0,1.0,1.0,,,,0.0,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,CD Guadalajara,aembxcrwlnznbp1i4ib2h0ktm,G. García,Midfielder,49,18.0,,,,,,13.0,,,10.0,,,,1.0,18.0,10.0,,,,16.0,,,,,15.0,,2.0,1.0,1.0,,,,,,,,1.0,,10.0,,,1.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,16.0,,,8.0,,,,19.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,CD Guadalajara,9jh9z45qfka056tneemg2o57u,J. González,Forward,62,33.0,,,1.0,,,239.0,3.0,29.0,10.0,10.0,,,,24.0,11.0,8.0,,4.0,30.0,9.0,,,,24.0,9.0,5.0,4.0,4.0,,3.0,8.0,,,9.0,18.0,8.0,10.0,16.0,,,7.0,,7.0,11.0,2.0,1.0,,17.0,2.0,,9.0,6.0,3.0,3.0,,2.0,11.0,,2.0,2.0,,,2.0,21.0,19.0,2.0,8.0,2.0,1.0,,62.0,0.0,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
