liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Successful Lay-offs,Goals,Right Foot Goals,Open Play Passes,Corners Won,Times Tackled,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Unsuccessful Dribbles,Duels,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Winning Goal,Substitute On,Penalty Goals Conceded,Aerial Duels won,Total Clearances,Handballs conceded,Successful Launches,Unsuccessful Launches,Shots Off Target (inc woodwork),Blocks,Blocked Shots,Throw Ins to Opposition Player,Second Goal Assists,Hit Woodwork,Penalties Conceded,Total Red Cards,Red Cards - 2nd Yellow,Successful Corners into Box,Attempts from Set Pieces,Left Foot Goals,Goals from Outside Box,Saves Made,GK Successful Distribution,Crosses not Claimed,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,GK Unsuccessful Distribution,Foul Won Penalty,Penalties Taken,Penalty Goals,Goalkeeper Smother,Headed Goals,Unsuccessful lay-offs,Own Goal Scored,Penalties Saved,Saves from Penalty,Straight Red Cards,Last Man Tackle,Clearances Off the Line,Home Goals,Away Goals,Set Pieces Goals,Saves made - caught
Canada_Canadian_Premier_League,2020,HFX Wanderers FC,2o538m8209nj9p29a4ujs4jpx,J. Beaulieu,Goalkeeper,1,,,360.0,,,,,63.0,,,,,11.0,1.0,33.0,,1.0,,35.0,60.0,,1.0,105.0,,2.0,,54.0,9.0,,34.0,18.0,,23.0,40.0,4.0,,11.0,150.0,,4.0,1.0,3.0,65.0,,10.0,4.0,,17.0,,3.0,,5.0,10.0,,4.0,,,1.0,22.0,,42.0,71.0,2.0,,,,,1.0,,,2.0,0.0,,1.0,2.0,4.0,1.0,4.0,15.0,,,,,,,1.0,,,,,,,10.0,42.0,,3.0,1.0,,4.0,4.0,6.0,1.0,6.0,,,,,,,,,,,,,0.0,0.0,,
Canada_Canadian_Premier_League,2020,HFX Wanderers FC,4t92bvofxxvfqe6f2w9gs8t0p,C. Bent,Forward,23,7.0,5.0,500.0,1.0,1.0,1.0,1.0,133.0,3.0,9.0,40.0,3.0,56.0,,11.0,3.0,2.0,8.0,98.0,32.0,11.0,41.0,137.0,4.0,9.0,9.0,79.0,4.0,3.0,52.0,28.0,7.0,65.0,25.0,5.0,9.0,7.0,243.0,7.0,10.0,8.0,61.0,36.0,17.0,10.0,38.0,1.0,6.0,3.0,14.0,8.0,73.0,6.0,20.0,10.0,7.0,,27.0,33.0,1.0,82.0,85.0,12.0,,,2.0,3.0,35.0,8.0,5.0,34.0,0.0,5.0,1.0,4.0,2.0,,1.0,6.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,1.0,,
Canada_Canadian_Premier_League,2020,HFX Wanderers FC,4ux10kolns6m5lgd64wumjfth,L. Béland-Goyette,Midfielder,5,4.0,,648.0,,1.0,,,339.0,1.0,11.0,40.0,,125.0,3.0,22.0,5.0,3.0,2.0,103.0,149.0,13.0,51.0,347.0,3.0,23.0,8.0,250.0,10.0,2.0,73.0,105.0,8.0,63.0,54.0,7.0,16.0,16.0,441.0,1.0,10.0,13.0,74.0,128.0,1.0,10.0,27.0,,24.0,,3.0,3.0,79.0,13.0,6.0,10.0,1.0,,50.0,74.0,,267.0,274.0,5.0,1.0,,,9.0,52.0,4.0,13.0,24.0,0.0,3.0,2.0,3.0,9.0,1.0,4.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Canada_Canadian_Premier_League,2020,HFX Wanderers FC,9xntliz4ut9p00wlwc0gd7e95,A. De Carolis,Defender,24,3.0,1.0,371.0,22.0,,1.0,,90.0,2.0,1.0,19.0,3.0,36.0,1.0,10.0,3.0,1.0,3.0,47.0,37.0,9.0,16.0,96.0,3.0,6.0,5.0,65.0,7.0,2.0,26.0,28.0,3.0,23.0,15.0,5.0,7.0,9.0,187.0,5.0,6.0,4.0,27.0,44.0,6.0,10.0,23.0,1.0,5.0,1.0,4.0,1.0,35.0,8.0,6.0,6.0,1.0,,9.0,5.0,,65.0,70.0,8.0,1.0,,,5.0,12.0,4.0,5.0,18.0,1.0,1.0,1.0,5.0,8.0,,1.0,3.0,1.0,1.0,,8.0,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,
Canada_Canadian_Premier_League,2020,HFX Wanderers FC,ej15pecwc8l11pif9je6mo962,S. Firth,Midfielder,15,,,98.0,,,,,52.0,,1.0,14.0,,20.0,,2.0,1.0,1.0,,15.0,25.0,2.0,5.0,52.0,,,,45.0,5.0,,7.0,15.0,1.0,6.0,7.0,1.0,1.0,1.0,71.0,,2.0,,9.0,12.0,,10.0,5.0,,,,3.0,,9.0,6.0,,2.0,,,4.0,11.0,,45.0,45.0,,,,,1.0,4.0,1.0,3.0,5.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Canada_Canadian_Premier_League,2020,HFX Wanderers FC,26zoncn0ilfvg5gwn91dkqmt,A. García,Forward,11,1.0,13.0,758.0,1.0,5.0,6.0,6.0,123.0,3.0,15.0,52.0,,76.0,,2.0,1.0,3.0,10.0,74.0,38.0,5.0,25.0,141.0,5.0,17.0,8.0,113.0,7.0,19.0,27.0,28.0,6.0,23.0,17.0,8.0,3.0,5.0,258.0,,10.0,8.0,68.0,28.0,37.0,10.0,41.0,11.0,1.0,,24.0,8.0,82.0,10.0,1.0,10.0,,,31.0,33.0,5.0,96.0,114.0,14.0,1.0,,1.0,,41.0,5.0,,37.0,1.0,2.0,2.0,4.0,1.0,1.0,,,8.0,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,2.0,2.0,2.0,,,1.0,,,,,,1.0,3.0,3.0,,
Canada_Canadian_Premier_League,2020,HFX Wanderers FC,1i7a6katii8fnxncnyun4nyzt,J. Geffrard,Defender,3,,,945.0,1.0,,,,351.0,,,28.0,,53.0,1.0,36.0,2.0,4.0,9.0,73.0,247.0,7.0,33.0,369.0,1.0,8.0,2.0,270.0,11.0,3.0,69.0,132.0,1.0,38.0,37.0,11.0,6.0,31.0,468.0,,11.0,4.0,22.0,172.0,4.0,10.0,27.0,2.0,30.0,,5.0,,44.0,15.0,,11.0,,,8.0,37.0,,285.0,300.0,22.0,2.0,,,4.0,17.0,3.0,14.0,14.0,0.0,,2.0,13.0,40.0,1.0,9.0,18.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Canada_Canadian_Premier_League,2020,HFX Wanderers FC,a1597r3xcvhmgmcflykyib4lw,L. Green,Midfielder,16,,,90.0,,,,,45.0,,1.0,6.0,,9.0,,7.0,,,2.0,15.0,27.0,1.0,5.0,48.0,,,,33.0,5.0,,12.0,6.0,,10.0,8.0,1.0,1.0,2.0,59.0,,1.0,,4.0,24.0,,10.0,3.0,,3.0,,1.0,,7.0,5.0,,1.0,,,2.0,12.0,,33.0,36.0,3.0,,,,1.0,4.0,,1.0,2.0,0.0,,,1.0,3.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Canada_Canadian_Premier_League,2020,HFX Wanderers FC,62nti15up6a14yi1featiyhd6,D. Kinumbe,Defender,13,,2.0,208.0,3.0,1.0,,,63.0,,3.0,14.0,,20.0,,5.0,5.0,,3.0,28.0,24.0,2.0,15.0,64.0,3.0,1.0,6.0,41.0,7.0,1.0,20.0,23.0,1.0,12.0,12.0,3.0,8.0,8.0,109.0,,4.0,,18.0,22.0,3.0,10.0,16.0,,3.0,,4.0,,25.0,7.0,,4.0,,,6.0,5.0,,43.0,44.0,7.0,,,,2.0,9.0,,7.0,12.0,0.0,1.0,2.0,4.0,1.0,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Canada_Canadian_Premier_League,2020,HFX Wanderers FC,5ep5673eihbif5vkbzctjj0x6,O. Kreim,Midfielder,8,4.0,,372.0,,1.0,1.0,,121.0,2.0,18.0,41.0,3.0,66.0,,2.0,4.0,2.0,13.0,72.0,32.0,13.0,27.0,124.0,3.0,3.0,10.0,93.0,8.0,1.0,29.0,23.0,5.0,29.0,24.0,4.0,11.0,5.0,237.0,1.0,10.0,3.0,61.0,36.0,16.0,10.0,35.0,1.0,2.0,3.0,11.0,7.0,75.0,10.0,5.0,10.0,1.0,,27.0,24.0,,92.0,95.0,14.0,,,,7.0,40.0,6.0,6.0,34.0,0.0,6.0,1.0,1.0,2.0,,,2.0,,1.0,5.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,
Canada_Canadian_Premier_League,2020,HFX Wanderers FC,549bk4ar8s05kzy78wi86one2,A. Marshsall,Forward,7,6.0,1.0,583.0,3.0,1.0,,,176.0,5.0,19.0,26.0,2.0,95.0,1.0,7.0,9.0,2.0,5.0,96.0,42.0,9.0,38.0,180.0,3.0,14.0,14.0,119.0,5.0,7.0,45.0,20.0,4.0,53.0,37.0,5.0,13.0,8.0,311.0,8.0,11.0,9.0,77.0,62.0,12.0,10.0,49.0,2.0,16.0,1.0,17.0,5.0,91.0,7.0,16.0,11.0,8.0,2.0,37.0,72.0,,132.0,135.0,14.0,1.0,2.0,4.0,6.0,42.0,3.0,4.0,40.0,0.0,6.0,,9.0,2.0,,3.0,2.0,5.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Canada_Canadian_Premier_League,2020,HFX Wanderers FC,ahyd5vf8f8cyoiefm8hsimzu1,João Morelli,Forward,22,1.0,1.0,561.0,4.0,3.0,4.0,3.0,178.0,3.0,16.0,50.0,4.0,82.0,,17.0,13.0,2.0,12.0,111.0,54.0,4.0,40.0,189.0,5.0,13.0,10.0,123.0,9.0,11.0,57.0,43.0,6.0,68.0,27.0,8.0,21.0,3.0,319.0,10.0,9.0,7.0,58.0,65.0,13.0,10.0,31.0,7.0,9.0,,12.0,5.0,76.0,11.0,14.0,9.0,6.0,1.0,33.0,31.0,4.0,125.0,132.0,18.0,,1.0,,2.0,45.0,2.0,3.0,25.0,2.0,1.0,1.0,6.0,2.0,1.0,,5.0,4.0,,6.0,,,1.0,,1.0,,4.0,2.0,1.0,,,,,,,,,,,,,1.0,2.0,2.0,,,1.0,,,,1.0,,,1.0,3.0,,
Canada_Canadian_Premier_League,2020,HFX Wanderers FC,bxbh5i1uqhe22e2cft5x6fl2i,C. N'Sa,Defender,6,16.0,1.0,738.0,74.0,,,,235.0,4.0,19.0,50.0,1.0,93.0,,25.0,11.0,4.0,9.0,135.0,83.0,23.0,41.0,241.0,2.0,10.0,11.0,156.0,5.0,2.0,66.0,14.0,1.0,56.0,37.0,8.0,23.0,26.0,511.0,,9.0,4.0,82.0,109.0,8.0,10.0,59.0,,19.0,1.0,17.0,7.0,99.0,9.0,16.0,9.0,,,31.0,68.0,,172.0,175.0,17.0,1.0,,1.0,16.0,40.0,7.0,17.0,51.0,0.0,1.0,1.0,8.0,24.0,1.0,3.0,8.0,2.0,4.0,1.0,17.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,
