root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Corners Taken (incl short corners),Successful Dribbles,Duels lost,PutThrough/Blocked Distribution,Touches,Time Played,Ground Duels lost,Backward Passes,Total Fouls Won,Successful Crosses & Corners,Successful Passes Own Half,Successful Short Passes,Unsuccessful Short Passes,Tackles Lost,Goals Conceded Inside Box,Penalty Goals Conceded,Starts,Key Passes (Attempt Assists),Total Touches In Opposition Box,Ground Duels won,Total Tackles,Successful Crosses open play,Tackles Won,Unsuccessful Passes Opposition Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Substitute Off,Forward Passes,Unsuccessful Long Passes,Total Clearances,Total Passes,Throw Ins to Own Player,Unsuccessful Passes Own Half,Successful Lay-offs,Aerial Duels,Index,Successful Passes Opposition Half,Total Losses Of Possession,Blocked Shots,Goals Conceded,Aerial Duels lost,Ground Duels,Interceptions,Duels won,Unsuccessful Crosses open play,Unsuccessful Dribbles,Leftside Passes,Aerial Duels won,Unsuccessful Launches,Total Shots,Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Times Tackled,Recoveries,Unsuccessful Crosses & Corners,Appearances,Games Played,Blocks,Total Fouls Conceded,PutThrough/Blocked Distribution Won,Duels,Successful Open Play Passes,Successful Long Passes,Corners Won,Shots Off Target (inc woodwork),Rightside Passes,Winning Goal,Successful Launches,Clean Sheets,Saves Made from Outside Box,Saves made - parried,Saves Made,GK Successful Distribution,Goal Kicks,Catches,Punches,GK Unsuccessful Distribution,Saves Made from Inside Box,Substitute On,Foul Attempted Tackle,Shots On Target ( inc goals ),Goals from Inside Box,Handballs conceded,Right Foot Goals,Goals,Assists (Intentional),Yellow Cards,Goal Assists,Attempts from Set Pieces,Home Goals,Away Goals,Unsuccessful Corners into Box,Penalty Goals,Offsides,Penalties Taken,Successful Corners into Box,Throw Ins to Opposition Player,Own Goal Scored,Headed Goals,Second Goal Assists,Left Foot Goals,Penalties Conceded,Penalties Faced,Goals Conceded Outside Box,Through balls,Goalkeeper Smother,Foul Won Penalty,Clearances Off the Line,Saves from Penalty,Penalties Saved,Unsuccessful lay-offs,Last Man Tackle,Total Red Cards,Straight Red Cards,Drops,Saves made - caught,Goals from Outside Box,Hit Woodwork,Red Cards - 2nd Yellow,Fifty Fifty,Successful Fifty Fifty,Overruns,Crosses not Claimed,Set Pieces Goals
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Guatemala,Guatemala,87n9n1ci6e31j5cnla90f5w4p,P. Altán,Midfielder,5,,2.0,14.0,1.0,67.0,119.0,11.0,4.0,3.0,1.0,9.0,28.0,7.0,1.0,1.0,,1.0,4.0,2.0,9.0,4.0,1.0,3.0,7.0,8.0,1.0,16.0,1.0,,37.0,,1.0,,3.0,10.0,21.0,18.0,1.0,1.0,3.0,20.0,,9.0,,3.0,8.0,,,,36.0,29.0,7.0,13.0,,4.0,4.0,,3.0,1.0,23.0,28.0,1.0,,,9.0,0.0,,,,,,,,,,,,3.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Guatemala,Guatemala,suissk0a0wxk7egdz2ie2d3p,J. Aparicio,Midfielder,23,,1.0,9.0,,54.0,80.0,7.0,4.0,1.0,,16.0,34.0,4.0,,1.0,1.0,,1.0,,2.0,,,,7.0,7.0,,10.0,3.0,,42.0,1.0,1.0,,3.0,10.0,19.0,11.0,,1.0,2.0,9.0,1.0,3.0,1.0,1.0,14.0,1.0,,1.0,41.0,35.0,1.0,4.0,1.0,3.0,3.0,,4.0,,12.0,34.0,1.0,,1.0,14.0,0.0,,,,,,,,,,,,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Guatemala,Guatemala,qkwbipw0dj1ii68m4ovt2ru2,C. Archila,Midfielder,11,,2.0,,,21.0,19.0,,3.0,,1.0,2.0,9.0,3.0,,,,,,4.0,2.0,,1.0,,6.0,3.0,,4.0,,,12.0,,,,,10.0,8.0,6.0,,,,2.0,,2.0,3.0,,2.0,,,2.0,12.0,9.0,,4.0,3.0,1.0,1.0,,,,2.0,9.0,,,1.0,3.0,0.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Guatemala,Guatemala,4izv3gaooz4fba3m4cds7ra0a,J. Ardón,Midfielder,2,,,32.0,9.0,218.0,360.0,24.0,9.0,,3.0,42.0,80.0,26.0,3.0,3.0,1.0,4.0,2.0,7.0,6.0,6.0,3.0,3.0,28.0,41.0,,78.0,15.0,9.0,128.0,29.0,16.0,1.0,14.0,10.0,48.0,59.0,,3.0,8.0,30.0,5.0,12.0,3.0,3.0,4.0,6.0,8.0,6.0,126.0,87.0,5.0,16.0,3.0,4.0,4.0,2.0,8.0,4.0,44.0,85.0,7.0,1.0,4.0,37.0,0.0,2.0,2.0,,,,,,,,,,,4.0,2.0,,1.0,,,,2.0,,,,,,,,,,7.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Guatemala,Guatemala,6mprdiwpfxi6c3jqc4k8rbjhm,Ó. Castellanos,Defender,17,,1.0,9.0,4.0,170.0,293.0,7.0,17.0,,,72.0,106.0,11.0,3.0,2.0,,4.0,1.0,1.0,8.0,7.0,,4.0,9.0,14.0,3.0,34.0,3.0,2.0,128.0,,7.0,,7.0,10.0,42.0,23.0,1.0,2.0,2.0,15.0,7.0,13.0,2.0,,41.0,5.0,2.0,2.0,124.0,114.0,,11.0,2.0,4.0,4.0,2.0,5.0,4.0,22.0,110.0,8.0,,,36.0,0.0,1.0,,,,,,,,,,,,3.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Guatemala,Guatemala,6arhlk3kabe5msgda7zo2pql1,A. Galindo,Midfielder,13,,2.0,18.0,7.0,110.0,241.0,12.0,15.0,10.0,1.0,17.0,42.0,16.0,2.0,2.0,1.0,3.0,1.0,7.0,17.0,5.0,1.0,3.0,17.0,19.0,3.0,25.0,3.0,,62.0,3.0,4.0,2.0,8.0,10.0,27.0,34.0,1.0,2.0,6.0,29.0,,19.0,2.0,2.0,12.0,2.0,,3.0,61.0,43.0,8.0,10.0,2.0,4.0,4.0,,2.0,4.0,37.0,42.0,1.0,1.0,2.0,10.0,0.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Guatemala,Guatemala,corksuxe4qz1azyla3yndnkve,E. García,Midfielder,19,,2.0,9.0,1.0,51.0,111.0,5.0,2.0,3.0,2.0,8.0,19.0,6.0,,2.0,1.0,1.0,1.0,6.0,7.0,2.0,2.0,2.0,8.0,6.0,1.0,11.0,,1.0,26.0,,1.0,,7.0,10.0,14.0,13.0,,2.0,4.0,12.0,2.0,10.0,3.0,,3.0,3.0,,4.0,26.0,20.0,,5.0,3.0,3.0,3.0,,4.0,,19.0,20.0,1.0,,3.0,10.0,0.0,,,,,,,,,,,,2.0,4.0,1.0,,,,,1.0,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Guatemala,Guatemala,8xm5il40sgac4e3lmqm64x8et,G. Gordillo,Defender,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Guatemala,Guatemala,aggjh662fgl2me6slzt0ll8t1,N. Hagen,Goalkeeper,1,,,1.0,,189.0,360.0,,,,,125.0,113.0,,,3.0,1.0,4.0,,,,,,,15.0,17.0,,38.0,17.0,2.0,148.0,,2.0,,1.0,10.0,6.0,19.0,,3.0,1.0,,,,,,58.0,,5.0,,98.0,131.0,,33.0,,4.0,4.0,,,,1.0,89.0,18.0,,,52.0,0.0,,2.0,5.0,3.0,12.0,57.0,38.0,1.0,,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Guatemala,Guatemala,4eaw6l0418q57ktjma0k5lnt,A. Herrera,Defender,7,7.0,2.0,24.0,10.0,271.0,360.0,20.0,29.0,4.0,5.0,71.0,102.0,22.0,4.0,3.0,1.0,4.0,4.0,2.0,16.0,10.0,1.0,6.0,47.0,35.0,,65.0,13.0,9.0,153.0,30.0,7.0,,6.0,10.0,52.0,70.0,2.0,3.0,4.0,36.0,4.0,18.0,12.0,3.0,56.0,2.0,2.0,4.0,148.0,118.0,5.0,22.0,19.0,4.0,4.0,3.0,10.0,3.0,42.0,115.0,16.0,4.0,3.0,3.0,0.0,1.0,2.0,,,,,,,,,,,4.0,1.0,,1.0,,,,,,3.0,,,4.0,,,,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
