liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals Conceded,Total Fouls Conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Starts,Total Tackles,Rightside Passes,Time Played,Unsuccessful Long Passes,Times Tackled,Ground Duels won,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Losses Of Possession,Unsuccessful Short Passes,Goals Conceded Outside Box,Unsuccessful Passes Opposition Half,Tackles Lost,Tackles Won,Clean Sheets,Aerial Duels,Foul Attempted Tackle,Recoveries,Goals Conceded Inside Box,Total Passes,Successful Open Play Passes,Open Play Passes,Duels lost,Unsuccessful Passes Own Half,Interceptions,Touches,Aerial Duels won,Total Clearances,Ground Duels,Duels,Backward Passes,Successful Long Passes,Ground Duels lost,Forward Passes,Appearances,Index,Duels won,Successful Passes Own Half,Successful Short Passes,Key Passes (Attempt Assists),Leftside Passes,Blocks,Successful Passes Opposition Half,Home Goals,Away Goals,Winning Goal,Throw Ins to Own Player,Unsuccessful Launches,Unsuccessful Crosses open play,Substitute Off,Throw Ins to Opposition Player,PutThrough/Blocked Distribution Won,PutThrough/Blocked Distribution,Unsuccessful Crosses & Corners,Substitute On,Total Shots,Unsuccessful Dribbles,Total Fouls Won,Aerial Duels lost,Successful Dribbles,Handballs conceded,Blocked Shots,Shots Off Target (inc woodwork),Successful Launches,Unsuccessful lay-offs,Successful Lay-offs,Offsides,Yellow Cards,GK Successful Distribution,Saves Made from Inside Box,GK Unsuccessful Distribution,Saves Made,Total Touches In Opposition Box,Saves made - parried,Punches,Goals from Inside Box,Attempts from Set Pieces,Assists (Intentional),Right Foot Goals,Corners Won,Penalty Goals,Penalties Taken,Shots On Target ( inc goals ),Goal Assists,Successful Crosses & Corners,Goals,Successful Crosses open play,Goalkeeper Smother,Saves Made from Outside Box,Total Red Cards,Straight Red Cards,Unsuccessful Corners into Box,Corners Taken (incl short corners),Successful Corners into Box,Through balls,Second Goal Assists,Drops,Hit Woodwork,Left Foot Goals,Clearances Off the Line,Own Goal Scored,Headed Goals,Saves made - caught,Catches,Penalty Goals Conceded,Goals from Outside Box,Penalties Conceded,Penalties Faced,Saves from Penalty,Penalties Saved,Foul Won Penalty,Set Pieces Goals,Other Goals
Concacaf_Concacaf_Champions_Cup,2021,Atlanta United FC,f0fqjc9ziamgluwg9vi45d2vp,M. Ambrose,Defender,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Atlanta United FC,9crw9og5xe70mc0m1etggpdk9,E. Barco,Midfielder,8,3.0,3.0,2.0,116.0,3.0,1.0,56.0,270.0,2.0,5.0,11.0,12.0,34.0,10.0,,11.0,,1.0,2.0,3.0,1.0,12.0,3.0,128.0,113.0,125.0,10.0,3.0,1.0,180.0,,,18.0,21.0,26.0,9.0,7.0,27.0,3.0,77.0,11.0,29.0,107.0,6.0,19.0,,88.0,0.0,1.0,1.0,2.0,1.0,1.0,,,1.0,2.0,2.0,,6.0,3.0,8.0,3.0,2.0,,3.0,3.0,1.0,,1.0,1.0,,,,,,8.0,,,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Atlanta United FC,61zjhp2dn7uy819kdei4qqqga,G. Bello,Defender,21,4.0,4.0,1.0,151.0,4.0,7.0,58.0,360.0,3.0,6.0,15.0,21.0,44.0,18.0,,18.0,3.0,4.0,2.0,9.0,,18.0,4.0,172.0,149.0,170.0,11.0,8.0,3.0,249.0,4.0,9.0,21.0,30.0,44.0,7.0,6.0,56.0,4.0,56.0,19.0,81.0,144.0,,14.0,1.0,71.0,0.0,0.0,0.0,14.0,1.0,5.0,,2.0,2.0,7.0,5.0,,,1.0,4.0,5.0,4.0,1.0,2.0,,1.0,,,,,,,,,9.0,,,,,,,2.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Atlanta United FC,ebhq4fl7e2p1zwhwpeu65a4iy,G. Campbell,Defender,32,1.0,,,1.0,,,,2.0,,,,1.0,1.0,1.0,,,,,,,,1.0,,2.0,1.0,2.0,,1.0,,5.0,,1.0,,,1.0,,,1.0,1.0,100.0,,1.0,1.0,,,,,0.0,0.0,0.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Atlanta United FC,89knzhfu5cbjg3iqxcvz00aqy,M. Chol,Forward,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Atlanta United FC,5t1wvh34lm993otbc3469uzxm,J. Conway,Forward,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Atlanta United FC,evk0esdocrzt5zxqmv4ostdcl,J. Damm,Midfielder,22,2.0,3.0,3.0,49.0,1.0,,5.0,135.0,2.0,5.0,6.0,11.0,35.0,9.0,,19.0,,,,,2.0,7.0,3.0,60.0,49.0,60.0,8.0,3.0,1.0,106.0,,,14.0,14.0,16.0,,8.0,11.0,2.0,89.0,6.0,15.0,49.0,6.0,28.0,,41.0,1.0,0.0,1.0,1.0,1.0,11.0,,1.0,2.0,5.0,11.0,1.0,4.0,4.0,,,6.0,,,1.0,,,,,,,,,,15.0,,,1.0,,,1.0,2.0,,,3.0,,7.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Atlanta United FC,aj9qkkavq4nkx1uqjwdlr212h,A. Franco,Defender,6,1.0,3.0,3.0,56.0,1.0,2.0,26.0,90.0,5.0,1.0,2.0,14.0,17.0,9.0,,10.0,2.0,,,8.0,2.0,5.0,3.0,70.0,55.0,69.0,7.0,4.0,4.0,86.0,5.0,2.0,6.0,14.0,1.0,4.0,4.0,30.0,1.0,32.0,7.0,38.0,52.0,,13.0,,18.0,0.0,0.0,0.0,1.0,4.0,,,,,1.0,,,1.0,1.0,,3.0,,1.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Atlanta United FC,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,Midfielder,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Atlanta United FC,26r7731d42flwc6ikxb90jxlh,B. Guzan,Goalkeeper,1,3.0,4.0,1.0,83.0,3.0,1.0,20.0,223.0,10.0,,1.0,10.0,10.0,,,5.0,1.0,,,,1.0,22.0,4.0,93.0,65.0,72.0,1.0,5.0,,118.0,,,2.0,2.0,,17.0,1.0,50.0,3.0,87.0,1.0,77.0,66.0,,23.0,,6.0,0.0,0.0,0.0,,6.0,,,,,,,,,,,,,,,,4.0,,,,,27.0,5.0,2.0,7.0,,1.0,,,,,,,,,,,,,,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
