liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Clearances Off the Line,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals from Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Headed Goals,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Other Goals,Overruns,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Successful Dribbles,Successful Launches,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Saved,Total Big Chances Scored,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Unsuccessful lay-offs,Yellow Cards,Home Goals,Away Goals,Winning Goal,Attempts from Set Pieces,Corners Taken (incl short corners),Goals Openplay,Handballs conceded,Penalties Taken,Penalty Goals,Right Foot Goals,Second Goal Assists,Substitute Off,Substitute On,Successful Lay-offs,Through balls,Unsuccessful Corners into Box,Foul Won Penalty,Goal Assists,Penalties Conceded,Successful Crosses & Corners,Successful Crosses open play,Throw Ins to Opposition Player,Assists (Intentional),Hit Woodwork,Successful Corners into Box,Left Foot Goals,Direct Setpiece Goals,Goals from Outside Box,Set Pieces Goals,Last Player Tackle,Own Goal Scored,Straight Red Cards,Total Red Cards,Red Cards - 2nd Yellow,GK Unsuccessful Distribution,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Catches,Drops,Goalkeeper Smother,Penalties Faced,Penalties Saved,Punches,Saves from Penalty,Saves made - caught,Saves made - parried,Penalties Off Target
Mexico_Liga_MX,2025-2026,Mazatlán FC,bsrmvqwsgh7pqzcfbcoq0oqvo,G. Adame,Midfielder,200,,,,1.0,,,,2.0,,,,2.0,2.0,,9.0,1.0,,,1.0,,,,,,,2.0,2.0,,,1.0,,3.0,,4.0,,,,2.0,1.0,,,,,,,,,,,4.0,3.0,1.0,4.0,,,1.0,16.0,1.0,,,,,,1.0,,3.0,4.0,,4.0,,1.0,,10.0,2.0,1.0,1.0,,,2.0,,,,,,,0.0,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Mazatlán FC,elouj38koytwu1ddqn0gxs4d0,B. Aguas,Defender,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Mazatlán FC,8a71ps9kc5edtlkvy8jhpxk2x,A. Alcaráz,Goalkeeper,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Mazatlán FC,f3vs3av9uxou460bcq7lkaoh6,F. Almada,Defender,5,65.0,28.0,37.0,17.0,46.0,1.0,19.0,162.0,1.0,,1.0,129.0,54.0,75.0,51.0,324.0,9.0,2.0,17.0,4.0,3.0,37.0,24.0,13.0,3.0,64.0,26.0,38.0,2.0,16.0,2.0,218.0,2.0,606.0,,1.0,3.0,90.0,18.0,10.0,63.0,62.0,4.0,5.0,8.0,17.0,6.0,9.0,87.0,463.0,192.0,310.0,413.0,8.0,14.0,25.0,1530.0,6.0,2.0,1.0,,2.0,90.0,17.0,10.0,186.0,650.0,13.0,500.0,22.0,20.0,150.0,953.0,5.0,5.0,4.0,40.0,89.0,119.0,36.0,61.0,1.0,2.0,1.0,2.0,0.0,,,2.0,1.0,,,1.0,,,,,1.0,,,2.0,,2.0,2.0,7.0,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Mazatlán FC,9cm2365tp8fazkaofbxqhvnc9,B. Arce,Midfielder,9,2.0,2.0,,7.0,9.0,,,21.0,,,1.0,24.0,12.0,12.0,35.0,25.0,1.0,,7.0,,,9.0,3.0,6.0,,22.0,10.0,12.0,,2.0,1.0,21.0,1.0,68.0,,,,9.0,1.0,1.0,9.0,17.0,1.0,1.0,1.0,,1.0,,1.0,60.0,47.0,17.0,63.0,1.0,4.0,,126.0,7.0,,,,,,3.0,6.0,22.0,72.0,2.0,64.0,5.0,2.0,8.0,107.0,1.0,,3.0,1.0,1.0,7.0,2.0,7.0,,1.0,,,0.0,1.0,1.0,,,,,,,,7.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Mazatlán FC,bocq2r6u5qwyibdba7xj6qplg,A. Ben Rhouma,Forward,202,2.0,1.0,1.0,2.0,,,,4.0,,,,7.0,4.0,3.0,5.0,,,,2.0,,,,,,,5.0,3.0,2.0,,,,3.0,1.0,4.0,,,,2.0,,,1.0,1.0,,,,,,,1.0,3.0,2.0,1.0,2.0,,,,14.0,2.0,,,,,,,2.0,4.0,4.0,,3.0,,1.0,1.0,11.0,,,1.0,,,1.0,,1.0,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Mazatlán FC,1fz6kqbr8i7sunii6wymjkonp,Y. Bárcenas,Midfielder,11,17.0,6.0,11.0,17.0,102.0,3.0,6.0,179.0,1.0,,2.0,141.0,69.0,72.0,236.0,204.0,6.0,,17.0,,3.0,32.0,21.0,11.0,1.0,124.0,63.0,61.0,,7.0,32.0,159.0,2.0,553.0,,2.0,3.0,93.0,22.0,13.0,101.0,134.0,33.0,6.0,10.0,16.0,14.0,5.0,32.0,467.0,314.0,211.0,472.0,9.0,18.0,12.0,1398.0,37.0,4.0,,,1.0,21.0,14.0,21.0,207.0,599.0,16.0,504.0,27.0,7.0,95.0,917.0,46.0,11.0,20.0,9.0,27.0,114.0,27.0,68.0,2.0,2.0,3.0,0.0,0.0,6.0,41.0,1.0,1.0,1.0,1.0,2.0,,4.0,1.0,6.0,,24.0,,1.0,,21.0,2.0,,1.0,,16.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Mazatlán FC,bkn3ockch8znowxz083j8llw4,L. Carrillo,Defender,188,,,,1.0,2.0,,,1.0,,,,,,,2.0,3.0,,,1.0,,,2.0,1.0,1.0,,,,,,,,2.0,,6.0,,,,,,,1.0,,,,,,,,,6.0,3.0,4.0,7.0,,,1.0,21.0,,,,,,1.0,,,,7.0,,7.0,,,,10.0,,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Mazatlán FC,7r92e60x27mwoij3lx2r64ob8,C. Castro,Defender,32,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Mazatlán FC,dqsy6e71i3q468873uvcs9vys,L. Chavez,Forward,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Mazatlán FC,ci66yifcqq6zo7mi5q9w0mhka,Dudu Teodora,Forward,7,29.0,19.0,10.0,17.0,106.0,3.0,1.0,121.0,,,13.0,133.0,78.0,55.0,226.0,48.0,2.0,,17.0,,1.0,29.0,20.0,9.0,1.0,104.0,59.0,45.0,,1.0,9.0,61.0,5.0,257.0,,4.0,3.0,62.0,15.0,6.0,37.0,54.0,11.0,7.0,7.0,15.0,19.0,,1.0,207.0,157.0,64.0,218.0,2.0,3.0,,1306.0,47.0,2.0,3.0,,1.0,3.0,8.0,21.0,145.0,269.0,14.0,219.0,5.0,56.0,50.0,483.0,5.0,5.0,23.0,,2.0,45.0,10.0,48.0,3.0,1.0,1.0,0.0,1.0,,,,,,,1.0,,8.0,2.0,16.0,,,1.0,2.0,,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Mazatlán FC,c3xpf74j8iadroh9n89pphejt,J. Díaz,Defender,4,14.0,9.0,5.0,14.0,43.0,6.0,8.0,109.0,1.0,,2.0,86.0,42.0,44.0,42.0,189.0,8.0,,14.0,,,29.0,20.0,9.0,,72.0,33.0,39.0,,10.0,,76.0,1.0,420.0,,,3.0,74.0,18.0,8.0,38.0,138.0,1.0,3.0,2.0,13.0,4.0,6.0,42.0,354.0,137.0,238.0,333.0,7.0,24.0,23.0,1166.0,7.0,1.0,1.0,1.0,,45.0,17.0,4.0,104.0,446.0,5.0,375.0,31.0,5.0,71.0,653.0,7.0,7.0,2.0,24.0,43.0,58.0,20.0,28.0,,6.0,,,0.0,,,,,,,,,3.0,1.0,,,,,1.0,1.0,,,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Mazatlán FC,73ffdzeslizj3vj7pv94071sl,J. Esquivel,Defender,16,8.0,2.0,6.0,7.0,5.0,,6.0,9.0,,,,19.0,8.0,11.0,7.0,24.0,4.0,,7.0,,,6.0,2.0,4.0,,11.0,6.0,5.0,,4.0,1.0,13.0,,57.0,,,,5.0,8.0,6.0,6.0,19.0,1.0,,2.0,2.0,,1.0,7.0,43.0,16.0,31.0,40.0,,5.0,,235.0,,,,,,15.0,5.0,,17.0,61.0,2.0,47.0,5.0,1.0,14.0,108.0,,,,3.0,5.0,10.0,4.0,9.0,,1.0,,,0.0,,,,,,,,,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Mazatlán FC,4p5hexwk2zkd4zveb1er4b09g,J. Estrada,Forward,235,,,,1.0,,,,,,,,1.0,1.0,,3.0,3.0,,,1.0,,,,,,,1.0,1.0,,,,,,,4.0,,,,,1.0,,,1.0,,,,,,,,1.0,1.0,,1.0,,,,10.0,1.0,,,,,,,,4.0,4.0,,1.0,,,3.0,6.0,,,1.0,,,3.0,,3.0,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Mazatlán FC,ax1ginvoopqcyl6clwx5ya0b8,R. Franco,Defender,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Mazatlán FC,d4zft3r7ot8q6dqqhqugbba0a,Fábio Gomes,Forward,90,19.0,13.0,6.0,10.0,19.0,,,20.0,,,1.0,34.0,23.0,11.0,57.0,20.0,3.0,,10.0,,1.0,14.0,8.0,6.0,1.0,15.0,10.0,5.0,,1.0,2.0,11.0,3.0,58.0,,1.0,,18.0,2.0,,10.0,15.0,4.0,3.0,3.0,3.0,3.0,,,33.0,24.0,16.0,40.0,,1.0,,424.0,6.0,2.0,3.0,,,6.0,4.0,1.0,54.0,65.0,6.0,40.0,1.0,20.0,25.0,117.0,,,3.0,,1.0,21.0,4.0,24.0,3.0,,0.0,1.0,0.0,,,1.0,,,,1.0,,1.0,7.0,6.0,,,,2.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Mazatlán FC,1mlf2bvo0tpc1ny6juek3vvv8,S. Godínez,Midfielder,25,9.0,4.0,5.0,14.0,66.0,1.0,5.0,105.0,,,,73.0,32.0,41.0,51.0,93.0,5.0,,14.0,,,18.0,13.0,5.0,,64.0,28.0,36.0,,7.0,6.0,105.0,,342.0,,,2.0,45.0,10.0,7.0,46.0,86.0,6.0,6.0,,12.0,8.0,1.0,14.0,294.0,138.0,164.0,288.0,8.0,13.0,1.0,990.0,7.0,,,,,15.0,7.0,7.0,69.0,350.0,6.0,302.0,21.0,,48.0,476.0,1.0,1.0,,6.0,8.0,29.0,20.0,40.0,,1.0,,,0.0,,,,,,,,,8.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Mazatlán FC,7xjgqdyvqufpnyn7ob7tlyu50,I. González,Forward,199,2.0,2.0,,4.0,13.0,,,14.0,,,,18.0,13.0,5.0,35.0,8.0,4.0,,4.0,,,9.0,6.0,3.0,,16.0,11.0,5.0,,1.0,,17.0,,40.0,,,,5.0,5.0,1.0,8.0,2.0,1.0,,,4.0,,,,33.0,19.0,15.0,33.0,,2.0,14.0,219.0,6.0,,,,,8.0,5.0,3.0,26.0,40.0,,33.0,2.0,3.0,7.0,94.0,6.0,6.0,1.0,3.0,3.0,9.0,4.0,4.0,,1.0,,,0.0,,,,,,,,,3.0,,,,,,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Mazatlán FC,5ib2tjos6cs87z3g2w7x9pr3e,J. Hernández,Forward,28,2.0,,2.0,9.0,19.0,,,50.0,,,1.0,51.0,23.0,28.0,79.0,25.0,2.0,,9.0,,1.0,7.0,4.0,3.0,1.0,49.0,23.0,26.0,,2.0,2.0,22.0,2.0,87.0,,,,25.0,5.0,1.0,10.0,27.0,2.0,2.0,1.0,2.0,7.0,,5.0,77.0,57.0,27.0,78.0,1.0,6.0,1.0,252.0,18.0,,,,1.0,2.0,3.0,13.0,49.0,93.0,3.0,83.0,7.0,6.0,10.0,173.0,10.0,8.0,10.0,2.0,4.0,16.0,4.0,6.0,2.0,,1.0,0.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,7.0,4.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Mazatlán FC,1qqjy9919v5jlwusuc40hq63u,A. Herrera,Midfielder,22,,,,1.0,1.0,,,2.0,,,,3.0,2.0,1.0,2.0,3.0,1.0,,1.0,,,,,,,3.0,2.0,1.0,,,1.0,,,5.0,,,,1.0,,,1.0,1.0,1.0,,,,,,,5.0,3.0,2.0,5.0,,1.0,,10.0,,1.0,,,,,1.0,,1.0,5.0,,5.0,1.0,1.0,,7.0,,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Mazatlán FC,5qih0mpbm50gx2fu5kum3nxlh,J. Intriago,Midfielder,35,,,,1.0,1.0,,,3.0,,,,2.0,1.0,1.0,3.0,4.0,,,1.0,,,2.0,2.0,,,2.0,1.0,1.0,,1.0,,4.0,,16.0,,,,,2.0,1.0,2.0,8.0,,,,1.0,,,,14.0,8.0,7.0,15.0,,,,45.0,,,,,,2.0,,1.0,3.0,17.0,,15.0,,,2.0,24.0,,,,,,1.0,1.0,2.0,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
