liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Assists (Intentional),Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Corners Taken (incl short corners),Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goal Assists,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Handballs conceded,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Overruns,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Successful Corners into Box,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Through balls,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Substitute On,Yellow Cards,Attempts from Set Pieces,Clearances Off the Line,GK Successful Distribution,Goal Kicks,Successful Launches,Total Big Chances Saved,Penalties Conceded,Second Goal Assists,Goals,Goals Openplay,Goals from Inside Box,Goals from Outside Box,Right Foot Goals,Home Goals,Away Goals,Unsuccessful lay-offs,Last Player Tackle,Catches,Crosses not Claimed,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Hit Woodwork,Total Big Chances Scored,Left Foot Goals,Direct Setpiece Goals,Set Pieces Goals,Headed Goals,Penalty Goals Conceded,Straight Red Cards,Total Red Cards,Own Goal Scored,Other Goals,Penalties Taken,Penalty Goals,Foul Won Penalty,Saves made - caught,Red Cards - 2nd Yellow,Penalties Saved,Saves from Penalty,Penalties Off Target
USA_MLS,2026,Inter Miami CF,d22cxgsxcqm0yqhanvcvl0ahg,C. Abadia-Reda,Defender,76,2.0,1.0,1.0,3.0,,11.0,,,8.0,,,,6.0,4.0,2.0,12.0,3.0,1.0,3.0,,,,,4.0,3.0,1.0,,,1.0,,,24.0,,4.0,1.0,1.0,2.0,10.0,1.0,,,,,,,,1.0,,,23.0,15.0,8.0,23.0,,,,1.0,4.0,37.0,1.0,,,2.0,2.0,,4.0,24.0,,23.0,,,1.0,37.0,,,,1.0,,,1.0,,1.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2026,Inter Miami CF,3oqz86s2ngipsrb1jbb36buqy,N. Allen,Defender,32,15.0,7.0,8.0,11.0,1.0,98.0,,2.0,131.0,1.0,,1.0,60.0,25.0,35.0,119.0,134.0,,11.0,1.0,14.0,12.0,2.0,45.0,18.0,27.0,,10.0,2.0,38.0,,452.0,,84.0,11.0,6.0,25.0,197.0,3.0,,,10.0,5.0,,3.0,3.0,5.0,,17.0,401.0,157.0,262.0,399.0,5.0,14.0,,1.0,53.0,757.0,8.0,1.0,,17.0,6.0,3.0,74.0,467.0,,416.0,19.0,7.0,51.0,630.0,,9.0,9.0,5.0,8.0,18.0,40.0,20.0,33.0,0.0,1.0,1.0,,1.0,5.0,5.0,2.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
USA_MLS,2026,Inter Miami CF,6mgwcjden6vbuyrcexaxu9ogk,T. Allende,Forward,21,15.0,4.0,11.0,9.0,,39.0,2.0,,43.0,,,2.0,45.0,23.0,22.0,116.0,17.0,1.0,9.0,,12.0,11.0,1.0,30.0,19.0,11.0,,3.0,6.0,61.0,3.0,130.0,,18.0,11.0,2.0,12.0,13.0,6.0,3.0,4.0,4.0,3.0,,2.0,2.0,3.0,7.0,2.0,95.0,75.0,22.0,93.0,2.0,3.0,,,,432.0,9.0,,2.0,3.0,6.0,3.0,62.0,130.0,7.0,95.0,5.0,30.0,35.0,192.0,,10.0,10.0,4.0,,2.0,39.0,6.0,33.0,0.0,5.0,3.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
USA_MLS,2026,Inter Miami CF,b3lwrjpn01y0z8py3o3sp3tre,D. Ayala,Midfielder,22,3.0,2.0,1.0,5.0,,21.0,,3.0,35.0,,,,13.0,9.0,4.0,13.0,33.0,2.0,5.0,,6.0,5.0,1.0,10.0,7.0,3.0,1.0,2.0,2.0,46.0,,154.0,,12.0,2.0,2.0,21.0,56.0,2.0,1.0,,3.0,2.0,,1.0,1.0,,,9.0,135.0,56.0,81.0,127.0,2.0,,,,,241.0,2.0,,,2.0,4.0,1.0,28.0,156.0,1.0,136.0,2.0,2.0,20.0,181.0,,1.0,1.0,,1.0,8.0,17.0,4.0,12.0,0.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2026,Inter Miami CF,bfwr4kqbk0sqnlv8he4hyezft,G. Berterame,Forward,19,40.0,23.0,17.0,14.0,2.0,96.0,3.0,,59.0,1.0,,10.0,96.0,53.0,43.0,187.0,33.0,6.0,14.0,2.0,20.0,18.0,2.0,56.0,30.0,26.0,1.0,6.0,11.0,49.0,1.0,240.0,1.0,29.0,21.0,8.0,27.0,82.0,13.0,11.0,12.0,11.0,2.0,,,,5.0,11.0,2.0,182.0,131.0,71.0,200.0,4.0,5.0,,,2.0,1044.0,8.0,2.0,7.0,11.0,23.0,12.0,95.0,260.0,23.0,202.0,9.0,79.0,58.0,398.0,,4.0,4.0,7.0,2.0,2.0,51.0,11.0,56.0,1.0,3.0,1.0,,,,,,,,1.0,5.0,4.0,5.0,,4.0,3.0,2.0,5.0,,,,,,,,,,,,,,4.0,,,,1.0,2.0,,,,,,,,,,,,
USA_MLS,2026,Inter Miami CF,bmuuex6k6mwfnqmvvq4ai0f10,Y. Bright,Midfielder,42,10.0,3.0,7.0,11.0,,78.0,,2.0,113.0,,,1.0,114.0,44.0,70.0,110.0,148.0,14.0,11.0,,17.0,14.0,3.0,104.0,41.0,63.0,,23.0,9.0,152.0,,571.0,,42.0,22.0,14.0,57.0,197.0,9.0,3.0,,10.0,4.0,,1.0,1.0,3.0,7.0,32.0,516.0,235.0,286.0,488.0,22.0,25.0,1.0,,1.0,874.0,12.0,1.0,1.0,7.0,19.0,14.0,78.0,575.0,3.0,520.0,47.0,9.0,55.0,742.0,,,,6.0,5.0,14.0,33.0,22.0,41.0,0.0,1.0,3.0,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,1.0,1.0,,,,,1.0,,,,,
USA_MLS,2026,Inter Miami CF,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,Midfielder,7,3.0,2.0,1.0,12.0,3.0,124.0,7.0,2.0,325.0,2.0,17.0,13.0,83.0,40.0,43.0,373.0,282.0,3.0,12.0,4.0,22.0,20.0,2.0,80.0,38.0,42.0,2.0,14.0,27.0,367.0,,938.0,1.0,166.0,34.0,11.0,93.0,208.0,31.0,6.0,8.0,12.0,,3.0,14.0,12.0,5.0,16.0,64.0,809.0,536.0,328.0,786.0,1.0,8.0,16.0,1.0,8.0,1080.0,19.0,12.0,2.0,4.0,9.0,28.0,207.0,981.0,14.0,850.0,9.0,20.0,131.0,1195.0,5.0,28.0,23.0,7.0,3.0,24.0,134.0,25.0,107.0,1.0,,4.0,1.0,,,,1.0,,,3.0,3.0,1.0,1.0,2.0,3.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
USA_MLS,2026,Inter Miami CF,9fz4lzq3u50914qgqhkuvydpl,M. Falcón,Defender,37,23.0,10.0,13.0,9.0,,46.0,,4.0,168.0,1.0,,,62.0,27.0,35.0,25.0,180.0,4.0,9.0,,17.0,16.0,1.0,39.0,17.0,22.0,,15.0,1.0,248.0,,583.0,1.0,87.0,7.0,5.0,33.0,130.0,1.0,4.0,,9.0,,,,,4.0,,26.0,536.0,166.0,391.0,531.0,3.0,6.0,,,,810.0,3.0,,1.0,18.0,8.0,9.0,57.0,604.0,4.0,557.0,9.0,7.0,47.0,698.0,,,,1.0,6.0,17.0,26.0,21.0,30.0,0.0,,2.0,,,7.0,7.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
USA_MLS,2026,Inter Miami CF,87plrqqcwrv16d5v8mretfp7u,I. Fray,Defender,17,8.0,5.0,3.0,10.0,,60.0,,4.0,74.0,1.0,,7.0,70.0,37.0,33.0,114.0,94.0,4.0,10.0,,10.0,7.0,3.0,62.0,32.0,30.0,1.0,5.0,6.0,112.0,,268.0,1.0,46.0,11.0,2.0,29.0,6.0,6.0,2.0,3.0,8.0,6.0,,3.0,3.0,5.0,,4.0,228.0,101.0,134.0,228.0,1.0,9.0,,1.0,39.0,577.0,12.0,2.0,3.0,7.0,12.0,15.0,85.0,272.0,5.0,232.0,10.0,21.0,40.0,429.0,,15.0,15.0,8.0,2.0,6.0,33.0,22.0,34.0,0.0,2.0,2.0,,,,,,,,,1.0,,1.0,,,1.0,0.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,
USA_MLS,2026,Inter Miami CF,5hjkyevqygoz216eavxkrh3bo,G. Luján,Defender,2,23.0,12.0,11.0,12.0,,37.0,1.0,4.0,116.0,3.0,,1.0,79.0,34.0,45.0,28.0,194.0,6.0,12.0,,12.0,10.0,2.0,56.0,22.0,34.0,,12.0,4.0,210.0,,512.0,,67.0,13.0,8.0,34.0,89.0,4.0,2.0,1.0,8.0,2.0,,1.0,1.0,6.0,,18.0,443.0,106.0,354.0,441.0,12.0,10.0,,4.0,21.0,749.0,5.0,2.0,,28.0,10.0,6.0,89.0,530.0,3.0,459.0,22.0,7.0,71.0,669.0,,1.0,1.0,2.0,14.0,37.0,39.0,33.0,34.0,0.0,4.0,2.0,,,2.0,2.0,,,1.0,,1.0,,1.0,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
