liga,temporada,equipo,id,nombre,posicion,dorsal,Handballs conceded,Shots On Target ( inc goals ),Goal Assists,Tackles Won,Key Passes (Attempt Assists),Total Touches In Opposition Box,Unsuccessful Crosses open play,Total Tackles,Yellow Cards,Tackles Lost,Throw Ins to Own Player,Unsuccessful Crosses & Corners,Leftside Passes,Successful Passes Opposition Half,Rightside Passes,Shots Off Target (inc woodwork),Total Successful Passes ( Excl Crosses & Corners ) ,Appearances,Blocks,Goals from Inside Box,Ground Duels lost,Aerial Duels won,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Short Passes,Interceptions,Successful Open Play Passes,Duels won,Times Tackled,Penalties Conceded,Unsuccessful Passes Own Half,Total Passes,Goals,Successful Passes Own Half,Aerial Duels,Duels lost,Successful Dribbles,Total Fouls Won,Total Clearances,Backward Passes,Ground Duels won,Index,Penalty Goals Conceded,Substitute On,Games Played,Goals Conceded Inside Box,PutThrough/Blocked Distribution,Unsuccessful Passes Opposition Half,Clean Sheets,Touches,Goals Conceded,Substitute Off,Total Losses Of Possession,Corners Won,PutThrough/Blocked Distribution Won,Total Shots,Duels,Successful Long Passes,Time Played,Forward Passes,Starts,Unsuccessful Dribbles,Unsuccessful Short Passes,Foul Attempted Tackle,Unsuccessful Long Passes,Total Fouls Conceded,Recoveries,Right Foot Goals,Aerial Duels lost,Open Play Passes,Successful Lay-offs,Unsuccessful Launches,Successful Launches,Ground Duels,Home Goals,Away Goals,Winning Goal,Corners Taken (incl short corners),Throw Ins to Opposition Player,Goals Conceded Outside Box,Successful Crosses & Corners,Successful Corners into Box,Successful Crosses open play,Goals from Outside Box,Attempts from Set Pieces,Second Goal Assists,Assists (Intentional),Unsuccessful Corners into Box,Offsides,Blocked Shots,Hit Woodwork,Headed Goals,Unsuccessful lay-offs,Through balls,Last Man Tackle,Total Red Cards,Left Foot Goals,Straight Red Cards,GK Unsuccessful Distribution,Catches,Punches,Saves made - caught,Saves from Penalty,Penalties Faced,Goalkeeper Smother,Saves Made,Saves Made from Outside Box,Drops,Penalties Saved,GK Successful Distribution,Saves Made from Inside Box,Own Goal Scored,Saves made - parried,Crosses not Claimed,Foul Won Penalty,Penalties Taken,Penalty Goals,Penalties Off Target,Clearances Off the Line,Red Cards - 2nd Yellow,Set Pieces Goals,Other Goals
USA_MLS,2019,Sporting Kansas City,czvx554bt0j1jjq8ku3xzcpud,B. Baráth,Defender,2,,2.0,,10.0,4.0,14.0,,15.0,6.0,5.0,4.0,,398.0,163.0,234.0,5.0,886.0,21.0,15.0,1.0,36.0,48.0,124.0,818.0,24.0,872.0,75.0,,,39.0,1010.0,1.0,723.0,98.0,86.0,4.0,8.0,82.0,67.0,27.0,95.0,2.0,1.0,21.0,30.0,13.0,85.0,4.0,1228.0,35.0,2.0,136.0,1.0,11.0,7.0,161.0,68.0,1749.0,311.0,20.0,3.0,53.0,12.0,71.0,26.0,90.0,1.0,50.0,995.0,,33.0,8.0,63.0,,,,,,5.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Sporting Kansas City,3zvj76iwkxqp853t8sjt58t1,M. Besler,Defender,5,1.0,,,10.0,6.0,3.0,,17.0,2.0,7.0,6.0,,195.0,439.0,622.0,,1351.0,27.0,16.0,,25.0,60.0,230.0,1257.0,35.0,1314.0,90.0,,1.0,69.0,1581.0,,913.0,93.0,58.0,4.0,10.0,90.0,58.0,30.0,47.0,,2.0,27.0,40.0,10.0,161.0,5.0,1809.0,46.0,3.0,243.0,2.0,6.0,,148.0,94.0,2115.0,706.0,25.0,,113.0,4.0,117.0,13.0,130.0,,33.0,1537.0,,41.0,15.0,55.0,,,,,1.0,6.0,1.0,,1.0,,,,,,,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
USA_MLS,2019,Sporting Kansas City,3haxsyfrccsgw6x5jgbwdjze,G. Busio,Forward,13,,11.0,1.0,15.0,13.0,40.0,2.0,27.0,1.0,12.0,3.0,9.0,69.0,201.0,132.0,9.0,322.0,22.0,2.0,3.0,51.0,15.0,47.0,312.0,6.0,318.0,66.0,,,14.0,369.0,3.0,126.0,33.0,69.0,7.0,17.0,5.0,120.0,51.0,45.0,2.0,12.0,22.0,26.0,19.0,42.0,,570.0,29.0,7.0,105.0,10.0,10.0,20.0,135.0,10.0,923.0,48.0,10.0,6.0,37.0,9.0,10.0,11.0,43.0,3.0,18.0,365.0,13.0,2.0,,102.0,,,,11.0,,3.0,5.0,5.0,1.0,,1.0,,,5.0,,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
USA_MLS,2019,Sporting Kansas City,93455tpsmcddxazi8je6f5lud,Y. Croizet,Midfielder,10,,12.0,1.0,10.0,13.0,28.0,16.0,12.0,4.0,2.0,43.0,17.0,62.0,207.0,126.0,11.0,311.0,20.0,1.0,2.0,69.0,18.0,67.0,297.0,11.0,293.0,73.0,,,7.0,378.0,3.0,111.0,33.0,84.0,27.0,16.0,5.0,90.0,55.0,100.0,1.0,8.0,20.0,24.0,17.0,77.0,,666.0,26.0,6.0,174.0,7.0,5.0,23.0,157.0,14.0,1091.0,100.0,12.0,20.0,58.0,12.0,9.0,17.0,78.0,,15.0,360.0,9.0,2.0,,124.0,,,,2.0,3.0,2.0,7.0,1.0,6.0,1.0,1.0,1.0,,1.0,8.0,1.0,,,1.0,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Sporting Kansas City,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,Goalkeeper,18,,,,,,,,,,,,,2.0,3.0,4.0,,15.0,1.0,,,,,9.0,9.0,,7.0,,,,2.0,24.0,,12.0,,,,,,,,7.0,,,1.0,4.0,,7.0,,32.0,6.0,,9.0,,,,,6.0,90.0,18.0,1.0,,,,9.0,,11.0,,,9.0,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,3.0,2.0,,,9.0,1.0,,3.0,,,,,,,,,
USA_MLS,2019,Sporting Kansas City,16dmszlgoxqwzncidglrv9j9x,R. Espinoza,Midfielder,17,1.0,6.0,1.0,21.0,19.0,25.0,8.0,26.0,3.0,5.0,,8.0,176.0,253.0,116.0,7.0,385.0,16.0,2.0,,52.0,25.0,122.0,351.0,12.0,383.0,85.0,,,20.0,507.0,,134.0,50.0,77.0,11.0,23.0,8.0,72.0,60.0,28.0,,1.0,16.0,20.0,19.0,110.0,,676.0,20.0,8.0,160.0,3.0,7.0,13.0,162.0,34.0,1149.0,143.0,15.0,5.0,103.0,19.0,19.0,27.0,79.0,,25.0,505.0,6.0,5.0,2.0,112.0,,,,,1.0,,2.0,,2.0,,,2.0,,,1.0,3.0,1.0,,,5.0,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,
USA_MLS,2019,Sporting Kansas City,em7zqutnzh6mvbpc2gbs84jpx,B. Feilhaber,Midfielder,30,1.0,6.0,3.0,13.0,20.0,30.0,1.0,25.0,6.0,12.0,9.0,19.0,209.0,389.0,233.0,11.0,716.0,26.0,4.0,2.0,81.0,9.0,129.0,664.0,17.0,680.0,85.0,,,30.0,845.0,4.0,332.0,23.0,95.0,20.0,33.0,16.0,169.0,76.0,34.0,,6.0,26.0,31.0,24.0,118.0,,1137.0,36.0,11.0,211.0,7.0,13.0,17.0,180.0,52.0,1724.0,234.0,20.0,9.0,104.0,20.0,25.0,33.0,113.0,3.0,14.0,804.0,19.0,3.0,,157.0,,,,24.0,,5.0,5.0,5.0,2.0,2.0,3.0,1.0,3.0,15.0,1.0,11.0,,,,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Sporting Kansas City,ar5egjfxvgref6nzy4onfmsid,Gerso,Forward,12,1.0,15.0,6.0,14.0,22.0,127.0,33.0,27.0,5.0,13.0,3.0,35.0,129.0,235.0,88.0,16.0,308.0,25.0,,2.0,160.0,2.0,109.0,306.0,2.0,303.0,112.0,,,18.0,417.0,2.0,78.0,21.0,179.0,37.0,47.0,3.0,113.0,110.0,51.0,1.0,5.0,25.0,35.0,41.0,126.0,4.0,833.0,40.0,9.0,308.0,32.0,16.0,31.0,291.0,2.0,1749.0,87.0,20.0,52.0,100.0,26.0,9.0,37.0,95.0,,19.0,412.0,4.0,5.0,,270.0,,,,7.0,,5.0,5.0,1.0,4.0,,,,4.0,2.0,8.0,9.0,2.0,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,
USA_MLS,2019,Sporting Kansas City,dvmrpyskb14jzf3kiii5tazth,Andreu Fontàs,Defender,4,,1.0,,16.0,3.0,3.0,,22.0,2.0,6.0,1.0,,201.0,217.0,262.0,2.0,732.0,13.0,8.0,,22.0,20.0,83.0,695.0,14.0,718.0,47.0,,1.0,28.0,815.0,,515.0,35.0,37.0,2.0,5.0,32.0,37.0,27.0,62.0,1.0,3.0,13.0,20.0,11.0,55.0,,924.0,23.0,1.0,87.0,,8.0,3.0,84.0,37.0,964.0,315.0,10.0,,43.0,6.0,40.0,7.0,55.0,,15.0,798.0,,20.0,7.0,49.0,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Sporting Kansas City,1x89wne2srx1dupb7vt5gf3ai,T. Freeman,Forward,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
