liga,temporada,equipo,id,nombre,posicion,dorsal,Goals Conceded,Forward Passes,Interceptions,Substitute On,Total Losses Of Possession,Total Passes,Successful Launches,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Open Play Passes,Unsuccessful Passes Opposition Half,Throw Ins to Own Player,Own Goal Scored,Games Played,Unsuccessful Launches,Open Play Passes,Blocks,Goals Conceded Inside Box,Successful Long Passes,Unsuccessful Long Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Time Played,Successful Passes Opposition Half,Touches,Index,Appearances,Winning Goal,Goal Kicks,Saves made - parried,Penalties Faced,Successful Passes Own Half,Total Clearances,GK Successful Distribution,Penalty Goals Conceded,Rightside Passes,GK Unsuccessful Distribution,Recoveries,Unsuccessful Passes Own Half,Goals Conceded Outside Box,Successful Short Passes,Saves Made from Inside Box,Punches,Duels,Duels won,Aerial Duels,Starts,Saves Made,Aerial Duels won,Saves Made from Outside Box,Leftside Passes,Tackles Won,Foul Attempted Tackle,Tackles Lost,Total Tackles,Total Fouls Conceded,Handballs conceded,Duels lost,Total Touches In Opposition Box,Ground Duels lost,Ground Duels won,Substitute Off,Aerial Duels lost,Unsuccessful Short Passes,Ground Duels,Successful Lay-offs,Shots Off Target (inc woodwork),Clean Sheets,Backward Passes,Yellow Cards,Offsides,PutThrough/Blocked Distribution,Total Shots,Shots On Target ( inc goals ),PutThrough/Blocked Distribution Won,Unsuccessful Dribbles,Unsuccessful lay-offs,Times Tackled,Successful Dribbles,Unsuccessful Crosses & Corners,Corners Taken (incl short corners),Successful Crosses & Corners,Unsuccessful Crosses open play,Total Fouls Won,Successful Corners into Box,Through balls,Penalties Conceded,Blocked Shots,Penalties Taken,Throw Ins to Opposition Player,Clearances Off the Line,Overruns,Key Passes (Attempt Assists),Catches,Crosses not Claimed,Last Player Tackle,Right Foot Goals,Goals from Inside Box,Goals,Corners Won,Penalty Goals,Home Goals,Away Goals,Assists (Intentional),Attempts from Set Pieces,Unsuccessful Corners into Box,Goal Assists,Successful Crosses open play,Goals from Outside Box,Saves from Penalty,Penalties Saved,Total Red Cards,Straight Red Cards,Saves made - caught,Headed Goals,Second Goal Assists,Goalkeeper Smother,Foul Won Penalty,Red Cards - 2nd Yellow,Penalties Off Target,Hit Woodwork,Left Foot Goals,Carries,Progressive Carries,Total Big Chances Created,Total Big Chances Scored,Final Third Touches,Total Big Chances Missed,Drops,Total Big Chances Saved,Goals Openplay,Set Pieces Goals,Direct Setpiece Goals
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Panama,8e0dqnvgoo9zqxvsbyd90bxii,I. Anderson,Defender,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Panama,dg2scgqi9fb7fa7bjhm8kq21,A. Andrade,Defender,16,4.0,181.0,8.0,,86.0,447.0,4.0,69.0,363.0,56.0,6.0,,7.0,13.0,432.0,5.0,4.0,42.0,35.0,378.0,630.0,153.0,559.0,10.0,7.0,0.0,5.0,,,229.0,31.0,5.0,,190.0,,22.0,19.0,,336.0,,,51.0,27.0,27.0,7.0,,13.0,,58.0,8.0,2.0,3.0,11.0,7.0,,24.0,10.0,10.0,14.0,,14.0,34.0,24.0,,2.0,4.0,18.0,,,12.0,4.0,2.0,5.0,2.0,,4.0,1.0,6.0,,4.0,6.0,2.0,,1.0,,2.0,,2.0,1.0,,5.0,,,,,,,2.0,,,,,,,1.0,4.0,,,,,,,,,,,,,,,153.0,100.0,2.0,,54.0,1.0,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Panama,ezylib4dbjl18dxa8nj7djso9,A. Ayarza,Midfielder,0,,1.0,,1.0,,4.0,,,3.0,,,,1.0,,3.0,,,,,4.0,5.0,2.0,4.0,77.0,1.0,0.0,,,,2.0,,,,,,1.0,,,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Panama,78rxvyelnj7orbbzs4u1fghrd,C. Blackman,Defender,2,2.0,29.0,,2.0,31.0,94.0,,14.0,79.0,17.0,8.0,,5.0,,93.0,,2.0,2.0,1.0,80.0,282.0,49.0,145.0,92.0,5.0,1.0,,,,31.0,5.0,,,3.0,,8.0,2.0,,78.0,,,28.0,17.0,8.0,3.0,,5.0,,37.0,4.0,,1.0,5.0,1.0,,11.0,17.0,8.0,12.0,,3.0,13.0,20.0,1.0,3.0,2.0,25.0,,,2.0,6.0,3.0,,3.0,,5.0,4.0,5.0,,,5.0,3.0,,,,1.0,,,,,2.0,,,,1.0,1.0,1.0,4.0,,1.0,0.0,,,,,,,,,,,,,,,,,,1.0,,26.0,17.0,,,41.0,1.0,,,1.0,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Panama,2ox9r6ckrkehlocymzgik5o0l,O. Browne,Midfielder,21,,6.0,,2.0,7.0,20.0,,4.0,15.0,4.0,1.0,,2.0,,19.0,,,2.0,,16.0,19.0,15.0,31.0,10.0,2.0,0.0,,,,1.0,,,,2.0,,5.0,,,14.0,,,6.0,1.0,,,,,,9.0,,1.0,,,3.0,,5.0,2.0,5.0,1.0,,,4.0,6.0,,3.0,,3.0,,,,3.0,,,1.0,,1.0,,,,,,1.0,,1.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,5.0,,,17.0,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Panama,1fz6kqbr8i7sunii6wymjkonp,Y. Bárcenas,Midfielder,11,3.0,37.0,1.0,1.0,59.0,175.0,,29.0,139.0,32.0,5.0,,6.0,,168.0,,2.0,3.0,,146.0,405.0,106.0,250.0,45.0,6.0,0.0,,,,40.0,5.0,,,42.0,,16.0,8.0,1.0,143.0,,,38.0,18.0,7.0,5.0,,6.0,,40.0,2.0,1.0,,2.0,8.0,2.0,20.0,18.0,19.0,12.0,4.0,1.0,29.0,31.0,5.0,6.0,1.0,56.0,,,8.0,10.0,4.0,6.0,6.0,2.0,13.0,7.0,11.0,10.0,,5.0,3.0,,3.0,,1.0,,,,,4.0,,,,,,,3.0,,,,1.0,1.0,5.0,1.0,,,,,,,,,1.0,,,,,,,58.0,26.0,2.0,,61.0,1.0,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Panama,6knzu4ywl5yag1h8ij16g2rqh,A. Carrasquilla,Midfielder,8,4.0,117.0,5.0,1.0,144.0,393.0,,80.0,301.0,78.0,3.0,,8.0,2.0,380.0,1.0,4.0,27.0,12.0,313.0,650.0,209.0,531.0,48.0,8.0,0.0,,,,107.0,5.0,,,116.0,,54.0,16.0,,286.0,,,85.0,41.0,14.0,7.0,,10.0,,108.0,2.0,,1.0,3.0,8.0,1.0,44.0,10.0,40.0,31.0,2.0,4.0,68.0,71.0,2.0,3.0,4.0,52.0,1.0,,11.0,7.0,4.0,6.0,10.0,2.0,25.0,10.0,14.0,7.0,3.0,8.0,20.0,,2.0,,1.0,,,,1.0,13.0,,,,,,,6.0,,,,1.0,,6.0,1.0,2.0,,,,,,,,,,,,,1.0,,135.0,64.0,3.0,,150.0,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Panama,eiohczjmkky86hoq2q2xfx444,E. Cedeño,Midfielder,13,,9.0,1.0,3.0,9.0,32.0,,5.0,27.0,5.0,,,4.0,1.0,32.0,,,1.0,1.0,27.0,95.0,18.0,52.0,10.0,4.0,0.0,,,,9.0,4.0,,,8.0,,8.0,,,26.0,,,14.0,6.0,3.0,1.0,,1.0,,9.0,2.0,1.0,2.0,4.0,5.0,2.0,8.0,,6.0,5.0,1.0,2.0,4.0,11.0,,,,6.0,1.0,,1.0,,,1.0,,,2.0,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,,,1.0,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Panama,4w81878nkgucue9xq5zt37yp6,J. Córdoba,Defender,3,1.0,57.0,2.0,,20.0,206.0,4.0,15.0,189.0,8.0,,,4.0,5.0,204.0,1.0,,8.0,8.0,191.0,282.0,49.0,235.0,30.0,4.0,0.0,1.0,,,143.0,10.0,1.0,,92.0,,17.0,7.0,1.0,183.0,,,26.0,12.0,10.0,4.0,,6.0,,44.0,,3.0,3.0,3.0,10.0,1.0,14.0,1.0,10.0,6.0,1.0,4.0,7.0,16.0,,,2.0,13.0,2.0,,4.0,,,3.0,,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,56.0,31.0,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Panama,6fmrelr9khhkywqr8goutjkr9,É. Davis,Defender,15,5.0,131.0,3.0,2.0,118.0,367.0,3.0,60.0,293.0,81.0,59.0,,9.0,4.0,352.0,2.0,4.0,22.0,12.0,307.0,623.0,199.0,553.0,27.0,9.0,0.0,,,,122.0,7.0,,,149.0,,33.0,21.0,1.0,285.0,,,48.0,27.0,17.0,7.0,,8.0,,8.0,7.0,,3.0,10.0,4.0,2.0,21.0,13.0,12.0,19.0,3.0,9.0,48.0,31.0,,4.0,1.0,79.0,1.0,1.0,16.0,6.0,2.0,6.0,2.0,1.0,6.0,4.0,42.0,16.0,14.0,32.0,5.0,7.0,1.0,,2.0,1.0,,,1.0,15.0,,,,,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,5.0,2.0,7.0,,,,,,,1.0,,,,,,,1.0,69.0,49.0,1.0,2.0,150.0,2.0,,,1.0,,
