liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Handballs conceded,Index,Interceptions,Last Player Tackle,Leftside Passes,Open Play Passes,Penalties Conceded,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Starts,Substitute Off,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Launches,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Through balls,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Winning Goal,Assists (Intentional),Attempts from Set Pieces,Corners Taken (incl short corners),Corners Won,Goal Assists,Goals,Goals Openplay,Goals from Inside Box,Goals from Outside Box,Headed Goals,Hit Woodwork,Key Passes (Attempt Assists),Left Foot Goals,Offsides,Overruns,Penalties Taken,Penalty Goals,Right Foot Goals,Second Goal Assists,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Successful Corners into Box,Successful Dribbles,Successful Lay-offs,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Total Shots,Unsuccessful Corners into Box,Unsuccessful Dribbles,Unsuccessful lay-offs,Home Goals,Away Goals,Foul Won Penalty,Catches,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Total Big Chances Saved,Saves made - caught,Clearances Off the Line,Own Goal Scored,Red Cards - 2nd Yellow,Total Red Cards,Penalties Saved,Saves from Penalty,Set Pieces Goals,Other Goals,Crosses not Claimed,Straight Red Cards,Direct Corner Goals,Direct Setpiece Goals,Penalties Off Target
USA_MLS,2025,Columbus Crew,e0pkyzm6eqzlrxme33k7dwgt0,C. Adams,Forward,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Columbus Crew,824vros32oq1ufkbws8aiu0a,I. Aliyu,Forward,11,43.0,26.0,17.0,33.0,184.0,7.0,3.0,175.0,,193.0,115.0,78.0,66.0,69.0,11.0,,33.0,,29.0,26.0,3.0,150.0,89.0,61.0,2.0,10.0,8.0,,101.0,461.0,,,119.0,32.0,15.0,63.0,116.0,14.0,9.0,19.0,8.0,8.0,,,375.0,276.0,116.0,384.0,12.0,20.0,3.0,,10.0,1375.0,11.0,28.0,7.0,201.0,470.0,384.0,32.0,95.0,86.0,760.0,18.0,18.0,1.0,2.0,85.0,19.0,84.0,3.0,0.0,2.0,,,5.0,2.0,3.0,3.0,3.0,,1.0,,22.0,,22.0,1.0,,,2.0,,12.0,7.0,,22.0,18.0,55.0,4.0,6.0,2.0,19.0,,22.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Columbus Crew,7e6yfbpspg1vzcaa7rw5dameh,M. Amundsen,Defender,18,66.0,35.0,31.0,27.0,197.0,6.0,17.0,310.0,4.0,171.0,81.0,90.0,63.0,590.0,6.0,1.0,27.0,1.0,30.0,27.0,3.0,105.0,46.0,59.0,,10.0,27.0,3.0,222.0,1394.0,,1.0,150.0,30.0,12.0,106.0,439.0,24.0,6.0,3.0,4.0,4.0,10.0,67.0,1216.0,625.0,643.0,1197.0,8.0,27.0,4.0,8.0,73.0,2048.0,81.0,19.0,9.0,242.0,1448.0,1264.0,35.0,15.0,184.0,1846.0,7.0,7.0,37.0,74.0,130.0,61.0,110.0,4.0,0.0,1.0,,,4.0,2.0,1.0,,1.0,,,,4.0,1.0,,1.0,,,,1.0,4.0,2.0,,16.0,,17.0,2.0,,1.0,6.0,,7.0,,0.0,1.0,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,1.0,,,
USA_MLS,2025,Columbus Crew,48x7ll37uv2jck8ibaenqk3ro,M. Arfsten,Forward,27,39.0,22.0,17.0,32.0,412.0,9.0,2.0,455.0,4.0,341.0,154.0,187.0,251.0,366.0,19.0,,32.0,,49.0,44.0,5.0,302.0,132.0,170.0,,10.0,22.0,,114.0,1393.0,,2.0,202.0,62.0,27.0,138.0,520.0,32.0,8.0,,28.0,27.0,7.0,29.0,1219.0,893.0,373.0,1209.0,29.0,45.0,9.0,4.0,109.0,2834.0,39.0,36.0,35.0,362.0,1412.0,1238.0,74.0,124.0,174.0,2108.0,73.0,67.0,13.0,24.0,207.0,40.0,150.0,5.0,2.0,5.0,,8.0,27.0,6.0,5.0,5.0,4.0,1.0,,1.0,44.0,4.0,10.0,1.0,,,1.0,4.0,23.0,18.0,1.0,61.0,12.0,61.0,17.0,9.0,3.0,41.0,6.0,33.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Columbus Crew,4nvz6yrxluelbpsjavcjtgnx0,T. Brown,Defender,44,1.0,1.0,,6.0,7.0,1.0,,14.0,,9.0,6.0,3.0,1.0,7.0,1.0,,6.0,,1.0,1.0,,8.0,5.0,3.0,,10.0,,,4.0,25.0,,,10.0,1.0,,2.0,8.0,,,6.0,,,,1.0,21.0,17.0,5.0,21.0,1.0,1.0,,1.0,4.0,38.0,4.0,1.0,,13.0,26.0,22.0,2.0,5.0,4.0,50.0,1.0,1.0,,,5.0,,4.0,,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,4.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Columbus Crew,6kb6kwmwjh4c6oyed5upl266t,E. Bush,Goalkeeper,24,2.0,,2.0,6.0,,,,18.0,2.0,4.0,,4.0,,84.0,,53.0,6.0,35.0,5.0,4.0,1.0,2.0,,2.0,,10.0,,,50.0,139.0,,,6.0,,,61.0,53.0,6.0,,,,,3.0,14.0,124.0,2.0,159.0,147.0,,,,,,540.0,6.0,,1.0,27.0,187.0,161.0,,,26.0,236.0,,,13.0,26.0,14.0,12.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,7.0,2.0,,3.0,10.0,7.0,3.0,2.0,,,,,,,,,,,,,,,
USA_MLS,2025,Columbus Crew,4bjmhb55kv6xfixdff153gudx,R. Camacho,Defender,4,,,,1.0,,,,2.0,,1.0,1.0,,,3.0,,,1.0,,,,,1.0,1.0,,,10.0,,,6.0,9.0,,,,,,1.0,,,,1.0,,,,,9.0,4.0,5.0,9.0,,,,,,9.0,1.0,1.0,,1.0,9.0,9.0,,,,11.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Columbus Crew,5dtht84403e1u5nnm9kjrjpwp,D. Chambost,Midfielder,7,38.0,19.0,19.0,37.0,408.0,15.0,7.0,463.0,3.0,186.0,97.0,89.0,155.0,722.0,12.0,,37.0,,44.0,38.0,6.0,148.0,78.0,70.0,3.0,10.0,25.0,,662.0,2329.0,,2.0,200.0,60.0,30.0,137.0,601.0,33.0,13.0,4.0,28.0,11.0,5.0,111.0,2064.0,1404.0,740.0,2005.0,21.0,26.0,12.0,1.0,6.0,2866.0,41.0,26.0,15.0,462.0,2393.0,2116.0,47.0,46.0,277.0,2869.0,112.0,30.0,16.0,57.0,326.0,63.0,220.0,4.0,0.0,3.0,6.0,96.0,15.0,5.0,2.0,1.0,1.0,1.0,,,44.0,2.0,,1.0,,,,3.0,12.0,10.0,11.0,8.0,57.0,32.0,7.0,1.0,1.0,22.0,66.0,9.0,3.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,
USA_MLS,2025,Columbus Crew,a487dmcrtdak032ab6slynlxx,Y. Cheberko,Defender,21,70.0,39.0,31.0,32.0,150.0,2.0,17.0,522.0,3.0,201.0,86.0,115.0,15.0,770.0,10.0,5.0,32.0,5.0,42.0,37.0,5.0,131.0,47.0,84.0,2.0,10.0,31.0,2.0,474.0,1944.0,2.0,2.0,275.0,20.0,8.0,117.0,624.0,25.0,3.0,7.0,4.0,4.0,10.0,44.0,1812.0,801.0,1082.0,1835.0,14.0,34.0,3.0,3.0,18.0,2316.0,86.0,25.0,27.0,187.0,2018.0,1879.0,48.0,18.0,139.0,2352.0,8.0,8.0,17.0,52.0,90.0,57.0,87.0,2.0,0.0,,1.0,,2.0,,,,,,,,12.0,,1.0,,,,,,5.0,,,9.0,1.0,14.0,,1.0,,5.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Columbus Crew,49rr75teem0kobuhr4cesh756,M. Farsi,Defender,23,20.0,15.0,5.0,18.0,292.0,5.0,2.0,205.0,3.0,104.0,55.0,49.0,,155.0,4.0,,18.0,,21.0,18.0,3.0,84.0,40.0,44.0,,10.0,7.0,,397.0,883.0,,1.0,100.0,33.0,11.0,56.0,48.0,16.0,5.0,2.0,9.0,9.0,1.0,19.0,776.0,567.0,227.0,766.0,12.0,7.0,1.0,5.0,93.0,1485.0,17.0,11.0,21.0,185.0,892.0,785.0,19.0,70.0,107.0,1203.0,22.0,22.0,13.0,21.0,111.0,18.0,86.0,2.0,1.0,3.0,,,7.0,3.0,1.0,1.0,1.0,,,1.0,18.0,,5.0,2.0,,,1.0,,3.0,8.0,,5.0,3.0,23.0,5.0,3.0,1.0,11.0,,10.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
