liga,temporada,equipo,id,nombre,posicion,dorsal,Key Passes (Attempt Assists),Substitute Off,Interceptions,Aerial Duels lost,Foul Attempted Tackle,PutThrough/Blocked Distribution,Successful Launches,Unsuccessful Launches,Headed Goals,Forward Passes,Penalty Goals Conceded,Successful Crosses open play,Successful Passes Own Half,Aerial Duels,Ground Duels lost,Successful Crosses & Corners,Total Passes,Unsuccessful Dribbles,Duels lost,Total Touches In Opposition Box,Games Played,Shots On Target ( inc goals ),Blocked Shots,Unsuccessful Long Passes,Backward Passes,Unsuccessful Crosses & Corners,Unsuccessful Passes Opposition Half,Ground Duels won,Starts,Goals Conceded Inside Box,Total Successful Passes ( Excl Crosses & Corners ) ,Total Losses Of Possession,Times Tackled,Time Played,Successful Open Play Passes,Goals,Unsuccessful Short Passes,Successful Short Passes,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Successful Lay-offs,Tackles Lost,Total Clearances,Successful Long Passes,Goals Conceded,Touches,Appearances,Leftside Passes,Unsuccessful Passes Own Half,Total Shots,Recoveries,Hit Woodwork,Rightside Passes,Successful Dribbles,Total Tackles,Duels,Corners Won,Open Play Passes,PutThrough/Blocked Distribution Won,Through balls,Index,Duels won,Aerial Duels won,Yellow Cards,Goals from Inside Box,Successful Passes Opposition Half,Tackles Won,Total Fouls Won,Unsuccessful Crosses open play,Substitute On,Total Unsuccessful Passes ( Excl Crosses & Corners ),Ground Duels,Total Fouls Conceded,Clean Sheets,Home Goals,Away Goals,Winning Goal,Assists (Intentional),Corners Taken (incl short corners),Unsuccessful Corners into Box,Attempts from Set Pieces,Blocks,Offsides,Throw Ins to Own Player,Throw Ins to Opposition Player,Successful Corners into Box,Goal Assists,GK Successful Distribution,Penalties Conceded,GK Unsuccessful Distribution,Handballs conceded,Straight Red Cards,Right Foot Goals,Penalties Taken,Total Red Cards,Unsuccessful lay-offs,Goals from Outside Box,Penalty Goals,Foul Won Penalty,Other Goals,Left Foot Goals,Red Cards - 2nd Yellow,Clearances Off the Line,Penalties Saved,Saves Made,Catches,Saves from Penalty,Saves Made from Outside Box,Saves Made from Inside Box,Punches,Penalties Faced,Saves made - parried,Goalkeeper Smother,Set Pieces Goals,Drops,Saves made - caught,Crosses not Claimed,Own Goal Scored,Last Man Tackle,Second Goal Assists,Successful Fifty Fifty,Fifty Fifty,Penalties Off Target
USA_USL_Championship,2021,Ventura County FC,ac9ebvt008vz5mivsqkroaw2d,D. Acosta,Defender,0,6.0,1.0,2.0,1.0,4.0,18.0,2.0,7.0,,99.0,1.0,4.0,121.0,4.0,20.0,4.0,278.0,4.0,21.0,6.0,7.0,1.0,,16.0,53.0,14.0,42.0,31.0,7.0,7.0,223.0,91.0,9.0,601.0,216.0,,39.0,215.0,2.0,2.0,,2.0,9.0,8.0,9.0,427.0,7.0,15.0,27.0,3.0,35.0,1.0,111.0,6.0,17.0,55.0,3.0,271.0,3.0,,10.0,34.0,3.0,2.0,,106.0,15.0,9.0,14.0,,55.0,51.0,7.0,3.0,0.0,0.0,0.0,,,,,1.0,,48.0,4.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Ventura County FC,2ozrf8g04nf371nxh2r9gdf8q,A. Aguilar,Defender,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Ventura County FC,bqc9q35pmfzele2x6xb9z6tm2,D. Aguirre,Midfielder,37,26.0,10.0,32.0,27.0,13.0,53.0,4.0,10.0,,345.0,2.0,,380.0,47.0,91.0,2.0,1136.0,24.0,118.0,55.0,28.0,11.0,7.0,42.0,167.0,37.0,167.0,124.0,26.0,37.0,957.0,311.0,42.0,2234.0,932.0,3.0,137.0,867.0,16.0,6.0,7.0,13.0,23.0,90.0,43.0,1582.0,28.0,207.0,49.0,27.0,133.0,,417.0,32.0,38.0,262.0,11.0,1107.0,33.0,5.0,10.0,144.0,20.0,1.0,1.0,579.0,25.0,55.0,19.0,2.0,179.0,215.0,27.0,5.0,1.0,2.0,1.0,1.0,19.0,14.0,,4.0,2.0,13.0,1.0,1.0,1.0,,,,1.0,,3.0,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Ventura County FC,82kv7x36z80lmidbosgbrkfhm,F. Barajas,Forward,59,,,,,1.0,,,,,3.0,,,2.0,,3.0,,8.0,,3.0,1.0,4.0,,,1.0,2.0,1.0,2.0,1.0,,2.0,6.0,5.0,2.0,58.0,6.0,,1.0,6.0,,,,,,,2.0,15.0,4.0,3.0,1.0,,3.0,,,,,4.0,1.0,8.0,,,10.0,1.0,,,,4.0,,1.0,1.0,4.0,2.0,4.0,1.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Ventura County FC,9sck3ypq1i26kdfhznxn6im3u,I. Bawa,Defender,46,9.0,3.0,43.0,20.0,11.0,20.0,5.0,19.0,,337.0,2.0,3.0,310.0,46.0,45.0,3.0,707.0,8.0,65.0,21.0,20.0,1.0,4.0,57.0,77.0,24.0,130.0,48.0,17.0,31.0,549.0,235.0,18.0,1487.0,531.0,,101.0,500.0,8.0,4.0,,11.0,61.0,49.0,35.0,1079.0,20.0,187.0,52.0,9.0,114.0,,106.0,9.0,32.0,139.0,4.0,688.0,10.0,2.0,10.0,74.0,26.0,3.0,,242.0,21.0,7.0,24.0,3.0,158.0,93.0,15.0,2.0,0.0,0.0,0.0,,,,,10.0,,73.0,7.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Ventura County FC,4x3md4d2zvyvxlhtqp0ocvmqx,R. Cabral,Forward,49,6.0,5.0,4.0,14.0,7.0,12.0,,3.0,,25.0,1.0,2.0,37.0,22.0,37.0,2.0,136.0,6.0,51.0,36.0,23.0,9.0,3.0,6.0,38.0,3.0,39.0,23.0,5.0,16.0,92.0,79.0,12.0,606.0,86.0,3.0,38.0,87.0,8.0,1.0,5.0,5.0,5.0,5.0,17.0,254.0,23.0,34.0,8.0,17.0,22.0,,39.0,3.0,14.0,82.0,3.0,130.0,8.0,,10.0,31.0,8.0,2.0,3.0,57.0,9.0,8.0,3.0,18.0,44.0,60.0,16.0,,1.0,2.0,1.0,1.0,,,,,7.0,2.0,1.0,,1.0,,,,,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Ventura County FC,66zmbqbya1p4k1uh2qd171pii,J. Calderón,Forward,65,,,2.0,1.0,2.0,3.0,,1.0,,13.0,1.0,,2.0,3.0,6.0,,24.0,,7.0,4.0,7.0,,1.0,3.0,1.0,,8.0,1.0,,3.0,16.0,12.0,3.0,56.0,16.0,,5.0,16.0,3.0,,1.0,,,,3.0,42.0,7.0,4.0,,3.0,4.0,,6.0,,1.0,10.0,1.0,24.0,3.0,,10.0,3.0,2.0,1.0,,14.0,1.0,,,7.0,8.0,7.0,2.0,,0.0,0.0,0.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Ventura County FC,advwq8bx5d9p12le100b80uzt,G. Chávez,Midfielder,54,,,1.0,1.0,1.0,1.0,,,,2.0,,,4.0,1.0,3.0,,11.0,1.0,4.0,,2.0,,1.0,1.0,2.0,,2.0,2.0,,1.0,9.0,4.0,2.0,20.0,8.0,,1.0,9.0,,,,,,,1.0,18.0,2.0,2.0,,,1.0,,5.0,,2.0,6.0,,10.0,1.0,,10.0,2.0,,1.0,,5.0,2.0,,,2.0,2.0,5.0,1.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Ventura County FC,bqoth5stq25f6oq85a026z52i,F. Cobian,Defender,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Ventura County FC,d2ny0huv78m4m6p65y8eou7oq,T. Davila,Midfielder,34,16.0,13.0,13.0,13.0,17.0,24.0,1.0,5.0,,250.0,4.0,2.0,437.0,27.0,78.0,2.0,1001.0,8.0,91.0,18.0,29.0,5.0,4.0,45.0,112.0,6.0,108.0,100.0,20.0,29.0,860.0,189.0,27.0,1697.0,839.0,1.0,96.0,766.0,4.0,3.0,3.0,32.0,24.0,94.0,32.0,1261.0,29.0,348.0,39.0,9.0,146.0,,291.0,19.0,74.0,205.0,,978.0,15.0,4.0,10.0,114.0,14.0,2.0,1.0,425.0,42.0,7.0,5.0,9.0,141.0,178.0,26.0,3.0,0.0,1.0,1.0,3.0,1.0,1.0,,9.0,,4.0,,,3.0,,,,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Ventura County FC,eur2vbdzfmcxyfathakjghyqc,J. Drack,Defender,30,15.0,5.0,42.0,29.0,31.0,53.0,5.0,23.0,,430.0,5.0,11.0,306.0,60.0,115.0,11.0,975.0,22.0,144.0,41.0,29.0,5.0,2.0,65.0,208.0,41.0,200.0,120.0,25.0,42.0,750.0,361.0,37.0,2266.0,728.0,2.0,160.0,716.0,11.0,6.0,2.0,18.0,32.0,34.0,48.0,1582.0,29.0,37.0,66.0,16.0,102.0,1.0,300.0,20.0,61.0,295.0,12.0,951.0,23.0,1.0,10.0,151.0,31.0,6.0,2.0,455.0,43.0,39.0,39.0,4.0,225.0,235.0,44.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,,9.0,3.0,177.0,9.0,,9.0,,1.0,,2.0,,1.0,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Ventura County FC,6kp2pv58u27yf5tnclyhnuoh6,C. Dunbar,Forward,25,7.0,9.0,4.0,6.0,1.0,14.0,,1.0,,49.0,2.0,3.0,50.0,9.0,53.0,3.0,219.0,19.0,59.0,46.0,14.0,12.0,3.0,5.0,56.0,8.0,56.0,42.0,10.0,9.0,161.0,127.0,31.0,886.0,159.0,2.0,53.0,154.0,17.0,1.0,6.0,5.0,3.0,7.0,10.0,401.0,14.0,50.0,10.0,29.0,39.0,1.0,64.0,14.0,11.0,104.0,9.0,217.0,7.0,2.0,10.0,45.0,3.0,2.0,2.0,114.0,6.0,17.0,8.0,4.0,58.0,95.0,4.0,1.0,1.0,1.0,0.0,,,,,,1.0,7.0,1.0,,2.0,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Ventura County FC,e23yyl43xtcve09dx234uuj8,A. Essengue,Midfielder,51,2.0,2.0,3.0,5.0,4.0,5.0,,2.0,,29.0,1.0,,36.0,10.0,18.0,,89.0,1.0,23.0,6.0,10.0,,1.0,6.0,5.0,1.0,17.0,11.0,2.0,5.0,69.0,29.0,6.0,168.0,68.0,,14.0,68.0,2.0,1.0,,1.0,1.0,1.0,6.0,122.0,10.0,31.0,4.0,2.0,17.0,,24.0,1.0,7.0,39.0,1.0,87.0,2.0,,10.0,16.0,5.0,1.0,,33.0,6.0,3.0,1.0,8.0,20.0,29.0,8.0,,0.0,0.0,0.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Ventura County FC,e7q60ne93c6289xwnt9zj65wq,M. Ferkranus,Defender,74,1.0,6.0,25.0,24.0,13.0,20.0,17.0,22.0,,324.0,2.0,1.0,597.0,47.0,31.0,1.0,917.0,,55.0,,26.0,,,47.0,36.0,,61.0,35.0,16.0,27.0,797.0,129.0,1.0,1489.0,767.0,,73.0,725.0,,3.0,,7.0,65.0,72.0,30.0,1098.0,26.0,329.0,59.0,,88.0,,228.0,6.0,20.0,113.0,,885.0,10.0,1.0,10.0,58.0,23.0,4.0,,201.0,13.0,9.0,,10.0,120.0,66.0,23.0,3.0,0.0,0.0,0.0,1.0,,,,12.0,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Ventura County FC,37zynr7fwzqg4c9w5ydefywyy,A. González,Midfielder,45,4.0,3.0,7.0,9.0,12.0,10.0,,8.0,,102.0,2.0,1.0,217.0,14.0,46.0,1.0,474.0,1.0,55.0,3.0,21.0,,2.0,23.0,63.0,1.0,41.0,44.0,7.0,15.0,417.0,77.0,6.0,894.0,402.0,,34.0,381.0,,,4.0,7.0,9.0,36.0,15.0,592.0,21.0,152.0,17.0,,60.0,,157.0,3.0,19.0,104.0,,458.0,8.0,,10.0,49.0,5.0,6.0,,201.0,12.0,22.0,1.0,14.0,57.0,90.0,25.0,1.0,0.0,0.0,0.0,1.0,,,,4.0,,6.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
