liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Successful Launches,Goals,Open Play Passes,Corners Won,Times Tackled,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Total Red Cards,Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Straight Red Cards,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Winning Goal,Right Foot Goals,Red Cards - 2nd Yellow,Goals from Outside Box,Headed Goals,Throw Ins to Opposition Player,Unsuccessful lay-offs,Foul Won Penalty,Penalties Taken,Penalty Goals,GK Successful Distribution,Attempts from Set Pieces,Saves Made,Penalties Conceded,Punches,Penalties Saved,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Clean Sheets,Second Goal Assists,Clearances Off the Line,Last Man Tackle,Own Goal Scored,Crosses not Claimed,Set Pieces Goals,Other Goals,Penalties Off Target,Home Goals,Away Goals
USA_USL_Championship,2020,San Diego Loyal SC,6lehq7bt5okf4y9lbxan577x1,C. Adams,Midfielder,6,7.0,,1265.0,2.0,1.0,,2.0,1.0,521.0,8.0,20.0,102.0,10.0,223.0,16.0,4.0,42.0,11.0,6.0,5.0,4.0,162.0,265.0,14.0,49.0,,569.0,1.0,10.0,8.0,428.0,9.0,10.0,91.0,7.0,153.0,11.0,,98.0,3.0,87.0,14.0,20.0,26.0,766.0,25.0,15.0,8.0,3.0,95.0,172.0,5.0,10.0,59.0,4.0,50.0,1.0,33.0,,5.0,11.0,104.0,5.0,14.0,1.0,33.0,15.0,14.0,,,,41.0,142.0,,441.0,478.0,9.0,,,9.0,45.0,5.0,6.0,54.0,0.0,,,1.0,,,,1.0,,,,7.0,,,,,,,,,,,,,,,4.0,,,,,,,,,1.0,0.0
USA_USL_Championship,2020,San Diego Loyal SC,5w2crade404p7fipy43yul5g5,C. Alvarez,Midfielder,7,2.0,6.0,884.0,2.0,4.0,3.0,3.0,1.0,400.0,,20.0,72.0,3.0,157.0,3.0,3.0,8.0,6.0,3.0,5.0,20.0,97.0,201.0,13.0,47.0,,410.0,6.0,19.0,8.0,335.0,7.0,7.0,55.0,,94.0,11.0,,41.0,1.0,47.0,10.0,8.0,16.0,529.0,,14.0,9.0,3.0,69.0,115.0,10.0,10.0,41.0,4.0,20.0,3.0,7.0,,16.0,11.0,105.0,9.0,12.0,,2.0,14.0,,1.0,,,44.0,129.0,1.0,346.0,355.0,36.0,,1.0,8.0,64.0,5.0,2.0,25.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,0.0
USA_USL_Championship,2020,San Diego Loyal SC,erm5zuf9861sxyqflg3ugmsbt,F. Atuahene,Forward,22,2.0,9.0,533.0,3.0,6.0,2.0,,2.0,86.0,6.0,26.0,37.0,,35.0,1.0,1.0,1.0,4.0,8.0,4.0,12.0,82.0,32.0,9.0,24.0,,92.0,4.0,9.0,6.0,66.0,4.0,15.0,25.0,,19.0,1.0,,18.0,6.0,19.0,6.0,10.0,9.0,226.0,,12.0,6.0,,67.0,20.0,29.0,10.0,34.0,7.0,1.0,,13.0,,6.0,12.0,85.0,1.0,8.0,1.0,2.0,12.0,,1.0,1.0,,39.0,16.0,2.0,61.0,67.0,18.0,,,5.0,51.0,4.0,2.0,28.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
USA_USL_Championship,2020,San Diego Loyal SC,cijslwbc730evygvnzcqzuimt,E. Ávila,Defender,12,1.0,1.0,385.0,4.0,4.0,1.0,1.0,,139.0,1.0,7.0,32.0,1.0,74.0,4.0,2.0,7.0,,1.0,1.0,2.0,49.0,40.0,4.0,23.0,,143.0,3.0,4.0,1.0,105.0,3.0,1.0,30.0,,56.0,6.0,,18.0,1.0,19.0,4.0,1.0,13.0,192.0,1.0,8.0,1.0,1.0,19.0,40.0,1.0,10.0,10.0,,8.0,1.0,1.0,,4.0,,25.0,3.0,4.0,,1.0,8.0,,,,,13.0,15.0,,109.0,113.0,6.0,,,2.0,15.0,2.0,3.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
USA_USL_Championship,2020,San Diego Loyal SC,660a1dq2kk90vuzw0ru6mbmy,Miguel Berry,Forward,0,1.0,2.0,432.0,2.0,,1.0,,2.0,67.0,5.0,13.0,21.0,,33.0,,1.0,1.0,3.0,3.0,,12.0,55.0,14.0,2.0,23.0,,71.0,6.0,3.0,7.0,44.0,1.0,6.0,24.0,,19.0,2.0,,18.0,3.0,10.0,6.0,10.0,7.0,139.0,,6.0,2.0,,28.0,16.0,22.0,10.0,16.0,3.0,3.0,,4.0,,4.0,4.0,44.0,1.0,1.0,,1.0,6.0,,,,1.0,16.0,15.0,2.0,43.0,47.0,16.0,2.0,,2.0,28.0,,1.0,12.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
USA_USL_Championship,2020,San Diego Loyal SC,2wm183ku9bk2vnwg65g080ep6,J. Chavez,Defender,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,San Diego Loyal SC,5hz95r5xtghhv5qiclwyf05ey,P. Ejimadu,Goalkeeper,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,San Diego Loyal SC,pb045rkco3cxnwxqm5upcjxl,J. Fenlason,Goalkeeper,24,,,278.0,,1.0,,2.0,,46.0,,,,,4.0,10.0,,29.0,,,4.0,1.0,33.0,61.0,,2.0,,96.0,,,,51.0,2.0,,31.0,,25.0,,,24.0,,33.0,3.0,2.0,7.0,139.0,,4.0,,,1.0,52.0,,10.0,,,14.0,,,,,,2.0,3.0,6.0,,,4.0,,,,,1.0,19.0,,35.0,65.0,1.0,,,,2.0,,,,0.0,,,,,,,,,,50.0,,12.0,,2.0,,1.0,,1.0,4.0,3.0,8.0,,,1.0,14.0,,,,,,,,,,0.0,0.0
USA_USL_Championship,2020,San Diego Loyal SC,ds4ydkz3y7hnymqsnef0wa0h5,J. Greenspan,Defender,20,,2.0,304.0,11.0,,,,,199.0,,,10.0,,29.0,14.0,,23.0,1.0,,1.0,5.0,47.0,127.0,3.0,22.0,,201.0,1.0,4.0,,145.0,2.0,,45.0,,26.0,1.0,,27.0,,15.0,4.0,5.0,18.0,279.0,,4.0,2.0,7.0,12.0,81.0,1.0,10.0,20.0,,11.0,,2.0,,15.0,,32.0,40.0,3.0,,,4.0,,,,,7.0,84.0,,154.0,156.0,20.0,,,2.0,12.0,1.0,7.0,5.0,0.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.0,0.0
USA_USL_Championship,2020,San Diego Loyal SC,pwnygk8b4f6cvpwpnyuh2ymt,A. Guerrero,Goalkeeper,1,,,180.0,,,,8.0,,43.0,,,,,10.0,15.0,,24.0,,,1.0,,28.0,38.0,,1.0,,73.0,,,,32.0,3.0,,25.0,,11.0,,,16.0,,22.0,2.0,,9.0,100.0,,2.0,,,,46.0,,10.0,,,16.0,,,,,,,3.0,4.0,,,2.0,,,,,,16.0,,28.0,48.0,,,,,,,,,0.0,,,,,,,,,,18.0,,11.0,,1.0,,,,1.0,3.0,3.0,7.0,,,1.0,4.0,,,,,,,,,,0.0,0.0
