liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Tackles Won,Unsuccessful Launches,Successful Long Passes,Recoveries,Aerial Duels lost,Successful Open Play Passes,Successful Passes Own Half,Total Passes,Total Clearances,Total Losses Of Possession,Unsuccessful Passes Own Half,Backward Passes,Duels lost,Goals Conceded Inside Box,Aerial Duels won,Duels won,Key Passes (Attempt Assists),Throw Ins to Own Player,Successful Launches,Touches,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels,Goals Conceded,Substitute Off,Successful Passes Opposition Half,Throw Ins to Opposition Player,Unsuccessful Short Passes,Goals Conceded Outside Box,Forward Passes,Unsuccessful Crosses open play,Leftside Passes,Foul Attempted Tackle,Index,Starts,Total Fouls Conceded,Ground Duels won,Unsuccessful Passes Opposition Half,Aerial Duels,Appearances,Unsuccessful Long Passes,Open Play Passes,Interceptions,Unsuccessful Crosses & Corners,Total Successful Passes ( Excl Crosses & Corners ) ,Ground Duels lost,Successful Short Passes,Rightside Passes,Time Played,Tackles Lost,Total Tackles,Ground Duels,Winning Goal,Times Tackled,Blocks,Substitute On,Unsuccessful lay-offs,Shots Off Target (inc woodwork),Clean Sheets,PutThrough/Blocked Distribution,Blocked Shots,Overruns,Successful Dribbles,Through balls,Total Touches In Opposition Box,Penalty Goals Conceded,PutThrough/Blocked Distribution Won,Handballs conceded,Unsuccessful Dribbles,Corners Taken (incl short corners),Successful Crosses & Corners,Yellow Cards,Total Shots,Corners Won,Total Fouls Won,Successful Lay-offs,Shots On Target ( inc goals ),Successful Crosses open play,Offsides,Unsuccessful Corners into Box,Penalties Conceded,Goals,Goals from Outside Box,Left Foot Goals,Home Goals,Away Goals,Penalties Taken,Goals from Inside Box,Headed Goals,Attempts from Set Pieces,Straight Red Cards,Total Red Cards,Assists (Intentional),Goal Assists,Right Foot Goals,Successful Corners into Box,Set Pieces Goals,Second Goal Assists,Hit Woodwork,Penalty Goals,Clearances Off the Line,Red Cards - 2nd Yellow,Foul Won Penalty,Saves from Penalty,GK Unsuccessful Distribution,Punches,Saves Made from Inside Box,Penalties Saved,Saves Made from Outside Box,Penalties Faced,Saves made - parried,Own Goal Scored,Goal Kicks,Saves Made,Saves made - caught,GK Successful Distribution,Last Player Tackle,Goalkeeper Smother,Catches,Penalties Off Target,Crosses not Claimed,Drops,Other Goals
Mexico_Liga_MX,2019-2020,CF América,9l8qfxmpixwldis1pfua1fs2d,P. Aguilar,Defender,22,23.0,18.0,30.0,63.0,86.0,23.0,573.0,248.0,769.0,28.0,242.0,47.0,83.0,79.0,27.0,40.0,101.0,10.0,201.0,5.0,1223.0,177.0,180.0,29.0,2.0,350.0,25.0,123.0,2.0,356.0,11.0,228.0,14.0,10.0,23.0,20.0,61.0,141.0,63.0,23.0,54.0,747.0,20.0,11.0,592.0,56.0,529.0,102.0,2098.0,9.0,27.0,117.0,0.0,17.0,3.0,,1.0,8.0,6.0,25.0,9.0,1.0,11.0,1.0,25.0,2.0,8.0,1.0,10.0,,6.0,3.0,12.0,9.0,24.0,,4.0,6.0,1.0,,,,,,,,,,,,,,2.0,2.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,CF América,6l5na1ucaovnml3tqjdyysbth,E. Aguilera,Defender,19,23.0,7.0,48.0,67.0,112.0,34.0,541.0,376.0,738.0,61.0,147.0,46.0,38.0,67.0,28.0,43.0,69.0,6.0,2.0,19.0,940.0,139.0,136.0,30.0,1.0,223.0,,62.0,2.0,299.0,1.0,175.0,11.0,10.0,23.0,21.0,26.0,94.0,77.0,23.0,77.0,656.0,43.0,1.0,599.0,33.0,532.0,226.0,2044.0,6.0,13.0,59.0,0.0,1.0,13.0,,,10.0,5.0,9.0,3.0,,5.0,,13.0,2.0,3.0,,,,,5.0,15.0,4.0,9.0,,5.0,,1.0,,,2.0,,,1.0,1.0,2.0,2.0,,10.0,,1.0,,,2.0,,,,,2.0,,1.0,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,
Mexico_Liga_MX,2019-2020,CF América,3l0ic1vk57ensflic4gb7tu5l,N. Benedetti,Midfielder,14,9.0,4.0,1.0,5.0,13.0,2.0,102.0,27.0,145.0,,74.0,2.0,31.0,29.0,2.0,5.0,32.0,5.0,,2.0,236.0,33.0,61.0,3.0,3.0,88.0,,30.0,1.0,31.0,10.0,35.0,1.0,10.0,3.0,5.0,27.0,45.0,7.0,9.0,3.0,134.0,2.0,14.0,112.0,27.0,107.0,48.0,344.0,2.0,6.0,54.0,1.0,18.0,,6.0,,4.0,,3.0,2.0,2.0,15.0,,11.0,,2.0,,8.0,10.0,3.0,2.0,5.0,2.0,6.0,3.0,1.0,3.0,2.0,3.0,,1.0,,1.0,1.0,0.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,CF América,bmjt6z99hy98ov718aiwfaaxh,N. Castillo,Forward,15,9.0,2.0,1.0,1.0,7.0,9.0,48.0,16.0,74.0,1.0,36.0,2.0,17.0,26.0,2.0,4.0,13.0,4.0,,,128.0,20.0,39.0,2.0,3.0,38.0,,17.0,,18.0,2.0,18.0,3.0,10.0,4.0,6.0,9.0,20.0,13.0,9.0,3.0,68.0,1.0,2.0,54.0,17.0,53.0,21.0,350.0,,2.0,26.0,2.0,6.0,,5.0,1.0,11.0,1.0,2.0,3.0,,2.0,,25.0,,1.0,,3.0,,,1.0,18.0,2.0,5.0,,7.0,,1.0,,,4.0,,,3.0,1.0,1.0,4.0,1.0,4.0,,,1.0,2.0,3.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,CF América,dta2hcu8sq62dx9diax5shk9,S. Córdova,Midfielder,17,19.0,16.0,4.0,17.0,62.0,13.0,301.0,120.0,398.0,8.0,221.0,15.0,85.0,100.0,18.0,13.0,92.0,22.0,11.0,1.0,747.0,80.0,192.0,18.0,7.0,215.0,5.0,65.0,,121.0,25.0,85.0,15.0,10.0,16.0,23.0,79.0,105.0,26.0,19.0,15.0,374.0,9.0,40.0,318.0,87.0,301.0,107.0,1303.0,14.0,30.0,166.0,1.0,45.0,2.0,3.0,,6.0,3.0,26.0,6.0,3.0,18.0,3.0,25.0,2.0,12.0,1.0,19.0,33.0,17.0,,18.0,17.0,32.0,4.0,12.0,2.0,4.0,12.0,,3.0,,2.0,2.0,1.0,,3.0,,2.0,2.0,2.0,,1.0,1.0,13.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,CF América,8dw29j8k2379f7hvij6mna4lx,A. Escoboza,Forward,8,20.0,13.0,28.0,75.0,109.0,18.0,634.0,317.0,837.0,19.0,276.0,31.0,150.0,51.0,19.0,18.0,83.0,48.0,92.0,5.0,1263.0,156.0,134.0,25.0,1.0,408.0,20.0,88.0,6.0,287.0,37.0,70.0,4.0,10.0,20.0,9.0,65.0,198.0,36.0,20.0,68.0,776.0,10.0,73.0,681.0,33.0,606.0,330.0,1792.0,10.0,23.0,98.0,0.0,14.0,1.0,,,13.0,7.0,26.0,7.0,1.0,13.0,,26.0,,10.0,2.0,7.0,57.0,44.0,3.0,25.0,10.0,31.0,,12.0,18.0,1.0,24.0,,3.0,2.0,2.0,0.0,3.0,,1.0,,7.0,,,3.0,4.0,1.0,21.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,CF América,bh5emxazjkbwd6i86qx30hfit,L. Fuentes,Defender,2,5.0,8.0,2.0,5.0,17.0,3.0,60.0,44.0,74.0,4.0,16.0,3.0,5.0,7.0,1.0,,11.0,,14.0,1.0,124.0,10.0,18.0,1.0,2.0,20.0,3.0,5.0,,39.0,,2.0,1.0,10.0,2.0,1.0,11.0,7.0,3.0,5.0,5.0,69.0,5.0,,64.0,4.0,59.0,28.0,185.0,1.0,9.0,15.0,0.0,,,3.0,,1.0,,4.0,,,1.0,,1.0,,1.0,,,,,1.0,2.0,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,CF América,jhbalw35m9nb9o9l5uqi7omi,I. García,Forward,187,1.0,1.0,,1.0,2.0,1.0,8.0,5.0,12.0,,10.0,1.0,4.0,5.0,1.0,,2.0,,,1.0,24.0,4.0,7.0,1.0,1.0,3.0,,3.0,,5.0,1.0,,,10.0,,1.0,2.0,4.0,1.0,1.0,1.0,12.0,1.0,1.0,8.0,4.0,7.0,3.0,49.0,1.0,2.0,6.0,0.0,2.0,,1.0,,,,2.0,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,CF América,evsi15yzlgsbn8fj4phrhi39,R. González,Midfielder,25,18.0,14.0,5.0,20.0,48.0,12.0,231.0,90.0,293.0,11.0,69.0,13.0,28.0,44.0,11.0,8.0,47.0,10.0,3.0,4.0,409.0,54.0,91.0,12.0,,149.0,,43.0,1.0,121.0,,70.0,7.0,10.0,6.0,10.0,39.0,41.0,20.0,18.0,11.0,284.0,13.0,,239.0,32.0,219.0,74.0,772.0,11.0,25.0,71.0,0.0,5.0,1.0,12.0,,3.0,1.0,15.0,1.0,,4.0,3.0,4.0,,7.0,,1.0,,,1.0,4.0,3.0,10.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,CF América,elow2avgk966z580pispq374l,A. Ibargüen,Midfielder,11,18.0,6.0,3.0,21.0,52.0,3.0,265.0,80.0,342.0,4.0,148.0,9.0,89.0,54.0,11.0,4.0,61.0,20.0,4.0,1.0,538.0,69.0,115.0,11.0,10.0,197.0,,57.0,,76.0,9.0,48.0,3.0,10.0,11.0,7.0,57.0,73.0,7.0,18.0,12.0,334.0,5.0,13.0,273.0,51.0,252.0,129.0,927.0,2.0,8.0,108.0,0.0,39.0,2.0,7.0,1.0,9.0,1.0,15.0,2.0,6.0,37.0,1.0,44.0,1.0,4.0,,19.0,5.0,4.0,2.0,15.0,8.0,12.0,4.0,6.0,3.0,1.0,4.0,,2.0,,,2.0,0.0,,2.0,,,,,1.0,2.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
