liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Starts,Substitute Off,Successful Launches,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Time Played,Times Tackled,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Winning Goal,Corners Won,Overruns,Substitute On,Successful Dribbles,Throw Ins to Own Player,Total Big Chances Created,Throw Ins to Opposition Player,Handballs conceded,Penalties Conceded,Shots Off Target (inc woodwork),Total Shots,Unsuccessful Dribbles,Goals,Goals Openplay,Goals from Inside Box,Hit Woodwork,Offsides,Right Foot Goals,Shots On Target ( inc goals ),Total Big Chances Missed,Unsuccessful lay-offs,Home Goals,Away Goals,Assists (Intentional),Corners Taken (incl short corners),Goal Assists,Successful Crosses & Corners,Successful Crosses open play,Through balls,Unsuccessful Corners into Box,Red Cards - 2nd Yellow,Total Red Cards,GK Successful Distribution,Goal Kicks,Total Big Chances Saved,Left Foot Goals,Catches,Drops,GK Unsuccessful Distribution,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Total Big Chances Scored,Penalties Taken,Penalty Goals,Successful Corners into Box,Attempts from Set Pieces,Second Goal Assists,Foul Won Penalty,Goals Conceded Outside Box,Goals from Outside Box,Own Goal Scored,Last Player Tackle,Headed Goals,Direct Setpiece Goals,Set Pieces Goals,Clearances Off the Line,Crosses not Claimed,Goalkeeper Smother,Straight Red Cards,Penalties Off Target,Penalties Saved,Saves from Penalty,Other Goals
USA_USL_Championship,2026,Miami FC,cefb3xpf94kmg4rk0v1mkk2l0,B. Bent,Defender,35,10.0,7.0,3.0,6.0,6.0,1.0,,19.0,,21.0,14.0,7.0,18.0,9.0,,6.0,,,11.0,7.0,4.0,1.0,2.0,2.0,29.0,,15.0,4.0,3.0,7.0,12.0,2.0,1.0,1.0,,,,15.0,8.0,7.0,15.0,,1.0,105.0,4.0,2.0,3.0,1.0,24.0,29.0,15.0,1.0,6.0,14.0,53.0,2.0,2.0,3.0,3.0,9.0,7.0,11.0,,0.0,2.0,,5.0,2.0,,,1.0,1.0,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2026,Miami FC,4gctibyzv5egjgzk7ng3k251w,A. Calfo,Defender,4,23.0,9.0,14.0,9.0,12.0,,14.0,73.0,4.0,46.0,16.0,30.0,12.0,97.0,1.0,9.0,12.0,10.0,23.0,7.0,16.0,3.0,,81.0,313.0,2.0,22.0,6.0,3.0,15.0,141.0,,9.0,,7.0,,18.0,266.0,40.0,241.0,263.0,3.0,7.0,810.0,,45.0,7.0,8.0,55.0,331.0,281.0,10.0,7.0,50.0,437.0,1.0,1.0,24.0,34.0,29.0,22.0,16.0,,0.0,,,,,1.0,,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,
USA_USL_Championship,2026,Miami FC,27jil7uv857zj1zlwq7fbbo5w,T. Castro Celdran,Forward,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2026,Miami FC,3oh2ma0xjbwjw1m1lc3yw3ris,M. Diallo,Midfielder,18,,,,1.0,1.0,,,3.0,,1.0,1.0,,5.0,2.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,6.0,,2.0,1.0,1.0,,2.0,1.0,,,,,,6.0,7.0,,6.0,,,17.0,1.0,,,,1.0,6.0,6.0,,,,9.0,,,,,,,,,0.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2026,Miami FC,bbic10tw6eaf7rgpogt37rgtl,G. Díaz,Midfielder,16,9.0,8.0,1.0,7.0,29.0,,2.0,20.0,,40.0,23.0,17.0,34.0,41.0,5.0,7.0,6.0,4.0,31.0,15.0,16.0,3.0,4.0,29.0,132.0,,7.0,7.0,5.0,17.0,46.0,4.0,3.0,3.0,,2.0,15.0,114.0,59.0,67.0,110.0,4.0,2.0,303.0,5.0,6.0,5.0,10.0,39.0,145.0,125.0,6.0,4.0,20.0,204.0,6.0,,3.0,11.0,22.0,4.0,9.0,,0.0,1.0,,4.0,,2.0,,,,,2.0,2.0,3.0,,,,1.0,,,,1.0,,,,,9.0,,1.0,,1.0,6.0,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,
USA_USL_Championship,2026,Miami FC,3los2grhdumn99p8zxy8s7yfo,A. García,Defender,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2026,Miami FC,7kuq58g9wpee9frbd7ak5zqj8,S. García,Defender,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2026,Miami FC,ahza0fhih4ok1x14o28sk5p4a,P. Kilwien,Defender,3,2.0,1.0,1.0,2.0,1.0,,2.0,11.0,,4.0,3.0,1.0,,31.0,1.0,2.0,3.0,3.0,2.0,2.0,,1.0,,3.0,50.0,1.0,5.0,3.0,1.0,3.0,17.0,,1.0,1.0,1.0,,9.0,38.0,9.0,31.0,31.0,,,73.0,,5.0,1.0,,14.0,52.0,40.0,,,12.0,65.0,,,5.0,8.0,8.0,4.0,4.0,,0.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2026,Miami FC,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,Defender,13,31.0,12.0,19.0,8.0,13.0,,7.0,86.0,4.0,61.0,26.0,35.0,14.0,196.0,1.0,8.0,8.0,7.0,30.0,14.0,16.0,11.0,3.0,117.0,379.0,2.0,42.0,7.0,5.0,27.0,81.0,3.0,8.0,,7.0,2.0,43.0,312.0,98.0,237.0,291.0,2.0,7.0,720.0,3.0,54.0,7.0,7.0,85.0,407.0,334.0,9.0,8.0,73.0,528.0,2.0,2.0,28.0,44.0,56.0,19.0,29.0,2.0,0.0,,,,,3.0,,1.0,,,4.0,4.0,1.0,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
USA_USL_Championship,2026,Miami FC,bbgnf53iva9u2rzc6xz045j9x,J. Locadia,Forward,10,20.0,10.0,10.0,8.0,37.0,6.0,,41.0,2.0,78.0,46.0,32.0,99.0,18.0,6.0,8.0,9.0,7.0,58.0,36.0,22.0,,7.0,25.0,103.0,1.0,17.0,4.0,1.0,18.0,35.0,7.0,6.0,2.0,,9.0,4.0,77.0,57.0,33.0,85.0,3.0,1.0,572.0,14.0,8.0,23.0,13.0,68.0,115.0,89.0,4.0,37.0,26.0,223.0,,,1.0,1.0,21.0,5.0,25.0,,1.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,2.0,,4.0,14.0,3.0,1.0,1.0,1.0,1.0,4.0,,10.0,4.0,1.0,1.0,0.0,,,,1.0,1.0,2.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,2.0,,,,,,,,,,,,,,
