liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Successful Lay-offs,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Foul Won Penalty,Headed Goals,Handballs conceded,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Hit Woodwork,Penalties Taken,Successful Launches,Unsuccessful Corners into Box,Clearances Off the Line,Attempts from Set Pieces,Penalties Conceded,Last Man Tackle,Saves Made,GK Successful Distribution,Crosses not Claimed,Punches,Penalties Saved,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Penalty Goals,Successful Corners into Box,Other Goals,Own Goal Scored,Set Pieces Goals,Penalty Goals Conceded,Second Goal Assists,Penalties Off Target
USA_MLS,2014,Colorado Rapids,5w2crade404p7fipy43yul5g5,C. Alvarez,Midfielder,57,21.0,,4.0,,,,8.0,6.0,13.0,,1262.0,4.0,20.0,,590.0,8.0,94.0,7.0,320.0,13.0,22.0,16.0,15.0,5.0,23.0,196.0,173.0,34.0,87.0,595.0,28.0,13.0,454.0,29.0,22.0,109.0,160.0,13.0,100.0,7.0,,80.0,13.0,23.0,24.0,842.0,3.0,21.0,19.0,2.0,139.0,,185.0,1.0,81.0,70.0,7.0,32.0,5.0,9.0,14.0,13.0,176.0,13.0,34.0,,15.0,1.0,,2.0,,83.0,156.0,,481.0,486.0,37.0,,,1.0,5.0,30.0,106.0,4.0,13.0,56.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
USA_MLS,2014,Colorado Rapids,e9gi4xqve4qlpnre6woaqorth,D. Armstrong,Midfielder,28,2.0,,,,,,2.0,,2.0,,57.0,4.0,,,31.0,,1.0,,9.0,2.0,9.0,,,,1.0,17.0,9.0,5.0,4.0,31.0,3.0,,16.0,1.0,,13.0,,,14.0,,2.0,4.0,,1.0,1.0,48.0,,2.0,1.0,,9.0,,19.0,,32.0,5.0,,2.0,,,,,10.0,,1.0,,2.0,,,,,4.0,11.0,,18.0,18.0,1.0,,,,,4.0,5.0,1.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2014,Colorado Rapids,dtb9aa7wp7e73bm367myma1n9,J. Berner,Goalkeeper,12,5.0,,,,,,,,,,450.0,,,,79.0,,,,25.0,34.0,60.0,,,1.0,1.0,64.0,55.0,,2.0,142.0,,,45.0,5.0,,62.0,12.0,,55.0,,,38.0,5.0,1.0,7.0,168.0,,5.0,,,,,110.0,,48.0,3.0,,35.0,,,3.0,,4.0,4.0,6.0,,,,,,,,20.0,,52.0,80.0,4.0,2.0,,,,,1.0,,,,,,14.0,,,,,,5.0,32.0,,4.0,,1.0,,4.0,3.0,3.0,2.0,,,1.0,23.0,,,,,,,,
USA_MLS,2014,Colorado Rapids,8pr9136z7829j6g460p28tivp,D. Brown,Forward,26,30.0,10.0,2.0,,,,4.0,9.0,29.0,33.0,2288.0,4.0,41.0,4.0,435.0,33.0,162.0,9.0,276.0,3.0,12.0,12.0,47.0,3.0,52.0,302.0,86.0,13.0,94.0,459.0,31.0,24.0,341.0,47.0,93.0,106.0,117.0,15.0,114.0,28.0,,58.0,26.0,23.0,21.0,923.0,,30.0,10.0,1.0,174.0,1.0,62.0,,61.0,92.0,46.0,12.0,9.0,30.0,29.0,26.0,255.0,14.0,50.0,3.0,29.0,2.0,3.0,3.0,,111.0,118.0,9.0,330.0,353.0,81.0,3.0,11.0,,2.0,11.0,163.0,2.0,11.0,63.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2014,Colorado Rapids,f0wb8fkezen580nrgyk73nk5x,E. Buddle,Forward,9,18.0,2.0,1.0,,,,6.0,5.0,5.0,3.0,1116.0,,44.0,,351.0,9.0,96.0,,186.0,1.0,6.0,6.0,18.0,1.0,50.0,178.0,76.0,8.0,91.0,359.0,24.0,7.0,254.0,20.0,27.0,97.0,87.0,16.0,83.0,6.0,,31.0,12.0,14.0,19.0,529.0,,18.0,6.0,,69.0,,94.0,,36.0,71.0,9.0,8.0,,13.0,46.0,4.0,165.0,4.0,21.0,1.0,5.0,1.0,1.0,1.0,,44.0,82.0,2.0,254.0,262.0,96.0,3.0,5.0,1.0,,7.0,94.0,1.0,3.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2014,Colorado Rapids,7728unff4imi0hr91hifq7t1x,M. Burch,Defender,4,22.0,1.0,3.0,,,,1.0,2.0,35.0,,1899.0,191.0,7.0,,873.0,6.0,152.0,17.0,377.0,26.0,83.0,20.0,6.0,2.0,14.0,305.0,333.0,28.0,116.0,892.0,21.0,3.0,613.0,42.0,7.0,199.0,361.0,25.0,203.0,4.0,36.0,81.0,21.0,41.0,38.0,1388.0,12.0,22.0,15.0,3.0,80.0,1.0,355.0,,76.0,54.0,1.0,80.0,13.0,12.0,13.0,4.0,107.0,36.0,44.0,1.0,42.0,,,,1.0,39.0,24.0,,676.0,693.0,27.0,5.0,,3.0,1.0,20.0,53.0,8.0,53.0,41.0,,,8.0,7.0,,4.0,,1.0,,,,,,,,,,,,,,,,,4.0,,,1.0,,,
USA_MLS,2014,Colorado Rapids,epwle2k59oe6dny61sird3845,M. Chávez,Midfielder,18,16.0,2.0,2.0,1.0,1.0,,8.0,6.0,15.0,6.0,742.0,9.0,11.0,1.0,227.0,8.0,62.0,7.0,118.0,4.0,10.0,8.0,4.0,2.0,9.0,113.0,82.0,12.0,36.0,239.0,18.0,10.0,183.0,16.0,7.0,46.0,57.0,8.0,65.0,4.0,,41.0,8.0,13.0,7.0,406.0,11.0,16.0,13.0,,73.0,,58.0,,67.0,42.0,3.0,10.0,4.0,17.0,5.0,7.0,87.0,7.0,18.0,1.0,26.0,1.0,,2.0,,36.0,62.0,2.0,181.0,193.0,14.0,,1.0,,3.0,9.0,45.0,3.0,9.0,37.0,,,1.0,6.0,,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,
USA_MLS,2014,Colorado Rapids,3gq4hlqfbdw8wptouk4t44zit,C. Eloundou,Forward,19,11.0,,2.0,,,,7.0,3.0,8.0,6.0,417.0,3.0,8.0,,96.0,7.0,18.0,,51.0,1.0,3.0,4.0,6.0,,8.0,84.0,15.0,3.0,28.0,97.0,9.0,7.0,60.0,4.0,16.0,31.0,47.0,4.0,38.0,4.0,,18.0,4.0,6.0,1.0,203.0,,11.0,4.0,,60.0,,19.0,,65.0,20.0,10.0,6.0,,7.0,3.0,19.0,71.0,,4.0,,8.0,,,1.0,1.0,43.0,13.0,,65.0,66.0,11.0,,1.0,1.0,1.0,3.0,51.0,,2.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2014,Colorado Rapids,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,Midfielder,94,22.0,1.0,1.0,,,,13.0,5.0,13.0,3.0,988.0,3.0,15.0,1.0,406.0,6.0,86.0,,170.0,2.0,9.0,18.0,6.0,2.0,19.0,154.0,154.0,22.0,78.0,411.0,12.0,7.0,311.0,15.0,10.0,87.0,86.0,16.0,83.0,2.0,,53.0,9.0,26.0,17.0,593.0,,22.0,4.0,1.0,100.0,,123.0,,61.0,69.0,4.0,13.0,,21.0,21.0,13.0,140.0,9.0,17.0,,13.0,,,2.0,1.0,52.0,116.0,1.0,319.0,324.0,40.0,1.0,2.0,1.0,3.0,18.0,71.0,4.0,15.0,48.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2014,Colorado Rapids,142ppdceevynwqucofrk98el1,K. Hill,Forward,13,15.0,2.0,2.0,,,,4.0,7.0,10.0,1.0,866.0,11.0,10.0,2.0,364.0,4.0,103.0,4.0,200.0,2.0,5.0,18.0,7.0,4.0,21.0,123.0,111.0,26.0,52.0,364.0,17.0,6.0,297.0,10.0,14.0,57.0,112.0,18.0,56.0,3.0,1.0,45.0,11.0,22.0,11.0,553.0,,15.0,12.0,,108.0,1.0,85.0,,100.0,61.0,7.0,10.0,4.0,16.0,15.0,14.0,144.0,4.0,14.0,,10.0,,,1.0,,62.0,64.0,1.0,307.0,307.0,36.0,2.0,2.0,,,22.0,83.0,4.0,7.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
