liga,temporada,equipo,id,nombre,posicion,dorsal,Total Losses Of Possession,Ground Duels lost,Shots Off Target (inc woodwork),Successful Dribbles,Total Fouls Conceded,Leftside Passes,Penalty Goals Conceded,Ground Duels won,Throw Ins to Opposition Player,Recoveries,Throw Ins to Own Player,Goals Conceded Outside Box,Total Passes,Clearances Off the Line,Touches,Aerial Duels lost,Shots On Target ( inc goals ),Unsuccessful Passes Own Half,Total Successful Passes ( Excl Crosses & Corners ) ,Time Played,Duels,Total Touches In Opposition Box,Corners Won,Ground Duels,Unsuccessful Crosses open play,Goals Conceded Inside Box,Unsuccessful Crosses & Corners,Index,Duels won,Hit Woodwork,Yellow Cards,Successful Open Play Passes,Successful Passes Own Half,Successful Lay-offs,Successful Short Passes,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Duels lost,Successful Crosses & Corners,Successful Crosses open play,Total Shots,Goals Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Tackles,Unsuccessful Short Passes,Backward Passes,Forward Passes,Aerial Duels won,Appearances,Clean Sheets,Successful Passes Opposition Half,Unsuccessful Dribbles,Games Played,Total Clearances,Tackles Won,Tackles Lost,Aerial Duels,Open Play Passes,Key Passes (Attempt Assists),Unsuccessful Launches,Times Tackled,Successful Long Passes,Total Fouls Won,Rightside Passes,Successful Launches,PutThrough/Blocked Distribution,Interceptions,Blocks,Starts,Foul Attempted Tackle,Unsuccessful Passes Opposition Half,Winning Goal,Corners Taken (incl short corners),Through balls,Substitute Off,Substitute On,Unsuccessful Corners into Box,Goals from Inside Box,Handballs conceded,Goals,Right Foot Goals,Blocked Shots,Overruns,Unsuccessful lay-offs,Home Goals,Away Goals,Successful Corners into Box,Last Player Tackle,Left Foot Goals,Offsides,Goals from Outside Box,Headed Goals,Straight Red Cards,Total Red Cards,Assists (Intentional),Goal Assists,Penalties Conceded,Attempts from Set Pieces,Red Cards - 2nd Yellow,Goal Kicks,GK Successful Distribution,Foul Won Penalty,Second Goal Assists,Saves Made from Outside Box,Saves Made,Penalties Faced,GK Unsuccessful Distribution,Punches,Catches,Goalkeeper Smother,Saves Made from Inside Box,Drops,Saves made - parried,Set Pieces Goals,Penalties Taken,Penalty Goals,Own Goal Scored,Saves made - caught,Saves from Penalty,Penalties Saved,Crosses not Claimed,Other Goals,Penalties Off Target
Mexico_Liga_MX,2023-2024,Querétaro FC,by4t4rs2gy19p0rvhucdv5d5h,G. Allison,Goalkeeper,25,145.0,3.0,,,2.0,23.0,3.0,2.0,,104.0,,1.0,322.0,,434.0,1.0,,14.0,184.0,1080.0,7.0,,,5.0,,16.0,,10.0,3.0,,1.0,72.0,93.0,,75.0,137.0,1.0,4.0,,,,17.0,138.0,,1.0,,271.0,1.0,12.0,4.0,91.0,,12.0,4.0,,,2.0,119.0,,30.0,,109.0,2.0,28.0,11.0,1.0,,,12.0,2.0,124.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,119.0,103.0,,,20.0,55.0,3.0,48.0,,8.0,2.0,35.0,2.0,17.0,,,,,2.0,,,,,
Mexico_Liga_MX,2023-2024,Querétaro FC,hsxt0kwqzqoadgesn0svt2h,A. Arana,Goalkeeper,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Querétaro FC,53ep4ew9771nqrrq1a02doqqy,E. Ayón,Forward,26,65.0,23.0,5.0,10.0,2.0,18.0,2.0,26.0,,12.0,,,68.0,,169.0,33.0,1.0,3.0,44.0,492.0,95.0,18.0,5.0,49.0,5.0,12.0,5.0,10.0,39.0,1.0,,41.0,9.0,1.0,43.0,1.0,,56.0,,,6.0,12.0,24.0,1.0,23.0,18.0,23.0,13.0,10.0,,35.0,5.0,10.0,3.0,,1.0,46.0,65.0,2.0,,18.0,1.0,15.0,9.0,,3.0,1.0,2.0,7.0,,26.0,0.0,,1.0,7.0,3.0,,,1.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Querétaro FC,4tw8iakrfk289c87d1hezc2xh,M. Barbieri,Defender,6,103.0,19.0,3.0,1.0,13.0,45.0,1.0,24.0,,43.0,1.0,1.0,308.0,,446.0,16.0,3.0,16.0,216.0,774.0,83.0,10.0,,43.0,1.0,9.0,1.0,10.0,48.0,,2.0,199.0,140.0,,163.0,62.0,5.0,35.0,,,6.0,10.0,92.0,17.0,30.0,11.0,153.0,24.0,9.0,3.0,76.0,,9.0,55.0,15.0,2.0,40.0,285.0,2.0,24.0,1.0,53.0,7.0,99.0,6.0,6.0,16.0,9.0,9.0,7.0,77.0,0.0,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Querétaro FC,78pcv2eroi0wl22dv207ufidx,P. Barrera,Forward,8,259.0,68.0,6.0,20.0,8.0,121.0,5.0,54.0,,87.0,10.0,1.0,410.0,,762.0,3.0,7.0,22.0,317.0,1344.0,131.0,19.0,18.0,122.0,45.0,25.0,80.0,10.0,60.0,,2.0,310.0,103.0,1.0,301.0,15.0,9.0,71.0,47.0,14.0,13.0,26.0,93.0,23.0,78.0,96.0,142.0,6.0,17.0,,261.0,29.0,17.0,,7.0,16.0,9.0,399.0,40.0,2.0,47.0,16.0,11.0,51.0,,27.0,11.0,1.0,16.0,4.0,151.0,1.0,54.0,1.0,12.0,1.0,24.0,1.0,2.0,2.0,2.0,6.0,7.0,,2.0,0.0,28.0,,,1.0,1.0,,,,3.0,4.0,,3.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
Mexico_Liga_MX,2023-2024,Querétaro FC,9hqnmrjflza9rvm8h56wrnap5,F. Batista,Forward,9,95.0,34.0,8.0,7.0,20.0,35.0,1.0,20.0,,24.0,5.0,3.0,152.0,1.0,311.0,68.0,14.0,4.0,99.0,1105.0,155.0,46.0,3.0,54.0,1.0,19.0,1.0,10.0,53.0,,3.0,86.0,28.0,9.0,92.0,1.0,14.0,102.0,1.0,1.0,22.0,22.0,53.0,5.0,52.0,33.0,36.0,33.0,15.0,1.0,72.0,3.0,15.0,21.0,1.0,4.0,101.0,139.0,8.0,,10.0,7.0,8.0,48.0,2.0,16.0,,5.0,12.0,5.0,50.0,0.0,,,5.0,3.0,,4.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,,,,3.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,
Mexico_Liga_MX,2023-2024,Querétaro FC,6de8msnjrl9s5is1mej3xk4ix,N. Cordero,Forward,27,45.0,24.0,6.0,1.0,13.0,17.0,1.0,10.0,,11.0,,1.0,74.0,,131.0,29.0,2.0,5.0,47.0,310.0,76.0,18.0,2.0,34.0,2.0,5.0,2.0,10.0,23.0,,,43.0,13.0,1.0,46.0,1.0,2.0,53.0,,,8.0,6.0,27.0,4.0,26.0,22.0,16.0,13.0,9.0,,34.0,3.0,9.0,8.0,1.0,3.0,42.0,70.0,1.0,1.0,9.0,1.0,5.0,19.0,,4.0,2.0,,2.0,5.0,24.0,0.0,,,1.0,7.0,,1.0,1.0,1.0,1.0,2.0,,1.0,0.0,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Querétaro FC,550f9kradm4vxbbxvb0op2pec,Y. del Aguila,Defender,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Querétaro FC,8urkitc19yftx182gfaa8may1,M. Domínguez,Midfielder,20,25.0,5.0,,3.0,1.0,13.0,,9.0,,8.0,5.0,,57.0,,93.0,,,,48.0,106.0,15.0,2.0,2.0,14.0,4.0,2.0,6.0,10.0,10.0,,,48.0,5.0,,47.0,1.0,3.0,5.0,2.0,,,2.0,9.0,1.0,8.0,7.0,27.0,1.0,5.0,,45.0,2.0,5.0,,,1.0,1.0,56.0,6.0,,4.0,1.0,5.0,10.0,,5.0,,,,1.0,15.0,0.0,3.0,,,5.0,2.0,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Querétaro FC,c7t3jjwtrw1qrpr6a4nvdxat,K. Escamilla,Defender,5,108.0,42.0,7.0,1.0,18.0,97.0,4.0,31.0,,97.0,,1.0,375.0,,515.0,15.0,5.0,26.0,294.0,1185.0,102.0,11.0,2.0,73.0,4.0,21.0,4.0,10.0,45.0,,4.0,285.0,144.0,3.0,273.0,22.0,12.0,57.0,,,12.0,22.0,81.0,24.0,59.0,46.0,141.0,14.0,14.0,3.0,150.0,3.0,14.0,13.0,16.0,8.0,29.0,366.0,2.0,11.0,9.0,21.0,6.0,91.0,3.0,14.0,11.0,4.0,14.0,10.0,59.0,0.0,,,5.0,,,1.0,,1.0,,4.0,,1.0,1.0,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
