liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Successful Launches,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Total Fouls Won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,GK Successful Distribution,Substitute On,Successful Lay-offs,Goals,Right Foot Goals,Successful Crosses & Corners,Yellow Cards,Shots Off Target (inc woodwork),Substitute Off,Successful Dribbles,Total Shots,Total Red Cards,Blocked Shots,Red Cards - 2nd Yellow,Foul Attempted Tackle,Total Touches In Opposition Box,Shots On Target ( inc goals ),Successful Crosses open play,Aerial Duels won,Handballs conceded,Hit Woodwork,Goals from Inside Box,Unsuccessful lay-offs,Through balls,Offsides,Corners Won,Successful Corners into Box,Corners Taken (incl short corners),Goals from Outside Box,Left Foot Goals,Unsuccessful Corners into Box,Assists (Intentional),Clearances Off the Line,Goal Assists,Saves Made,Crosses not Claimed,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Second Goal Assists,Own Goal Scored,Headed Goals,Foul Won Penalty,Set Pieces Goals,Attempts from Set Pieces,Penalties Taken,Penalty Goals,Straight Red Cards,Penalties Conceded,Goalkeeper Smother,Penalties Faced,Times Tackled,Penalty Goals Conceded,Home Goals,Away Goals,Winning Goal,Other Goals,Goal Kicks,Last Man Tackle,Saves from Penalty,Penalties Saved,Penalties Off Target
USA_USL_Championship,2017,Ventura County FC,7i6yk98up5xcgywa42w08iqx,J. Agredo,Midfielder,0,1.0,87.0,,,17.0,3.0,6.0,,3.0,2.0,,1.0,10.0,7.0,2.0,1.0,17.0,5.0,13.0,2.0,4.0,4.0,,5.0,,5.0,1.0,2.0,,35.0,1.0,,14.0,7.0,10.0,7.0,,4.0,1.0,15.0,,2.0,1.0,1.0,7.0,3.0,13.0,13.0,1.0,,,8.0,2.0,3.0,7.0,,,1.0,,,,,,1.0,1.0,,,,,2.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,
USA_USL_Championship,2017,Ventura County FC,6dkyvo7za3s084xwyhpb298fd,M. Aguilar,Midfielder,47,,41.0,1.0,,16.0,3.0,7.0,,1.0,,,,7.0,3.0,,5.0,16.0,2.0,10.0,,6.0,2.0,,5.0,,2.0,1.0,,1.0,21.0,2.0,,6.0,4.0,10.0,4.0,,2.0,,7.0,,,,2.0,3.0,7.0,10.0,10.0,1.0,,,3.0,,,3.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,
USA_USL_Championship,2017,Ventura County FC,6ozbu1hyqedu7xgla6c1too2x,A. Ajeakwa,Midfielder,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Ventura County FC,cavcio7zr6xcab311f0vnzze1,A. Juarez,Defender,74,3.0,364.0,30.0,1.0,170.0,16.0,48.0,14.0,20.0,,1.0,5.0,62.0,83.0,9.0,28.0,177.0,1.0,115.0,9.0,48.0,8.0,1.0,40.0,4.0,16.0,4.0,5.0,12.0,254.0,5.0,,11.0,94.0,10.0,10.0,14.0,,,17.0,3.0,10.0,4.0,5.0,2.0,59.0,123.0,129.0,6.0,,9.0,7.0,,12.0,9.0,,1.0,,,,2.0,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,1.0,1.0,2.0,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,2.0,,,0.0,,,,,,
USA_USL_Championship,2017,Ventura County FC,r1kokpikx344qao61zh0j1zp,A. Amaya,Forward,73,4.0,734.0,2.0,,192.0,75.0,122.0,1.0,4.0,10.0,,6.0,89.0,57.0,4.0,44.0,220.0,8.0,160.0,22.0,48.0,55.0,12.0,51.0,,28.0,10.0,14.0,5.0,333.0,11.0,,48.0,38.0,10.0,28.0,12.0,20.0,2.0,55.0,1.0,22.0,8.0,11.0,21.0,52.0,145.0,172.0,7.0,,4.0,27.0,,3.0,27.0,,1.0,7.0,2.0,1.0,7.0,2.0,3.0,5.0,3.0,15.0,,3.0,,1.0,25.0,12.0,3.0,1.0,2.0,,2.0,1.0,,4.0,7.0,1.0,3.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,14.0,3.0,0.0,2.0,0.0,,,,,,
USA_USL_Championship,2017,Ventura County FC,1d79dgg6s9l4rus7ge4yxkiqd,H. Arellano,Defender,21,2.0,1260.0,32.0,6.0,654.0,55.0,122.0,16.0,56.0,3.0,2.0,12.0,161.0,437.0,21.0,64.0,678.0,24.0,516.0,21.0,120.0,255.0,2.0,82.0,13.0,54.0,14.0,8.0,40.0,878.0,14.0,8.0,72.0,255.0,10.0,68.0,42.0,18.0,1.0,113.0,49.0,23.0,2.0,14.0,33.0,113.0,540.0,558.0,41.0,2.0,15.0,45.0,6.0,15.0,39.0,,,,,,1.0,7.0,2.0,,2.0,3.0,,,,11.0,7.0,1.0,1.0,29.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,,,0.0,,,,,,
USA_USL_Championship,2017,Ventura County FC,xlvwlzvis11ca6jaq7tatc6h,J. Arteaga,Defender,62,,535.0,,2.0,287.0,36.0,55.0,4.0,14.0,3.0,3.0,4.0,41.0,206.0,8.0,19.0,293.0,5.0,238.0,18.0,33.0,61.0,1.0,22.0,,17.0,5.0,5.0,11.0,356.0,9.0,2.0,20.0,93.0,10.0,10.0,22.0,,,26.0,27.0,21.0,,9.0,12.0,103.0,255.0,260.0,6.0,,4.0,16.0,4.0,11.0,8.0,,4.0,3.0,,,1.0,,,1.0,,,,,,2.0,,,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,0.0,,,,,,
USA_USL_Championship,2017,Ventura County FC,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,Defender,43,2.0,319.0,24.0,,127.0,18.0,43.0,6.0,9.0,4.0,1.0,3.0,43.0,61.0,4.0,17.0,130.0,2.0,97.0,10.0,26.0,8.0,1.0,14.0,4.0,10.0,4.0,6.0,14.0,204.0,5.0,3.0,18.0,55.0,10.0,9.0,7.0,2.0,3.0,23.0,6.0,11.0,2.0,5.0,11.0,49.0,101.0,104.0,5.0,,3.0,14.0,1.0,5.0,7.0,,1.0,,,,,,1.0,3.0,2.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,,,0.0,,,,,,
USA_USL_Championship,2017,Ventura County FC,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,Defender,50,,1329.0,,5.0,533.0,30.0,58.0,39.0,66.0,4.0,1.0,19.0,139.0,384.0,20.0,50.0,558.0,14.0,398.0,30.0,116.0,130.0,,63.0,,46.0,15.0,9.0,53.0,750.0,16.0,19.0,41.0,198.0,10.0,53.0,44.0,11.0,,85.0,75.0,31.0,,16.0,13.0,200.0,421.0,442.0,44.0,2.0,16.0,32.0,4.0,27.0,28.0,,1.0,,,,,2.0,2.0,1.0,1.0,2.0,,,,3.0,6.0,,,25.0,2.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,6.0,,,0.0,,,,,,
USA_USL_Championship,2017,Ventura County FC,b8ksowiiohtfnyf5mb01ej8ph,A. Covarrubias,Midfielder,70,4.0,2068.0,3.0,5.0,1080.0,158.0,402.0,17.0,92.0,9.0,6.0,4.0,296.0,550.0,31.0,119.0,1158.0,34.0,830.0,41.0,211.0,329.0,13.0,170.0,,129.0,23.0,29.0,58.0,1438.0,25.0,1.0,141.0,382.0,10.0,74.0,117.0,26.0,5.0,157.0,33.0,47.0,17.0,25.0,79.0,289.0,892.0,947.0,16.0,3.0,24.0,83.0,7.0,32.0,62.0,,2.0,39.0,,,5.0,9.0,8.0,5.0,9.0,14.0,1.0,9.0,1.0,21.0,5.0,6.0,3.0,12.0,1.0,,,,4.0,2.0,4.0,1.0,4.0,,,3.0,2.0,,2.0,,,,,,,,,,,,,,,,5.0,,,,1.0,,,22.0,5.0,,,0.0,,,,,,
