liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals Conceded,Total Fouls Conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Starts,Total Tackles,Rightside Passes,Time Played,Unsuccessful Long Passes,Times Tackled,Ground Duels won,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Losses Of Possession,Unsuccessful Short Passes,Goals Conceded Outside Box,Unsuccessful Passes Opposition Half,Tackles Lost,Tackles Won,Clean Sheets,Aerial Duels,Foul Attempted Tackle,Recoveries,Goals Conceded Inside Box,Total Passes,Successful Open Play Passes,Open Play Passes,Duels lost,Unsuccessful Passes Own Half,Interceptions,Touches,Aerial Duels won,Total Clearances,Ground Duels,Duels,Backward Passes,Successful Long Passes,Ground Duels lost,Forward Passes,Appearances,Index,Duels won,Successful Passes Own Half,Successful Short Passes,Key Passes (Attempt Assists),Leftside Passes,Blocks,Successful Passes Opposition Half,Home Goals,Away Goals,Winning Goal,Throw Ins to Own Player,Unsuccessful Launches,Unsuccessful Crosses open play,Substitute Off,Throw Ins to Opposition Player,PutThrough/Blocked Distribution Won,PutThrough/Blocked Distribution,Unsuccessful Crosses & Corners,Substitute On,Total Shots,Unsuccessful Dribbles,Total Fouls Won,Aerial Duels lost,Successful Dribbles,Handballs conceded,Blocked Shots,Shots Off Target (inc woodwork),Successful Launches,Unsuccessful lay-offs,Successful Lay-offs,Offsides,Yellow Cards,GK Successful Distribution,Saves Made from Inside Box,GK Unsuccessful Distribution,Saves Made,Total Touches In Opposition Box,Saves made - parried,Punches,Goals from Inside Box,Attempts from Set Pieces,Assists (Intentional),Right Foot Goals,Corners Won,Penalty Goals,Penalties Taken,Shots On Target ( inc goals ),Goal Assists,Successful Crosses & Corners,Goals,Successful Crosses open play,Goalkeeper Smother,Saves Made from Outside Box,Total Red Cards,Straight Red Cards,Unsuccessful Corners into Box,Corners Taken (incl short corners),Successful Corners into Box,Through balls,Second Goal Assists,Drops,Hit Woodwork,Left Foot Goals,Clearances Off the Line,Own Goal Scored,Headed Goals,Saves made - caught,Catches,Penalty Goals Conceded,Goals from Outside Box,Penalties Conceded,Penalties Faced,Saves from Penalty,Penalties Saved,Foul Won Penalty,Set Pieces Goals,Other Goals
Concacaf_Concacaf_Champions_Cup,2021,CF Monterrey,aevk7yjo0gjbppcpqeb0siead,É. Aguirre,Midfielder,0,1.0,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,1.0,4.0,,,,,,,,,1.0,100.0,,1.0,2.0,,1.0,,1.0,0.0,0.0,0.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,CF Monterrey,bei486ox42219hyokmlee8kq1,A. Alvarado,Forward,19,5.0,2.0,5.0,35.0,2.0,,19.0,178.0,,7.0,9.0,12.0,22.0,12.0,,11.0,,,1.0,9.0,2.0,7.0,2.0,47.0,35.0,47.0,16.0,2.0,2.0,81.0,3.0,,19.0,28.0,9.0,3.0,10.0,7.0,5.0,46.0,12.0,8.0,32.0,2.0,12.0,,27.0,0.0,2.0,0.0,,,1.0,1.0,,3.0,5.0,1.0,3.0,3.0,2.0,8.0,6.0,1.0,,2.0,1.0,,,,,,,,,,10.0,,,1.0,,,1.0,2.0,,,2.0,1.0,,2.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,CF Monterrey,5e1an2e7bnk0269e1tvislv4l,E. Andrada,Goalkeeper,1,3.0,1.0,,63.0,3.0,,21.0,270.0,25.0,,,25.0,25.0,,1.0,23.0,,,2.0,2.0,,30.0,,88.0,33.0,41.0,,2.0,,114.0,2.0,3.0,,2.0,,24.0,,50.0,3.0,76.0,2.0,46.0,39.0,,17.0,,17.0,0.0,0.0,0.0,,9.0,,,,,,,,,,,,,,,,4.0,,,,,23.0,2.0,4.0,7.0,,1.0,3.0,,,,,,,,,,,,,,5.0,,,,,,,,1.0,,,,,,,6.0,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,CF Monterrey,dyvaiyl178toh3exww7qz0nl6,É. Cantú,Midfielder,35,1.0,,2.0,11.0,1.0,1.0,2.0,59.0,,,2.0,3.0,5.0,3.0,,2.0,1.0,,,1.0,2.0,3.0,,14.0,11.0,14.0,4.0,1.0,,25.0,,3.0,5.0,6.0,4.0,,3.0,4.0,1.0,29.0,2.0,8.0,11.0,1.0,4.0,,3.0,0.0,0.0,0.0,,,,1.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,CF Monterrey,7868bje3gt1j3zhtps28oluc5,L. Cárdenas,Goalkeeper,22,4.0,3.0,,106.0,4.0,,23.0,360.0,25.0,,1.0,26.0,26.0,1.0,,16.0,,,2.0,2.0,,31.0,3.0,132.0,77.0,94.0,,10.0,,161.0,2.0,7.0,1.0,3.0,,30.0,,71.0,4.0,56.0,3.0,97.0,76.0,,38.0,,9.0,0.0,0.0,0.0,,11.0,,,,,,,,,,,,1.0,,,,6.0,,,,,35.0,2.0,3.0,5.0,,1.0,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,CF Monterrey,12fkwhjtu3w5l6lo64dkxn74l,R. Funes Mori,Forward,7,6.0,3.0,6.0,70.0,4.0,4.0,33.0,368.0,,7.0,11.0,22.0,44.0,22.0,1.0,21.0,1.0,3.0,,20.0,1.0,16.0,2.0,92.0,64.0,86.0,21.0,1.0,1.0,150.0,11.0,2.0,23.0,43.0,28.0,3.0,12.0,14.0,6.0,100.0,22.0,24.0,67.0,6.0,17.0,,47.0,1.0,2.0,1.0,,,,3.0,,1.0,4.0,,2.0,15.0,2.0,5.0,9.0,2.0,1.0,1.0,9.0,,,6.0,3.0,,,,,,21.0,,,3.0,,,1.0,3.0,,,6.0,,1.0,3.0,1.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,CF Monterrey,306gjy5xp2u15gh9qwrek551x,J. Gallardo,Midfielder,17,6.0,4.0,4.0,163.0,5.0,10.0,82.0,481.0,7.0,11.0,19.0,45.0,74.0,38.0,1.0,40.0,2.0,8.0,3.0,21.0,2.0,20.0,3.0,208.0,161.0,206.0,27.0,13.0,7.0,320.0,14.0,9.0,39.0,60.0,47.0,8.0,20.0,72.0,6.0,93.0,33.0,68.0,155.0,10.0,7.0,,98.0,1.0,0.0,0.0,20.0,3.0,7.0,,2.0,3.0,8.0,8.0,1.0,7.0,4.0,2.0,7.0,7.0,,,4.0,3.0,,,1.0,,,,,,15.0,,,1.0,,,,2.0,,,3.0,,3.0,1.0,3.0,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,CF Monterrey,dj0mnh206bmg6g2980038frp,A. González,Midfielder,21,5.0,1.0,5.0,132.0,5.0,10.0,42.0,387.0,5.0,13.0,25.0,23.0,64.0,18.0,1.0,29.0,8.0,2.0,1.0,6.0,2.0,19.0,,155.0,127.0,148.0,24.0,7.0,5.0,253.0,2.0,1.0,45.0,51.0,29.0,9.0,20.0,53.0,5.0,85.0,27.0,46.0,123.0,8.0,31.0,,90.0,0.0,1.0,0.0,,2.0,3.0,4.0,,3.0,5.0,13.0,,8.0,7.0,10.0,4.0,5.0,,2.0,5.0,,,,,1.0,,,,,7.0,,,1.0,,,,3.0,,,3.0,,4.0,1.0,1.0,,,,,9.0,14.0,3.0,,,,,,,,1.0,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,CF Monterrey,8hvgcyrjla6crn2toiqflxn85,H. González,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,CF Monterrey,3xhxdg5j5a2xri7n7ox0aoctl,J. Gónzalez,Midfielder,25,3.0,1.0,2.0,70.0,2.0,7.0,20.0,181.0,2.0,5.0,7.0,11.0,20.0,9.0,,11.0,1.0,6.0,,2.0,2.0,14.0,1.0,81.0,68.0,78.0,10.0,,2.0,103.0,1.0,,16.0,18.0,13.0,6.0,9.0,30.0,3.0,71.0,8.0,24.0,64.0,2.0,18.0,,46.0,0.0,0.0,0.0,,,,2.0,,1.0,2.0,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
