liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Handballs conceded,Index,Interceptions,Last Player Tackle,Leftside Passes,Open Play Passes,Penalties Conceded,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Starts,Substitute Off,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Launches,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Through balls,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Winning Goal,Assists (Intentional),Attempts from Set Pieces,Corners Taken (incl short corners),Corners Won,Goal Assists,Goals,Goals Openplay,Goals from Inside Box,Goals from Outside Box,Headed Goals,Hit Woodwork,Key Passes (Attempt Assists),Left Foot Goals,Offsides,Overruns,Penalties Taken,Penalty Goals,Right Foot Goals,Second Goal Assists,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Successful Corners into Box,Successful Dribbles,Successful Lay-offs,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Total Shots,Unsuccessful Corners into Box,Unsuccessful Dribbles,Unsuccessful lay-offs,Home Goals,Away Goals,Foul Won Penalty,Catches,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Total Big Chances Saved,Saves made - caught,Clearances Off the Line,Own Goal Scored,Red Cards - 2nd Yellow,Total Red Cards,Penalties Saved,Saves from Penalty,Set Pieces Goals,Other Goals,Crosses not Claimed,Straight Red Cards,Direct Corner Goals,Direct Setpiece Goals,Penalties Off Target
USA_MLS,2025,DC United,35tm2y83fcb7sa5rc4phzh08a,C. Antley,Defender,12,30.0,15.0,15.0,20.0,94.0,1.0,6.0,100.0,,121.0,55.0,66.0,34.0,181.0,9.0,,20.0,,29.0,23.0,6.0,91.0,40.0,51.0,1.0,10.0,18.0,,161.0,477.0,,1.0,51.0,13.0,7.0,46.0,46.0,17.0,10.0,3.0,1.0,1.0,1.0,28.0,356.0,150.0,212.0,333.0,10.0,19.0,1.0,31.0,34.0,1348.0,47.0,17.0,15.0,195.0,482.0,361.0,29.0,23.0,121.0,745.0,12.0,12.0,22.0,45.0,94.0,39.0,76.0,1.0,1.0,1.0,,,6.0,1.0,1.0,,1.0,,1.0,1.0,5.0,,1.0,2.0,,,,,3.0,2.0,,7.0,2.0,16.0,,2.0,1.0,5.0,,12.0,,0.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
USA_MLS,2025,DC United,dhwk7axf00z4pe7crgp3ge8yx,D. Badji,Forward,14,78.0,39.0,39.0,21.0,45.0,3.0,1.0,42.0,,132.0,71.0,61.0,2.0,38.0,7.0,,21.0,,17.0,14.0,3.0,54.0,32.0,22.0,1.0,10.0,,,38.0,154.0,,2.0,18.0,5.0,,17.0,39.0,6.0,5.0,15.0,2.0,2.0,,2.0,100.0,87.0,21.0,104.0,1.0,2.0,1.0,,,738.0,9.0,19.0,18.0,94.0,160.0,106.0,3.0,28.0,54.0,261.0,4.0,4.0,1.0,3.0,53.0,5.0,51.0,3.0,0.0,,,,4.0,,1.0,1.0,1.0,,,,5.0,,5.0,1.0,,,1.0,,6.0,7.0,,1.0,8.0,14.0,1.0,4.0,1.0,13.0,,5.0,5.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,DC United,42w1fj2n8ubc7of8feg5z5p90,F. Barajas,Forward,99,,,,4.0,7.0,,,3.0,,7.0,4.0,3.0,,2.0,,,4.0,,1.0,,1.0,7.0,4.0,3.0,,10.0,,,7.0,21.0,,,2.0,,,3.0,5.0,,,4.0,,,,,20.0,17.0,3.0,20.0,,2.0,,,1.0,34.0,,,1.0,9.0,21.0,20.0,2.0,3.0,1.0,35.0,3.0,3.0,,,3.0,1.0,1.0,,0.0,,,,3.0,,,,,,,,2.0,,,,,,,,,,,,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,DC United,d7efidcaz053ml8l4h19i7fmx,L. Barraza,Goalkeeper,13,3.0,,3.0,24.0,,,,43.0,3.0,8.0,2.0,6.0,,459.0,1.0,194.0,24.0,166.0,39.0,33.0,6.0,5.0,2.0,3.0,1.0,10.0,,,141.0,408.0,1.0,2.0,16.0,2.0,2.0,221.0,107.0,24.0,,,,,63.0,152.0,281.0,125.0,294.0,267.0,1.0,,,,,2091.0,27.0,2.0,3.0,292.0,707.0,419.0,1.0,,288.0,955.0,,,149.0,279.0,246.0,42.0,9.0,3.0,0.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,17.0,1.0,77.0,4.0,3.0,7.0,82.0,50.0,30.0,16.0,2.0,2.0,,,,1.0,,,,,,1.0,,,
USA_MLS,2025,DC United,7e8pb8eqysovpfpexouwwvac4,L. Bartlett,Defender,3,141.0,52.0,89.0,30.0,100.0,2.0,28.0,295.0,4.0,244.0,99.0,145.0,10.0,535.0,13.0,2.0,30.0,2.0,55.0,45.0,10.0,103.0,47.0,56.0,,10.0,35.0,2.0,485.0,1353.0,2.0,4.0,135.0,27.0,13.0,117.0,286.0,29.0,1.0,1.0,1.0,1.0,15.0,76.0,1131.0,271.0,912.0,1106.0,18.0,19.0,,5.0,12.0,2603.0,195.0,35.0,16.0,259.0,1406.0,1182.0,37.0,46.0,224.0,1836.0,2.0,2.0,61.0,115.0,160.0,66.0,109.0,6.0,0.0,,,,2.0,,,,,,,,11.0,,2.0,,,,,1.0,6.0,3.0,,3.0,,7.0,2.0,2.0,,9.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
USA_MLS,2025,DC United,ubuow4ad6azso5zz51b4tivp,C. Benteke,Forward,20,232.0,69.0,163.0,25.0,105.0,16.0,3.0,81.0,1.0,334.0,131.0,203.0,48.0,132.0,8.0,,25.0,,42.0,34.0,8.0,102.0,62.0,40.0,1.0,10.0,1.0,,100.0,431.0,,3.0,35.0,22.0,16.0,35.0,114.0,23.0,8.0,2.0,,,,18.0,256.0,187.0,89.0,258.0,4.0,3.0,1.0,,2.0,1883.0,23.0,29.0,29.0,245.0,451.0,276.0,7.0,141.0,175.0,717.0,,,1.0,7.0,147.0,28.0,168.0,7.0,0.0,3.0,,,18.0,3.0,9.0,7.0,9.0,,5.0,4.0,16.0,,20.0,4.0,3.0,2.0,4.0,,26.0,36.0,,4.0,36.0,35.0,3.0,17.0,9.0,62.0,,14.0,7.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0
USA_MLS,2025,DC United,eliciww307c6fs2mg347z1iei,C. Clark,Midfielder,30,31.0,20.0,11.0,30.0,120.0,6.0,,135.0,,170.0,89.0,81.0,26.0,106.0,11.0,,30.0,,35.0,28.0,7.0,139.0,69.0,70.0,1.0,10.0,11.0,,71.0,382.0,,,65.0,26.0,19.0,44.0,100.0,18.0,15.0,12.0,7.0,3.0,3.0,13.0,292.0,201.0,113.0,294.0,17.0,23.0,4.0,1.0,10.0,1710.0,17.0,31.0,21.0,194.0,397.0,307.0,40.0,42.0,90.0,694.0,26.0,17.0,6.0,9.0,99.0,17.0,81.0,6.0,0.0,4.0,,12.0,7.0,4.0,,,,,,1.0,16.0,,7.0,3.0,,,,1.0,9.0,7.0,4.0,12.0,12.0,28.0,5.0,2.0,,16.0,6.0,11.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,DC United,52l4538m97qb53gire4qp7xg4,Gabriel Pirani,Midfielder,10,18.0,15.0,3.0,28.0,164.0,20.0,,223.0,,209.0,126.0,83.0,73.0,179.0,8.0,,28.0,,52.0,44.0,8.0,191.0,111.0,80.0,,10.0,12.0,,134.0,607.0,,3.0,128.0,29.0,12.0,84.0,175.0,22.0,14.0,6.0,3.0,3.0,,26.0,498.0,384.0,162.0,517.0,9.0,11.0,7.0,,4.0,1901.0,3.0,18.0,34.0,263.0,652.0,543.0,20.0,70.0,109.0,1011.0,9.0,6.0,1.0,5.0,101.0,17.0,104.0,2.0,1.0,3.0,3.0,3.0,13.0,3.0,7.0,5.0,3.0,4.0,,,32.0,2.0,1.0,2.0,,,5.0,,22.0,17.0,,27.0,21.0,77.0,7.0,2.0,2.0,39.0,3.0,31.0,3.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,DC United,5g3yur7k1fvc47hjz5y2zrze,D. Dodson,Defender,18,17.0,11.0,6.0,14.0,40.0,,5.0,30.0,,71.0,39.0,32.0,4.0,68.0,7.0,,14.0,,16.0,13.0,3.0,54.0,28.0,26.0,,10.0,6.0,,68.0,193.0,,2.0,18.0,18.0,5.0,15.0,23.0,5.0,4.0,9.0,3.0,3.0,3.0,5.0,151.0,81.0,79.0,152.0,8.0,12.0,,3.0,30.0,571.0,17.0,13.0,3.0,70.0,199.0,157.0,20.0,13.0,42.0,332.0,13.0,13.0,6.0,9.0,39.0,16.0,33.0,1.0,0.0,1.0,,,1.0,1.0,,,,,,,5.0,,,,,,,,,1.0,,3.0,,7.0,2.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,DC United,e3yr2tkuonhu7iwqc78kcqmwa,B. Enow,Midfielder,6,29.0,18.0,11.0,29.0,149.0,2.0,3.0,120.0,,177.0,110.0,67.0,6.0,267.0,28.0,,29.0,,29.0,25.0,4.0,148.0,92.0,56.0,,10.0,28.0,,232.0,874.0,,3.0,41.0,41.0,21.0,106.0,237.0,17.0,11.0,12.0,,,5.0,40.0,741.0,346.0,405.0,711.0,16.0,20.0,1.0,1.0,1.0,1637.0,19.0,48.0,12.0,174.0,885.0,751.0,36.0,5.0,134.0,1099.0,2.0,1.0,26.0,31.0,88.0,48.0,103.0,8.0,0.0,,2.0,1.0,1.0,,1.0,1.0,1.0,,,,7.0,1.0,,,,,,1.0,5.0,2.0,,8.0,15.0,22.0,,,1.0,7.0,1.0,5.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,DC United,blb3vzbk5bvi986xxswlc3s2x,J. Farr,Goalkeeper,24,1.0,,1.0,3.0,,,,6.0,,2.0,,2.0,,59.0,,20.0,3.0,15.0,8.0,6.0,2.0,1.0,,1.0,,10.0,,,9.0,40.0,,,1.0,,,26.0,8.0,2.0,,1.0,,,15.0,24.0,30.0,19.0,29.0,24.0,,,,,,247.0,7.0,,1.0,29.0,76.0,48.0,,,28.0,107.0,,,15.0,26.0,22.0,6.0,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,5.0,,,2.0,10.0,6.0,4.0,2.0,1.0,,,,,,,,,,,,,,
USA_MLS,2025,DC United,4rajisbg07fbyv62y2awtcil0,K. Fletcher,Forward,27,3.0,2.0,1.0,3.0,4.0,2.0,,5.0,,13.0,10.0,3.0,,4.0,,,3.0,,2.0,2.0,,10.0,8.0,2.0,,10.0,,,1.0,12.0,,,3.0,,,2.0,4.0,,,3.0,,,,,9.0,6.0,4.0,10.0,1.0,1.0,,,,74.0,1.0,1.0,,14.0,13.0,10.0,2.0,2.0,3.0,33.0,,,,1.0,3.0,,2.0,,0.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,6.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,DC United,4eaw6l0418q57ktjma0k5lnt,A. Herrera,Defender,22,53.0,20.0,33.0,26.0,168.0,6.0,10.0,258.0,2.0,187.0,91.0,96.0,25.0,313.0,14.0,,26.0,,42.0,35.0,7.0,134.0,71.0,63.0,1.0,10.0,28.0,1.0,378.0,838.0,,2.0,135.0,47.0,19.0,95.0,34.0,24.0,2.0,2.0,48.0,22.0,3.0,71.0,674.0,361.0,401.0,643.0,16.0,20.0,,34.0,103.0,2068.0,62.0,28.0,11.0,341.0,893.0,714.0,36.0,27.0,179.0,1445.0,71.0,40.0,22.0,59.0,195.0,55.0,120.0,8.0,0.0,2.0,2.0,58.0,17.0,2.0,,,,,,,34.0,,1.0,1.0,,,,2.0,6.0,4.0,24.0,16.0,4.0,33.0,4.0,,,10.0,29.0,19.0,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,1.0,,,
USA_MLS,2025,DC United,5a02rrfusvietawk0d94iqiju,J. Hopkins,Midfielder,25,9.0,7.0,2.0,17.0,58.0,3.0,2.0,97.0,,96.0,50.0,46.0,41.0,65.0,4.0,,17.0,,14.0,10.0,4.0,87.0,43.0,44.0,3.0,10.0,3.0,,71.0,254.0,,,37.0,13.0,10.0,42.0,73.0,11.0,11.0,6.0,5.0,2.0,1.0,15.0,218.0,122.0,111.0,213.0,4.0,9.0,1.0,,2.0,843.0,8.0,13.0,19.0,88.0,267.0,228.0,13.0,11.0,39.0,416.0,11.0,2.0,1.0,4.0,38.0,12.0,35.0,4.0,0.0,,,8.0,6.0,,3.0,3.0,2.0,1.0,,,7.0,1.0,,,,,2.0,,1.0,4.0,2.0,13.0,6.0,24.0,,,,5.0,5.0,7.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,DC United,1rsr9bg12y3480inhp9pn22vo,B. Karamoko,Forward,19,4.0,3.0,1.0,1.0,2.0,,,1.0,,5.0,4.0,1.0,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,10.0,,,3.0,5.0,,,1.0,,,,,,,1.0,,,,,3.0,3.0,,3.0,,,,,,19.0,,2.0,,4.0,5.0,3.0,,,2.0,7.0,,,,,1.0,1.0,2.0,1.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,DC United,e9jko5f45qmjw3va7cp05l5w4,Hosei Kijima,Midfielder,77,24.0,20.0,4.0,29.0,129.0,3.0,2.0,197.0,,194.0,109.0,85.0,1.0,166.0,12.0,,29.0,,36.0,28.0,8.0,170.0,89.0,81.0,,10.0,15.0,,135.0,570.0,,3.0,101.0,46.0,29.0,84.0,142.0,20.0,16.0,9.0,1.0,1.0,1.0,13.0,468.0,280.0,191.0,457.0,13.0,16.0,4.0,,1.0,1599.0,20.0,18.0,24.0,198.0,572.0,470.0,29.0,39.0,102.0,875.0,5.0,5.0,8.0,16.0,90.0,17.0,86.0,,2.0,,,,6.0,,2.0,1.0,2.0,,1.0,1.0,16.0,,3.0,2.0,,,1.0,,6.0,4.0,,28.0,11.0,53.0,1.0,1.0,1.0,10.0,,27.0,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,DC United,b1uqy1xb7obb9zpqpidlmqnai,Kim Joon-Hong,Goalkeeper,1,,,,8.0,,,,14.0,1.0,3.0,,3.0,,173.0,,65.0,8.0,55.0,19.0,15.0,4.0,3.0,,3.0,,10.0,,,37.0,158.0,,2.0,2.0,,,66.0,28.0,8.0,,,,,40.0,73.0,106.0,49.0,107.0,83.0,,,,,,720.0,5.0,,2.0,84.0,238.0,156.0,,,82.0,308.0,,,54.0,82.0,72.0,10.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,4.0,1.0,20.0,,2.0,,24.0,12.0,11.0,3.0,,,,,,,,,,,,,,,
USA_MLS,2025,DC United,bwq89z2cncu4pscz9xs3a6kt1,R. Leal,Forward,11,7.0,4.0,3.0,15.0,40.0,2.0,,91.0,,66.0,35.0,31.0,,93.0,4.0,,15.0,,13.0,11.0,2.0,59.0,31.0,28.0,,10.0,4.0,,47.0,264.0,,,34.0,19.0,4.0,27.0,94.0,4.0,4.0,11.0,6.0,1.0,,12.0,211.0,146.0,80.0,208.0,2.0,6.0,2.0,,4.0,518.0,3.0,8.0,15.0,99.0,274.0,220.0,8.0,6.0,54.0,396.0,20.0,8.0,1.0,10.0,66.0,8.0,44.0,,0.0,,,15.0,5.0,1.0,,,,,,,9.0,,,,,,,,7.0,5.0,5.0,5.0,7.0,16.0,2.0,,,12.0,10.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,DC United,9rwo2uejpeqqkmy6lgacm0ley,L. MacNaughton,Defender,5,36.0,10.0,26.0,11.0,17.0,1.0,9.0,70.0,,60.0,22.0,38.0,4.0,125.0,3.0,,11.0,,19.0,14.0,5.0,24.0,12.0,12.0,1.0,10.0,10.0,,123.0,353.0,,,33.0,3.0,1.0,24.0,105.0,9.0,4.0,2.0,,,10.0,32.0,301.0,76.0,240.0,284.0,3.0,3.0,,,1.0,718.0,40.0,11.0,5.0,61.0,370.0,316.0,6.0,13.0,54.0,464.0,,,19.0,26.0,40.0,14.0,28.0,3.0,0.0,,,,,,1.0,,1.0,,1.0,,2.0,,,,,,,,2.0,3.0,,1.0,1.0,3.0,1.0,,1.0,5.0,,,,0.0,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,
USA_MLS,2025,DC United,9ufiiimdo20xtdvbuji670msq,Peglow,Forward,7,38.0,24.0,14.0,24.0,164.0,10.0,1.0,205.0,,230.0,122.0,108.0,76.0,205.0,15.0,,24.0,,36.0,31.0,5.0,192.0,98.0,94.0,,10.0,13.0,,67.0,720.0,,2.0,103.0,50.0,22.0,87.0,303.0,21.0,15.0,3.0,10.0,3.0,,19.0,559.0,414.0,170.0,555.0,15.0,32.0,5.0,,13.0,1704.0,12.0,23.0,21.0,308.0,739.0,574.0,47.0,55.0,165.0,1119.0,44.0,23.0,14.0,28.0,172.0,37.0,137.0,3.0,1.0,2.0,1.0,25.0,17.0,3.0,3.0,3.0,3.0,,,,21.0,,2.0,5.0,,,3.0,1.0,8.0,8.0,7.0,26.0,40.0,53.0,5.0,2.0,2.0,16.0,17.0,26.0,7.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
