liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Successful Lay-offs,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Set Pieces Goals,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Headed Goals,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Penalties Taken,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Launches,Throw Ins to Opposition Player,Left Foot Goals,Foul Won Penalty,Clearances Off the Line,Second Goal Assists,Successful Corners into Box,Corners Taken (incl short corners),Unsuccessful Corners into Box,Penalty Goals,Penalties Conceded,Saves Made,GK Successful Distribution,Crosses not Claimed,Own Goal Scored,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Last Man Tackle,Penalties Saved,Saves from Penalty,Penalties Off Target
USA_MLS,2015,Toronto FC,cvz7rxusmcxxv17fij7dxx6mt,J. Altidore,Forward,17.0,26.0,13.0,3.0,2.0,2.0,,4.0,8.0,8.0,7.0,1886.0,3.0,92.0,8.0,620.0,12.0,192.0,4.0,344.0,2.0,6.0,13.0,6.0,5.0,49.0,292.0,125.0,16.0,,163.0,,634.0,41.0,11.0,450.0,32.0,24.0,169.0,175.0,24.0,156.0,13.0,58.0,22.0,37.0,21.0,920.0,26.0,13.0,3.0,171.0,,134.0,3.0,51.0,105.0,18.0,,15.0,4.0,46.0,33.0,19.0,253.0,4.0,37.0,8.0,3.0,1.0,,,99.0,133.0,13.0,3.0,451.0,465.0,82.0,2.0,17.0,,5.0,15.0,148.0,1.0,3.0,72.0,,1.0,2.0,2.0,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2015,Toronto FC,c749lw8agh1uzwt0i70gw2hg5,J. Bendik,Goalkeeper,12.0,13.0,,1.0,,,,,,,,1170.0,,,,150.0,,,,62.0,70.0,150.0,,,5.0,,152.0,136.0,2.0,,,,348.0,1.0,,110.0,22.0,,150.0,48.0,1.0,129.0,,126.0,13.0,,21.0,505.0,13.0,1.0,,4.0,,269.0,,53.0,8.0,,,88.0,,2.0,5.0,,9.0,24.0,27.0,,,,,,1.0,31.0,,,99.0,198.0,5.0,1.0,,,,2.0,1.0,,3.0,3.0,34.0,,,,,,,,,,,46.0,110.0,,,12.0,,2.0,5.0,13.0,11.0,32.0,2.0,10.0,60.0,,,,
USA_MLS,2015,Toronto FC,3srgfj7v62cdgr8zqeq8bowd1,M. Bloom,Defender,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2015,Toronto FC,boojy2a86m5qkyqqzxvdk9jv9,A. Bono,Goalkeeper,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2015,Toronto FC,2c8lm8pc33blr2596jt0fxkgl,M. Bradley,Midfielder,4.0,26.0,5.0,3.0,,,,,,8.0,1.0,2340.0,10.0,70.0,3.0,1382.0,14.0,211.0,15.0,737.0,8.0,64.0,16.0,26.0,4.0,13.0,401.0,516.0,54.0,,175.0,,1477.0,23.0,32.0,1149.0,37.0,43.0,239.0,362.0,46.0,267.0,15.0,199.0,26.0,34.0,31.0,1943.0,26.0,20.0,4.0,205.0,,480.0,5.0,67.0,110.0,17.0,2.0,89.0,1.0,22.0,2.0,24.0,220.0,32.0,41.0,59.0,,1.0,1.0,3.0,97.0,424.0,5.0,,1170.0,1238.0,15.0,5.0,4.0,3.0,6.0,46.0,110.0,8.0,34.0,108.0,1.0,1.0,2.0,,,,14.0,64.0,41.0,,1.0,,,,,,,,,,,,,,,,,,
USA_MLS,2015,Toronto FC,9gzpkpelzl6hz6b5wy0ahlhhx,S. Caldwell,Defender,13.0,2.0,,,,,,,1.0,,,135.0,,,,46.0,,6.0,,11.0,5.0,9.0,1.0,,,4.0,11.0,26.0,3.0,,1.0,,47.0,1.0,,31.0,1.0,,10.0,1.0,,10.0,,6.0,2.0,1.0,,67.0,2.0,1.0,,8.0,,28.0,,21.0,8.0,,,6.0,,1.0,4.0,,16.0,8.0,1.0,,,,,,4.0,12.0,,,36.0,37.0,8.0,,,,,3.0,8.0,,6.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2015,Toronto FC,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,Midfielder,14.0,10.0,,,,,,9.0,1.0,2.0,,202.0,1.0,4.0,,100.0,1.0,22.0,,50.0,,1.0,2.0,1.0,1.0,3.0,39.0,29.0,5.0,,20.0,,100.0,5.0,2.0,75.0,5.0,1.0,21.0,35.0,2.0,18.0,,11.0,1.0,6.0,5.0,139.0,10.0,3.0,,21.0,,23.0,,87.0,19.0,,,4.0,,2.0,10.0,,34.0,2.0,6.0,2.0,,,,,12.0,20.0,,,79.0,79.0,13.0,,1.0,,,5.0,15.0,,2.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2015,Toronto FC,48ov1qmhwufa44p9nykoh8jbp,B. Cheyrou,Midfielder,8.0,29.0,1.0,5.0,,,,,5.0,13.0,1.0,2498.0,3.0,45.0,1.0,1401.0,6.0,122.0,6.0,752.0,22.0,96.0,26.0,19.0,7.0,20.0,386.0,441.0,56.0,,183.0,,1466.0,44.0,32.0,1059.0,40.0,26.0,279.0,387.0,18.0,252.0,7.0,196.0,29.0,51.0,56.0,1881.0,29.0,34.0,3.0,206.0,,657.0,3.0,50.0,129.0,7.0,1.0,128.0,2.0,22.0,22.0,15.0,248.0,35.0,47.0,29.0,,1.0,,1.0,99.0,300.0,1.0,,1127.0,1187.0,42.0,4.0,2.0,3.0,5.0,48.0,119.0,8.0,65.0,107.0,5.0,,,1.0,,,2.0,14.0,8.0,,1.0,,,,,,,,,,,,,,,,,,
USA_MLS,2015,Toronto FC,esar6s7x5ldt5uhhseyj2nnit,W. Creavalle,Defender,3.0,19.0,1.0,3.0,1.0,,1.0,9.0,5.0,12.0,1.0,896.0,40.0,9.0,1.0,332.0,2.0,42.0,1.0,144.0,10.0,18.0,16.0,1.0,1.0,9.0,135.0,122.0,18.0,,50.0,,333.0,20.0,7.0,252.0,15.0,4.0,68.0,29.0,7.0,61.0,,69.0,10.0,26.0,19.0,565.0,19.0,14.0,2.0,74.0,1.0,114.0,,19.0,42.0,3.0,,13.0,1.0,8.0,10.0,8.0,93.0,16.0,16.0,12.0,,,,1.0,42.0,148.0,,,265.0,265.0,19.0,,,1.0,,16.0,51.0,2.0,45.0,32.0,2.0,14.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
USA_MLS,2015,Toronto FC,a7e4giaiuvuakmt7iw09mh9lh,M. Delgado,Midfielder,18.0,21.0,3.0,4.0,,,,2.0,5.0,34.0,2.0,1719.0,50.0,21.0,1.0,746.0,10.0,135.0,3.0,410.0,13.0,20.0,37.0,11.0,8.0,28.0,231.0,235.0,39.0,,92.0,,754.0,19.0,8.0,610.0,29.0,17.0,112.0,105.0,17.0,116.0,3.0,93.0,19.0,51.0,30.0,1109.0,21.0,9.0,3.0,115.0,,224.0,1.0,53.0,81.0,6.0,,32.0,3.0,15.0,21.0,8.0,164.0,17.0,37.0,34.0,,4.0,,2.0,55.0,290.0,3.0,,634.0,642.0,49.0,1.0,3.0,2.0,2.0,35.0,83.0,4.0,30.0,60.0,4.0,8.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
