liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Unsuccessful Passes Opposition Half,Recoveries,Starts,Unsuccessful Passes Own Half,Touches,Appearances,Ground Duels,Forward Passes,Index,Duels,Total Clearances,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Duels lost,Interceptions,Unsuccessful Crosses open play,Throw Ins to Own Player,Corners Won,Successful Crosses & Corners,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Successful Dribbles,Total Shots,Key Passes (Attempt Assists),Blocked Shots,Throw Ins to Opposition Player,Total Touches In Opposition Box,Duels won,Successful Long Passes,Successful Crosses open play,Aerial Duels won,Unsuccessful Dribbles,Unsuccessful Crosses & Corners,Aerial Duels,Ground Duels won,Goals,Right Foot Goals,PutThrough/Blocked Distribution Won,Total Tackles,Successful Corners into Box,PutThrough/Blocked Distribution,Corners Taken (incl short corners),Goals from Outside Box,Shots On Target ( inc goals ),Total Fouls Won,Unsuccessful Corners into Box,Tackles Won,Tackles Lost,Attempts from Set Pieces,Aerial Duels lost,Unsuccessful Launches,Yellow Cards,Foul Attempted Tackle,GK Successful Distribution,Catches,GK Unsuccessful Distribution,Substitute On,Offsides,Successful Launches,Blocks,Goals from Inside Box,Through balls,Successful Lay-offs,Saves Made,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Assists (Intentional),Unsuccessful lay-offs,Goal Assists,Goals Conceded Outside Box,Clean Sheets,Total Red Cards,Red Cards - 2nd Yellow,Own Goal Scored,Drops,Left Foot Goals,Second Goal Assists,Handballs conceded,Penalties Taken,Penalty Goals,Foul Won Penalty,Headed Goals,Hit Woodwork,Times Tackled,Winning Goal,Home Goals,Away Goals,Set Pieces Goals,Goal Kicks,Saves made - caught,Punches,Penalty Goals Conceded,Penalties Conceded,Penalties Faced,Saves from Penalty,Penalties Saved,Clearances Off the Line,Goalkeeper Smother,Straight Red Cards,Penalties Off Target,Last Man Tackle,Other Goals,Crosses not Claimed
USA_US_Open_Cup,2019,Des Moines Menace,cbyipno47pbciud53njsoxlud,K. Bailey,Midfielder,19,62.0,20.0,6.0,10.0,12.0,6.0,6.0,21.0,1.0,1.0,15.0,1.0,6.0,7.0,5.0,3.0,1.0,2.0,33.0,1.0,6.0,3.0,10.0,8.0,,1.0,1.0,4.0,5.0,14.0,15.0,6.0,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,,2.0,,,,1.0,1.0,2.0,2.0,,,1.0,,1.0,2.0,1.0,,,1.0,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Des Moines Menace,f32wut7omnp1ticw9a6w9kl49,G. Bakayoko,Midfielder,23,240.0,111.0,9.0,45.0,33.0,41.0,16.0,114.0,,5.0,77.0,2.0,28.0,22.0,17.0,11.0,2.0,12.0,159.0,2.0,14.0,49.0,10.0,20.0,11.0,2.0,2.0,9.0,34.0,83.0,86.0,11.0,4.0,1.0,15.0,3.0,,12.0,,,,1.0,,1.0,,9.0,9.0,,4.0,,1.0,6.0,5.0,,,4.0,3.0,,9.0,1.0,,,2.0,,3.0,,,2.0,8.0,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,
USA_US_Open_Cup,2019,Des Moines Menace,bkygjl2d6xi2vpfa1ony275nu,J. Baker,Midfielder,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Des Moines Menace,caig6rkgf5x70gzr20s4gr4rt,N. Bartman,Forward,9,67.0,26.0,6.0,18.0,9.0,6.0,2.0,26.0,1.0,1.0,24.0,1.0,2.0,6.0,2.0,3.0,1.0,,40.0,1.0,9.0,7.0,10.0,10.0,,1.0,1.0,5.0,7.0,24.0,24.0,6.0,,,,,,,1.0,,2.0,1.0,1.0,,2.0,4.0,,,,,,1.0,4.0,,,,4.0,,,,,1.0,,,2.0,2.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
USA_US_Open_Cup,2019,Des Moines Menace,4ydpwew0t1gr77b47m11cjkyx,J. Bell,Goalkeeper,1,240.0,39.0,1.0,6.0,38.0,30.0,,74.0,,,19.0,2.0,38.0,10.0,28.0,22.0,2.0,10.0,97.0,2.0,1.0,55.0,10.0,3.0,4.0,2.0,2.0,,8.0,24.0,36.0,,,,,,,38.0,,,,,,,,3.0,17.0,,2.0,,,2.0,1.0,,,,1.0,,,,,,,,1.0,,,,21.0,2.0,,17.0,,11.0,,,3.0,,,,,12.0,4.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,,,,,
USA_US_Open_Cup,2019,Des Moines Menace,dz7v9xfcwdvjioeyv4z54neqy,J. Bolanos,Midfielder,17,97.0,36.0,8.0,16.0,30.0,6.0,8.0,37.0,,1.0,21.0,,15.0,17.0,15.0,6.0,,3.0,67.0,2.0,13.0,12.0,10.0,16.0,1.0,,2.0,9.0,,21.0,22.0,11.0,3.0,3.0,1.0,,,7.0,1.0,3.0,1.0,2.0,1.0,1.0,7.0,5.0,1.0,,1.0,4.0,3.0,3.0,4.0,,,4.0,1.0,,7.0,,,,,,1.0,,,2.0,5.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Des Moines Menace,4hjdha9ghidbk8j7scgphe0vd,N. Brodacki,Forward,12,53.0,17.0,4.0,9.0,7.0,4.0,5.0,18.0,,,12.0,,5.0,2.0,3.0,1.0,,2.0,26.0,1.0,4.0,3.0,10.0,5.0,,,1.0,,9.0,12.0,13.0,,,,,1.0,,,1.0,2.0,1.0,1.0,,,3.0,5.0,1.0,,1.0,,,1.0,4.0,,,1.0,,,1.0,,,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Des Moines Menace,es8mhix2zist8ihe7nlr3hbai,G. Chávez,Forward,25,119.0,14.0,7.0,8.0,13.0,4.0,4.0,16.0,,5.0,11.0,1.0,4.0,6.0,3.0,,1.0,1.0,29.0,1.0,11.0,,10.0,23.0,,1.0,1.0,9.0,3.0,10.0,12.0,18.0,,,,1.0,,,,,1.0,,,,2.0,5.0,1.0,,3.0,,,12.0,2.0,,,,1.0,,1.0,,,1.0,1.0,,,1.0,,9.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Des Moines Menace,61ltuwhg1tynt0rp3yzvwqjqi,J. Coan,Midfielder,24,30.0,10.0,1.0,4.0,7.0,2.0,3.0,10.0,,,5.0,,4.0,1.0,2.0,4.0,,2.0,29.0,1.0,4.0,4.0,10.0,12.0,6.0,,1.0,1.0,4.0,6.0,6.0,3.0,5.0,,,,,1.0,,,,,1.0,1.0,2.0,9.0,1.0,,6.0,,,8.0,3.0,,,,1.0,,,,,,2.0,,1.0,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Des Moines Menace,9c987ruwguf80tpyga4x3hyzu,K. Easterling,Defender,3,210.0,100.0,7.0,28.0,41.0,44.0,15.0,100.0,,3.0,61.0,2.0,28.0,44.0,22.0,11.0,2.0,7.0,167.0,2.0,16.0,44.0,10.0,23.0,14.0,2.0,2.0,8.0,5.0,72.0,72.0,12.0,9.0,1.0,18.0,,,13.0,2.0,,2.0,,,7.0,3.0,11.0,11.0,,3.0,1.0,1.0,7.0,8.0,,,1.0,7.0,,3.0,,,,1.0,,6.0,1.0,,4.0,7.0,,,,,,,,3.0,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
