liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Backward Passes,Carries,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Open Play Passes,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Starts,Substitute Off,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Won,Time Played,Times Tackled,Total Big Chances Created,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Passes Opposition Half,Unsuccessful Short Passes,Winning Goal,Aerial Duels,Aerial Duels lost,Blocks,Foul Attempted Tackle,Leftside Passes,Total Clearances,Total Fouls Conceded,Unsuccessful Passes Own Half,Yellow Cards,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Corners Won,Shots On Target ( inc goals ),Substitute On,Throw Ins to Own Player,Total Big Chances Missed,Total Shots,Unsuccessful Long Passes,Corners Taken (incl short corners),Successful Corners into Box,Successful Lay-offs,Unsuccessful Dribbles,Attempts from Set Pieces,Red Cards - 2nd Yellow,Total Red Cards,Unsuccessful Corners into Box,Unsuccessful Launches,Unsuccessful lay-offs,Goals,Goals Openplay,Goals from Inside Box,Left Foot Goals,Tackles Lost,Home Goals,Away Goals,Overruns,Goal Assists,Successful Launches,Successful Long Passes,Aerial Duels won,GK Successful Distribution,Goal Kicks,Catches,GK Unsuccessful Distribution,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Blocked Shots,Goals Conceded Outside Box,Shots Off Target (inc woodwork),Offsides,Assists (Intentional),Hit Woodwork,Headed Goals,Throw Ins to Opposition Player,Total Big Chances Scored,Right Foot Goals,Total Big Chances Saved,Goals from Outside Box,Handballs conceded,Clean Sheets,Through balls,Second Goal Assists,Goalkeeper Smother,Clearances Off the Line,Saves made - caught,Straight Red Cards,Last Player Tackle,Other Goals,Own Goal Scored,Drops,Penalty Goals Conceded,Penalties Faced,Penalties Conceded,Direct Setpiece Goals,Set Pieces Goals,Foul Won Penalty,Penalties Taken,Penalty Goals
USA_USL_Cup,2026,El Paso Locomotive FC,c6fiv87lm984b7b6huom6mcd0,D. Abitia,Forward,9,1.0,6.0,4.0,5.0,2.0,3.0,14.0,,1.0,1.0,1.0,4.0,2.0,2.0,,,11.0,2.0,,,2.0,3.0,,1.0,1.0,,,,7.0,4.0,4.0,8.0,,64.0,2.0,,2.0,9.0,12.0,8.0,,8.0,4.0,27.0,4.0,4.0,0.0,1.0,,,,3.0,,,,,,,2.0,3.0,,,3.0,3.0,,,,1.0,2.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,El Paso Locomotive FC,2dbik29e0m9bil2ofn2yhrget,T. Alfaro,Defender,93,1.0,7.0,33.0,14.0,7.0,7.0,6.0,37.0,1.0,1.0,1.0,6.0,4.0,2.0,1.0,,80.0,20.0,1.0,1.0,5.0,20.0,,1.0,,,,,70.0,35.0,38.0,67.0,1.0,90.0,,,,10.0,83.0,73.0,2.0,4.0,10.0,96.0,9.0,3.0,0.0,8.0,3.0,,1.0,19.0,5.0,4.0,1.0,,,,1.0,1.0,,,,2.0,7.0,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,0.0,1.0,,,,6.0,5.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,El Paso Locomotive FC,ciymbn6mgi7v0qkihj0anphxw,D. Alvidrez,Midfielder,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,El Paso Locomotive FC,cqmvrx028gh19yh8qh7w01y0a,R. Avila,Forward,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,El Paso Locomotive FC,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,Midfielder,6,1.0,10.0,20.0,8.0,3.0,5.0,36.0,17.0,1.0,1.0,1.0,7.0,3.0,4.0,1.0,,54.0,4.0,3.0,1.0,8.0,19.0,,1.0,,1.0,,,45.0,32.0,16.0,42.0,1.0,90.0,,,3.0,17.0,56.0,47.0,1.0,4.0,9.0,76.0,13.0,4.0,0.0,1.0,,,,10.0,,3.0,2.0,,6.0,3.0,,,,1.0,,4.0,5.0,5.0,1.0,2.0,,,,,3.0,2.0,,,,,,,,,,,1.0,5.0,1.0,,,,,,,,,,,,4.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,El Paso Locomotive FC,1460tac94fhhy43lmohs4fj3e,N. Cardona,Defender,2,1.0,3.0,18.0,7.0,3.0,4.0,6.0,17.0,1.0,1.0,1.0,4.0,1.0,3.0,,,57.0,12.0,,,6.0,11.0,1.0,1.0,,,,,55.0,23.0,33.0,54.0,1.0,90.0,,,1.0,4.0,58.0,56.0,2.0,,2.0,73.0,3.0,2.0,0.0,3.0,2.0,1.0,,27.0,5.0,1.0,1.0,,2.0,2.0,,,,3.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,
USA_USL_Cup,2026,El Paso Locomotive FC,c4g35kho1qirnu4q420knnl9m,R. Coronado,Midfielder,30,1.0,4.0,6.0,,,,7.0,5.0,1.0,,,,,,,,23.0,2.0,,,4.0,9.0,,,,,,,22.0,13.0,9.0,22.0,,25.0,,,,1.0,23.0,22.0,,,1.0,26.0,1.0,,1.0,,,,,5.0,2.0,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,1.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,El Paso Locomotive FC,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,Defender,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,El Paso Locomotive FC,28cixms5w9uu1e38kcc8o2j9w,N. Dollenmayer,Defender,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,El Paso Locomotive FC,641bsr9un81t6sds51fhvijh0,B. Farkarlun,Forward,11,1.0,2.0,6.0,4.0,4.0,,12.0,,1.0,,,3.0,3.0,,1.0,1.0,4.0,6.0,1.0,,2.0,,1.0,1.0,1.0,1.0,1.0,,3.0,4.0,,3.0,,44.0,3.0,1.0,,7.0,4.0,3.0,,4.0,1.0,12.0,4.0,1.0,0.0,1.0,1.0,,,2.0,,1.0,,,3.0,3.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
