liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Passes Own Half,Successful Short Passes,Unsuccessful Crosses open play,Goal Assists,Shots Off Target (inc woodwork),Duels,Goals from Inside Box,Left Foot Goals,Ground Duels,Second Goal Assists,Successful Long Passes,Goals Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Hit Woodwork,Starts,Ground Duels won,Total Fouls Won,Clean Sheets,Aerial Duels,Goals Conceded Inside Box,Total Shots,Aerial Duels lost,Through balls,Yellow Cards,Unsuccessful Short Passes,Total Clearances,PutThrough/Blocked Distribution Won,Substitute Off,Aerial Duels won,Unsuccessful lay-offs,Total Passes,Penalty Goals Conceded,Goals from Outside Box,Total Touches In Opposition Box,Set Pieces Goals,Assists (Intentional),Foul Attempted Tackle,Interceptions,Successful Launches,PutThrough/Blocked Distribution,Foul Won Penalty,Tackles Won,Penalty Goals,Touches,Goals Conceded Outside Box,Time Played,Recoveries,Successful Corners into Box,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Lay-offs,Successful Open Play Passes,Penalties Taken,Duels won,Leftside Passes,Unsuccessful Passes Opposition Half,Goals,Successful Passes Opposition Half,Successful Passes Own Half,Total Tackles,Unsuccessful Corners into Box,Unsuccessful Long Passes,Backward Passes,Index,Blocked Shots,Times Tackled,Penalties Off Target,Total Losses Of Possession,Successful Crosses & Corners,Unsuccessful Crosses & Corners,Ground Duels lost,Duels lost,Total Fouls Conceded,Successful Dribbles,Shots On Target ( inc goals ),Unsuccessful Launches,Games Played,Successful Crosses open play,Blocks,Offsides,Throw Ins to Own Player,Attempts from Set Pieces,Open Play Passes,Key Passes (Attempt Assists),Tackles Lost,Appearances,Corners Won,Rightside Passes,Corners Taken (incl short corners),Unsuccessful Dribbles,Forward Passes,Home Goals,Away Goals,Winning Goal,Substitute On,Throw Ins to Opposition Player,Clearances Off the Line,Right Foot Goals,Penalties Conceded,GK Successful Distribution,Saves Made from Inside Box,GK Unsuccessful Distribution,Saves Made,Handballs conceded,Straight Red Cards,Total Red Cards,Other Goals,Red Cards - 2nd Yellow,Crosses not Claimed,Last Man Tackle,Goalkeeper Smother,Saves made - caught,Penalties Saved,Penalties Faced,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves from Penalty,Punches,Headed Goals,Own Goal Scored
USA_MLS,2018,Chicago Fire FC,9i90uqmmz5zmi5m9tod2yse7d,Mohammed Adams,Midfielder,19,18.0,325.0,,,,122.0,,,117.0,,19.0,18.0,59.0,,10.0,67.0,4.0,,5.0,16.0,,3.0,1.0,3.0,39.0,12.0,9.0,4.0,2.0,,403.0,3.0,,,,,17.0,17.0,1.0,16.0,,32.0,,558.0,2.0,908.0,72.0,,344.0,1.0,343.0,,69.0,128.0,41.0,,116.0,228.0,54.0,,20.0,57.0,22.0,,16.0,,96.0,,,50.0,53.0,21.0,9.0,,10.0,15.0,,3.0,,,,402.0,1.0,22.0,15.0,,102.0,,4.0,116.0,,,0.0,5.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
USA_MLS,2018,Chicago Fire FC,547hoahcy6nbgk48wvovoaind,Jon Bakero,Forward,22,5.0,71.0,3.0,,4.0,25.0,,,18.0,,5.0,4.0,17.0,,3.0,5.0,1.0,,7.0,2.0,4.0,6.0,1.0,,14.0,4.0,,3.0,1.0,,93.0,,,5.0,,,3.0,,,1.0,,,,129.0,2.0,224.0,15.0,,76.0,7.0,73.0,,6.0,27.0,16.0,,57.0,20.0,2.0,1.0,3.0,24.0,9.0,,5.0,,33.0,1.0,4.0,13.0,19.0,5.0,2.0,,1.0,7.0,1.0,2.0,,,,90.0,3.0,2.0,7.0,2.0,28.0,1.0,3.0,14.0,,,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2018,Chicago Fire FC,ahsgqqn4mjj7isq2x0fdkl49,B. Bronico,Midfielder,13,33.0,641.0,9.0,4.0,6.0,144.0,1.0,,107.0,1.0,29.0,31.0,116.0,,17.0,53.0,12.0,1.0,37.0,27.0,9.0,23.0,4.0,4.0,93.0,16.0,8.0,6.0,14.0,1.0,786.0,3.0,,18.0,,2.0,5.0,18.0,1.0,18.0,1.0,20.0,,977.0,4.0,1531.0,70.0,2.0,670.0,5.0,662.0,,67.0,206.0,96.0,1.0,324.0,349.0,29.0,3.0,23.0,161.0,43.0,1.0,22.0,,179.0,3.0,13.0,54.0,77.0,19.0,12.0,3.0,15.0,23.0,2.0,6.0,,1.0,,778.0,11.0,9.0,23.0,5.0,210.0,6.0,10.0,209.0,,,0.0,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2018,Chicago Fire FC,4pvzci644zwid3yddruz3l0id,J. Campbell,Defender,16,16.0,412.0,2.0,,1.0,76.0,,,38.0,1.0,51.0,22.0,63.0,1.0,11.0,22.0,2.0,1.0,38.0,20.0,2.0,22.0,,1.0,25.0,51.0,11.0,,16.0,,526.0,2.0,,10.0,,,2.0,36.0,4.0,16.0,,13.0,,689.0,2.0,1005.0,40.0,,463.0,,454.0,,38.0,163.0,49.0,,111.0,352.0,19.0,,38.0,18.0,33.0,,3.0,,76.0,,2.0,16.0,38.0,2.0,1.0,1.0,11.0,15.0,,9.0,1.0,4.0,,517.0,1.0,6.0,15.0,1.0,159.0,,,186.0,,,0.0,4.0,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,
USA_MLS,2018,Chicago Fire FC,991l8wbi9cfhm2pmyid7cle22,D. Campos,Defender,17,24.0,300.0,37.0,1.0,5.0,131.0,1.0,,103.0,1.0,14.0,24.0,87.0,,13.0,58.0,28.0,1.0,28.0,23.0,11.0,22.0,1.0,1.0,57.0,9.0,15.0,7.0,6.0,2.0,401.0,3.0,,33.0,,1.0,5.0,16.0,1.0,43.0,,15.0,,717.0,1.0,1197.0,61.0,12.0,314.0,9.0,297.0,,64.0,106.0,145.0,1.0,183.0,148.0,21.0,38.0,30.0,118.0,80.0,8.0,22.0,,222.0,17.0,82.0,45.0,67.0,11.0,10.0,6.0,13.0,23.0,5.0,2.0,,30.0,2.0,380.0,16.0,6.0,23.0,15.0,55.0,53.0,7.0,122.0,,,0.0,10.0,9.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
USA_MLS,2018,Chicago Fire FC,ei4ddhpc4jooivjfq9uw3092h,S. Cleveland,Goalkeeper,30,15.0,31.0,,,,3.0,,,1.0,,30.0,8.0,62.0,,5.0,1.0,,,2.0,8.0,,1.0,,,,1.0,1.0,,1.0,,123.0,1.0,,,,,,,8.0,1.0,,1.0,,178.0,,450.0,40.0,,61.0,,28.0,,2.0,11.0,47.0,,20.0,41.0,1.0,,62.0,,68.0,,,,62.0,,,,1.0,,,,27.0,5.0,,,,,,52.0,,,5.0,,18.0,,,94.0,,,0.0,,,,,,48.0,13.0,29.0,25.0,,,,,,1.0,,,1.0,,1.0,1.0,1.0,12.0,12.0,,,,
USA_MLS,2018,Chicago Fire FC,1nl79aq9il743hgoaijmupmmt,E. Collier,Forward,28,14.0,167.0,7.0,1.0,6.0,125.0,1.0,,73.0,,3.0,22.0,68.0,1.0,9.0,28.0,7.0,,52.0,20.0,11.0,32.0,1.0,1.0,63.0,8.0,5.0,5.0,20.0,1.0,238.0,2.0,,45.0,,,3.0,3.0,1.0,14.0,,2.0,,386.0,2.0,904.0,40.0,,170.0,11.0,168.0,,48.0,65.0,61.0,1.0,114.0,57.0,3.0,,5.0,49.0,89.0,4.0,34.0,,139.0,1.0,7.0,45.0,77.0,9.0,20.0,5.0,1.0,16.0,1.0,2.0,,1.0,,236.0,9.0,1.0,16.0,9.0,49.0,,12.0,75.0,,,0.0,7.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2018,Chicago Fire FC,qltl203pzsm3rkzahegvglpl,D. Conner,Midfielder,18,6.0,119.0,3.0,1.0,,58.0,,,44.0,,4.0,6.0,26.0,,5.0,21.0,1.0,1.0,14.0,5.0,,12.0,,1.0,23.0,1.0,6.0,1.0,2.0,1.0,149.0,,,4.0,,,7.0,8.0,,10.0,,14.0,,241.0,1.0,462.0,22.0,,123.0,1.0,123.0,,23.0,38.0,23.0,,76.0,49.0,17.0,,3.0,30.0,96.0,,13.0,,55.0,2.0,3.0,23.0,35.0,8.0,3.0,,2.0,11.0,2.0,,,20.0,,149.0,3.0,3.0,11.0,2.0,24.0,,7.0,57.0,,,0.0,6.0,6.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,
USA_MLS,2018,Chicago Fire FC,1wcq33p7w71u1mkdk349gicph,J. Corrales,Defender,25,29.0,460.0,28.0,,4.0,125.0,,,94.0,,48.0,26.0,96.0,,15.0,53.0,11.0,,31.0,23.0,5.0,14.0,,5.0,61.0,32.0,13.0,2.0,17.0,,604.0,3.0,,8.0,,,9.0,26.0,3.0,26.0,,26.0,,935.0,3.0,1293.0,72.0,1.0,508.0,1.0,499.0,,70.0,56.0,95.0,,240.0,271.0,34.0,,35.0,137.0,30.0,,15.0,,193.0,3.0,28.0,41.0,55.0,14.0,9.0,1.0,8.0,17.0,2.0,2.0,2.0,83.0,,595.0,11.0,8.0,17.0,5.0,206.0,1.0,3.0,205.0,,,0.0,2.0,33.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
USA_MLS,2018,Chicago Fire FC,f4kk7aprmqxgig9hyyntfgs0l,C. Dean,Defender,26,7.0,97.0,2.0,,,18.0,,,13.0,,11.0,6.0,24.0,,2.0,7.0,1.0,,5.0,6.0,,3.0,,,8.0,9.0,1.0,1.0,2.0,,132.0,,,2.0,,,1.0,6.0,,1.0,,4.0,,160.0,,178.0,9.0,,108.0,,108.0,,9.0,20.0,19.0,,38.0,70.0,6.0,,16.0,9.0,49.0,,,,27.0,,2.0,6.0,9.0,2.0,,,5.0,2.0,,,,,,132.0,1.0,2.0,2.0,,50.0,,,53.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2018,Chicago Fire FC,817ltkyap93lk4mew1u7p8xk9,R. Edwards,Forward,7,38.0,398.0,18.0,2.0,18.0,333.0,3.0,2.0,265.0,,17.0,24.0,120.0,,19.0,111.0,24.0,2.0,68.0,21.0,31.0,44.0,1.0,3.0,104.0,8.0,27.0,8.0,24.0,4.0,535.0,2.0,,77.0,,2.0,18.0,25.0,,46.0,,36.0,,1029.0,3.0,1724.0,108.0,1.0,415.0,25.0,407.0,,135.0,117.0,112.0,3.0,254.0,170.0,63.0,10.0,16.0,149.0,46.0,5.0,108.0,,327.0,9.0,30.0,154.0,198.0,26.0,24.0,13.0,5.0,27.0,8.0,,5.0,32.0,1.0,527.0,19.0,27.0,27.0,17.0,143.0,15.0,58.0,126.0,,,0.0,8.0,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
