liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Successful Lay-offs,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Unsuccessful Dribbles,Duels,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Duels lost,Throw Ins to Own Player,Aerial Duels lost,Total Tackles,Successful Dribbles,Unsuccessful Passes Own Half,Duels won,Shots On Target ( inc goals ),Aerial Duels won,Total Clearances,Aerial Duels,Tackles Won,Interceptions,Ground Duels won,Substitute On,Goals,Right Foot Goals,Substitute Off,Blocked Shots,Throw Ins to Opposition Player,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Goals from Inside Box,Penalties Taken,Goal Assists,Penalty Goals,Offsides,Successful Launches,PutThrough/Blocked Distribution Won,Goals from Outside Box,Clean Sheets,Through balls,Tackles Lost,Yellow Cards,Blocks,Saves Made,GK Successful Distribution,Unsuccessful Launches,Catches,Saves made - parried,Saves Made from Inside Box,GK Unsuccessful Distribution,Clearances Off the Line,Unsuccessful lay-offs,Left Foot Goals,Foul Won Penalty,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Goals Conceded Outside Box,Attempts from Set Pieces,Punches,Saves Made from Outside Box,Penalties Faced,Assists (Intentional),Headed Goals,Handballs conceded,Hit Woodwork,Penalties Conceded,Second Goal Assists,Drops,Own Goal Scored,Penalty Goals Conceded,Times Tackled,Home Goals,Away Goals,Winning Goal,Saves made - caught,Goal Kicks,Set Pieces Goals,Other Goals,Penalties Saved,Saves from Penalty,Crosses not Claimed,Goalkeeper Smother
USA_US_Open_Cup,2018,Colorado Springs Switchbacks FC,2zc39af5p56ztezagnl6klcyx,A. Ajeakwa,Forward,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Colorado Springs Switchbacks FC,2f5x1j9yg8vk1y4kjs11cvt1x,J. Burt,Midfielder,44.0,,171.0,,21.0,,1.0,,8.0,4.0,,11.0,6.0,3.0,21.0,2.0,14.0,3.0,1.0,7.0,,4.0,,7.0,,2.0,,33.0,,2.0,,9.0,11.0,2.0,10.0,2.0,10.0,3.0,,2.0,,7.0,5.0,14.0,14.0,7.0,,,2.0,,,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,,1.0,1.0,1.0,,,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,1.0,0.0,1.0,,,,,,,,
USA_US_Open_Cup,2018,Colorado Springs Switchbacks FC,71bcwrrg3hbhc25s2ll3dlec5,S. Ceus,Goalkeeper,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Colorado Springs Switchbacks FC,e33ij8055sw0zetmuuhzftvqh,D. Eboussi,Defender,3.0,,210.0,,29.0,1.0,4.0,,7.0,3.0,2.0,7.0,20.0,2.0,32.0,3.0,22.0,3.0,3.0,5.0,,7.0,,3.0,5.0,2.0,1.0,48.0,,2.0,2.0,7.0,14.0,5.0,10.0,,9.0,3.0,,2.0,,4.0,7.0,25.0,27.0,5.0,,1.0,2.0,1.0,2.0,4.0,1.0,1.0,5.0,2.0,2.0,3.0,3.0,,1.0,,,,,5.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,2.0,,1.0,0.0,0.0,,,,,,,,
USA_US_Open_Cup,2018,Colorado Springs Switchbacks FC,bkw72tpb6r3oj8dni47gp0e7d,T. Hunter,Defender,6.0,2.0,120.0,,30.0,,4.0,,7.0,3.0,,17.0,14.0,6.0,30.0,,21.0,1.0,,9.0,,2.0,,9.0,9.0,1.0,4.0,64.0,,1.0,,11.0,13.0,,10.0,2.0,16.0,1.0,2.0,1.0,,5.0,11.0,21.0,21.0,8.0,10.0,3.0,4.0,2.0,2.0,8.0,,2.0,5.0,5.0,3.0,4.0,6.0,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,0.0,,,,,,,,
USA_US_Open_Cup,2018,Colorado Springs Switchbacks FC,8wfvkmem0pcpmrwwwh8erpk2d,J. Jack,Defender,8.0,,120.0,,26.0,,1.0,,12.0,1.0,1.0,6.0,13.0,4.0,30.0,1.0,18.0,1.0,1.0,5.0,,11.0,1.0,2.0,6.0,1.0,,51.0,,1.0,,9.0,12.0,1.0,10.0,,14.0,1.0,,1.0,,3.0,6.0,21.0,25.0,4.0,,1.0,3.0,1.0,3.0,10.0,,4.0,7.0,5.0,3.0,4.0,6.0,,,,,,,7.0,,2.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0.0,,,,,,,,
USA_US_Open_Cup,2018,Colorado Springs Switchbacks FC,eg4f77wp7n1zrkuspnifski5l,Kim Tae-Seong,Midfielder,35.0,2.0,210.0,,42.0,,6.0,,23.0,2.0,,10.0,13.0,5.0,43.0,,30.0,3.0,,7.0,,6.0,3.0,8.0,8.0,2.0,,55.0,,2.0,,9.0,18.0,1.0,10.0,,9.0,3.0,2.0,2.0,,3.0,13.0,35.0,36.0,3.0,,,3.0,,1.0,6.0,,,1.0,,2.0,2.0,6.0,,,,,,,6.0,,3.0,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0.0,,,,,,,,
USA_US_Open_Cup,2018,Colorado Springs Switchbacks FC,ebipcwtukqyz0fu93gpjj9obu,U. Macias,Midfielder,19.0,,210.0,1.0,19.0,,5.0,2.0,12.0,1.0,,6.0,7.0,1.0,19.0,1.0,16.0,3.0,1.0,2.0,,6.0,2.0,1.0,1.0,2.0,,33.0,,2.0,,8.0,8.0,2.0,10.0,1.0,14.0,3.0,,2.0,,4.0,,17.0,17.0,10.0,1.0,6.0,2.0,,1.0,4.0,1.0,,,6.0,1.0,1.0,4.0,,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,0.0,0.0,,,,,,,,
USA_US_Open_Cup,2018,Colorado Springs Switchbacks FC,d7vzjzu6mjeczehcj8zzuhfx1,S. Malcolm,Midfielder,23.0,3.0,146.0,,14.0,2.0,5.0,1.0,9.0,,1.0,9.0,6.0,,14.0,1.0,14.0,2.0,1.0,,,1.0,,3.0,3.0,2.0,1.0,32.0,,2.0,,8.0,,2.0,10.0,1.0,9.0,2.0,3.0,2.0,,3.0,8.0,14.0,14.0,4.0,,1.0,1.0,3.0,,5.0,,,,1.0,1.0,,5.0,,,,2.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,0.0,,,,,,,,
USA_US_Open_Cup,2018,Colorado Springs Switchbacks FC,a8pbglgxz1fsx0pbgoq1ench5,M. Maybin,Forward,9.0,1.0,210.0,,13.0,,3.0,,10.0,,1.0,5.0,3.0,2.0,15.0,,13.0,3.0,3.0,2.0,,3.0,,1.0,4.0,2.0,1.0,27.0,,2.0,,3.0,4.0,3.0,10.0,1.0,5.0,3.0,1.0,2.0,,1.0,5.0,11.0,13.0,3.0,,2.0,,1.0,2.0,2.0,2.0,,,2.0,,1.0,2.0,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,1.0,,,0.0,,,,,,,,
