equipo,link,logo,cod_equipo,cod_liga,liga,url_squad,url_matches_equipo
AC Connecticut Soccer,https://www.scoresway.com/en_GB/soccer/us-open-cup-2015/dw87u5m9on9qg02b3zxu947op/teams/ac-connecticut-soccer/1b3jj5qpc3ajm5ifkfsnhem58,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=1b3jj5qpc3ajm5ifkfsnhem58,1b3jj5qpc3ajm5ifkfsnhem58,dw87u5m9on9qg02b3zxu947op,us-open-cup-2015,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=1b3jj5qpc3ajm5ifkfsnhem58&tmcl=dw87u5m9on9qg02b3zxu947op&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3bb3778ae982ba0f9486e6afd16a3cca232c86a59,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=dw87u5m9on9qg02b3zxu947op&ctst=1b3jj5qpc3ajm5ifkfsnhem58&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3638cd38fb7e307dbc574bd45ef425a5839d3f8f4
Atlanta Silverbacks,https://www.scoresway.com/en_GB/soccer/us-open-cup-2015/dw87u5m9on9qg02b3zxu947op/teams/atlanta-silverbacks/c5oqwovshxanfm4kwanle7j8l,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=c5oqwovshxanfm4kwanle7j8l,c5oqwovshxanfm4kwanle7j8l,dw87u5m9on9qg02b3zxu947op,us-open-cup-2015,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=c5oqwovshxanfm4kwanle7j8l&tmcl=dw87u5m9on9qg02b3zxu947op&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W36dfbe0757a5e29aa6b469b70097772490db663d1,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=dw87u5m9on9qg02b3zxu947op&ctst=c5oqwovshxanfm4kwanle7j8l&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W301040811aa53b6fed2cae2900daea1beaff87fab
Austin Aztex FC,https://www.scoresway.com/en_GB/soccer/us-open-cup-2015/dw87u5m9on9qg02b3zxu947op/teams/austin-aztex-fc/9o68s6rb17rzaksk81qanwchm,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=9o68s6rb17rzaksk81qanwchm,9o68s6rb17rzaksk81qanwchm,dw87u5m9on9qg02b3zxu947op,us-open-cup-2015,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=9o68s6rb17rzaksk81qanwchm&tmcl=dw87u5m9on9qg02b3zxu947op&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W389049674e1f1b21183658e3f79f4b2c25b9e807e,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=dw87u5m9on9qg02b3zxu947op&ctst=9o68s6rb17rzaksk81qanwchm&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3eb7316c1be59721de899cba06749c94e80b00920
Brigham Young University Cougars,https://www.scoresway.com/en_GB/soccer/us-open-cup-2015/dw87u5m9on9qg02b3zxu947op/teams/brigham-young-university-cougars/4z0qekzl6y39zqijmo2ij6n0u,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=4z0qekzl6y39zqijmo2ij6n0u,4z0qekzl6y39zqijmo2ij6n0u,dw87u5m9on9qg02b3zxu947op,us-open-cup-2015,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=4z0qekzl6y39zqijmo2ij6n0u&tmcl=dw87u5m9on9qg02b3zxu947op&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W312a6b31cf75427eecaf4ffffb285880da6397004,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=dw87u5m9on9qg02b3zxu947op&ctst=4z0qekzl6y39zqijmo2ij6n0u&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3df6519f14873adaf6b1c24c7b92c63f96c5d3ebf
Brooklyn Italians,https://www.scoresway.com/en_GB/soccer/us-open-cup-2015/dw87u5m9on9qg02b3zxu947op/teams/brooklyn-italians/3shxifr1px969vi99pjbuuphr,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=3shxifr1px969vi99pjbuuphr,3shxifr1px969vi99pjbuuphr,dw87u5m9on9qg02b3zxu947op,us-open-cup-2015,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=3shxifr1px969vi99pjbuuphr&tmcl=dw87u5m9on9qg02b3zxu947op&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W36f94e062e267739944bb2869fd7bae4189f75cf2,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=dw87u5m9on9qg02b3zxu947op&ctst=3shxifr1px969vi99pjbuuphr&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W32a98361bade3f86033658b0759c1d5becc2969b3
Burlingame Dragons FC,https://www.scoresway.com/en_GB/soccer/us-open-cup-2015/dw87u5m9on9qg02b3zxu947op/teams/burlingame-dragons-fc/1hjxz56cqdg60c3pq6tqq650p,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=1hjxz56cqdg60c3pq6tqq650p,1hjxz56cqdg60c3pq6tqq650p,dw87u5m9on9qg02b3zxu947op,us-open-cup-2015,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=1hjxz56cqdg60c3pq6tqq650p&tmcl=dw87u5m9on9qg02b3zxu947op&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W38da13425b1be62e03dd30d16653c17a57b06c755,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=dw87u5m9on9qg02b3zxu947op&ctst=1hjxz56cqdg60c3pq6tqq650p&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W35e921a6ea6b506eea7a73a1f04c0d6bdd035b185
Cal,https://www.scoresway.com/en_GB/soccer/us-open-cup-2015/dw87u5m9on9qg02b3zxu947op/teams/cal/3d2i15hl2xycub6aev2d34dhi,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=3d2i15hl2xycub6aev2d34dhi,3d2i15hl2xycub6aev2d34dhi,dw87u5m9on9qg02b3zxu947op,us-open-cup-2015,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=3d2i15hl2xycub6aev2d34dhi&tmcl=dw87u5m9on9qg02b3zxu947op&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3ebd0d0ac4ca5a72302077180b144626b789e991e,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=dw87u5m9on9qg02b3zxu947op&ctst=3d2i15hl2xycub6aev2d34dhi&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W34616c3179003f95e2fbc261aeba0a74bb31a9e09
Charleston Battery,https://www.scoresway.com/en_GB/soccer/us-open-cup-2015/dw87u5m9on9qg02b3zxu947op/teams/charleston-battery/e3k8yw2rbmphyfu5htn4yi5jk,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=e3k8yw2rbmphyfu5htn4yi5jk,e3k8yw2rbmphyfu5htn4yi5jk,dw87u5m9on9qg02b3zxu947op,us-open-cup-2015,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=e3k8yw2rbmphyfu5htn4yi5jk&tmcl=dw87u5m9on9qg02b3zxu947op&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3edbb7f616496f83306693140984e30c1672c756f,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=dw87u5m9on9qg02b3zxu947op&ctst=e3k8yw2rbmphyfu5htn4yi5jk&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3c5c2bfb80ded61e9d1a349dffcd224bf018b2f72
Charlotte Independence,https://www.scoresway.com/en_GB/soccer/us-open-cup-2015/dw87u5m9on9qg02b3zxu947op/teams/charlotte-independence/1jonibkcr7qa3eozzxh0dcxd5,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=1jonibkcr7qa3eozzxh0dcxd5,1jonibkcr7qa3eozzxh0dcxd5,dw87u5m9on9qg02b3zxu947op,us-open-cup-2015,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=1jonibkcr7qa3eozzxh0dcxd5&tmcl=dw87u5m9on9qg02b3zxu947op&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W34c92b90af1092b058a8edd953f395e0a87c983a6,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=dw87u5m9on9qg02b3zxu947op&ctst=1jonibkcr7qa3eozzxh0dcxd5&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3632ad9e2519531b585e9dc011a91caac7ae65436
Chattanooga FC,https://www.scoresway.com/en_GB/soccer/us-open-cup-2015/dw87u5m9on9qg02b3zxu947op/teams/chattanooga-fc/cwnjxlibb02fuh0vwgvac6h45,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=cwnjxlibb02fuh0vwgvac6h45,cwnjxlibb02fuh0vwgvac6h45,dw87u5m9on9qg02b3zxu947op,us-open-cup-2015,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=cwnjxlibb02fuh0vwgvac6h45&tmcl=dw87u5m9on9qg02b3zxu947op&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W342ee399211c772c166537f5f63d37ff12989f030,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=dw87u5m9on9qg02b3zxu947op&ctst=cwnjxlibb02fuh0vwgvac6h45&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W377b1a7f5897897e3dace9b8625f2b3efcd5a6551
