liga,temporada,equipo,id,nombre,posicion,dorsal,Tackles Won,Straight Red Cards,Total Shots,Aerial Duels won,Successful Passes Opposition Half,Tackles Lost,Unsuccessful Short Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Goals Conceded Inside Box,Successful Passes Own Half,Successful Open Play Passes,Unsuccessful Launches,Unsuccessful Long Passes,Clean Sheets,Games Played,Total Clearances,Unsuccessful Crosses & Corners,Touches,Aerial Duels,Successful Crosses & Corners,Recoveries,Unsuccessful Crosses open play,Successful Crosses open play,Aerial Duels lost,Ground Duels won,Unsuccessful Dribbles,PutThrough/Blocked Distribution Won,Total Tackles,Throw Ins to Opposition Player,Red Cards - 2nd Yellow,Foul Attempted Tackle,Ground Duels,Index,Shots Off Target (inc woodwork),Blocks,Duels lost,Ground Duels lost,Successful Short Passes,Total Fouls Won,Duels won,Rightside Passes,Duels,Successful Long Passes,PutThrough/Blocked Distribution,Penalties Conceded,Goals Conceded Outside Box,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Launches,Goals Conceded,Total Passes,Total Losses Of Possession,Substitute On,Total Fouls Conceded,Times Tackled,Total Touches In Opposition Box,Substitute Off,Interceptions,Appearances,Time Played,Backward Passes,Starts,Total Red Cards,Forward Passes,Throw Ins to Own Player,Leftside Passes,Unsuccessful Passes Own Half,Open Play Passes,Penalty Goals Conceded,Yellow Cards,Clearances Off the Line,Winning Goal,Through balls,Unsuccessful Corners into Box,Goals,Offsides,Right Foot Goals,Corners Taken (incl short corners),Shots On Target ( inc goals ),Attempts from Set Pieces,Goals from Inside Box,Successful Corners into Box,Blocked Shots,Successful Dribbles,Second Goal Assists,Handballs conceded,Goal Assists,Corners Won,Hit Woodwork,Assists (Intentional),Goals from Outside Box,Penalties Taken,Successful Lay-offs,Set Pieces Goals,Home Goals,Away Goals,Headed Goals,Unsuccessful lay-offs,Own Goal Scored,Left Foot Goals,GK Successful Distribution,Drops,Punches,Saves Made,GK Unsuccessful Distribution,Saves made - parried,Saves made - caught,Saves Made from Outside Box,Goal Kicks,Catches,Saves Made from Inside Box,Foul Won Penalty,Penalties Faced,Goalkeeper Smother,Penalty Goals,Saves from Penalty,Penalties Saved,Last Man Tackle,Crosses not Claimed,Penalties Off Target,Other Goals
USA_USL_League_One,2021,South Georgia Tormenta FC,dk75col4qqfull30rxqam699m,C. Adams,Forward,17,3.0,,2.0,,28.0,2.0,12.0,2.0,12.0,14.0,5.0,10.0,37.0,1.0,2.0,,10.0,,2.0,86.0,2.0,1.0,12.0,2.0,1.0,2.0,7.0,7.0,1.0,5.0,,,3.0,21.0,10.0,,,16.0,14.0,36.0,1.0,7.0,20.0,23.0,1.0,3.0,,,37.0,,5.0,51.0,27.0,9.0,4.0,7.0,4.0,1.0,3.0,10.0,155.0,19.0,1.0,,7.0,1.0,5.0,4.0,51.0,1.0,,,0.0,,,,,,,2.0,,,,,1.0,,1.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,South Georgia Tormenta FC,63u9wjzi0aypii7kvy9qt6ne1,C. Ávilez,Goalkeeper,98,,,,,5.0,,,,10.0,10.0,2.0,38.0,32.0,8.0,10.0,,2.0,,,68.0,,,19.0,,,,,1.0,,,,,,1.0,10.0,,,1.0,1.0,36.0,,,11.0,1.0,7.0,,,2.0,43.0,3.0,4.0,53.0,12.0,1.0,,1.0,,,,2.0,152.0,,1.0,,26.0,,16.0,,40.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,2.0,3.0,,,1.0,10.0,1.0,1.0,,,,,,,,,,
USA_USL_League_One,2021,South Georgia Tormenta FC,bh8ci2ku56str20jzftbv3mqx,A. Billhardt,Midfielder,10,,,6.0,9.0,32.0,2.0,17.0,1.0,23.0,20.0,3.0,12.0,43.0,,3.0,,4.0,1.0,6.0,129.0,13.0,,11.0,2.0,,4.0,18.0,2.0,3.0,2.0,,,3.0,34.0,10.0,4.0,1.0,20.0,16.0,41.0,5.0,27.0,3.0,47.0,3.0,4.0,,,44.0,,3.0,64.0,43.0,1.0,4.0,10.0,14.0,2.0,1.0,4.0,211.0,17.0,3.0,,21.0,3.0,23.0,3.0,63.0,,1.0,,0.0,1.0,4.0,,2.0,,5.0,2.0,1.0,,,3.0,11.0,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,South Georgia Tormenta FC,71l2f5zspoj6caywsjgzgx2c4,T. Bisseck,Forward,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,South Georgia Tormenta FC,1qy6habugg41z0xmgrm2by86h,V. Candela,Midfielder,99,13.0,,11.0,6.0,163.0,10.0,29.0,4.0,34.0,47.0,12.0,161.0,310.0,6.0,18.0,,20.0,7.0,4.0,492.0,12.0,1.0,49.0,4.0,1.0,6.0,44.0,3.0,5.0,23.0,,,16.0,82.0,10.0,6.0,2.0,44.0,38.0,302.0,20.0,50.0,115.0,94.0,21.0,7.0,,2.0,323.0,3.0,14.0,370.0,75.0,13.0,24.0,10.0,4.0,5.0,8.0,20.0,827.0,82.0,7.0,,92.0,,81.0,17.0,357.0,,8.0,,0.0,,,,,,2.0,5.0,,,,3.0,2.0,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,South Georgia Tormenta FC,5fm5vmyupv3kyu78vsvxvo1k9,L. Eckenrode,Defender,4,5.0,,9.0,24.0,203.0,4.0,36.0,1.0,54.0,73.0,16.0,400.0,589.0,16.0,37.0,4.0,14.0,43.0,1.0,798.0,46.0,,41.0,1.0,,22.0,29.0,,2.0,9.0,,,7.0,45.0,10.0,4.0,11.0,38.0,16.0,576.0,19.0,53.0,260.0,91.0,27.0,5.0,,,603.0,4.0,16.0,676.0,83.0,,15.0,,13.0,2.0,8.0,14.0,1248.0,30.0,14.0,,253.0,2.0,133.0,20.0,661.0,2.0,5.0,,0.0,,,1.0,1.0,,,5.0,,1.0,,,1.0,,,,2.0,,,,,,,1.0,0.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,
USA_USL_League_One,2021,South Georgia Tormenta FC,9ez608cc60g314q118twqnqzu,R. Gomez,Midfielder,6,12.0,,4.0,3.0,428.0,11.0,81.0,15.0,102.0,117.0,23.0,351.0,748.0,7.0,36.0,2.0,24.0,3.0,5.0,1032.0,17.0,3.0,108.0,4.0,1.0,14.0,51.0,6.0,12.0,23.0,1.0,1.0,15.0,112.0,10.0,4.0,2.0,75.0,61.0,700.0,11.0,54.0,286.0,129.0,76.0,23.0,,6.0,776.0,,29.0,893.0,150.0,6.0,21.0,17.0,6.0,14.0,8.0,24.0,1469.0,130.0,18.0,1.0,260.0,8.0,217.0,20.0,863.0,1.0,5.0,,0.0,5.0,,,,,1.0,,,,1.0,1.0,17.0,,,,1.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,South Georgia Tormenta FC,c0dufhelsw7m31egjr947bxn8,B. Gottlieb,Defender,29,,,1.0,4.0,5.0,,7.0,,4.0,8.0,,5.0,10.0,,1.0,,5.0,,,34.0,4.0,,1.0,,,,1.0,,,,5.0,,1.0,3.0,10.0,1.0,1.0,2.0,2.0,10.0,,5.0,1.0,7.0,,,,,10.0,,,18.0,14.0,5.0,2.0,,7.0,,,5.0,32.0,1.0,,,9.0,5.0,7.0,4.0,18.0,,,1.0,0.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,South Georgia Tormenta FC,e51cjtgf3t4zio6sneljvgzfu,G. Hampton,Midfielder,28,,,,,4.0,,1.0,,2.0,1.0,,1.0,5.0,,,,1.0,,1.0,8.0,,,,1.0,,,1.0,,,,,,,1.0,10.0,,,,,5.0,1.0,1.0,1.0,1.0,,1.0,,,5.0,,,6.0,2.0,1.0,,,,,,1.0,5.0,3.0,,,1.0,,1.0,,6.0,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2021,South Georgia Tormenta FC,96hjy4unjlkz1a7n19z1noded,N. Jackson,Forward,22,,,3.0,4.0,22.0,1.0,10.0,,10.0,10.0,4.0,15.0,28.0,,,,8.0,4.0,,93.0,11.0,,5.0,,,7.0,8.0,4.0,2.0,1.0,,,1.0,30.0,10.0,3.0,,29.0,22.0,37.0,7.0,12.0,8.0,41.0,,4.0,,3.0,37.0,,7.0,47.0,31.0,6.0,10.0,13.0,8.0,2.0,2.0,8.0,253.0,17.0,2.0,,4.0,,18.0,,38.0,,1.0,,0.0,,,,2.0,,,,,,,1.0,,,1.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
