liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off
Concacaf_Concacaf_Champions_Cup,2015-2016,W Connection FC,akm3d6i87d7txxinml69jx32t,A. Andrews,Attacker,17.0,3,0,0,0,0,0,1,2
Concacaf_Concacaf_Champions_Cup,2015-2016,W Connection FC,9xgy4pzbc717eynmza0henget,J. Archibald,Goalkeeper,18.0,4,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2015-2016,W Connection FC,bh39imtr68lsg0zos5q62xlg5,G. Williams,Defender,3.0,2,0,1,2,1,1,0,0
Concacaf_Concacaf_Champions_Cup,2015-2016,W Connection FC,8261jdlkzkhtc594lbrdkq21h,N. Benjamin,Attacker,11.0,3,0,0,0,0,0,3,0
Concacaf_Concacaf_Champions_Cup,2015-2016,W Connection FC,6agnvssmgbjvw4rh5ejmf3h7t,J. Charles,Attacker,20.0,2,0,0,0,0,0,1,0
Concacaf_Concacaf_Champions_Cup,2015-2016,W Connection FC,ainrnvpamzs0g1gjyvmz321ud,M. Ford,Defender,4.0,3,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2015-2016,W Connection FC,263czm4z1x66tb60ayp9ujxzp,K. Frederick,Defender,2.0,4,1,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2015-2016,W Connection FC,636nqwdkgtqfwbs7dmp89l4ut,A. Frederick,Attacker,46.0,1,0,0,0,0,0,1,0
Concacaf_Concacaf_Champions_Cup,2015-2016,W Connection FC,6yaygh8k4arkq9nqg7nbvuui1,J. Gerhardt,Midfielder,27.0,2,0,0,0,0,0,1,1
Concacaf_Concacaf_Champions_Cup,2015-2016,W Connection FC,24a2k1eq8actrhhv7avvdemz9,K. Goddard,Midfielder,23.0,2,0,0,0,0,0,0,1
Concacaf_Concacaf_Champions_Cup,2015-2016,W Connection FC,aigpzkjyja6ksrcl8dteylqs5,S. Gómez,Defender,21.0,4,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2015-2016,W Connection FC,6a6bagymcckyt43w6b31irsvd,T. Hodge,Defender,5.0,4,0,0,0,0,0,0,1
Concacaf_Concacaf_Champions_Cup,2015-2016,W Connection FC,5wwp0vvz3imr7f4gcku1gsjbp,A. Jones,Defender,16.0,4,1,2,0,0,0,0,1
Concacaf_Concacaf_Champions_Cup,2015-2016,W Connection FC,ct0cxkdsyvopvgxbwdq8uqq51,K. Joseph,Defender,13.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2015-2016,W Connection FC,5rk45p7vyuq6sxtime71n6j1l,K. Julien,Defender,35.0,1,0,0,0,0,0,1,0
Concacaf_Concacaf_Champions_Cup,2015-2016,W Connection FC,6tv41267b5pi6whbfscymliw9,T. Lewis,Goalkeeper,1.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2015-2016,W Connection FC,94dwwxwjzrtfzr63mue12iui1,S. López,Midfielder,48.0,1,0,0,0,0,0,1,0
Concacaf_Concacaf_Champions_Cup,2015-2016,W Connection FC,al7npmlzil2mrxlejbwj0p8t1,J. Mitchell,Midfielder,34.0,2,0,0,0,0,0,1,1
Concacaf_Concacaf_Champions_Cup,2015-2016,W Connection FC,945ckzgkmh6iokp6d7rpwy5lh,D. Quintero,Attacker,19.0,1,0,0,0,0,0,0,1
Concacaf_Concacaf_Champions_Cup,2015-2016,W Connection FC,91kn6e0q8ko67w38fzahkxs5x,A. Sylvester,Goalkeeper,22.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2015-2016,W Connection FC,51pi1gz80u7mgppll1l9mkout,B. Thomas,Midfielder,26.0,2,0,2,0,0,0,0,1
Concacaf_Concacaf_Champions_Cup,2015-2016,W Connection FC,ams8c7icbt7zyra1ayq35gfrp,A. Toussaint,Attacker,14.0,2,0,1,0,0,0,2,0
Concacaf_Concacaf_Champions_Cup,2015-2016,W Connection FC,bgzdbbe6b5x2xk7krohq9zu8l,C. Viveros,Defender,25.0,1,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2015-2016,W Connection FC,833qvjylqlzndaq0il8adyi1h,J. Williams,Midfielder,10.0,3,0,2,0,0,0,0,1
Concacaf_Concacaf_Champions_Cup,2015-2016,W Connection FC,dn0zqrb3tf5qro18sbzg70fdh,S. Winchester,Attacker,9.0,2,0,0,0,0,0,0,1
Concacaf_Concacaf_Champions_Cup,2015-2016,W Connection FC,69yxk09ki675kde2xwv87zpw5,D. Apai,Attacker,12.0,3,0,0,0,0,0,0,1
