dorsal,nombre,equipo,equipo_folder,liga,posicion,pais,cod_jugador,cod_equipo,cod_liga,cod_temporada,link_scoresway
17,,New York Red Bulls,New_York_Red_Bulls,Leagues Cup,Attacker,USA,105x9g9ddpx6p6lx2mmn2c86i,7k329us81r2yiw9pakgo5tp6e,9fuwphq8kvugrlc3ckm7k8wes,1t4wbissv7oqdqodsc6zpa6tw,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/teams/view/7k329us81r2yiw9pakgo5tp6e/player/view/105x9g9ddpx6p6lx2mmn2c86i
,,New York Red Bulls,New_York_Red_Bulls,Leagues Cup,Midfielder,USA,1diaoqi51gzx23j4d5f8xc8b8,7k329us81r2yiw9pakgo5tp6e,9fuwphq8kvugrlc3ckm7k8wes,1t4wbissv7oqdqodsc6zpa6tw,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/teams/view/7k329us81r2yiw9pakgo5tp6e/player/view/1diaoqi51gzx23j4d5f8xc8b8
,,New York Red Bulls,New_York_Red_Bulls,Leagues Cup,,USA,1ic88sjf4y4woogz2te5pakbu,7k329us81r2yiw9pakgo5tp6e,9fuwphq8kvugrlc3ckm7k8wes,1t4wbissv7oqdqodsc6zpa6tw,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/teams/view/7k329us81r2yiw9pakgo5tp6e/player/view/1ic88sjf4y4woogz2te5pakbu
6,,New York Red Bulls,New_York_Red_Bulls,Leagues Cup,Defender,Jamaica,1o6ncw2f6h5uodlhavzsswvrp,7k329us81r2yiw9pakgo5tp6e,9fuwphq8kvugrlc3ckm7k8wes,1t4wbissv7oqdqodsc6zpa6tw,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/teams/view/7k329us81r2yiw9pakgo5tp6e/player/view/1o6ncw2f6h5uodlhavzsswvrp
16,,New York Red Bulls,New_York_Red_Bulls,Leagues Cup,Midfielder,England,1pic8r417eldupxmh7nobfkve,7k329us81r2yiw9pakgo5tp6e,9fuwphq8kvugrlc3ckm7k8wes,1t4wbissv7oqdqodsc6zpa6tw,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/teams/view/7k329us81r2yiw9pakgo5tp6e/player/view/1pic8r417eldupxmh7nobfkve
18,,New York Red Bulls,New_York_Red_Bulls,Leagues Cup,Goalkeeper,Republic of Ireland,36p2olvqxa4r4dqiilmaqn6xh,7k329us81r2yiw9pakgo5tp6e,9fuwphq8kvugrlc3ckm7k8wes,1t4wbissv7oqdqodsc6zpa6tw,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/teams/view/7k329us81r2yiw9pakgo5tp6e/player/view/36p2olvqxa4r4dqiilmaqn6xh
30,,New York Red Bulls,New_York_Red_Bulls,Leagues Cup,Goalkeeper,USA,3o4uxnvpnf3cwjs3srwegxp90,7k329us81r2yiw9pakgo5tp6e,9fuwphq8kvugrlc3ckm7k8wes,1t4wbissv7oqdqodsc6zpa6tw,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/teams/view/7k329us81r2yiw9pakgo5tp6e/player/view/3o4uxnvpnf3cwjs3srwegxp90
47,,New York Red Bulls,New_York_Red_Bulls,Leagues Cup,Defender,USA,4xs77e574mfyhel01usnjq7e,7k329us81r2yiw9pakgo5tp6e,9fuwphq8kvugrlc3ckm7k8wes,1t4wbissv7oqdqodsc6zpa6tw,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/teams/view/7k329us81r2yiw9pakgo5tp6e/player/view/4xs77e574mfyhel01usnjq7e
,,New York Red Bulls,New_York_Red_Bulls,Leagues Cup,Defender,Colombia,5gd78gkv3k39vofarmapgeuj8,7k329us81r2yiw9pakgo5tp6e,9fuwphq8kvugrlc3ckm7k8wes,1t4wbissv7oqdqodsc6zpa6tw,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/teams/view/7k329us81r2yiw9pakgo5tp6e/player/view/5gd78gkv3k39vofarmapgeuj8
4,,New York Red Bulls,New_York_Red_Bulls,Leagues Cup,Defender,Colombia,5jqdll75iffj1cykuz06ue7ai,7k329us81r2yiw9pakgo5tp6e,9fuwphq8kvugrlc3ckm7k8wes,1t4wbissv7oqdqodsc6zpa6tw,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/teams/view/7k329us81r2yiw9pakgo5tp6e/player/view/5jqdll75iffj1cykuz06ue7ai
91,,New York Red Bulls,New_York_Red_Bulls,Leagues Cup,Midfielder,USA,5u3ohty1lsm0fn2ltez4g7o5w,7k329us81r2yiw9pakgo5tp6e,9fuwphq8kvugrlc3ckm7k8wes,1t4wbissv7oqdqodsc6zpa6tw,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/teams/view/7k329us81r2yiw9pakgo5tp6e/player/view/5u3ohty1lsm0fn2ltez4g7o5w
,,New York Red Bulls,New_York_Red_Bulls,Leagues Cup,Attacker,Canada,7pdl6jqfaq1x1trdi5k30wsus,7k329us81r2yiw9pakgo5tp6e,9fuwphq8kvugrlc3ckm7k8wes,1t4wbissv7oqdqodsc6zpa6tw,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/teams/view/7k329us81r2yiw9pakgo5tp6e/player/view/7pdl6jqfaq1x1trdi5k30wsus
13,,New York Red Bulls,New_York_Red_Bulls,Leagues Cup,Attacker,Belgium,7vv4ef3y8swdekozwaent3ai1,7k329us81r2yiw9pakgo5tp6e,9fuwphq8kvugrlc3ckm7k8wes,1t4wbissv7oqdqodsc6zpa6tw,https://www.scoresway.com/en_GB/soccer/leagues-cup-2023/1t4wbissv7oqdqodsc6zpa6tw/teams/view/7k329us81r2yiw9pakgo5tp6e/player/view/7vv4ef3y8swdekozwaent3ai1
