liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Successful Launches,Goals,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Penalties Taken,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Penalty Goals,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Penalties Conceded,Own Goal Scored,Clearances Off the Line,Headed Goals,Total Red Cards,Straight Red Cards,Saves Made,GK Successful Distribution,Crosses not Claimed,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Foul Won Penalty,Set Pieces Goals,Penalties Saved,Saves from Penalty,Last Man Tackle,Red Cards - 2nd Yellow,Penalties Off Target,Other Goals,Second Goal Assists,Penalty Goals Conceded,Times Tackled,Home Goals,Away Goals,Winning Goal
USA_MLS,2016,Columbus Crew,cbw92qrdwycht8nkkdu4j4kph,H. Afful,Defender,25,111.0,6.0,2567.0,265.0,,,13.0,3.0,3.0,1495.0,31.0,313.0,27.0,646.0,36.0,1.0,75.0,19.0,21.0,5.0,16.0,552.0,597.0,57.0,214.0,1505.0,6.0,27.0,32.0,1121.0,32.0,34.0,289.0,,41.0,27.0,316.0,6.0,33.0,201.0,30.0,43.0,84.0,2378.0,,30.0,18.0,1.0,216.0,2.0,438.0,73.0,62.0,127.0,13.0,,95.0,27.0,21.0,18.0,26.0,250.0,45.0,37.0,,111.0,30.0,,1.0,3.0,3.0,107.0,713.0,1.0,,1206.0,1216.0,34.0,8.0,,3.0,,1.0,42.0,123.0,15.0,76.0,109.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Columbus Crew,4qzgw3jfdh34j0wbhrwd2yhud,C. Ashe,Defender,3,42.0,,1214.0,117.0,4.0,1.0,2.0,,,510.0,8.0,108.0,12.0,253.0,15.0,1.0,28.0,6.0,2.0,6.0,3.0,209.0,184.0,23.0,68.0,521.0,9.0,7.0,6.0,398.0,18.0,2.0,96.0,,202.0,11.0,107.0,2.0,24.0,33.0,14.0,19.0,31.0,873.0,,18.0,5.0,3.0,70.0,,185.0,15.0,33.0,50.0,,,27.0,12.0,18.0,3.0,6.0,76.0,28.0,24.0,,42.0,18.0,,1.0,1.0,1.0,23.0,26.0,,,414.0,425.0,6.0,2.0,,1.0,,,16.0,26.0,7.0,21.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Columbus Crew,42w6z6waf5m9y58wl5ap8gted,C. Barson,Defender,21,2.0,,326.0,14.0,4.0,,1.0,,,177.0,1.0,18.0,,53.0,6.0,,8.0,1.0,,3.0,7.0,43.0,103.0,7.0,16.0,180.0,,4.0,3.0,148.0,8.0,,24.0,,55.0,1.0,16.0,,6.0,8.0,3.0,1.0,10.0,261.0,,7.0,1.0,3.0,21.0,,73.0,1.0,100.0,20.0,,,8.0,,5.0,5.0,,33.0,15.0,11.0,,2.0,7.0,,,,,6.0,34.0,,,153.0,156.0,12.0,,,,,,4.0,13.0,3.0,12.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Columbus Crew,50arpsced14ecvl5wj4g2znpx,C. Casey,Forward,27,,,35.0,,4.0,,,,,9.0,1.0,1.0,,7.0,,,1.0,,,2.0,1.0,4.0,,,3.0,11.0,,2.0,1.0,7.0,,,4.0,,5.0,1.0,3.0,,,1.0,,1.0,1.0,12.0,,4.0,,,3.0,,5.0,1.0,1.0,1.0,,,,,,,,4.0,,2.0,,,4.0,,,,,2.0,,,,5.0,7.0,1.0,,,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Columbus Crew,2064tn0xmtvyqn799kddgrnpx,S. Clark,Goalkeeper,1,,,2880.0,,,,58.0,,,563.0,,,,83.0,116.0,1.0,233.0,,,9.0,1.0,269.0,584.0,1.0,16.0,916.0,,,1.0,439.0,42.0,,249.0,,172.0,,165.0,,,307.0,32.0,1.0,84.0,1319.0,,32.0,,,6.0,,532.0,,64.0,12.0,,,228.0,,2.0,8.0,,15.0,28.0,51.0,,,32.0,,,,,2.0,212.0,,,452.0,667.0,9.0,8.0,,,,,1.0,3.0,,5.0,4.0,,,,,,,112.0,351.0,1.0,15.0,3.0,2.0,17.0,35.0,36.0,77.0,5.0,11.0,96.0,,,1.0,1.0,,,,,,,,,,
USA_MLS,2016,Columbus Crew,42xbviu1celrq1fh9ci55zphx,D. Duka,Midfielder,5,5.0,2.0,604.0,1.0,10.0,6.0,,1.0,1.0,231.0,5.0,59.0,4.0,143.0,1.0,,6.0,3.0,6.0,1.0,6.0,101.0,56.0,12.0,34.0,235.0,5.0,7.0,5.0,184.0,11.0,13.0,40.0,1.0,73.0,13.0,51.0,1.0,1.0,23.0,5.0,8.0,4.0,349.0,10.0,15.0,2.0,1.0,50.0,,54.0,22.0,85.0,21.0,7.0,,11.0,3.0,3.0,1.0,5.0,57.0,1.0,12.0,,15.0,15.0,9.0,2.0,,1.0,30.0,49.0,1.0,,191.0,195.0,7.0,,,1.0,,,7.0,36.0,5.0,2.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Columbus Crew,e6iefbralp7fndpuoaatzfpat,E. Finlay,Midfielder,13,50.0,22.0,2462.0,14.0,7.0,15.0,1.0,6.0,5.0,580.0,31.0,142.0,15.0,318.0,4.0,2.0,15.0,14.0,14.0,9.0,26.0,351.0,151.0,34.0,117.0,586.0,9.0,18.0,13.0,443.0,39.0,36.0,132.0,,79.0,28.0,154.0,10.0,1.0,98.0,27.0,35.0,30.0,1038.0,6.0,34.0,12.0,,188.0,,138.0,148.0,47.0,80.0,22.0,,11.0,15.0,23.0,10.0,49.0,224.0,8.0,48.0,1.0,52.0,34.0,2.0,1.0,3.0,5.0,118.0,227.0,6.0,1.0,448.0,454.0,36.0,5.0,,6.0,1.0,1.0,29.0,144.0,5.0,20.0,70.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
USA_MLS,2016,Columbus Crew,9dba8to216upd49xlir2i4d05,W. Francis,Defender,14,35.0,3.0,1233.0,98.0,6.0,,4.0,,,566.0,11.0,147.0,7.0,250.0,25.0,2.0,35.0,6.0,1.0,5.0,14.0,209.0,232.0,39.0,75.0,585.0,2.0,18.0,3.0,461.0,22.0,2.0,110.0,,218.0,10.0,100.0,3.0,14.0,53.0,13.0,21.0,47.0,938.0,,19.0,9.0,3.0,93.0,,206.0,9.0,28.0,67.0,1.0,,14.0,7.0,9.0,16.0,5.0,123.0,25.0,27.0,,37.0,19.0,,2.0,,3.0,42.0,14.0,,,457.0,475.0,30.0,2.0,,3.0,,,30.0,56.0,9.0,38.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Columbus Crew,7nofrmk5mdx3f42trmq3tkiqd,F. Higuaín,Midfielder,10,18.0,5.0,1607.0,11.0,2.0,22.0,1.0,4.0,4.0,999.0,12.0,211.0,23.0,623.0,3.0,,47.0,10.0,21.0,6.0,3.0,391.0,221.0,17.0,167.0,1035.0,9.0,10.0,16.0,753.0,22.0,35.0,214.0,17.0,246.0,48.0,262.0,10.0,3.0,67.0,18.0,18.0,33.0,1398.0,77.0,20.0,2.0,,126.0,,379.0,44.0,59.0,59.0,14.0,2.0,68.0,4.0,23.0,3.0,15.0,132.0,1.0,28.0,,81.0,20.0,51.0,3.0,1.0,2.0,70.0,199.0,4.0,1.0,792.0,821.0,6.0,3.0,3.0,2.0,1.0,17.0,12.0,73.0,5.0,8.0,56.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
USA_MLS,2016,Columbus Crew,6k9hinfk6da6yopmrm7jk7b9x,A. Jahn,Forward,12,2.0,5.0,554.0,,18.0,4.0,,6.0,5.0,144.0,6.0,31.0,1.0,72.0,1.0,,3.0,1.0,12.0,3.0,36.0,87.0,30.0,6.0,50.0,154.0,1.0,12.0,3.0,100.0,12.0,20.0,53.0,,41.0,1.0,45.0,3.0,,16.0,4.0,2.0,10.0,251.0,,22.0,5.0,,37.0,,44.0,46.0,96.0,47.0,8.0,,1.0,1.0,5.0,33.0,,106.0,8.0,15.0,1.0,2.0,22.0,,3.0,,,23.0,38.0,6.0,,91.0,101.0,69.0,1.0,1.0,,,,5.0,59.0,1.0,5.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
