liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Own Goal Scored,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Unsuccessful Passes Opposition Half,Recoveries,Starts,Unsuccessful Passes Own Half,Touches,Appearances,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Launches,Shots Off Target (inc woodwork),Total Fouls Conceded,Total Shots,PutThrough/Blocked Distribution,Foul Attempted Tackle,Blocks,Total Touches In Opposition Box,Shots On Target ( inc goals ),Attempts from Set Pieces,Substitute On,Goals,Right Foot Goals,Yellow Cards,Goals from Inside Box,Assists (Intentional),Goal Assists,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Substitute Off,Key Passes (Attempt Assists),Unsuccessful Dribbles,Unsuccessful Crosses & Corners,Corners Won,Goals from Outside Box,Penalties Taken,Penalty Goals,Corners Taken (incl short corners),Unsuccessful Corners into Box,Saves Made,GK Successful Distribution,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Goalkeeper Smother,Successful Lay-offs,Total Red Cards,Blocked Shots,Straight Red Cards,Foul Won Penalty,Throw Ins to Opposition Player,Goals Conceded Outside Box,Clean Sheets,Successful Crosses & Corners,Successful Crosses open play,Left Foot Goals,Offsides,Handballs conceded,Hit Woodwork,Unsuccessful lay-offs,Punches,Catches,Saves Made from Outside Box,Through balls,Successful Corners into Box,Saves made - parried,Penalty Goals Conceded,Drops,Penalties Faced,Headed Goals,Penalties Conceded,Second Goal Assists,Red Cards - 2nd Yellow
Concacaf_Leagues_Cup_2019_2022,2019,Los Angeles Galaxy,4051hgvu9v8jnu9rbbd0pr9bd,U. Antuna,Forward,18,10.0,,3.0,2.0,2.0,,,,1.0,2.0,1.0,,,3.0,,3.0,,,1.0,2.0,1.0,,,6.0,1.0,2.0,,10.0,1.0,,1.0,,3.0,,,1.0,1.0,,3.0,3.0,1.0,,2.0,,,1.0,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,2.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Los Angeles Galaxy,5rslwexx17p7hqwp9p3vgcxuy,J. Araujo,Defender,22,89.0,8.0,30.0,2.0,10.0,3.0,4.0,,1.0,21.0,11.0,3.0,7.0,32.0,,19.0,2.0,11.0,,9.0,9.0,1.0,3.0,63.0,1.0,10.0,26.0,10.0,5.0,2.0,1.0,1.0,12.0,2.0,2.0,1.0,6.0,4.0,20.0,21.0,2.0,3.0,7.0,,1.0,4.0,,,2.0,1.0,2.0,1.0,1.0,,1.0,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,1.0
Concacaf_Leagues_Cup_2019_2022,2019,Los Angeles Galaxy,cqx2x7351ie20giqha8hd5djp,D. Bingham,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Los Angeles Galaxy,6vd4rxmqub05u2dtduy028fyt,E. Boateng,Forward,24,90.0,,19.0,8.0,8.0,2.0,2.0,,2.0,8.0,8.0,3.0,3.0,20.0,,14.0,2.0,5.0,2.0,2.0,5.0,1.0,3.0,35.0,1.0,8.0,2.0,10.0,6.0,1.0,2.0,1.0,11.0,1.0,2.0,1.0,3.0,8.0,14.0,15.0,3.0,2.0,5.0,1.0,2.0,5.0,,,3.0,1.0,2.0,2.0,,4.0,1.0,,,1.0,,,1.0,,,,,,2.0,,,1.0,,,,,,,,,,,,2.0,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Los Angeles Galaxy,61fjyclc80jqcemkibgaffvmd,S. Carrasco,Midfielder,6,158.0,,65.0,7.0,19.0,1.0,4.0,,3.0,22.0,29.0,8.0,15.0,67.0,,45.0,2.0,19.0,16.0,14.0,6.0,2.0,5.0,95.0,2.0,18.0,30.0,10.0,13.0,3.0,3.0,3.0,24.0,5.0,4.0,2.0,8.0,14.0,46.0,48.0,6.0,2.0,11.0,6.0,4.0,10.0,,,3.0,,2.0,2.0,3.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Los Angeles Galaxy,c1pfk47z2ozitpqhxmbe98jbp,Joe Corona,Midfielder,14,90.0,,42.0,6.0,12.0,2.0,3.0,,1.0,13.0,22.0,5.0,5.0,42.0,,33.0,,8.0,7.0,7.0,10.0,1.0,2.0,68.0,1.0,14.0,18.0,10.0,10.0,1.0,3.0,2.0,17.0,2.0,2.0,1.0,6.0,11.0,34.0,34.0,3.0,3.0,7.0,2.0,7.0,8.0,,,,,3.0,,,,,,,,,,,,,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Los Angeles Galaxy,7lzda1yh1eixs7rqn46y1ulpm,E. Cuello,Midfielder,27,170.0,,56.0,15.0,26.0,,3.0,,1.0,23.0,18.0,1.0,10.0,57.0,2.0,42.0,2.0,13.0,21.0,6.0,14.0,2.0,7.0,82.0,2.0,10.0,14.0,10.0,4.0,2.0,1.0,,11.0,,4.0,2.0,6.0,7.0,43.0,44.0,1.0,,7.0,1.0,4.0,4.0,,,2.0,1.0,5.0,2.0,,2.0,1.0,,,1.0,,,,,,,3.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Los Angeles Galaxy,2v5j1i5ae9fnciilwy3op8and,N. DePuy,Defender,62,90.0,,35.0,,10.0,3.0,4.0,,2.0,7.0,19.0,,2.0,35.0,,27.0,,6.0,9.0,4.0,4.0,1.0,2.0,44.0,1.0,,18.0,10.0,2.0,2.0,,2.0,4.0,5.0,2.0,1.0,,8.0,29.0,29.0,4.0,,2.0,,1.0,,,2.0,,2.0,,,,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Los Angeles Galaxy,5h4u3lqd2vmi373fi8ajsaimt,G. González,Defender,21,180.0,,63.0,6.0,12.0,8.0,12.0,,3.0,14.0,39.0,1.0,2.0,65.0,,46.0,2.0,14.0,9.0,11.0,3.0,2.0,3.0,90.0,2.0,1.0,29.0,10.0,4.0,5.0,,3.0,7.0,15.0,4.0,2.0,,21.0,50.0,51.0,6.0,1.0,3.0,,4.0,1.0,,,,,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Los Angeles Galaxy,q6oknwwfzuwntfpan8cbrp0q,T. Hillard-Arce,Defender,20,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,10.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
