liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Own Goal Scored,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Unsuccessful Passes Opposition Half,Recoveries,Starts,Unsuccessful Passes Own Half,Touches,Appearances,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Launches,Shots Off Target (inc woodwork),Total Fouls Conceded,Total Shots,PutThrough/Blocked Distribution,Foul Attempted Tackle,Blocks,Total Touches In Opposition Box,Shots On Target ( inc goals ),Attempts from Set Pieces,Substitute On,Goals,Right Foot Goals,Yellow Cards,Goals from Inside Box,Assists (Intentional),Goal Assists,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Substitute Off,Key Passes (Attempt Assists),Unsuccessful Dribbles,Unsuccessful Crosses & Corners,Corners Won,Goals from Outside Box,Penalties Taken,Penalty Goals,Corners Taken (incl short corners),Unsuccessful Corners into Box,Saves Made,GK Successful Distribution,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Goalkeeper Smother,Successful Lay-offs,Total Red Cards,Blocked Shots,Straight Red Cards,Foul Won Penalty,Throw Ins to Opposition Player,Goals Conceded Outside Box,Clean Sheets,Successful Crosses & Corners,Successful Crosses open play,Left Foot Goals,Offsides,Handballs conceded,Hit Woodwork,Unsuccessful lay-offs,Punches,Catches,Saves Made from Outside Box,Through balls,Successful Corners into Box,Saves made - parried,Penalty Goals Conceded,Drops,Penalties Faced,Headed Goals,Penalties Conceded,Second Goal Assists,Red Cards - 2nd Yellow
Concacaf_Leagues_Cup_2019_2022,2019,Los Angeles Galaxy,d9to3m6rhm58ea6wei809jpih,K. Koreniuk,Forward,52,62.0,,8.0,4.0,4.0,,,,1.0,7.0,3.0,1.0,1.0,8.0,,7.0,2.0,1.0,,1.0,4.0,1.0,,17.0,1.0,7.0,4.0,10.0,2.0,,1.0,,8.0,,2.0,1.0,5.0,,7.0,7.0,1.0,1.0,6.0,,,2.0,,,2.0,,,,,1.0,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Los Angeles Galaxy,9uty4a8ww9ce7ydjgp9z78set,M. Lampson,Goalkeeper,28,180.0,,19.0,,15.0,10.0,22.0,,,23.0,16.0,,,53.0,,10.0,2.0,22.0,4.0,19.0,15.0,2.0,3.0,70.0,2.0,1.0,45.0,10.0,1.0,21.0,1.0,,1.0,1.0,4.0,2.0,,4.0,14.0,31.0,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,23.0,2.0,,10.0,,,,,,,,2.0,,,,,,,,,,,2.0,,,1.0,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Los Angeles Galaxy,7shrs6664saem601vmahjw7h1,S. Lletget,Midfielder,17,22.0,,13.0,1.0,9.0,,,,,1.0,5.0,,1.0,15.0,,10.0,,1.0,8.0,,1.0,,1.0,18.0,1.0,1.0,2.0,10.0,1.0,4.0,1.0,,1.0,,,1.0,,4.0,12.0,14.0,,,,,1.0,1.0,1.0,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Los Angeles Galaxy,1k1avngdg4brqrwwa52ewiuvp,D. Polenta,Defender,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Los Angeles Galaxy,erg5221cj47yu7qfdenzkuuad,C. Pontius,Midfielder,12,90.0,,18.0,8.0,9.0,,,,4.0,11.0,6.0,1.0,6.0,21.0,,15.0,,6.0,3.0,5.0,3.0,1.0,1.0,32.0,1.0,4.0,5.0,10.0,9.0,,1.0,8.0,16.0,1.0,2.0,1.0,3.0,5.0,12.0,15.0,12.0,,7.0,1.0,,1.0,,,2.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Los Angeles Galaxy,49hih9ka1cljgkihamec6b17t,D. Romney,Defender,4,180.0,7.0,52.0,5.0,16.0,1.0,3.0,,1.0,13.0,28.0,,9.0,56.0,,40.0,2.0,12.0,27.0,7.0,4.0,2.0,6.0,80.0,2.0,1.0,19.0,10.0,3.0,4.0,,3.0,5.0,8.0,4.0,2.0,1.0,5.0,42.0,44.0,4.0,,2.0,,2.0,,3.0,1.0,1.0,2.0,1.0,,,2.0,1.0,,,1.0,,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,
Concacaf_Leagues_Cup_2019_2022,2019,Los Angeles Galaxy,b7rzmi4a4b6mpiwumu8of5ql1,J. Skjelvik,Defender,16,90.0,5.0,28.0,3.0,5.0,1.0,1.0,,1.0,10.0,17.0,,6.0,29.0,,20.0,2.0,7.0,10.0,6.0,11.0,1.0,3.0,44.0,1.0,4.0,15.0,10.0,2.0,2.0,1.0,1.0,6.0,1.0,2.0,1.0,3.0,1.0,21.0,22.0,2.0,,4.0,,,1.0,2.0,,3.0,,,1.0,1.0,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Los Angeles Galaxy,1zt4jb3cd9yqr3sr9mlajdnth,D. Steres,Defender,5,90.0,6.0,25.0,3.0,4.0,2.0,2.0,,,14.0,11.0,1.0,8.0,25.0,,13.0,,10.0,1.0,9.0,3.0,1.0,3.0,42.0,1.0,4.0,12.0,10.0,3.0,2.0,,2.0,6.0,3.0,2.0,1.0,3.0,9.0,15.0,15.0,2.0,1.0,3.0,,,1.0,,,3.0,1.0,,1.0,,1.0,1.0,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Los Angeles Galaxy,41sjmbivftzl8asvfssxahene,A. Tchilao,Midfielder,30,28.0,,3.0,1.0,2.0,,,,1.0,2.0,1.0,2.0,,3.0,,3.0,,,,,1.0,,,10.0,1.0,9.0,,10.0,4.0,,2.0,,10.0,,,1.0,5.0,2.0,3.0,3.0,1.0,,6.0,2.0,1.0,4.0,,,2.0,,,2.0,,1.0,,,1.0,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Los Angeles Galaxy,k3rif7polxoazy70fu2013op,E. Zubak,Forward,29,110.0,,18.0,8.0,6.0,,,,6.0,17.0,6.0,1.0,9.0,21.0,1.0,11.0,2.0,9.0,3.0,8.0,2.0,1.0,1.0,34.0,2.0,10.0,6.0,10.0,5.0,1.0,,3.0,19.0,,2.0,2.0,8.0,4.0,9.0,12.0,9.0,,14.0,1.0,,2.0,,1.0,2.0,1.0,1.0,,,5.0,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Los Angeles Galaxy,9l0pu2uhhuk530in874uj250p,J. Vom Steeg,Goalkeeper,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Los Angeles Galaxy,bnlubsib3z6lqaqcyc98lx9be,Efraín Álvarez,Midfielder,26,180.0,,55.0,13.0,23.0,1.0,5.0,,2.0,33.0,19.0,3.0,15.0,59.0,2.0,33.0,2.0,20.0,5.0,24.0,7.0,2.0,3.0,89.0,2.0,17.0,27.0,10.0,7.0,6.0,2.0,,19.0,2.0,4.0,2.0,10.0,14.0,37.0,39.0,2.0,,12.0,3.0,,7.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,1.0,1.0,1.0,1.0,,5.0,3.0,7.0,2.0,,,,7.0,4.0,,,,,,,1.0,,,,,,2.0,,3.0,,,,,,1.0,,,,,3.0,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Los Angeles Galaxy,3xhgl0jho5nc3wwty990uwlw5,F. Álvarez,Midfielder,11,69.0,,46.0,9.0,20.0,,,,3.0,20.0,12.0,1.0,14.0,46.0,2.0,30.0,,14.0,9.0,12.0,7.0,1.0,3.0,62.0,1.0,12.0,18.0,10.0,9.0,2.0,1.0,5.0,20.0,1.0,2.0,1.0,8.0,10.0,32.0,32.0,8.0,1.0,11.0,,1.0,4.0,,,3.0,,3.0,2.0,,1.0,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,
