liga,temporada,equipo,id,nombre,posicion,dorsal,PutThrough/Blocked Distribution,Successful Lay-offs,Successful Passes Own Half,Starts,Successful Short Passes,Touches,Total Fouls Conceded,Duels won,Duels lost,Tackles Won,Total Tackles,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots Off Target (inc woodwork),Interceptions,Shots On Target ( inc goals ),Successful Long Passes,PutThrough/Blocked Distribution Won,Unsuccessful Passes Own Half,Total Clearances,Goals,Successful Crosses open play,Total Losses Of Possession,Substitute Off,Offsides,Aerial Duels won,Clean Sheets,Blocked Shots,Goals from Inside Box,Unsuccessful Crosses & Corners,Ground Duels won,Backward Passes,Tackles Lost,Handballs conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Unsuccessful Dribbles,Total Shots,Unsuccessful Passes Opposition Half,Goals Conceded Outside Box,Aerial Duels lost,Successful Passes Opposition Half,Unsuccessful lay-offs,Throw Ins to Own Player,Leftside Passes,Goals Conceded Inside Box,Key Passes (Attempt Assists),Goals Conceded,Total Touches In Opposition Box,Unsuccessful Crosses open play,Appearances,Blocks,GK Successful Distribution,Yellow Cards,Open Play Passes,Times Tackled,Ground Duels lost,Right Foot Goals,Rightside Passes,Unsuccessful Long Passes,Forward Passes,Successful Crosses & Corners,Successful Dribbles,Unsuccessful Launches,Successful Open Play Passes,Headed Goals,Time Played,Goal Kicks,Duels,Recoveries,Unsuccessful Short Passes,Substitute On,Total Fouls Won,Foul Attempted Tackle,Total Passes,Corners Won,Games Played,Penalty Goals Conceded,Index,Aerial Duels,Ground Duels,Home Goals,Away Goals,Winning Goal,Foul Won Penalty,Throw Ins to Opposition Player,Total Red Cards,Red Cards - 2nd Yellow,Successful Launches,Straight Red Cards,Overruns,Hit Woodwork,Penalties Conceded,Attempts from Set Pieces,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Corners into Box,Assists (Intentional),Goal Assists,Goals from Outside Box,Penalties Faced,Saves Made,Catches,Saves Made from Inside Box,GK Unsuccessful Distribution,Saves Made from Outside Box,Left Foot Goals,Through balls,Last Player Tackle,Second Goal Assists,Penalties Taken,Penalty Goals,Goalkeeper Smother,Saves from Penalty,Penalties Saved,Saves made - parried,Punches,Drops,Clearances Off the Line,Own Goal Scored,Saves made - caught,Crosses not Claimed,Penalties Off Target,Set Pieces Goals
Mexico_Liga_MX,2024-2025,CF Cruz Azul,4051hgvu9v8jnu9rbbd0pr9bd,U. Antuna,Forward,7,15.0,3.0,47.0,7.0,184.0,383.0,7.0,29.0,27.0,3.0,9.0,47.0,4.0,3.0,8.0,7.0,6.0,8.0,4.0,,13.0,109.0,7.0,9.0,6.0,,,,30.0,23.0,79.0,6.0,1.0,191.0,7.0,12.0,69.0,1.0,9.0,158.0,,4.0,83.0,6.0,15.0,7.0,43.0,30.0,17.0,,,1.0,237.0,10.0,18.0,,32.0,3.0,44.0,14.0,2.0,1.0,190.0,,710.0,,56.0,26.0,44.0,10.0,12.0,5.0,238.0,7.0,17.0,,10.0,15.0,41.0,,,0.0,1.0,,,,,,1.0,1.0,,,2.0,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,CF Cruz Azul,4bu8bqzxm7q5uos3ucxgtsag9,C. Cándido,Defender,13,9.0,2.0,46.0,1.0,100.0,236.0,4.0,18.0,13.0,10.0,12.0,43.0,3.0,3.0,1.0,12.0,3.0,12.0,5.0,,2.0,55.0,,2.0,1.0,,3.0,,5.0,17.0,20.0,2.0,1.0,112.0,,4.0,36.0,1.0,2.0,68.0,,24.0,3.0,2.0,5.0,3.0,8.0,5.0,12.0,1.0,,,152.0,3.0,11.0,,68.0,14.0,64.0,2.0,5.0,4.0,109.0,,228.0,,31.0,16.0,29.0,11.0,,1.0,155.0,1.0,12.0,,10.0,3.0,28.0,,,0.0,,1.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,CF Cruz Azul,7ka0c0gm382nt1vhccu787g15,W. Ditta,Defender,4,16.0,2.0,771.0,21.0,1176.0,1683.0,24.0,76.0,73.0,18.0,31.0,160.0,6.0,15.0,2.0,100.0,11.0,57.0,50.0,,3.0,198.0,,,31.0,11.0,5.0,,1.0,45.0,131.0,13.0,,1276.0,6.0,8.0,104.0,4.0,25.0,508.0,,25.0,612.0,15.0,7.0,19.0,19.0,1.0,21.0,12.0,,5.0,1407.0,13.0,48.0,,241.0,60.0,452.0,3.0,7.0,31.0,1247.0,,1890.0,,149.0,111.0,100.0,,7.0,12.0,1436.0,5.0,21.0,2.0,10.0,56.0,93.0,,,0.0,,,,,12.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
Mexico_Liga_MX,2024-2025,CF Cruz Azul,64p7y8y2gxzz8fmunj9lcj2s5,L. Faravelli,Midfielder,8,19.0,13.0,253.0,17.0,568.0,874.0,19.0,50.0,59.0,21.0,29.0,81.0,7.0,10.0,9.0,28.0,12.0,8.0,,5.0,2.0,143.0,13.0,,,1.0,5.0,4.0,9.0,50.0,130.0,8.0,1.0,596.0,5.0,16.0,82.0,3.0,5.0,345.0,,11.0,189.0,10.0,7.0,13.0,38.0,8.0,18.0,,,4.0,663.0,24.0,54.0,5.0,181.0,22.0,177.0,2.0,9.0,5.0,582.0,,1317.0,,109.0,69.0,59.0,1.0,12.0,14.0,677.0,9.0,18.0,,10.0,5.0,104.0,3.0,2.0,2.0,,1.0,,,1.0,,1.0,,,,3.0,1.0,,1.0,1.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,CF Cruz Azul,bc4lkvpu7xma5dejq23ikv1ed,G. Fernández,Forward,21,1.0,,1.0,,7.0,37.0,,12.0,3.0,2.0,4.0,4.0,3.0,,3.0,,,1.0,,2.0,,11.0,1.0,2.0,5.0,,4.0,2.0,1.0,7.0,3.0,2.0,,7.0,,6.0,4.0,,3.0,6.0,,,,2.0,1.0,2.0,14.0,1.0,5.0,,,,11.0,,,1.0,6.0,,2.0,,1.0,,7.0,1.0,79.0,,15.0,2.0,4.0,5.0,2.0,,11.0,1.0,5.0,1.0,10.0,8.0,7.0,2.0,0.0,0.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,CF Cruz Azul,2yb5ohfkaeqz1fj4yecac7tp0,B. Gamboa,Forward,41,,,,,,9.0,,,2.0,,,4.0,,,1.0,,,1.0,,1.0,,8.0,,,,,,1.0,,,1.0,,,,,1.0,3.0,,2.0,,1.0,,,,,,1.0,,1.0,,,,4.0,,,1.0,1.0,,2.0,,,,,,10.0,,2.0,,4.0,1.0,,,4.0,,1.0,,10.0,2.0,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,CF Cruz Azul,5yc9y7f8aoxptz1o4ieu22ezu,A. García,Midfielder,17,1.0,,3.0,,9.0,15.0,3.0,1.0,4.0,,,3.0,,,,,,,2.0,,,3.0,,,,,,,,1.0,1.0,,,9.0,,,3.0,,1.0,6.0,,,2.0,,,,,,3.0,,,1.0,12.0,,3.0,,5.0,1.0,4.0,,,,9.0,,12.0,,5.0,1.0,2.0,3.0,1.0,2.0,12.0,,3.0,,10.0,1.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,CF Cruz Azul,35qgvl9ukqvibir1nohf8jhbe,J. García,Defender,200,2.0,,8.0,,20.0,44.0,1.0,3.0,5.0,1.0,1.0,5.0,,3.0,,2.0,1.0,,1.0,,,10.0,,1.0,,,,,1.0,3.0,3.0,,,22.0,1.0,,6.0,,,14.0,,1.0,10.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,,1.0,27.0,3.0,5.0,,5.0,1.0,9.0,,,1.0,22.0,,81.0,,8.0,5.0,4.0,4.0,2.0,1.0,27.0,,4.0,,10.0,,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,CF Cruz Azul,84aebyqt0y9r2jjml4u1z0ij9,G. Giakoumakis,Forward,11,16.0,12.0,33.0,12.0,103.0,291.0,21.0,45.0,61.0,3.0,4.0,35.0,15.0,4.0,11.0,9.0,11.0,3.0,1.0,7.0,,83.0,11.0,5.0,20.0,,10.0,7.0,1.0,25.0,50.0,1.0,,112.0,2.0,26.0,33.0,4.0,23.0,79.0,3.0,,26.0,8.0,6.0,12.0,53.0,1.0,17.0,2.0,,3.0,132.0,18.0,38.0,2.0,45.0,5.0,26.0,,2.0,2.0,97.0,4.0,898.0,,106.0,12.0,30.0,5.0,19.0,12.0,147.0,11.0,17.0,,10.0,43.0,63.0,4.0,3.0,1.0,1.0,,,,,,1.0,1.0,,,,,,1.0,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,CF Cruz Azul,d35wc44m5l0437fxr39o4ss15,A. Gudiño,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
