liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Appearances,Leftside Passes,Total Passes,Unsuccessful Short Passes,Total Losses Of Possession,Forward Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Open Play Passes,Rightside Passes,Successful Passes Own Half,Unsuccessful Long Passes,Open Play Passes,Starts,Total Successful Passes ( Excl Crosses & Corners ) ,Time Played,Saves Made from Inside Box,Total Clearances,Touches,Index,Penalties Faced,Punches,Recoveries,Unsuccessful Passes Own Half,Goals Conceded,Saves Made from Outside Box,Successful Short Passes,Goals Conceded Inside Box,Saves Made,Unsuccessful Passes Opposition Half,GK Successful Distribution,Unsuccessful Launches,Penalty Goals Conceded,Saves made - parried,Home Goals,Away Goals,Winning Goal,Total Tackles,Foul Attempted Tackle,Ground Duels,Duels,Successful Passes Opposition Half,Times Tackled,Unsuccessful Dribbles,PutThrough/Blocked Distribution Won,Duels won,Ground Duels won,Duels lost,Successful Dribbles,Tackles Won,Total Fouls Won,Total Fouls Conceded,Ground Duels lost,Backward Passes,PutThrough/Blocked Distribution,Successful Long Passes,Aerial Duels,Interceptions,Aerial Duels lost,Throw Ins to Own Player,Aerial Duels won,Handballs conceded,Unsuccessful lay-offs,Throw Ins to Opposition Player,Tackles Lost,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Total Touches In Opposition Box,Successful Launches,Blocks,Penalties Conceded,Offsides,Blocked Shots,Key Passes (Attempt Assists),Right Foot Goals,Total Shots,Shots On Target ( inc goals ),Goals from Inside Box,GK Unsuccessful Distribution,Successful Crosses & Corners,Successful Lay-offs,Successful Crosses open play,Shots Off Target (inc woodwork),Goals from Outside Box,Assists (Intentional),Attempts from Set Pieces,Corners Won,Left Foot Goals,Overruns,Goal Assists,Clean Sheets,Goalkeeper Smother,Saves made - caught,Goal Kicks,Drops,Catches,Unsuccessful Corners into Box,Corners Taken (incl short corners),Headed Goals,Hit Woodwork,Foul Won Penalty,Successful Corners into Box,Penalties Taken,Penalty Goals,Through balls,Second Goal Assists,Saves from Penalty,Penalties Saved,Goals Conceded Outside Box,Own Goal Scored,Clearances Off the Line,Penalties Off Target,Set Pieces Goals
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Aruba,8vo3mefev9tzcs7jn9yvep2vp,E. Abdul,Goalkeeper,0.0,1.0,,,,,,,,1.0,10.0,31.0,1.0,5.0,7.0,4.0,9.0,14.0,27.0,3.0,13.0,1.0,27.0,90.0,4.0,2.0,45.0,25.0,1.0,1.0,5.0,3.0,7.0,2.0,27.0,7.0,6.0,1.0,21.0,2.0,1.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Aruba,9bumd4phfev1nu92gtu5g4gve,G. Baez,Goalkeeper,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Aruba,a0c1yqvs6ick342wd349pa489,W. Bennett,Midfielder,0.0,1.0,,,,,,,1.0,1.0,3.0,11.0,2.0,6.0,3.0,2.0,6.0,2.0,6.0,,8.0,1.0,9.0,89.0,,1.0,26.0,21.0,,,4.0,1.0,7.0,,9.0,7.0,,1.0,,,1.0,,0.0,0.0,0.0,2.0,1.0,12.0,12.0,3.0,2.0,2.0,2.0,8.0,8.0,4.0,1.0,2.0,5.0,1.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Aruba,dntoxsmdjnpozfpf71tbci54a,D. Bäly,Defender,0.0,1.0,,,,,,,,1.0,4.0,40.0,4.0,7.0,22.0,6.0,33.0,12.0,27.0,2.0,39.0,1.0,34.0,90.0,,5.0,52.0,7.0,,,2.0,5.0,7.0,,27.0,7.0,,1.0,,2.0,1.0,,0.0,0.0,0.0,1.0,,3.0,4.0,7.0,1.0,,1.0,1.0,1.0,3.0,,1.0,,,2.0,2.0,3.0,7.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Aruba,e8kaviev5insutofsstwnjdka,E. Clarissa,Midfielder,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Aruba,7c68a12nc9r1es4jy7409w6lm,E. Croes,Midfielder,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Aruba,bum1np6wn3zoow23oj7kswpg5,F. Croes,Defender,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Aruba,4yvcbml0xqgvsx9ktdww17alm,G. Croes,Defender,0.0,1.0,,,,,,1.0,,1.0,,,,2.0,,,,,,,,,,7.0,,,4.0,1.0,,,,,2.0,,,2.0,,,,,,,0.0,0.0,0.0,,,2.0,2.0,,1.0,1.0,,,,2.0,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Aruba,304vjubftfgkfixmhe29eho2c,J. Cruz,Goalkeeper,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Aruba,64hwv55ldl8459k37878rsauh,T. Groothusen,Forward,0.0,1.0,,,,,,,1.0,1.0,1.0,13.0,4.0,13.0,,4.0,3.0,4.0,8.0,,7.0,1.0,9.0,83.0,,2.0,30.0,23.0,,,4.0,1.0,5.0,,8.0,5.0,,3.0,,,1.0,,0.0,0.0,0.0,,1.0,10.0,12.0,1.0,4.0,1.0,,7.0,5.0,5.0,1.0,,4.0,2.0,5.0,8.0,,1.0,2.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Aruba,emwl9g5oesnpsuo06ygy8513p,F. Gómez,Forward,0.0,1.0,,,,,,1.0,,1.0,,7.0,,1.0,2.0,,5.0,2.0,5.0,,5.0,,7.0,19.0,,,8.0,15.0,,,1.0,,3.0,,7.0,3.0,,,,,,,0.0,0.0,0.0,,,,,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Aruba,b7jp6m75sgpfhb3khzfye7fxm,N. Harms,Defender,0.0,1.0,,,,,,,1.0,1.0,,15.0,3.0,7.0,11.0,6.0,7.0,2.0,8.0,3.0,13.0,1.0,9.0,71.0,,3.0,29.0,1.0,,,2.0,3.0,4.0,,8.0,4.0,,3.0,,2.0,1.0,,0.0,0.0,0.0,5.0,1.0,8.0,8.0,1.0,,,,5.0,5.0,3.0,,2.0,,2.0,3.0,2.0,,1.0,,1.0,,4.0,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Aruba,rfdp6nvzy1mscbmv79njxkgl,J. Howell,Midfielder,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Aruba,uaybp6fscylsesxigi441x7u,M. Jacobs,Defender,0.0,1.0,,,,,,1.0,,1.0,4.0,10.0,1.0,2.0,2.0,1.0,9.0,1.0,7.0,,10.0,,9.0,19.0,,2.0,17.0,1.0,,,1.0,,3.0,,9.0,3.0,,1.0,,,,,0.0,0.0,0.0,2.0,,4.0,4.0,2.0,,,,2.0,2.0,2.0,,1.0,,,2.0,3.0,1.0,,,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
