liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Forward Passes,Unsuccessful Passes Opposition Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Time Played,Successful Short Passes,Unsuccessful Passes Own Half,Duels,Touches,Duels won,Corners Won,Unsuccessful Long Passes,Successful Passes Opposition Half,Ground Duels won,Times Tackled,Duels lost,Recoveries,Unsuccessful Short Passes,Total Tackles,Tackles Won,Total Passes,Leftside Passes,Ground Duels,Throw Ins to Own Player,Ground Duels lost,Total Losses Of Possession,Index,Total Successful Passes ( Excl Crosses & Corners ) ,Appearances,Home Goals,Away Goals,Winning Goal,Aerial Duels lost,Shots On Target ( inc goals ),Foul Won Penalty,Successful Lay-offs,Unsuccessful Crosses open play,Successful Passes Own Half,Unsuccessful Crosses & Corners,Unsuccessful Dribbles,Successful Open Play Passes,Goals Conceded,Right Foot Goals,Rightside Passes,Unsuccessful lay-offs,Interceptions,Offsides,Successful Dribbles,Shots Off Target (inc woodwork),Penalty Goals Conceded,Goals from Inside Box,Total Fouls Won,Goals Conceded Inside Box,Open Play Passes,Through balls,Starts,Aerial Duels won,Blocked Shots,Key Passes (Attempt Assists),Goals Conceded Outside Box,Total Shots,Successful Long Passes,Total Clearances,Total Fouls Conceded,Backward Passes,Aerial Duels,Handballs conceded,Attempts from Set Pieces,Successful Crosses & Corners,Corners Taken (incl short corners),Unsuccessful Launches,Second Goal Assists,Successful Crosses open play,Penalties Taken,Throw Ins to Opposition Player,Penalty Goals,Tackles Lost,Headed Goals,Goals from Outside Box,Left Foot Goals,Clean Sheets,Successful Launches,Blocks,Goal Assists,Assists (Intentional),Hit Woodwork,Total Touches In Opposition Box,Unsuccessful Corners into Box,Penalties Conceded,Successful Corners into Box,Set Pieces Goals,Last Man Tackle,Own Goal Scored,Catches,Saves made - parried,Goalkeeper Smother,Saves Made from Outside Box,GK Successful Distribution,GK Unsuccessful Distribution,Drops,Saves Made from Inside Box,Saves Made,Crosses not Claimed,Punches,Penalties Faced,Saves made - caught,Clearances Off the Line,Penalties Off Target,Other Goals,Saves from Penalty,Penalties Saved
USA_MLS,2011,Sporting Kansas City,b6335hzlvhuwk5cr9bexn6jth,O. Aiyegbusi,Defender,3.0,3.0,,,,,,2.0,,22.0,8.0,5.0,94.0,50.0,,16.0,104.0,7.0,,1.0,25.0,7.0,5.0,9.0,11.0,4.0,7.0,7.0,56.0,2.0,14.0,9.0,7.0,24.0,100.0,51.0,3.0,0.0,0.0,0.0,2.0,,,,3.0,26.0,3.0,1.0,3.0,1.0,,19.0,,3.0,,,,,,,1.0,3.0,,1.0,,,1.0,,,1.0,8.0,1.0,13.0,2.0,,,,,,,,,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,Sporting Kansas City,un7mf28faj9yeihpofnkgct1,Soony Saad,Forward,22.0,6.0,1.0,,,,,6.0,,3.0,3.0,4.0,43.0,4.0,1.0,8.0,18.0,3.0,,,4.0,3.0,1.0,5.0,2.0,4.0,1.0,,9.0,,7.0,,4.0,8.0,81.0,5.0,6.0,1.0,0.0,0.0,1.0,1.0,,1.0,,1.0,,,,1.0,,5.0,,1.0,,,,,,2.0,1.0,,,,,1.0,,,1.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
USA_MLS,2011,Sporting Kansas City,8znveya9u1qadcqomkwfydwph,D. Arnaud,Midfielder,22.0,25.0,,3.0,,,,9.0,5.0,231.0,129.0,153.0,1617.0,515.0,40.0,169.0,980.0,107.0,6.0,25.0,275.0,97.0,26.0,62.0,116.0,128.0,60.0,45.0,723.0,191.0,148.0,8.0,51.0,233.0,33.0,570.0,25.0,0.0,0.0,0.0,11.0,6.0,,13.0,13.0,298.0,16.0,4.0,17.0,22.0,,169.0,1.0,30.0,1.0,7.0,12.0,2.0,,30.0,17.0,24.0,4.0,16.0,10.0,8.0,11.0,5.0,18.0,55.0,23.0,20.0,132.0,21.0,1.0,,3.0,6.0,21.0,,1.0,,,,15.0,,,,3.0,6.0,3.0,2.0,1.0,,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,Sporting Kansas City,3b1fs1na8bc2u2xm5srqcfget,S. Auvray,Midfielder,27.0,13.0,,,,,,9.0,3.0,63.0,26.0,35.0,523.0,223.0,12.0,41.0,356.0,20.0,,7.0,99.0,18.0,11.0,21.0,48.0,28.0,11.0,8.0,280.0,72.0,38.0,,20.0,63.0,29.0,245.0,13.0,0.0,0.0,0.0,1.0,,,5.0,3.0,147.0,3.0,2.0,,15.0,,83.0,,11.0,,1.0,2.0,3.0,,6.0,13.0,,,4.0,2.0,5.0,3.0,2.0,2.0,22.0,11.0,8.0,62.0,3.0,1.0,,1.0,,6.0,,1.0,,,,3.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,Sporting Kansas City,3zvj76iwkxqp853t8sjt58t1,M. Besler,Defender,5.0,35.0,2.0,2.0,,,,,,741.0,252.0,341.0,3150.0,865.0,95.0,152.0,2008.0,90.0,10.0,159.0,381.0,61.0,12.0,62.0,154.0,182.0,39.0,32.0,1421.0,181.0,102.0,47.0,41.0,530.0,49.0,1080.0,35.0,0.0,2.0,1.0,21.0,3.0,,2.0,6.0,703.0,6.0,2.0,105.0,37.0,,440.0,,90.0,1.0,8.0,7.0,1.0,2.0,14.0,28.0,125.0,3.0,35.0,29.0,,18.0,9.0,10.0,215.0,219.0,26.0,59.0,50.0,1.0,,4.0,,147.0,1.0,4.0,,61.0,,7.0,,,2.0,11.0,41.0,23.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,Sporting Kansas City,4pyqpm1rf12togre84l2wwjx1,O. Bravo,Forward,99.0,28.0,9.0,4.0,2.0,2.0,,2.0,14.0,108.0,143.0,112.0,2155.0,382.0,22.0,152.0,852.0,70.0,17.0,8.0,276.0,60.0,48.0,82.0,87.0,104.0,33.0,23.0,511.0,96.0,133.0,20.0,73.0,265.0,48.0,399.0,28.0,7.0,2.0,2.0,9.0,25.0,1.0,14.0,37.0,143.0,53.0,13.0,62.0,17.0,6.0,164.0,1.0,8.0,27.0,3.0,21.0,,9.0,24.0,11.0,72.0,3.0,26.0,10.0,14.0,23.0,6.0,46.0,17.0,7.0,22.0,143.0,19.0,2.0,3.0,20.0,24.0,3.0,,13.0,2.0,3.0,2.0,10.0,1.0,,2.0,4.0,3.0,3.0,2.0,1.0,1.0,4.0,13.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,Sporting Kansas City,250r77nvu1exeyurchatnqnkl,T. Bunbury,Forward,9.0,32.0,11.0,2.0,1.0,,1.0,9.0,13.0,74.0,132.0,136.0,1990.0,356.0,21.0,163.0,836.0,50.0,14.0,4.0,285.0,43.0,61.0,113.0,65.0,132.0,12.0,8.0,506.0,95.0,141.0,4.0,98.0,313.0,75.0,370.0,32.0,5.0,6.0,3.0,15.0,25.0,2.0,43.0,17.0,87.0,17.0,13.0,57.0,22.0,7.0,176.0,8.0,6.0,22.0,10.0,33.0,1.0,10.0,21.0,17.0,78.0,5.0,23.0,7.0,14.0,19.0,5.0,58.0,14.0,10.0,41.0,161.0,22.0,7.0,1.0,2.0,1.0,2.0,,2.0,1.0,,1.0,4.0,,1.0,4.0,2.0,,1.0,3.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,Sporting Kansas City,6p163a141a95x53qat9wers2d,A. Collin,Defender,78.0,26.0,4.0,10.0,1.0,1.0,,2.0,1.0,500.0,178.0,231.0,2182.0,633.0,56.0,182.0,1392.0,108.0,3.0,103.0,258.0,75.0,9.0,74.0,123.0,128.0,53.0,45.0,1022.0,325.0,137.0,5.0,62.0,321.0,58.0,791.0,26.0,1.0,3.0,3.0,12.0,6.0,,,3.0,535.0,3.0,1.0,28.0,26.0,1.0,130.0,,47.0,2.0,2.0,10.0,1.0,3.0,20.0,19.0,31.0,,24.0,33.0,3.0,6.0,7.0,16.0,158.0,154.0,43.0,67.0,45.0,2.0,,2.0,,91.0,,2.0,,5.0,,8.0,2.0,1.0,1.0,7.0,33.0,15.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,Sporting Kansas City,93e6gkmsf8xxqnqjxbe30zlqt,D. Cyrus,Defender,25.0,2.0,,1.0,,,,1.0,1.0,23.0,3.0,5.0,108.0,38.0,2.0,5.0,53.0,2.0,,3.0,3.0,1.0,,3.0,5.0,2.0,,,45.0,13.0,4.0,,3.0,10.0,11.0,40.0,2.0,0.0,0.0,0.0,,,,,,37.0,,,4.0,2.0,,8.0,,,,,,,,1.0,1.0,4.0,,1.0,1.0,,,1.0,,2.0,4.0,4.0,1.0,1.0,1.0,,,,3.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,Sporting Kansas City,b6icb7xxtofqyzwln71uig7o5,B. Diop,Midfielder,43.0,19.0,,3.0,,,,11.0,2.0,126.0,63.0,83.0,772.0,280.0,21.0,86.0,493.0,37.0,1.0,11.0,147.0,19.0,9.0,49.0,69.0,72.0,10.0,8.0,389.0,98.0,49.0,1.0,30.0,113.0,100.0,306.0,19.0,0.0,0.0,0.0,19.0,1.0,,10.0,1.0,159.0,1.0,,34.0,11.0,,100.0,,17.0,,3.0,5.0,,,6.0,9.0,43.0,4.0,8.0,18.0,4.0,7.0,2.0,6.0,26.0,18.0,19.0,65.0,37.0,1.0,,,,4.0,,,,,,2.0,,,,1.0,3.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
