equipo,link,logo,cod_equipo,cod_liga,liga,url_squad,url_matches_equipo,url_seasonstats,equipo_folder
Atlanta United 2,https://www.scoresway.com/en_GB/soccer/mls-next-pro-2023/3rqu7qnqyzivc3hv9pe30uiok/teams/atlanta-united-2/erwnez7ksfkns4dqmyr1fhbe,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=erwnez7ksfkns4dqmyr1fhbe,erwnez7ksfkns4dqmyr1fhbe,3rqu7qnqyzivc3hv9pe30uiok,mls-next-pro-2023,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=erwnez7ksfkns4dqmyr1fhbe&tmcl=3rqu7qnqyzivc3hv9pe30uiok&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3f1edc60950a544668fccabbe0e70fc7863d7f1ac,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=3rqu7qnqyzivc3hv9pe30uiok&ctst=erwnez7ksfkns4dqmyr1fhbe&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3ab87dc2ffc507f9eebc9112b42b6a96a109469e7,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=3rqu7qnqyzivc3hv9pe30uiok&ctst=erwnez7ksfkns4dqmyr1fhbe&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W321a55c41e186317379ab384e2b8960fd117feb1d,Atlanta_United_2
Austin FC II,https://www.scoresway.com/en_GB/soccer/mls-next-pro-2023/3rqu7qnqyzivc3hv9pe30uiok/teams/austin-fc-ii/d0c07im4a6oj8qa7f1zlt3pqs,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=d0c07im4a6oj8qa7f1zlt3pqs,d0c07im4a6oj8qa7f1zlt3pqs,3rqu7qnqyzivc3hv9pe30uiok,mls-next-pro-2023,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=d0c07im4a6oj8qa7f1zlt3pqs&tmcl=3rqu7qnqyzivc3hv9pe30uiok&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3a8157f155d1a3a8d529fe8f1d9ee48fa70745ae6,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=3rqu7qnqyzivc3hv9pe30uiok&ctst=d0c07im4a6oj8qa7f1zlt3pqs&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3530e85d42c5faf3d5e28cd8612c31c404ee9c797,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=3rqu7qnqyzivc3hv9pe30uiok&ctst=d0c07im4a6oj8qa7f1zlt3pqs&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3cdd6dfa8656bae1d510f6495a7c8ac6890826c7c,Austin_FC_II
Chicago Fire FC II,https://www.scoresway.com/en_GB/soccer/mls-next-pro-2023/3rqu7qnqyzivc3hv9pe30uiok/teams/chicago-fire-fc-ii/8o8m08he36u0j4w08aj2iodn8,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=8o8m08he36u0j4w08aj2iodn8,8o8m08he36u0j4w08aj2iodn8,3rqu7qnqyzivc3hv9pe30uiok,mls-next-pro-2023,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=8o8m08he36u0j4w08aj2iodn8&tmcl=3rqu7qnqyzivc3hv9pe30uiok&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W375e16aaa84fdeba8412883fd4786eca3f99e292c,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=3rqu7qnqyzivc3hv9pe30uiok&ctst=8o8m08he36u0j4w08aj2iodn8&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W398395fe01c52d7742f7aee960bdb2a688454a0cc,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=3rqu7qnqyzivc3hv9pe30uiok&ctst=8o8m08he36u0j4w08aj2iodn8&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W34676539a53268d704546e7275069665f50147ffe,Chicago_Fire_FC_II
Colorado Rapids 2,https://www.scoresway.com/en_GB/soccer/mls-next-pro-2023/3rqu7qnqyzivc3hv9pe30uiok/teams/colorado-rapids-2/iiolvosiuokkrl5iuoxcjo4p,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=iiolvosiuokkrl5iuoxcjo4p,iiolvosiuokkrl5iuoxcjo4p,3rqu7qnqyzivc3hv9pe30uiok,mls-next-pro-2023,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=iiolvosiuokkrl5iuoxcjo4p&tmcl=3rqu7qnqyzivc3hv9pe30uiok&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W373ee5160925b6560be57d8e2a579a6769830282d,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=3rqu7qnqyzivc3hv9pe30uiok&ctst=iiolvosiuokkrl5iuoxcjo4p&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W35f625145fc536af7e67a2efd2c2eb8b15136edb9,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=3rqu7qnqyzivc3hv9pe30uiok&ctst=iiolvosiuokkrl5iuoxcjo4p&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W31d278c85590a6fe20139614fc5a33974cc651019,Colorado_Rapids_2
Columbus Crew 2,https://www.scoresway.com/en_GB/soccer/mls-next-pro-2023/3rqu7qnqyzivc3hv9pe30uiok/teams/columbus-crew-2/5b4ccd62yeeqdl2qk6jzsmjv8,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=5b4ccd62yeeqdl2qk6jzsmjv8,5b4ccd62yeeqdl2qk6jzsmjv8,3rqu7qnqyzivc3hv9pe30uiok,mls-next-pro-2023,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=5b4ccd62yeeqdl2qk6jzsmjv8&tmcl=3rqu7qnqyzivc3hv9pe30uiok&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W30380dadb45ac70013789d987f8fa26642f5c6585,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=3rqu7qnqyzivc3hv9pe30uiok&ctst=5b4ccd62yeeqdl2qk6jzsmjv8&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3f3d1a92dac1a8eacbbb7e02695fd8ffdcf2404a7,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=3rqu7qnqyzivc3hv9pe30uiok&ctst=5b4ccd62yeeqdl2qk6jzsmjv8&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W32877f73c921dd60560f8867ccc66b87fc8198275,Columbus_Crew_2
Crown Legacy FC (Charlotte FC II),https://www.scoresway.com/en_GB/soccer/mls-next-pro-2023/3rqu7qnqyzivc3hv9pe30uiok/teams/crown-legacy-fc-(charlotte-fc-ii)/6ubc4y1v6hr63mca7ica4hp90,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=6ubc4y1v6hr63mca7ica4hp90,6ubc4y1v6hr63mca7ica4hp90,3rqu7qnqyzivc3hv9pe30uiok,mls-next-pro-2023,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=6ubc4y1v6hr63mca7ica4hp90&tmcl=3rqu7qnqyzivc3hv9pe30uiok&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W314ca4cb8adb19c64738930d4db87a7e612fbce16,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=3rqu7qnqyzivc3hv9pe30uiok&ctst=6ubc4y1v6hr63mca7ica4hp90&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3e14be6d9558044219d066839f7e73759fac8f86f,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=3rqu7qnqyzivc3hv9pe30uiok&ctst=6ubc4y1v6hr63mca7ica4hp90&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3993c41fb2f5d677e9aac4cc36d66987028629b53,Crown_Legacy_FC_(Charlotte_FC_II)
FC Cincinnati 2,https://www.scoresway.com/en_GB/soccer/mls-next-pro-2023/3rqu7qnqyzivc3hv9pe30uiok/teams/fc-cincinnati-2/bd0378yx50xpdcgwkt9p9bmz8,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=bd0378yx50xpdcgwkt9p9bmz8,bd0378yx50xpdcgwkt9p9bmz8,3rqu7qnqyzivc3hv9pe30uiok,mls-next-pro-2023,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=bd0378yx50xpdcgwkt9p9bmz8&tmcl=3rqu7qnqyzivc3hv9pe30uiok&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3abdae8d2b763a3324eb00b78308ddf3923b58bf8,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=3rqu7qnqyzivc3hv9pe30uiok&ctst=bd0378yx50xpdcgwkt9p9bmz8&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3962a2b5651ca55f1133c248cbb18830cb1f035d6,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=3rqu7qnqyzivc3hv9pe30uiok&ctst=bd0378yx50xpdcgwkt9p9bmz8&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W34a58c0d274752d48c619a0f839b6874bc42f1790,FC_Cincinnati_2
Houston Dynamo 2,https://www.scoresway.com/en_GB/soccer/mls-next-pro-2023/3rqu7qnqyzivc3hv9pe30uiok/teams/houston-dynamo-2/7pmw399vh2v44cjle4fkklp1w,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=7pmw399vh2v44cjle4fkklp1w,7pmw399vh2v44cjle4fkklp1w,3rqu7qnqyzivc3hv9pe30uiok,mls-next-pro-2023,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=7pmw399vh2v44cjle4fkklp1w&tmcl=3rqu7qnqyzivc3hv9pe30uiok&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W39ced83dc6e49cd126bf465bff373bf56606b276a,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=3rqu7qnqyzivc3hv9pe30uiok&ctst=7pmw399vh2v44cjle4fkklp1w&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W33a144b0781055d89df447b5c46e7b6bbd4864de2,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=3rqu7qnqyzivc3hv9pe30uiok&ctst=7pmw399vh2v44cjle4fkklp1w&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3d4529c695d8b9bddbb9834caaff12fcc5776708d,Houston_Dynamo_2
Huntsville City FC,https://www.scoresway.com/en_GB/soccer/mls-next-pro-2023/3rqu7qnqyzivc3hv9pe30uiok/teams/huntsville-city-fc/4gymgvqmve0m2vh89v84tt3x0,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=4gymgvqmve0m2vh89v84tt3x0,4gymgvqmve0m2vh89v84tt3x0,3rqu7qnqyzivc3hv9pe30uiok,mls-next-pro-2023,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=4gymgvqmve0m2vh89v84tt3x0&tmcl=3rqu7qnqyzivc3hv9pe30uiok&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3b42339ef12111fd050b5a55b812abe4909e0061c,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=3rqu7qnqyzivc3hv9pe30uiok&ctst=4gymgvqmve0m2vh89v84tt3x0&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W31bc7ed50846d882944c8f954d4d8d6d9fb1ccc6c,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=3rqu7qnqyzivc3hv9pe30uiok&ctst=4gymgvqmve0m2vh89v84tt3x0&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W32c953f1ff2d9f4241d78ed6db53770d7805ac3f1,Huntsville_City_FC
Inter Miami CF II,https://www.scoresway.com/en_GB/soccer/mls-next-pro-2023/3rqu7qnqyzivc3hv9pe30uiok/teams/inter-miami-cf-ii/c7c4wwva2u1vb3rr7rwava044,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=c7c4wwva2u1vb3rr7rwava044,c7c4wwva2u1vb3rr7rwava044,3rqu7qnqyzivc3hv9pe30uiok,mls-next-pro-2023,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=c7c4wwva2u1vb3rr7rwava044&tmcl=3rqu7qnqyzivc3hv9pe30uiok&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W35510844a12d18dc0f480cbbcf9477740c9135c16,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=3rqu7qnqyzivc3hv9pe30uiok&ctst=c7c4wwva2u1vb3rr7rwava044&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3f99f0ab745e19f294830b05dfcb98377e3c9077b,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=3rqu7qnqyzivc3hv9pe30uiok&ctst=c7c4wwva2u1vb3rr7rwava044&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3b40bc7d3dce591f30b16a61fcdd0394f549a5364,Inter_Miami_CF_II
