liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocks,Carries,Clean Sheets,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Leftside Passes,Open Play Passes,Progressive Carries,Recoveries,Rightside Passes,Shots On Target ( inc goals ),Starts,Successful Dribbles,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Missed,Total Clearances,Total Fouls Conceded,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Foul Attempted Tackle,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Substitute Off,Unsuccessful lay-offs,Hit Woodwork,Substitute On,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Yellow Cards,Successful Crosses & Corners,Successful Crosses open play,Total Fouls Won,GK Successful Distribution,GK Unsuccessful Distribution,Goal Kicks,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Successful Launches,Total Big Chances Saved,Corners Taken (incl short corners),Corners Won,Key Passes (Attempt Assists),Overruns,Successful Corners into Box,Successful Lay-offs,Total Big Chances Created,Unsuccessful Corners into Box,Offsides,Goals,Goals Openplay,Goals from Inside Box,Headed Goals,Total Big Chances Scored,Home Goals,Away Goals,Assists (Intentional),Goal Assists,Blocked Shots,Through balls,Catches,Saves made - parried,Clearances Off the Line,Handballs conceded,Attempts from Set Pieces,Goals from Outside Box,Right Foot Goals,Goalkeeper Smother,Goals Conceded Outside Box,Penalty Goals Conceded,Shots Created,Drops,Penalties Faced,Left Foot Goals,Penalties Conceded,Foul Won Penalty,Penalties Taken,Penalty Goals,Saves made - caught,Other Goals,Straight Red Cards,Total Red Cards,Last Player Tackle,Second Goal Assists,Red Cards - 2nd Yellow,Penalties Off Target,Crosses not Claimed,Direct Setpiece Goals,Set Pieces Goals,Penalties Saved,Saves from Penalty,Own Goal Scored
Concacaf_Concacaf_Champions_Cup,2026,Vancouver Whitecaps FC,84krgh1swq0ul9b6eowjs05p1,S. Adekugbe,Defender,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Vancouver Whitecaps FC,bhzjqo4qidpkmh7lqqir9h4ic,J. Badwal,Midfielder,59,3.0,1.0,2.0,4.0,35.0,,48.0,1.0,25.0,5.0,20.0,95.0,30.0,4.0,,,22.0,4.0,18.0,2.0,37.0,133.0,30.0,12.0,33.0,1.0,3.0,4.0,1.0,117.0,94.0,27.0,118.0,2.0,2.0,1.0,1.0,259.0,2.0,1.0,,2.0,32.0,135.0,3.0,119.0,4.0,14.0,16.0,186.0,,1.0,3.0,19.0,2.0,13.0,0.0,2.0,9.0,4.0,2.0,2.0,3.0,,1.0,5.0,5.0,,2.0,2.0,10.0,,,,,,,,,,,1.0,6.0,,,6.0,2.0,,,1.0,1.0,,,,0.0,1.0,,,,,,,,,,1.0,,,,,6.0,,,1.0,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Vancouver Whitecaps FC,em4xzelxkreypf32epcy6cnze,Belal Halbouni,Defender,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Vancouver Whitecaps FC,54b4j04ondrq28e4eenma1rai,S. Berhalter,Midfielder,16,2.0,1.0,1.0,4.0,48.0,,71.0,2.0,40.0,24.0,16.0,158.0,72.0,4.0,5.0,5.0,38.0,23.0,15.0,3.0,79.0,266.0,27.0,20.0,74.0,4.0,4.0,1.0,18.0,238.0,183.0,67.0,224.0,7.0,2.0,,2.0,354.0,10.0,,2.0,11.0,87.0,273.0,8.0,242.0,9.0,5.0,31.0,384.0,2.0,1.0,8.0,58.0,10.0,23.0,0.0,9.0,10.0,4.0,4.0,1.0,1.0,,,37.0,7.0,1.0,8.0,2.0,5.0,,,,,,,,1.0,,32.0,6.0,5.0,,6.0,8.0,,25.0,,1.0,1.0,1.0,,,1.0,0.0,,,6.0,,,,,,4.0,,1.0,,,,5.0,,,,,,,,,,,,,1.0,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Vancouver Whitecaps FC,3qw81ws1dvf6ye83m2sd9vje1,T. Blackmon,Defender,33,5.0,2.0,3.0,3.0,6.0,1.0,76.0,2.0,11.0,7.0,4.0,26.0,91.0,3.0,1.0,1.0,6.0,5.0,1.0,1.0,94.0,225.0,37.0,13.0,36.0,,3.0,,8.0,209.0,116.0,95.0,203.0,1.0,,4.0,5.0,225.0,2.0,,9.0,3.0,24.0,227.0,2.0,211.0,1.0,5.0,16.0,257.0,1.0,1.0,3.0,14.0,3.0,13.0,0.0,1.0,,,2.0,1.0,,,,1.0,1.0,,,,,,,,,,,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Vancouver Whitecaps FC,1g87lk1nglquvmvpowjfpcpre,I. Boehmer,Goalkeeper,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Vancouver Whitecaps FC,98fc9z0bao7tnkwk7cl9dvms4,K. Cabrera,Forward,17,5.0,2.0,3.0,4.0,22.0,1.0,48.0,,20.0,8.0,12.0,121.0,38.0,4.0,5.0,5.0,15.0,6.0,9.0,2.0,17.0,133.0,20.0,9.0,56.0,2.0,3.0,3.0,7.0,111.0,97.0,15.0,104.0,2.0,2.0,,7.0,285.0,3.0,,,1.0,39.0,133.0,2.0,111.0,4.0,19.0,22.0,179.0,2.0,2.0,2.0,29.0,2.0,20.0,1.0,1.0,7.0,,,3.0,,,1.0,9.0,9.0,,1.0,1.0,2.0,,,,,,,,,,,6.0,4.0,,,1.0,,,,1.0,,1.0,,1.0,1.0,0.0,,,,,,,,,,,1.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Vancouver Whitecaps FC,7qhtzau92pghywcovf29pk8pg,B. Caicedo,Forward,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Vancouver Whitecaps FC,8yu7irbyel9lwn1l3u7oke1ud,A. Cubas,Midfielder,20,,,,3.0,9.0,,22.0,,19.0,7.0,12.0,24.0,15.0,3.0,,,19.0,7.0,12.0,3.0,40.0,86.0,2.0,13.0,23.0,1.0,2.0,4.0,1.0,81.0,49.0,33.0,81.0,3.0,5.0,,,122.0,2.0,,1.0,5.0,9.0,87.0,1.0,82.0,8.0,,5.0,114.0,1.0,1.0,1.0,2.0,3.0,4.0,0.0,2.0,5.0,1.0,,2.0,,,1.0,,,2.0,,,,,,,,,,,,,,1.0,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Vancouver Whitecaps FC,604cszor20la2imm4xb42gvmc,N. Djordjevic,Defender,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
