root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,Own Goal Scored,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Attempts from Set Pieces,Successful Long Passes,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Unsuccessful Crosses open play,Substitute On,Successful Launches,Unsuccessful Crosses & Corners,Unsuccessful lay-offs,Blocks,Offsides,Successful Lay-offs,Goals,Right Foot Goals,Corners Won,Shots On Target ( inc goals ),Hit Woodwork,Goals from Inside Box,Substitute Off,Through balls,Successful Crosses & Corners,Corners Taken (incl short corners),Successful Crosses open play,Unsuccessful Corners into Box,Assists (Intentional),Goal Assists,Successful Corners into Box,Left Foot Goals,Penalties Taken,Penalty Goals,Saves Made,GK Successful Distribution,Punches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,GK Unsuccessful Distribution,Catches,Drops,Foul Won Penalty,Handballs conceded,Penalties Off Target,Clearances Off the Line,Clean Sheets,Goalkeeper Smother,Penalty Goals Conceded,Penalties Conceded,Crosses not Claimed,Penalties Faced,Headed Goals,Goals from Outside Box,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Saves made - caught,Set Pieces Goals,Second Goal Assists,Penalties Saved,Saves from Penalty
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Nicaragua Under 17,Nicaragua_Under_17,3f360px4c4y3uuu0xwyi889ka,L. Bonilla,Defender,0,90.0,,16.0,4.0,6.0,2.0,1.0,2.0,,,1.0,,7.0,22.0,4.0,,6.0,18.0,4.0,,10.0,2.0,2.0,8.0,4.0,,7.0,1.0,,,1.0,2.0,1.0,37.0,1.0,3.0,15.0,7.0,2.0,10.0,3.0,,,2.0,1.0,,23.0,,2.0,1.0,13.0,3.0,8.0,10.0,8.0,,20.0,,,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Nicaragua Under 17,Nicaragua_Under_17,bin4vax911zapydktka8el3e2,J. Cano,Defender,0,90.0,,45.0,2.0,6.0,18.0,,20.0,,1.0,,,3.0,29.0,18.0,2.0,9.0,53.0,,,18.0,2.0,,29.0,8.0,,20.0,,,2.0,1.0,2.0,9.0,69.0,1.0,,8.0,36.0,,10.0,10.0,,6.0,4.0,4.0,,15.0,7.0,2.0,1.0,2.0,7.0,21.0,24.0,7.0,1.0,5.0,1.0,2.0,6.0,,,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Nicaragua Under 17,Nicaragua_Under_17,6vmge8591mka00unbu6fb79ey,J. Cervellón,Forward,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Nicaragua Under 17,Nicaragua_Under_17,28a9fzfgm7cnmjfuemp7bl7xm,G. Galeano,Goalkeeper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Nicaragua Under 17,Nicaragua_Under_17,5vzrfvp736dapug18xn3uwvd,B. González,Midfielder,0,89.0,10.0,31.0,2.0,7.0,5.0,1.0,6.0,,7.0,,,1.0,29.0,9.0,1.0,9.0,31.0,1.0,1.0,14.0,2.0,,15.0,1.0,,11.0,,8.0,3.0,1.0,9.0,5.0,73.0,1.0,1.0,8.0,19.0,,10.0,6.0,,2.0,2.0,2.0,,11.0,2.0,2.0,1.0,4.0,9.0,16.0,16.0,3.0,1.0,5.0,,4.0,4.0,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Nicaragua Under 17,Nicaragua_Under_17,34xjxlktxo6brwrq4iozzmo2y,F. González,Defender,0,8.0,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,3.0,1.0,1.0,1.0,1.0,,10.0,1.0,,,,1.0,,2.0,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Nicaragua Under 17,Nicaragua_Under_17,alv07wop7nu9h1cga3mjx4y22,P. Huete,Forward,0,90.0,,12.0,3.0,5.0,,,,,1.0,,,2.0,15.0,3.0,1.0,5.0,12.0,3.0,,6.0,2.0,,5.0,4.0,1.0,8.0,,,1.0,1.0,2.0,1.0,31.0,1.0,2.0,12.0,3.0,1.0,10.0,7.0,,1.0,4.0,2.0,1.0,16.0,,2.0,1.0,7.0,2.0,7.0,7.0,4.0,1.0,9.0,,1.0,5.0,1.0,,,4.0,,1.0,,,,,,,,,,,1.0,4.0,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Nicaragua Under 17,Nicaragua_Under_17,6fdvcmy9y8er6bck8ceq6wokq,J. Iglesias,Goalkeeper,0,90.0,,4.0,,4.0,1.0,,3.0,1.0,,,,,3.0,12.0,,,19.0,,,12.0,2.0,,3.0,7.0,,3.0,,,9.0,1.0,,,30.0,1.0,,,8.0,,10.0,,,4.0,,,,,,2.0,1.0,,4.0,4.0,16.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,14.0,,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Nicaragua Under 17,Nicaragua_Under_17,8kvbz9piz8dwvd1tn55s3wkfe,H. Medina,Midfielder,0,89.0,,26.0,1.0,11.0,4.0,,4.0,,3.0,,,4.0,21.0,4.0,3.0,9.0,28.0,3.0,5.0,12.0,2.0,1.0,13.0,4.0,,14.0,,,8.0,1.0,4.0,2.0,61.0,1.0,1.0,22.0,19.0,1.0,10.0,17.0,,3.0,7.0,2.0,,28.0,,2.0,1.0,7.0,4.0,15.0,15.0,6.0,3.0,11.0,,5.0,15.0,,,,3.0,,,,,,,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Nicaragua Under 17,Nicaragua_Under_17,9wsx7r0k4x86588nxny8n5roq,C. Olivia,Midfielder,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
