liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels won,Total Clearances,Successful Passes Own Half,Successful Launches,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Passes Opposition Half,Interceptions,PutThrough/Blocked Distribution,Open Play Passes,Times Tackled,Total Fouls Conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Throw Ins to Own Player,Duels,Time Played,Rightside Passes,Total Tackles,Unsuccessful Crosses open play,Unsuccessful Corners into Box,Total Touches In Opposition Box,PutThrough/Blocked Distribution Won,Unsuccessful Launches,Total Passes,Successful Crosses open play,Substitute Off,Ground Duels,Shots Off Target (inc woodwork),Successful Dribbles,Aerial Duels,Goals Conceded,Corners Won,Total Losses Of Possession,GK Successful Distribution,Throw Ins to Opposition Player,Games Played,Ground Duels won,Unsuccessful Dribbles,Total Fouls Won,Blocks,Forward Passes,Unsuccessful Long Passes,Ground Duels lost,Tackles Lost,Assists (Intentional),Touches,Goals Conceded Inside Box,Duels lost,Total Shots,Unsuccessful Passes Own Half,Successful Short Passes,Unsuccessful Short Passes,Goals Conceded Outside Box,Backward Passes,Successful Long Passes,Yellow Cards,Key Passes (Attempt Assists),Recoveries,Corners Taken (incl short corners),Appearances,Tackles Won,Shots On Target ( inc goals ),Leftside Passes,Successful Open Play Passes,Aerial Duels lost,Successful Passes Opposition Half,Foul Attempted Tackle,Goal Assists,Duels won,Successful Crosses & Corners,Unsuccessful Crosses & Corners,Index,Starts,Home Goals,Away Goals,Winning Goal,Hit Woodwork,Headed Goals,Goals from Inside Box,Penalty Goals Conceded,Goals,Offsides,Blocked Shots,Right Foot Goals,Substitute On,Through balls,Fifty Fifty,Successful Fifty Fifty,Successful Lay-offs,Saves made - parried,Saves Made,Saves Made from Inside Box,Goalkeeper Smother,GK Unsuccessful Distribution,Catches,Saves Made from Outside Box,Successful Corners into Box,Handballs conceded,Red Cards - 2nd Yellow,Clean Sheets,Straight Red Cards,Own Goal Scored,Total Red Cards,Left Foot Goals,Unsuccessful lay-offs,Attempts from Set Pieces,Punches,Saves from Penalty,Penalties Faced,Penalties Saved,Last Man Tackle,Clearances Off the Line,Penalties Conceded,Second Goal Assists,Foul Won Penalty,Drops,Saves made - caught,Penalty Goals,Penalties Taken,Goals from Outside Box,Crosses not Claimed,Other Goals,Set Pieces Goals,Penalties Off Target
USA_USL_Championship,2022,El Paso Locomotive FC,4o2lk5bkmyxe8ji3lqjo69qtw,D. Abarca,Midfielder,77,,,36.0,,12.0,13.0,2.0,3.0,87.0,5.0,2.0,78.0,,20.0,250.0,21.0,2.0,3.0,,4.0,2.0,,90.0,,3.0,18.0,4.0,1.0,2.0,7.0,1.0,27.0,,,8.0,9.0,3.0,6.0,,22.0,4.0,9.0,1.0,,130.0,5.0,11.0,6.0,2.0,75.0,8.0,2.0,25.0,3.0,,,13.0,,8.0,1.0,2.0,22.0,75.0,2.0,42.0,,,9.0,,3.0,10.0,3.0,1.0,0.0,0.0,,,1.0,,1.0,,,,5.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,El Paso Locomotive FC,65jctzcct9irz3wre08c2v2wa,E. Azcona,Midfielder,28,,,13.0,,10.0,9.0,,3.0,53.0,6.0,6.0,44.0,,20.0,120.0,12.0,2.0,,1.0,3.0,1.0,,54.0,1.0,1.0,20.0,,2.0,,,1.0,24.0,,,5.0,7.0,1.0,3.0,,16.0,,13.0,,,84.0,,13.0,,2.0,43.0,10.0,,14.0,1.0,3.0,,5.0,1.0,5.0,2.0,,12.0,43.0,,32.0,4.0,,7.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,,,,,,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,El Paso Locomotive FC,7v93ogrpydx7dtpxc4k0ecez9,M. Bahner,Defender,13,18.0,44.0,579.0,3.0,154.0,100.0,37.0,15.0,987.0,9.0,22.0,857.0,97.0,117.0,1939.0,152.0,25.0,9.0,,8.0,6.0,22.0,1011.0,5.0,9.0,76.0,4.0,3.0,41.0,34.0,5.0,204.0,,15.0,28.0,35.0,4.0,7.0,10.0,350.0,46.0,41.0,6.0,,1339.0,31.0,64.0,6.0,63.0,794.0,108.0,3.0,138.0,63.0,8.0,8.0,99.0,,28.0,19.0,2.0,371.0,833.0,23.0,283.0,14.0,,53.0,5.0,9.0,10.0,23.0,0.0,0.0,0.0,,,,3.0,,,1.0,,5.0,,,,1.0,,,,,,,,,2.0,,3.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
USA_USL_Championship,2022,El Paso Locomotive FC,97v2c1ogu4av2xo89uj0jh7th,P. Beigl,Goalkeeper,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,El Paso Locomotive FC,9r13h659y198n0hyqdokg36qd,E. Borelli,Defender,5,9.0,24.0,415.0,1.0,207.0,202.0,23.0,31.0,983.0,14.0,22.0,792.0,216.0,162.0,1981.0,397.0,56.0,67.0,,14.0,12.0,21.0,999.0,29.0,15.0,134.0,6.0,4.0,28.0,36.0,11.0,349.0,,29.0,30.0,82.0,6.0,22.0,4.0,383.0,55.0,52.0,20.0,4.0,1577.0,35.0,71.0,7.0,72.0,745.0,152.0,1.0,184.0,47.0,10.0,14.0,78.0,1.0,30.0,36.0,1.0,35.0,779.0,19.0,406.0,15.0,6.0,91.0,29.0,67.0,10.0,23.0,0.0,0.0,0.0,,,,3.0,,3.0,4.0,,7.0,,,,2.0,,,,,,,,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,El Paso Locomotive FC,9rs3zigqwx9gcgqdecfld00a2,H. Brockbank,Defender,2,11.0,20.0,207.0,5.0,83.0,62.0,14.0,8.0,449.0,7.0,15.0,374.0,61.0,74.0,785.0,35.0,16.0,8.0,1.0,12.0,3.0,10.0,457.0,,6.0,54.0,5.0,4.0,20.0,16.0,1.0,119.0,,12.0,11.0,24.0,4.0,4.0,2.0,174.0,29.0,30.0,6.0,,639.0,13.0,39.0,8.0,30.0,337.0,54.0,3.0,83.0,37.0,5.0,2.0,35.0,1.0,11.0,10.0,3.0,165.0,366.0,9.0,167.0,7.0,,35.0,,9.0,10.0,9.0,1.0,1.0,0.0,,,2.0,1.0,2.0,2.0,,2.0,2.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,El Paso Locomotive FC,28fob3il3l9tzlmk2segvcutw,V. Calderon,Midfielder,54,,,8.0,,5.0,5.0,3.0,,22.0,2.0,,17.0,,5.0,56.0,6.0,,1.0,,,,1.0,22.0,,1.0,5.0,,,,,,10.0,,,2.0,1.0,1.0,1.0,,5.0,2.0,4.0,,,32.0,,4.0,,1.0,17.0,3.0,,4.0,,,,4.0,,2.0,,,7.0,17.0,,9.0,,,1.0,,1.0,10.0,1.0,0.0,0.0,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,El Paso Locomotive FC,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,Midfielder,8,3.0,16.0,470.0,2.0,143.0,135.0,21.0,28.0,1081.0,23.0,31.0,971.0,7.0,131.0,1982.0,277.0,23.0,7.0,16.0,26.0,14.0,4.0,1114.0,1.0,17.0,117.0,16.0,4.0,14.0,33.0,6.0,217.0,,,31.0,52.0,8.0,25.0,2.0,282.0,30.0,65.0,13.0,2.0,1388.0,30.0,76.0,29.0,39.0,903.0,113.0,3.0,246.0,68.0,3.0,23.0,106.0,29.0,31.0,10.0,13.0,309.0,943.0,11.0,519.0,19.0,2.0,55.0,18.0,31.0,10.0,24.0,3.0,3.0,2.0,1.0,1.0,5.0,4.0,6.0,1.0,8.0,5.0,7.0,3.0,,,10.0,,,,,,,,12.0,1.0,,3.0,,,,,1.0,4.0,,,,,,,,,,,,,,1.0,,,1.0,
USA_USL_Championship,2022,El Paso Locomotive FC,bl2b89wej9nxdtvqnjqoz85t6,M. Canales,Goalkeeper,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,El Paso Locomotive FC,d7uoci87ifh4fyktnja7qhn9w,N. Coutino,Forward,53,1.0,1.0,12.0,,11.0,10.0,,1.0,30.0,7.0,3.0,22.0,3.0,17.0,202.0,11.0,1.0,1.0,,11.0,,,33.0,,1.0,14.0,1.0,,3.0,3.0,3.0,26.0,,,7.0,3.0,2.0,2.0,1.0,4.0,,11.0,,,63.0,3.0,13.0,4.0,2.0,21.0,11.0,,12.0,1.0,,,4.0,,7.0,1.0,3.0,6.0,19.0,2.0,10.0,2.0,1.0,4.0,,1.0,10.0,1.0,0.0,0.0,0.0,,,,,,2.0,1.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
