liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Short Passes,Appearances,Successful Open Play Passes,PutThrough/Blocked Distribution Won,Successful Passes Opposition Half,Total Fouls Conceded,Times Tackled,Total Passes,Touches,Duels,Goals Conceded Inside Box,Successful Long Passes,Ground Duels lost,Fifty Fifty,Foul Attempted Tackle,Backward Passes,Goals Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Dribbles,Index,Total Tackles,Successful Passes Own Half,Aerial Duels,PutThrough/Blocked Distribution,Time Played,Unsuccessful Long Passes,Aerial Duels lost,Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Goals Conceded Outside Box,Substitute Off,Successful Short Passes,Tackles Won,Unsuccessful Launches,Throw Ins to Own Player,Unsuccessful Passes Opposition Half,Duels lost,Total Losses Of Possession,Rightside Passes,Games Played,Substitute On,Total Touches In Opposition Box,Duels won,Blocked Shots,Forward Passes,Tackles Lost,Handballs conceded,Leftside Passes,Interceptions,Ground Duels,Successful Dribbles,Yellow Cards,Recoveries,Starts,Ground Duels won,Successful Fifty Fifty,Unsuccessful Passes Own Half,Home Goals,Away Goals,Winning Goal,Aerial Duels won,Unsuccessful Crosses open play,Corners Won,Unsuccessful Crosses & Corners,Total Clearances,Successful Crosses & Corners,Offsides,Key Passes (Attempt Assists),Set Pieces Goals,Left Foot Goals,Penalties Taken,Hit Woodwork,Throw Ins to Opposition Player,Attempts from Set Pieces,Successful Lay-offs,Shots Off Target (inc woodwork),Second Goal Assists,Shots On Target ( inc goals ),Goals from Outside Box,Goals,Goals from Inside Box,Through balls,Assists (Intentional),Goal Assists,Total Fouls Won,Unsuccessful lay-offs,Right Foot Goals,Successful Crosses open play,Penalty Goals Conceded,Total Shots,Straight Red Cards,Successful Corners into Box,Corners Taken (incl short corners),Total Red Cards,Unsuccessful Corners into Box,Clean Sheets,Penalty Goals,Successful Launches,Blocks,Headed Goals,Red Cards - 2nd Yellow,Penalties Conceded,GK Successful Distribution,Catches,Saves made - parried,GK Unsuccessful Distribution,Saves Made from Outside Box,Goalkeeper Smother,Saves Made,Punches,Saves Made from Inside Box,Saves made - caught,Drops,Penalties Faced,Foul Won Penalty,Last Man Tackle,Own Goal Scored,Clearances Off the Line,Penalties Off Target,Penalties Saved,Saves from Penalty,Crosses not Claimed,Overruns,Goals Openplay,Other Goals,Goal Kicks,Last Player Tackle
USA_MLS,2021,Nashville SC,cfucb8do9rkxdk9381cinmqd,J. Anibaba,Defender,3,10.0,11.0,215.0,1.0,35.0,5.0,1.0,255.0,327.0,34.0,7.0,23.0,7.0,14.0,1.0,11.0,7.0,35.0,1.0,100.0,6.0,186.0,20.0,3.0,643.0,25.0,10.0,249.0,220.0,,1.0,197.0,4.0,17.0,,28.0,17.0,40.0,68.0,11.0,4.0,6.0,17.0,1.0,77.0,2.0,,99.0,9.0,14.0,,1.0,45.0,7.0,7.0,7.0,9.0,1.0,0.0,0.0,10.0,2.0,1.0,2.0,33.0,1.0,1.0,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,1.0,,,1.0,,2.0,,,,,,3.0,,8.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Nashville SC,7u1kmvvgmk08p9pawrhxkqwvd,T. Anunga,Midfielder,27,84.0,27.0,610.0,22.0,276.0,46.0,24.0,728.0,958.0,176.0,12.0,26.0,89.0,55.0,32.0,152.0,13.0,104.0,5.0,92.0,39.0,348.0,24.0,31.0,1526.0,20.0,12.0,714.0,624.0,1.0,8.0,598.0,23.0,10.0,1.0,73.0,101.0,162.0,225.0,27.0,10.0,5.0,75.0,5.0,186.0,16.0,2.0,165.0,20.0,152.0,11.0,4.0,147.0,17.0,63.0,24.0,41.0,1.0,0.0,0.0,12.0,10.0,2.0,10.0,10.0,,1.0,8.0,,,,1.0,,,5.0,9.0,,3.0,1.0,1.0,,,,,14.0,1.0,1.0,,3.0,12.0,,,,,,7.0,,,5.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
USA_MLS,2021,Nashville SC,dhwk7axf00z4pe7crgp3ge8yx,D. Badji,Forward,9,31.0,18.0,85.0,4.0,62.0,10.0,12.0,124.0,230.0,99.0,3.0,4.0,24.0,13.0,7.0,35.0,4.0,33.0,5.0,97.0,8.0,29.0,51.0,7.0,581.0,2.0,25.0,117.0,91.0,1.0,5.0,87.0,4.0,1.0,,35.0,49.0,67.0,19.0,18.0,12.0,34.0,50.0,3.0,27.0,4.0,1.0,43.0,1.0,48.0,4.0,1.0,14.0,6.0,24.0,4.0,4.0,3.0,2.0,0.0,26.0,6.0,7.0,6.0,4.0,,5.0,,,2.0,,,,,7.0,7.0,,14.0,,5.0,5.0,1.0,,1.0,12.0,3.0,1.0,,,21.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Nashville SC,8t08t0apxw269hv16vhxaycbt,H. Bwana,Midfielder,7,9.0,4.0,21.0,1.0,15.0,1.0,2.0,30.0,59.0,16.0,,,4.0,2.0,,13.0,2.0,9.0,1.0,49.0,4.0,7.0,4.0,5.0,95.0,,4.0,30.0,21.0,2.0,1.0,21.0,3.0,,1.0,10.0,8.0,20.0,4.0,4.0,3.0,6.0,8.0,1.0,7.0,1.0,,6.0,,12.0,2.0,,4.0,1.0,8.0,,1.0,,,0.0,,2.0,2.0,2.0,,1.0,,2.0,,,,,,,,1.0,,1.0,,,,,,,2.0,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Nashville SC,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,Defender,24,1.0,1.0,49.0,,6.0,,1.0,53.0,73.0,6.0,1.0,5.0,1.0,4.0,,3.0,1.0,4.0,,88.0,,43.0,5.0,,90.0,3.0,1.0,53.0,49.0,,,44.0,,3.0,,3.0,2.0,6.0,20.0,1.0,,2.0,4.0,,9.0,,,21.0,,1.0,,,6.0,1.0,,1.0,1.0,0.0,1.0,0.0,4.0,,,,14.0,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,2.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Nashville SC,5fcx7aiflhvguztjw8mp53b9x,J. Cádiz,Forward,99,58.0,25.0,101.0,3.0,75.0,15.0,28.0,161.0,307.0,159.0,7.0,5.0,45.0,30.0,4.0,37.0,9.0,59.0,11.0,35.0,6.0,30.0,89.0,9.0,721.0,1.0,41.0,160.0,102.0,2.0,7.0,97.0,4.0,,2.0,61.0,86.0,113.0,46.0,25.0,18.0,49.0,73.0,4.0,47.0,2.0,1.0,31.0,1.0,70.0,5.0,,12.0,7.0,25.0,14.0,5.0,3.0,0.0,0.0,48.0,7.0,6.0,7.0,5.0,3.0,8.0,7.0,,,,2.0,,,7.0,19.0,,10.0,,3.0,3.0,1.0,2.0,2.0,14.0,1.0,2.0,3.0,1.0,29.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Nashville SC,1wfz5avhq6h41axvxggwa6vvt,A. Danladi,Forward,7,5.0,8.0,23.0,1.0,22.0,4.0,4.0,29.0,60.0,14.0,,,8.0,3.0,2.0,10.0,,6.0,1.0,86.0,3.0,4.0,2.0,4.0,91.0,1.0,2.0,29.0,23.0,,,23.0,2.0,,,12.0,10.0,20.0,9.0,8.0,8.0,13.0,4.0,1.0,7.0,1.0,1.0,3.0,1.0,12.0,,,5.0,,4.0,1.0,,1.0,0.0,0.0,,6.0,2.0,6.0,,3.0,,3.0,,,,,,,,1.0,,5.0,,1.0,1.0,,,,1.0,,,3.0,,6.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Nashville SC,93o6uiunyviyp2wajs526a4bu,I. Donasiyano,Midfielder,13,2.0,1.0,5.0,1.0,,,,7.0,14.0,2.0,,,1.0,2.0,,,,2.0,,9.0,,5.0,1.0,1.0,27.0,,1.0,7.0,5.0,,,5.0,,,,2.0,2.0,6.0,1.0,1.0,1.0,,,,2.0,,,4.0,1.0,1.0,,,3.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Nashville SC,4ajhe29nxseyo6wqg3hjdghcl,A. Godoy,Midfielder,20,99.0,28.0,1189.0,16.0,675.0,50.0,22.0,1356.0,1675.0,256.0,21.0,105.0,96.0,79.0,31.0,195.0,25.0,118.0,9.0,49.0,49.0,565.0,43.0,35.0,2233.0,19.0,15.0,1307.0,1238.0,4.0,7.0,1133.0,27.0,1.0,3.0,83.0,111.0,174.0,406.0,28.0,4.0,25.0,145.0,3.0,328.0,22.0,2.0,427.0,51.0,213.0,14.0,7.0,183.0,24.0,117.0,43.0,39.0,,,0.0,28.0,4.0,6.0,4.0,16.0,2.0,2.0,15.0,,,,,1.0,,4.0,7.0,4.0,4.0,,,,3.0,1.0,2.0,55.0,,,2.0,3.0,11.0,,,,,,5.0,,1.0,5.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
USA_MLS,2021,Nashville SC,4ceaxb019rb6flsigsqo80rca,L. Haakenson,Midfielder,26,24.0,19.0,70.0,,53.0,12.0,4.0,97.0,155.0,54.0,5.0,5.0,20.0,7.0,8.0,14.0,6.0,27.0,3.0,100.0,4.0,19.0,20.0,8.0,351.0,3.0,10.0,97.0,70.0,1.0,3.0,65.0,4.0,3.0,5.0,24.0,30.0,41.0,20.0,19.0,16.0,19.0,24.0,2.0,34.0,,,29.0,2.0,34.0,6.0,5.0,19.0,3.0,14.0,2.0,8.0,2.0,0.0,1.0,10.0,5.0,2.0,5.0,3.0,2.0,2.0,6.0,,,,,1.0,,1.0,4.0,,6.0,,2.0,2.0,1.0,,,4.0,,2.0,2.0,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
