liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Long Passes,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Aerial Duels won,Duels,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Duels lost,Throw Ins to Own Player,Goals,Corners Won,Shots Off Target (inc woodwork),Total Shots,Total Touches In Opposition Box,Shots On Target ( inc goals ),Total Fouls Won,Left Foot Goals,Goals from Inside Box,Ground Duels won,Successful Launches,Unsuccessful Launches,Yellow Cards,Total Tackles,Successful Dribbles,Throw Ins to Opposition Player,Tackles Lost,Interceptions,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Blocks,Total Clearances,Unsuccessful Crosses & Corners,Tackles Won,Substitute On,Successful Crosses & Corners,Successful Corners into Box,Blocked Shots,Corners Taken (incl short corners),Goals from Outside Box,Attempts from Set Pieces,Unsuccessful Corners into Box,Offsides,Successful Crosses open play,Assists (Intentional),Goal Assists,Through balls,Successful Lay-offs,Handballs conceded,Penalties Conceded,Unsuccessful Dribbles,Headed Goals,Saves Made,GK Successful Distribution,Punches,Penalties Saved,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,GK Unsuccessful Distribution,Right Foot Goals,Foul Won Penalty,Catches,Saves Made from Outside Box,Penalties Taken,Penalty Goals,Times Tackled,Goals Conceded Outside Box,Home Goals,Away Goals,Winning Goal,Clean Sheets,Goalkeeper Smother,Hit Woodwork,Total Red Cards,Straight Red Cards,Own Goal Scored,Clearances Off the Line,Unsuccessful lay-offs,Drops,Second Goal Assists,Saves made - caught,Last Man Tackle
Concacaf_Concacaf_Champions_Cup,2020,Club de Foot Montréal,8l12vx57ou6ho0vptjh22r5yh,L. Binks,Defender,5,270.0,159.0,5.0,69.0,14.0,7.0,30.0,72.0,10.0,,165.0,,4.0,128.0,1.0,24.0,54.0,,18.0,14.0,3.0,1.0,7.0,211.0,3.0,,16.0,73.0,52.0,15.0,13.0,7.0,30.0,2.0,3.0,8.0,33.0,136.0,141.0,14.0,15.0,1.0,,,1.0,2.0,2.0,1.0,4.0,,,8.0,2.0,7.0,1.0,3.0,1.0,,1.0,5.0,1.0,1.0,4.0,12.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,0.0,2.0,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Club de Foot Montréal,3dtxx6whin53g58f5rz9xil7t,Z. Brault-Guillard,Defender,15,315.0,118.0,31.0,70.0,9.0,3.0,63.0,23.0,18.0,,118.0,1.0,3.0,90.0,3.0,27.0,6.0,2.0,21.0,14.0,4.0,4.0,14.0,213.0,4.0,,31.0,39.0,25.0,17.0,1.0,2.0,36.0,4.0,4.0,16.0,42.0,91.0,91.0,5.0,19.0,23.0,,1.0,,,,,3.0,,,15.0,,5.0,1.0,9.0,3.0,6.0,5.0,5.0,8.0,,1.0,6.0,8.0,4.0,,2.0,,,,,,,,2.0,,,,1.0,,,5.0,,,,,,,,,,,,,,,,,8.0,1.0,0.0,0.0,0.0,2.0,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Club de Foot Montréal,6kb6kwmwjh4c6oyed5upl266t,E. Bush,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Club de Foot Montréal,4bjmhb55kv6xfixdff153gudx,R. Camacho,Defender,4,107.0,68.0,,30.0,6.0,4.0,16.0,27.0,10.0,,73.0,1.0,2.0,50.0,,16.0,10.0,,12.0,6.0,2.0,,4.0,83.0,2.0,1.0,3.0,38.0,1.0,3.0,7.0,2.0,9.0,,2.0,2.0,25.0,52.0,57.0,6.0,6.0,,,,,2.0,2.0,2.0,,,,1.0,,2.0,,1.0,,,,1.0,,,,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Club de Foot Montréal,1wcq33p7w71u1mkdk349gicph,J. Corrales,Defender,26,270.0,92.0,18.0,51.0,7.0,2.0,33.0,29.0,9.0,,95.0,,3.0,77.0,3.0,16.0,37.0,1.0,18.0,14.0,3.0,2.0,2.0,155.0,3.0,1.0,16.0,35.0,38.0,12.0,2.0,3.0,21.0,4.0,3.0,7.0,5.0,77.0,79.0,5.0,9.0,19.0,,,,,2.0,,2.0,,,9.0,1.0,7.0,1.0,5.0,2.0,6.0,2.0,6.0,4.0,1.0,,3.0,4.0,3.0,,1.0,,,,,,,2.0,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,3.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Club de Foot Montréal,8x7ureyddmuodp6nl4rxfudw5,C. Diop,Goalkeeper,23,360.0,33.0,,12.0,33.0,,34.0,48.0,1.0,,94.0,,,40.0,3.0,34.0,10.0,,29.0,30.0,4.0,,5.0,139.0,4.0,,2.0,69.0,75.0,2.0,20.0,,2.0,4.0,4.0,,15.0,25.0,60.0,,,,,,,,,,1.0,,,2.0,7.0,11.0,,1.0,,,,,,,,9.0,,1.0,,,,,,,,,,,,,,,,,,,12.0,39.0,2.0,,3.0,8.0,,,18.0,,,3.0,4.0,,,,1.0,0.0,0.0,0.0,2.0,,,,,,,,,,3.0,
Concacaf_Concacaf_Champions_Cup,2020,Club de Foot Montréal,2tcr2t6labk3mqlg7f87wpbyt,R. Fanni,Defender,7,270.0,105.0,1.0,36.0,8.0,3.0,17.0,58.0,8.0,,110.0,,1.0,86.0,3.0,16.0,47.0,,8.0,19.0,3.0,1.0,8.0,139.0,3.0,1.0,7.0,36.0,49.0,13.0,8.0,8.0,18.0,4.0,3.0,2.0,26.0,89.0,94.0,11.0,5.0,,,1.0,2.0,2.0,2.0,,2.0,,,5.0,,4.0,,5.0,,,,3.0,,1.0,2.0,10.0,,5.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Club de Foot Montréal,33l8nq6xbj3pm1lkxo2qs5vfu,K. Ferdinand,Defender,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Club de Foot Montréal,dney1uawdhb2lsnj00jcunn1m,T. Giraldo,Midfielder,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Club de Foot Montréal,exrcpc76set7w6yubtfsy3cnp,A. Jackson-Hamel,Forward,11,78.0,24.0,4.0,16.0,,5.0,13.0,,8.0,,24.0,,1.0,16.0,,8.0,7.0,1.0,8.0,2.0,,,,39.0,3.0,,7.0,8.0,96.0,8.0,,4.0,16.0,,3.0,3.0,5.0,16.0,16.0,9.0,8.0,1.0,,1.0,1.0,2.0,8.0,1.0,2.0,,,4.0,,,,2.0,,,,,,,,,,2.0,3.0,,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,0.0,0.0,0.0,,,,,,,,,,,,
