liga,temporada,equipo,id,nombre,posicion,dorsal,Key Passes (Attempt Assists),Substitute Off,Interceptions,Aerial Duels lost,Foul Attempted Tackle,PutThrough/Blocked Distribution,Successful Launches,Unsuccessful Launches,Headed Goals,Forward Passes,Penalty Goals Conceded,Successful Crosses open play,Successful Passes Own Half,Aerial Duels,Ground Duels lost,Successful Crosses & Corners,Total Passes,Unsuccessful Dribbles,Duels lost,Total Touches In Opposition Box,Games Played,Shots On Target ( inc goals ),Blocked Shots,Unsuccessful Long Passes,Backward Passes,Unsuccessful Crosses & Corners,Unsuccessful Passes Opposition Half,Ground Duels won,Starts,Goals Conceded Inside Box,Total Successful Passes ( Excl Crosses & Corners ) ,Total Losses Of Possession,Times Tackled,Time Played,Successful Open Play Passes,Goals,Unsuccessful Short Passes,Successful Short Passes,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Successful Lay-offs,Tackles Lost,Total Clearances,Successful Long Passes,Goals Conceded,Touches,Appearances,Leftside Passes,Unsuccessful Passes Own Half,Total Shots,Recoveries,Hit Woodwork,Rightside Passes,Successful Dribbles,Total Tackles,Duels,Corners Won,Open Play Passes,PutThrough/Blocked Distribution Won,Through balls,Index,Duels won,Aerial Duels won,Yellow Cards,Goals from Inside Box,Successful Passes Opposition Half,Tackles Won,Total Fouls Won,Unsuccessful Crosses open play,Substitute On,Total Unsuccessful Passes ( Excl Crosses & Corners ),Ground Duels,Total Fouls Conceded,Clean Sheets,Home Goals,Away Goals,Winning Goal,Assists (Intentional),Corners Taken (incl short corners),Unsuccessful Corners into Box,Attempts from Set Pieces,Blocks,Offsides,Throw Ins to Own Player,Throw Ins to Opposition Player,Successful Corners into Box,Goal Assists,GK Successful Distribution,Penalties Conceded,GK Unsuccessful Distribution,Handballs conceded,Straight Red Cards,Right Foot Goals,Penalties Taken,Total Red Cards,Unsuccessful lay-offs,Goals from Outside Box,Penalty Goals,Foul Won Penalty,Other Goals,Left Foot Goals,Red Cards - 2nd Yellow,Clearances Off the Line,Penalties Saved,Saves Made,Catches,Saves from Penalty,Saves Made from Outside Box,Saves Made from Inside Box,Punches,Penalties Faced,Saves made - parried,Goalkeeper Smother,Set Pieces Goals,Drops,Saves made - caught,Crosses not Claimed,Own Goal Scored,Last Man Tackle,Second Goal Assists,Successful Fifty Fifty,Fifty Fifty,Penalties Off Target
USA_USL_Championship,2021,Orange County SC,1afsq18lr7xfdzwhtkmibqsb9,K. Alston,Defender,2,7.0,10.0,34.0,11.0,9.0,22.0,10.0,41.0,,365.0,,1.0,506.0,35.0,41.0,1.0,949.0,9.0,52.0,9.0,26.0,,1.0,75.0,203.0,16.0,128.0,68.0,25.0,15.0,757.0,304.0,15.0,2076.0,752.0,,117.0,719.0,,2.0,,12.0,69.0,38.0,17.0,1395.0,26.0,62.0,80.0,,98.0,,319.0,7.0,36.0,144.0,4.0,942.0,8.0,,10.0,92.0,24.0,6.0,,252.0,24.0,26.0,16.0,1.0,192.0,109.0,18.0,7.0,0.0,0.0,0.0,2.0,,,,7.0,,111.0,59.0,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Orange County SC,dxfxrbvl0452fu9o033carm22,A. Apodaca,Forward,18,,1.0,4.0,12.0,1.0,7.0,,1.0,,6.0,,,26.0,15.0,19.0,,78.0,6.0,31.0,15.0,20.0,3.0,1.0,3.0,25.0,1.0,16.0,14.0,1.0,9.0,58.0,45.0,11.0,298.0,56.0,1.0,17.0,57.0,4.0,2.0,2.0,4.0,,1.0,11.0,139.0,20.0,18.0,5.0,7.0,18.0,1.0,29.0,4.0,7.0,48.0,4.0,76.0,4.0,,10.0,17.0,3.0,,1.0,32.0,3.0,3.0,1.0,19.0,20.0,33.0,6.0,,0.0,1.0,0.0,,,,,,2.0,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Orange County SC,2sovi1l5gprib7sq125yvvkve,R. Breen,Defender,20,1.0,2.0,6.0,4.0,1.0,4.0,2.0,5.0,,55.0,1.0,,90.0,8.0,6.0,,141.0,1.0,10.0,1.0,5.0,,1.0,14.0,7.0,,19.0,6.0,5.0,6.0,113.0,30.0,2.0,391.0,106.0,,14.0,105.0,,,,,12.0,8.0,6.0,180.0,5.0,27.0,9.0,,13.0,,52.0,4.0,1.0,20.0,,133.0,3.0,,10.0,10.0,4.0,1.0,,23.0,1.0,1.0,,,28.0,12.0,4.0,1.0,0.0,0.0,0.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Orange County SC,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,Midfielder,15,28.0,7.0,31.0,26.0,12.0,39.0,5.0,17.0,,384.0,1.0,6.0,666.0,33.0,95.0,19.0,1446.0,23.0,121.0,24.0,29.0,11.0,10.0,52.0,324.0,27.0,157.0,97.0,28.0,22.0,1271.0,284.0,39.0,2495.0,1197.0,2.0,123.0,1153.0,23.0,4.0,13.0,14.0,22.0,118.0,26.0,1843.0,29.0,338.0,45.0,34.0,167.0,3.0,400.0,15.0,43.0,225.0,14.0,1364.0,24.0,2.0,10.0,104.0,7.0,4.0,1.0,624.0,29.0,39.0,15.0,1.0,175.0,192.0,26.0,10.0,1.0,1.0,1.0,4.0,24.0,9.0,4.0,3.0,2.0,11.0,,9.0,4.0,,,,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
USA_USL_Championship,2021,Orange County SC,3gofrteqre0ms4u0uhw7v69k9,S. Casiple,Midfielder,8,4.0,1.0,8.0,1.0,2.0,6.0,,8.0,,41.0,,,38.0,6.0,8.0,2.0,127.0,1.0,9.0,4.0,9.0,,,16.0,16.0,3.0,26.0,20.0,,1.0,88.0,47.0,1.0,211.0,86.0,,23.0,80.0,3.0,,,6.0,2.0,8.0,1.0,185.0,9.0,32.0,16.0,3.0,27.0,,38.0,3.0,13.0,34.0,1.0,125.0,3.0,,10.0,25.0,5.0,1.0,,52.0,7.0,4.0,1.0,9.0,39.0,28.0,4.0,,0.0,0.0,0.0,,2.0,,,2.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Orange County SC,2rsduabh7r8i29f9i6znwbfu1,R. Damus,Forward,11,12.0,9.0,11.0,111.0,26.0,21.0,,3.0,3.0,40.0,1.0,2.0,87.0,157.0,165.0,2.0,327.0,47.0,276.0,147.0,31.0,43.0,15.0,6.0,112.0,5.0,83.0,126.0,31.0,27.0,228.0,341.0,96.0,2765.0,211.0,18.0,93.0,216.0,32.0,3.0,13.0,12.0,22.0,12.0,30.0,894.0,31.0,99.0,21.0,75.0,87.0,1.0,76.0,29.0,33.0,448.0,18.0,310.0,12.0,1.0,10.0,172.0,46.0,6.0,18.0,143.0,21.0,68.0,5.0,,99.0,291.0,58.0,8.0,9.0,9.0,6.0,1.0,,,,4.0,47.0,,,,3.0,,,,6.0,,10.0,,,7.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Orange County SC,367rkogyur7n33z185t54xf1m,R. Drai,Forward,26,1.0,1.0,,6.0,4.0,4.0,,,,9.0,,,11.0,6.0,17.0,,36.0,7.0,23.0,7.0,8.0,,,1.0,5.0,1.0,9.0,5.0,1.0,1.0,26.0,27.0,11.0,118.0,26.0,,9.0,26.0,1.0,,,,,,1.0,65.0,8.0,9.0,2.0,1.0,6.0,,13.0,1.0,1.0,28.0,1.0,36.0,2.0,,10.0,5.0,,2.0,,15.0,1.0,3.0,1.0,7.0,10.0,22.0,6.0,,0.0,0.0,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Orange County SC,8ip1nbv9fmpcb7zbuvkkx39p1,T. Enevoldsen,Forward,7,8.0,2.0,2.0,,3.0,6.0,1.0,3.0,,66.0,,,46.0,1.0,15.0,,194.0,4.0,15.0,13.0,15.0,3.0,3.0,11.0,40.0,7.0,44.0,16.0,3.0,5.0,143.0,85.0,7.0,457.0,138.0,2.0,40.0,136.0,8.0,,1.0,4.0,7.0,7.0,5.0,279.0,15.0,41.0,14.0,11.0,23.0,,47.0,7.0,6.0,32.0,5.0,189.0,1.0,4.0,10.0,17.0,1.0,,2.0,97.0,2.0,3.0,7.0,12.0,51.0,31.0,6.0,,1.0,1.0,2.0,2.0,1.0,,1.0,,1.0,4.0,,,2.0,,,,1.0,,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,
USA_USL_Championship,2021,Orange County SC,hglsr5ybsi6bsl178ge0c31m,D. Faundez,Goalkeeper,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Orange County SC,1nltrcfmwyslw30mouylpm5ii,A. Flanagan,Defender,27,5.0,5.0,6.0,5.0,7.0,9.0,2.0,4.0,,82.0,,3.0,76.0,10.0,33.0,3.0,178.0,9.0,38.0,12.0,13.0,1.0,2.0,8.0,37.0,8.0,38.0,43.0,6.0,8.0,140.0,89.0,15.0,522.0,137.0,,30.0,135.0,2.0,,,4.0,9.0,5.0,8.0,353.0,13.0,15.0,8.0,3.0,36.0,,44.0,15.0,10.0,86.0,1.0,175.0,6.0,,10.0,48.0,5.0,1.0,,67.0,6.0,19.0,8.0,7.0,38.0,76.0,11.0,,0.0,0.0,0.0,,,,,2.0,,32.0,5.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Orange County SC,3tn3datk4vvxz8xxzbcbingq2,H. Hanes,Midfielder,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Orange County SC,azjg5f6g66fbrz4ep7wg6nlgq,K. Henry,Defender,23,5.0,1.0,22.0,26.0,4.0,13.0,12.0,31.0,1.0,302.0,1.0,,516.0,40.0,22.0,,774.0,3.0,48.0,9.0,19.0,1.0,,77.0,41.0,3.0,78.0,28.0,16.0,15.0,641.0,153.0,4.0,1494.0,629.0,1.0,56.0,565.0,3.0,2.0,,9.0,60.0,76.0,17.0,964.0,19.0,286.0,58.0,4.0,98.0,1.0,145.0,3.0,24.0,90.0,2.0,762.0,8.0,,10.0,42.0,14.0,1.0,1.0,125.0,15.0,1.0,2.0,3.0,133.0,50.0,13.0,7.0,0.0,1.0,1.0,,1.0,1.0,,15.0,1.0,2.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Orange County SC,f3ylcm7gk6cjp65oz60rk4hnu,B. Iloski,Midfielder,10,47.0,16.0,18.0,22.0,11.0,36.0,1.0,4.0,,278.0,2.0,20.0,344.0,37.0,128.0,29.0,1002.0,33.0,150.0,55.0,36.0,11.0,11.0,24.0,272.0,67.0,184.0,138.0,32.0,30.0,854.0,377.0,77.0,2791.0,818.0,3.0,124.0,797.0,10.0,3.0,7.0,10.0,10.0,57.0,33.0,1564.0,36.0,248.0,31.0,21.0,134.0,,204.0,37.0,30.0,303.0,18.0,958.0,18.0,3.0,10.0,153.0,15.0,7.0,3.0,539.0,20.0,72.0,39.0,4.0,148.0,266.0,25.0,5.0,0.0,3.0,0.0,3.0,38.0,23.0,2.0,2.0,1.0,26.0,1.0,8.0,4.0,,,,2.0,,,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,
USA_USL_Championship,2021,Orange County SC,1w1m5cmhn5sjve7p7sb1cj8mi,J. Imperato,Midfielder,22,1.0,,,,,,1.0,,,1.0,,,3.0,,,,8.0,,,1.0,3.0,,,,2.0,,1.0,2.0,,1.0,7.0,2.0,,33.0,6.0,,1.0,6.0,,,,,,1.0,1.0,11.0,3.0,2.0,,,,,3.0,,,2.0,,7.0,,,10.0,2.0,,,,4.0,,2.0,,3.0,1.0,2.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Orange County SC,17awnaio7qr0w4i5x73bycxgq,F. Jacobs,Midfielder,21,,,1.0,,,,,,,3.0,,,9.0,,,,15.0,,,,1.0,,,1.0,2.0,,3.0,,,,12.0,3.0,,17.0,12.0,,2.0,11.0,,,,,,1.0,,16.0,1.0,4.0,,,,,6.0,,,,,15.0,,,10.0,,,,,3.0,,,,1.0,3.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
