liga,temporada,equipo,id,nombre,posicion,dorsal,Total Passes,Total Clearances,Offsides,Foul Attempted Tackle,Through balls,Unsuccessful Long Passes,Time Played,Starts,Duels,Index,Aerial Duels lost,Clean Sheets,Penalty Goals Conceded,Interceptions,Total Successful Passes ( Excl Crosses & Corners ) ,Leftside Passes,Total Shots,Unsuccessful Crosses open play,Total Fouls Conceded,Open Play Passes,Aerial Duels won,Throw Ins to Own Player,Blocks,Total Tackles,Successful Short Passes,Unsuccessful Passes Opposition Half,Recoveries,Games Played,Appearances,Unsuccessful Dribbles,PutThrough/Blocked Distribution,Ground Duels lost,Unsuccessful Passes Own Half,Successful Crosses & Corners,Unsuccessful Short Passes,Duels lost,Forward Passes,Ground Duels,Successful Passes Opposition Half,Goals Conceded Outside Box,Unsuccessful Launches,Backward Passes,Successful Long Passes,Rightside Passes,Duels won,Ground Duels won,Corners Won,Successful Crosses open play,Total Losses Of Possession,Shots On Target ( inc goals ),Tackles Lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots Off Target (inc woodwork),PutThrough/Blocked Distribution Won,Substitute Off,Throw Ins to Opposition Player,Blocked Shots,Total Touches In Opposition Box,Successful Launches,Times Tackled,Total Fouls Won,Tackles Won,Successful Dribbles,Goals Conceded Inside Box,Successful Open Play Passes,Aerial Duels,Goals Conceded,Successful Passes Own Half,Key Passes (Attempt Assists),Successful Lay-offs,Unsuccessful Crosses & Corners,Touches,Winning Goal,Attempts from Set Pieces,Clearances Off the Line,Substitute On,Yellow Cards,Goals from Inside Box,Handballs conceded,Overruns,Penalties Taken,Left Foot Goals,Goal Assists,Goals,Right Foot Goals,Unsuccessful lay-offs,Penalty Goals,Assists (Intentional),Home Goals,Away Goals,Headed Goals,Successful Corners into Box,Unsuccessful Corners into Box,Corners Taken (incl short corners),GK Successful Distribution,Saves Made from Inside Box,Saves Made,Goalkeeper Smother,Saves Made from Outside Box,Saves made - parried,Drops,GK Unsuccessful Distribution,Goal Kicks,Punches,Catches,Goals from Outside Box,Hit Woodwork,Straight Red Cards,Total Red Cards,Foul Won Penalty,Set Pieces Goals,Second Goal Assists,Penalties Conceded,Saves made - caught,Penalties Faced,Last Player Tackle,Saves from Penalty,Penalties Saved,Red Cards - 2nd Yellow,Penalties Off Target,Own Goal Scored,Crosses not Claimed,Other Goals,Last Man Tackle
Mexico_Liga_MX,2022-2023,Querétaro FC,2tlhmfokon6uywga5h0xtmuhh,C. Aboagye,Midfielder,0,151.0,,,5.0,,6.0,296.0,2.0,41.0,10.0,2.0,,1.0,6.0,130.0,49.0,1.0,3.0,8.0,149.0,1.0,,1.0,9.0,117.0,19.0,20.0,11.0,11.0,4.0,5.0,17.0,5.0,2.0,15.0,19.0,35.0,38.0,82.0,3.0,4.0,20.0,13.0,47.0,22.0,21.0,1.0,2.0,35.0,1.0,5.0,21.0,,1.0,2.0,,1.0,2.0,2.0,6.0,8.0,4.0,4.0,4.0,128.0,3.0,7.0,50.0,6.0,1.0,3.0,201.0,0.0,,,9.0,1.0,1.0,2.0,,,,,1.0,1.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Querétaro FC,aq1al79jd2ht68v3ylktqn4k5,W. Aguerre,Goalkeeper,29,229.0,11.0,,,,97.0,810.0,9.0,5.0,10.0,1.0,,,,130.0,41.0,,,,105.0,1.0,,,,72.0,82.0,64.0,9.0,9.0,,1.0,,17.0,,2.0,1.0,164.0,3.0,44.0,8.0,26.0,,58.0,24.0,4.0,3.0,2.0,,102.0,,,99.0,,1.0,,,,,8.0,,1.0,,2.0,13.0,70.0,2.0,21.0,86.0,1.0,,,322.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,82.0,16.0,24.0,,8.0,4.0,1.0,42.0,87.0,3.0,11.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,
Mexico_Liga_MX,2022-2023,Querétaro FC,9nu96uyhtoq565f332lcyhzop,G. Alcalá,Goalkeeper,1,40.0,6.0,,,,17.0,180.0,2.0,2.0,10.0,,,,,23.0,1.0,,,,12.0,2.0,,,,10.0,17.0,14.0,2.0,2.0,,,,,,,,35.0,,12.0,1.0,2.0,,13.0,4.0,2.0,,,,17.0,,,17.0,,,,,,,1.0,,,,,3.0,8.0,2.0,4.0,11.0,,,,65.0,0.0,,,,,,,,,,,,,,,,,,,,,,22.0,6.0,6.0,,,2.0,,9.0,21.0,3.0,2.0,,,,,,,,,1.0,,,,,,,1.0,,,
Mexico_Liga_MX,2022-2023,Querétaro FC,1xaef0hnod3jkhr74gz67lpsl,J. Angulo,Forward,19,70.0,2.0,3.0,2.0,,,359.0,3.0,61.0,10.0,12.0,,,1.0,43.0,18.0,12.0,5.0,7.0,63.0,14.0,,,4.0,40.0,31.0,8.0,10.0,10.0,7.0,10.0,23.0,1.0,,27.0,35.0,20.0,35.0,29.0,1.0,,14.0,3.0,18.0,26.0,12.0,5.0,,61.0,6.0,,27.0,6.0,2.0,2.0,,3.0,20.0,,14.0,3.0,4.0,5.0,7.0,36.0,26.0,8.0,14.0,2.0,1.0,5.0,145.0,0.0,,,7.0,2.0,1.0,,3.0,,,,1.0,,1.0,,,1.0,0.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Querétaro FC,53ep4ew9771nqrrq1a02doqqy,E. Ayón,Forward,26,41.0,1.0,2.0,3.0,,1.0,268.0,2.0,31.0,10.0,8.0,,1.0,1.0,29.0,14.0,12.0,,5.0,39.0,3.0,,,2.0,28.0,9.0,5.0,8.0,8.0,3.0,5.0,12.0,3.0,,11.0,20.0,8.0,20.0,22.0,3.0,1.0,10.0,1.0,9.0,11.0,8.0,2.0,,35.0,9.0,1.0,12.0,3.0,1.0,1.0,,,17.0,1.0,5.0,6.0,1.0,,8.0,27.0,11.0,11.0,7.0,3.0,1.0,,93.0,0.0,,,6.0,1.0,2.0,,,,,,2.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Querétaro FC,4h09e5cjwdxlps0hhr89rry6t,K. Balanta,Midfielder,35,345.0,28.0,,6.0,,48.0,801.0,9.0,64.0,10.0,11.0,,4.0,11.0,265.0,108.0,1.0,1.0,11.0,333.0,8.0,2.0,6.0,15.0,221.0,45.0,62.0,9.0,9.0,4.0,4.0,22.0,36.0,,32.0,33.0,175.0,45.0,80.0,7.0,24.0,14.0,44.0,48.0,31.0,23.0,,,96.0,,8.0,80.0,1.0,2.0,1.0,,1.0,1.0,3.0,7.0,5.0,7.0,3.0,15.0,255.0,19.0,22.0,185.0,3.0,,1.0,446.0,0.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Querétaro FC,ahpswn4b27gwnflwv2jkj0mhh,D. Barbona,Midfielder,20,202.0,1.0,,6.0,2.0,7.0,574.0,8.0,53.0,10.0,3.0,,1.0,,166.0,44.0,13.0,2.0,7.0,200.0,2.0,,2.0,5.0,156.0,32.0,26.0,10.0,10.0,4.0,14.0,27.0,6.0,3.0,29.0,30.0,54.0,48.0,123.0,3.0,2.0,40.0,10.0,64.0,23.0,21.0,3.0,3.0,62.0,3.0,2.0,36.0,10.0,5.0,7.0,,3.0,17.0,,11.0,7.0,3.0,9.0,10.0,164.0,5.0,13.0,46.0,12.0,2.0,2.0,288.0,0.0,1.0,,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Querétaro FC,78pcv2eroi0wl22dv207ufidx,P. Barrera,Forward,8,447.0,4.0,3.0,,,22.0,1366.0,16.0,97.0,10.0,4.0,,5.0,16.0,346.0,103.0,14.0,51.0,,429.0,3.0,21.0,2.0,12.0,322.0,166.0,74.0,17.0,17.0,16.0,23.0,40.0,22.0,34.0,79.0,44.0,130.0,90.0,239.0,7.0,5.0,114.0,24.0,100.0,53.0,50.0,10.0,17.0,246.0,7.0,3.0,101.0,7.0,5.0,5.0,2.0,7.0,20.0,1.0,31.0,20.0,9.0,18.0,24.0,332.0,7.0,31.0,141.0,31.0,1.0,87.0,763.0,1.0,4.0,,1.0,2.0,,,4.0,,,4.0,1.0,1.0,,,4.0,1.0,0.0,,13.0,22.0,42.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Querétaro FC,2qzyh6zhljv61v1mlfnlc80k5,D. Cabrera,Midfielder,0,21.0,,,3.0,,1.0,29.0,,9.0,10.0,,,,,19.0,10.0,,,3.0,21.0,,,,4.0,16.0,2.0,4.0,2.0,2.0,1.0,,4.0,,,1.0,4.0,5.0,9.0,16.0,,,1.0,3.0,5.0,5.0,5.0,,,3.0,,3.0,2.0,,,,,,,,1.0,1.0,1.0,,,19.0,,,3.0,,,,27.0,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Querétaro FC,6zyx1wwvohh2tnvkzb8ysv9at,D. Cervantes,Defender,0,69.0,8.0,,2.0,,8.0,181.0,2.0,12.0,10.0,2.0,,,2.0,51.0,20.0,,,3.0,67.0,4.0,,2.0,3.0,45.0,12.0,9.0,3.0,3.0,,1.0,2.0,6.0,,10.0,4.0,35.0,6.0,16.0,1.0,1.0,7.0,6.0,7.0,8.0,4.0,,,19.0,,2.0,18.0,,,,,,,,,1.0,1.0,,3.0,50.0,6.0,4.0,35.0,,,,87.0,0.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
