liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocks,Carries,Clean Sheets,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Leftside Passes,Open Play Passes,Progressive Carries,Recoveries,Rightside Passes,Shots On Target ( inc goals ),Starts,Successful Dribbles,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Missed,Total Clearances,Total Fouls Conceded,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Foul Attempted Tackle,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Substitute Off,Unsuccessful lay-offs,Hit Woodwork,Substitute On,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Yellow Cards,Successful Crosses & Corners,Successful Crosses open play,Total Fouls Won,GK Successful Distribution,GK Unsuccessful Distribution,Goal Kicks,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Successful Launches,Total Big Chances Saved,Corners Taken (incl short corners),Corners Won,Key Passes (Attempt Assists),Overruns,Successful Corners into Box,Successful Lay-offs,Total Big Chances Created,Unsuccessful Corners into Box,Offsides,Goals,Goals Openplay,Goals from Inside Box,Headed Goals,Total Big Chances Scored,Home Goals,Away Goals,Assists (Intentional),Goal Assists,Blocked Shots,Through balls,Catches,Saves made - parried,Clearances Off the Line,Handballs conceded,Attempts from Set Pieces,Goals from Outside Box,Right Foot Goals,Goalkeeper Smother,Goals Conceded Outside Box,Penalty Goals Conceded,Shots Created,Drops,Penalties Faced,Left Foot Goals,Penalties Conceded,Foul Won Penalty,Penalties Taken,Penalty Goals,Saves made - caught,Other Goals,Straight Red Cards,Total Red Cards,Last Player Tackle,Second Goal Assists,Red Cards - 2nd Yellow,Penalties Off Target,Crosses not Claimed,Direct Setpiece Goals,Set Pieces Goals,Penalties Saved,Saves from Penalty,Own Goal Scored
Concacaf_Concacaf_Champions_Cup,2026,Philadelphia Union,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,Forward,23,11.0,5.0,6.0,3.0,19.0,,21.0,1.0,30.0,17.0,13.0,60.0,6.0,3.0,1.0,1.0,19.0,12.0,7.0,1.0,26.0,59.0,8.0,8.0,8.0,2.0,3.0,4.0,1.0,48.0,41.0,7.0,47.0,1.0,,,,200.0,6.0,,,5.0,23.0,59.0,3.0,48.0,1.0,6.0,11.0,90.0,1.0,,,10.0,1.0,11.0,0.0,,4.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,1.0,1.0,,,10.0,1.0,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,,,,,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Philadelphia Union,7e9glnj6i9jv30av9ip8pw4,A. Anello,Forward,28,4.0,3.0,1.0,1.0,3.0,,15.0,,12.0,10.0,2.0,16.0,10.0,1.0,1.0,1.0,8.0,7.0,1.0,,2.0,18.0,3.0,2.0,3.0,,1.0,,,11.0,8.0,3.0,11.0,,,,,63.0,1.0,,,4.0,13.0,18.0,1.0,11.0,,2.0,7.0,27.0,1.0,,1.0,7.0,1.0,6.0,0.0,1.0,2.0,,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Philadelphia Union,6761vkpm5baaimcyxq3y5r2z9,A. Bedoya,Midfielder,11,4.0,3.0,1.0,2.0,10.0,,24.0,1.0,9.0,5.0,4.0,34.0,34.0,2.0,,,5.0,2.0,3.0,1.0,31.0,81.0,7.0,6.0,6.0,,2.0,1.0,1.0,63.0,51.0,13.0,62.0,,2.0,1.0,3.0,165.0,,,,1.0,22.0,81.0,,63.0,2.0,8.0,18.0,100.0,,1.0,1.0,14.0,4.0,17.0,0.0,1.0,5.0,4.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,6.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Philadelphia Union,1dk0bdadfdnycriqp8u21ulpm,B. Bender,Midfielder,16,1.0,,1.0,1.0,1.0,,2.0,,5.0,2.0,3.0,9.0,8.0,1.0,,,4.0,2.0,2.0,1.0,1.0,23.0,1.0,5.0,13.0,1.0,,,2.0,20.0,10.0,11.0,18.0,1.0,,1.0,4.0,45.0,1.0,,,,7.0,23.0,1.0,20.0,1.0,3.0,3.0,37.0,1.0,,1.0,5.0,,2.0,0.0,,1.0,1.0,,,,,1.0,2.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,0.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Philadelphia Union,vii7iwznqiwigznyp13a6505,A. Blake,Goalkeeper,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Philadelphia Union,1l8zdwi6eeja1pcroszqejq3t,J. Bueno,Midfielder,8,3.0,2.0,1.0,4.0,23.0,1.0,67.0,1.0,34.0,21.0,13.0,46.0,57.0,4.0,2.0,2.0,31.0,19.0,12.0,5.0,43.0,158.0,24.0,20.0,43.0,1.0,3.0,3.0,10.0,134.0,87.0,57.0,132.0,1.0,4.0,,,285.0,7.0,,1.0,6.0,38.0,166.0,1.0,142.0,5.0,4.0,24.0,213.0,3.0,2.0,6.0,16.0,11.0,18.0,0.0,2.0,10.0,5.0,,,,,1.0,3.0,3.0,,2.0,1.0,4.0,,,,,,,,,,1.0,,6.0,1.0,1.0,4.0,,,,1.0,,1.0,,1.0,0.0,1.0,,,,,,,,,,,1.0,,,,6.0,,,,,,1.0,1.0,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Philadelphia Union,20wmdzih6b1t0ekt1v2qd4b2s,C. Sullivan,Midfielder,6,,,,4.0,21.0,,41.0,1.0,27.0,12.0,15.0,91.0,24.0,4.0,2.0,2.0,27.0,12.0,15.0,2.0,16.0,76.0,18.0,18.0,16.0,2.0,3.0,4.0,4.0,52.0,44.0,10.0,49.0,2.0,6.0,,1.0,223.0,7.0,,,2.0,50.0,77.0,5.0,53.0,8.0,17.0,24.0,139.0,6.0,2.0,4.0,32.0,1.0,20.0,0.0,1.0,9.0,7.0,3.0,2.0,,1.0,1.0,9.0,4.0,,1.0,1.0,3.0,,,,,,,,,,4.0,1.0,4.0,,,,1.0,3.0,,2.0,2.0,2.0,,2.0,2.0,0.0,3.0,3.0,,,,,,,,,1.0,,,,7.0,,,1.0,,1.0,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Philadelphia Union,4up3twqzbx58uni3u69bk7578,B. Damiani,Forward,9,10.0,6.0,4.0,3.0,12.0,,8.0,,16.0,10.0,6.0,33.0,9.0,3.0,,,6.0,4.0,2.0,,13.0,39.0,1.0,5.0,5.0,2.0,,,1.0,25.0,21.0,4.0,24.0,,,,,115.0,4.0,1.0,,3.0,23.0,39.0,4.0,25.0,,8.0,14.0,58.0,,1.0,1.0,13.0,1.0,13.0,0.0,,4.0,1.0,2.0,,1.0,,3.0,,,,,,2.0,,,,,,,,,,,,,,,7.0,,,,2.0,1.0,1.0,,1.0,0.0,2.0,,,,,,,,2.0,,1.0,,,,,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Philadelphia Union,9j3va21w5i9ypf8qmt4g1vggk,E. Davis III,Forward,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Philadelphia Union,8q8dzdggl0a8a3oiifafh2nvu,N. Harriel,Defender,26,13.0,5.0,8.0,3.0,11.0,,28.0,,31.0,13.0,18.0,30.0,58.0,3.0,2.0,2.0,18.0,8.0,10.0,7.0,34.0,116.0,11.0,12.0,15.0,,3.0,,4.0,93.0,37.0,57.0,90.0,3.0,2.0,9.0,12.0,245.0,3.0,,8.0,4.0,38.0,118.0,2.0,94.0,5.0,5.0,24.0,178.0,1.0,5.0,8.0,22.0,3.0,16.0,0.0,2.0,5.0,4.0,2.0,1.0,,,,1.0,1.0,1.0,,,5.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
