liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Successful Launches,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Total Fouls Won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,GK Successful Distribution,Substitute On,Successful Lay-offs,Goals,Right Foot Goals,Successful Crosses & Corners,Yellow Cards,Shots Off Target (inc woodwork),Substitute Off,Successful Dribbles,Total Shots,Total Red Cards,Blocked Shots,Red Cards - 2nd Yellow,Foul Attempted Tackle,Total Touches In Opposition Box,Shots On Target ( inc goals ),Successful Crosses open play,Aerial Duels won,Handballs conceded,Hit Woodwork,Goals from Inside Box,Unsuccessful lay-offs,Through balls,Offsides,Corners Won,Successful Corners into Box,Corners Taken (incl short corners),Goals from Outside Box,Left Foot Goals,Unsuccessful Corners into Box,Assists (Intentional),Clearances Off the Line,Goal Assists,Saves Made,Crosses not Claimed,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Second Goal Assists,Own Goal Scored,Headed Goals,Foul Won Penalty,Set Pieces Goals,Attempts from Set Pieces,Penalties Taken,Penalty Goals,Straight Red Cards,Penalties Conceded,Goalkeeper Smother,Penalties Faced,Times Tackled,Penalty Goals Conceded,Home Goals,Away Goals,Winning Goal,Other Goals,Goal Kicks,Last Man Tackle,Saves from Penalty,Penalties Saved,Penalties Off Target
USA_USL_Championship,2017,Rochester New York FC,4d7szgy6wfiqhwpys654z7qhh,B. Beresford,Midfielder,8,8.0,989.0,5.0,1.0,363.0,69.0,149.0,6.0,16.0,15.0,1.0,16.0,153.0,129.0,29.0,80.0,370.0,25.0,253.0,5.0,96.0,109.0,7.0,85.0,4.0,56.0,11.0,27.0,20.0,534.0,18.0,,97.0,97.0,10.0,51.0,21.0,10.0,11.0,124.0,8.0,6.0,9.0,18.0,57.0,95.0,268.0,274.0,27.0,3.0,19.0,73.0,10.0,10.0,40.0,,7.0,16.0,,,4.0,2.0,12.0,7.0,2.0,12.0,,1.0,,17.0,21.0,,2.0,11.0,,,,3.0,,1.0,4.0,2.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Rochester New York FC,1ompm6lm4xpp7su92zjvdxln9,R. Boukemia,Forward,24,2.0,206.0,,,82.0,34.0,32.0,1.0,1.0,1.0,,4.0,37.0,33.0,6.0,22.0,87.0,2.0,62.0,5.0,23.0,27.0,1.0,21.0,,15.0,3.0,4.0,4.0,120.0,7.0,,15.0,13.0,10.0,11.0,2.0,2.0,,20.0,,5.0,2.0,7.0,5.0,13.0,59.0,64.0,5.0,,4.0,9.0,2.0,1.0,10.0,,4.0,7.0,,,1.0,1.0,1.0,4.0,2.0,3.0,,1.0,,,4.0,2.0,1.0,1.0,1.0,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
USA_USL_Championship,2017,Rochester New York FC,6n0rbmk40nuf1rdnetimmadih,J. Brown,Midfielder,22,13.0,972.0,4.0,,334.0,130.0,175.0,1.0,6.0,6.0,2.0,21.0,170.0,100.0,10.0,60.0,337.0,27.0,259.0,6.0,66.0,93.0,10.0,66.0,,52.0,11.0,13.0,13.0,527.0,19.0,2.0,79.0,51.0,10.0,37.0,12.0,8.0,5.0,116.0,4.0,8.0,13.0,19.0,58.0,63.0,269.0,271.0,37.0,,9.0,79.0,1.0,3.0,21.0,,8.0,14.0,1.0,1.0,4.0,,14.0,9.0,4.0,19.0,,4.0,,7.0,51.0,5.0,4.0,16.0,2.0,1.0,1.0,,1.0,5.0,8.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Rochester New York FC,ar6i26vtb7c9tjfrlul7pp3v9,J. Büscher,Midfielder,27,17.0,474.0,4.0,,268.0,69.0,152.0,3.0,11.0,8.0,2.0,10.0,156.0,79.0,16.0,49.0,276.0,7.0,201.0,3.0,60.0,83.0,14.0,97.0,1.0,42.0,5.0,21.0,5.0,457.0,12.0,,65.0,66.0,10.0,31.0,15.0,9.0,7.0,75.0,,5.0,42.0,12.0,34.0,58.0,211.0,216.0,10.0,,12.0,44.0,4.0,5.0,31.0,,7.0,27.0,,,15.0,,4.0,5.0,6.0,10.0,,3.0,,2.0,16.0,6.0,,,,,,3.0,,,12.0,14.0,38.0,,,22.0,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Rochester New York FC,cnmgw2syykbowssks8tt5k639,S. Campbell,Defender,25,,869.0,2.0,10.0,333.0,22.0,62.0,17.0,31.0,2.0,1.0,17.0,78.0,208.0,14.0,39.0,340.0,17.0,244.0,11.0,70.0,86.0,2.0,42.0,,34.0,9.0,4.0,28.0,476.0,15.0,6.0,39.0,134.0,10.0,53.0,26.0,8.0,,87.0,59.0,12.0,,15.0,17.0,98.0,265.0,270.0,48.0,1.0,10.0,34.0,4.0,25.0,22.0,,6.0,,,,,,2.0,1.0,,2.0,,1.0,,4.0,5.0,,,31.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
USA_USL_Championship,2017,Rochester New York FC,c67inbqsfucz15nohteu3kb8p,Antonio Correia,Forward,18,2.0,110.0,,1.0,36.0,11.0,19.0,,,1.0,,5.0,17.0,13.0,3.0,6.0,36.0,3.0,28.0,1.0,6.0,9.0,1.0,6.0,,1.0,1.0,2.0,2.0,59.0,5.0,,10.0,9.0,10.0,6.0,2.0,,1.0,18.0,1.0,1.0,2.0,5.0,7.0,7.0,30.0,30.0,8.0,,3.0,12.0,,1.0,3.0,,4.0,1.0,1.0,1.0,2.0,1.0,,1.0,,2.0,,,,2.0,5.0,2.0,2.0,3.0,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Rochester New York FC,3bnmv7pmb7ibpe1fwjpwvznjd,S. Defregger,Midfielder,9,23.0,813.0,3.0,2.0,287.0,70.0,143.0,,5.0,11.0,1.0,21.0,147.0,86.0,13.0,63.0,290.0,9.0,211.0,9.0,68.0,31.0,13.0,88.0,1.0,47.0,10.0,18.0,15.0,452.0,16.0,1.0,69.0,81.0,10.0,42.0,11.0,13.0,3.0,104.0,6.0,10.0,35.0,16.0,41.0,108.0,219.0,222.0,35.0,1.0,10.0,62.0,3.0,8.0,28.0,,6.0,13.0,2.0,1.0,7.0,2.0,4.0,8.0,3.0,7.0,,1.0,,2.0,19.0,3.0,3.0,14.0,,,2.0,,,3.0,9.0,4.0,12.0,,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Rochester New York FC,41jh7hanms801vg697hywz2sp,J. Dover,Midfielder,5,50.0,1943.0,181.0,7.0,907.0,127.0,376.0,32.0,55.0,14.0,2.0,16.0,427.0,304.0,50.0,188.0,915.0,35.0,652.0,10.0,243.0,55.0,20.0,220.0,39.0,114.0,21.0,55.0,73.0,1507.0,25.0,2.0,173.0,446.0,10.0,106.0,20.0,19.0,18.0,204.0,28.0,12.0,50.0,25.0,82.0,287.0,665.0,672.0,31.0,10.0,36.0,98.0,14.0,46.0,91.0,,4.0,2.0,,,8.0,2.0,4.0,3.0,23.0,7.0,,4.0,,20.0,38.0,3.0,8.0,15.0,1.0,,,,,2.0,15.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Rochester New York FC,7tyde2eudw14ooe2iz01hnbvt,S. Edoung-Biyo,Defender,29,,34.0,,,8.0,3.0,5.0,,,1.0,,,5.0,2.0,,1.0,8.0,1.0,7.0,,1.0,3.0,1.0,1.0,,2.0,,1.0,,16.0,3.0,,4.0,2.0,10.0,2.0,,2.0,,4.0,,,,3.0,2.0,,7.0,7.0,,,,2.0,,,2.0,,3.0,1.0,,,,,1.0,,,1.0,,,,1.0,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Rochester New York FC,dz3y9t4wykveb1au206xx6hud,W. Fall,Midfielder,17,8.0,2491.0,4.0,8.0,1400.0,183.0,605.0,22.0,75.0,28.0,3.0,60.0,486.0,515.0,84.0,287.0,1477.0,60.0,985.0,22.0,362.0,340.0,29.0,285.0,1.0,247.0,28.0,58.0,86.0,2005.0,31.0,10.0,296.0,578.0,10.0,252.0,130.0,64.0,7.0,436.0,36.0,25.0,9.0,31.0,124.0,376.0,1052.0,1115.0,140.0,8.0,64.0,184.0,20.0,58.0,172.0,,3.0,36.0,9.0,9.0,5.0,8.0,26.0,9.0,28.0,50.0,,10.0,,32.0,66.0,24.0,2.0,80.0,4.0,2.0,8.0,2.0,1.0,2.0,15.0,,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,1.0,1.0,8.0,6.0,6.0,,,,,,,,,,,,,,,
