liga,temporada,equipo,id,nombre,posicion,dorsal,Duels,Total Fouls Won,Goals Conceded Outside Box,Total Clearances,PutThrough/Blocked Distribution Won,Throw Ins to Own Player,Throw Ins to Opposition Player,Unsuccessful Passes Opposition Half,Substitute On,Total Unsuccessful Passes ( Excl Crosses & Corners ),Tackles Lost,Total Passes,Unsuccessful Launches,Total Tackles,Unsuccessful Long Passes,Time Played,Successful Passes Own Half,Ground Duels lost,Goals Conceded Inside Box,Ground Duels won,Games Played,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Leftside Passes,Starts,Successful Short Passes,Total Fouls Conceded,Total Losses Of Possession,Foul Attempted Tackle,Unsuccessful Short Passes,Duels won,Ground Duels,Tackles Won,Times Tackled,Substitute Off,Recoveries,Index,Successful Open Play Passes,Touches,Appearances,Duels lost,Forward Passes,Goals Conceded,Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Winning Goal,Successful Dribbles,Aerial Duels lost,Successful Lay-offs,Shots On Target ( inc goals ),Interceptions,Aerial Duels,Backward Passes,Successful Passes Opposition Half,Unsuccessful Dribbles,Blocks,Blocked Shots,Rightside Passes,Overruns,Total Touches In Opposition Box,Foul Won Penalty,Total Shots,Aerial Duels won,Saves made - parried,Punches,Crosses not Claimed,Drops,GK Successful Distribution,Successful Long Passes,Goalkeeper Smother,Saves Made,Saves Made from Inside Box,GK Unsuccessful Distribution,Goal Kicks,Catches,Successful Launches,Saves Made from Outside Box,Handballs conceded,Key Passes (Attempt Assists),Yellow Cards,Shots Off Target (inc woodwork),Unsuccessful Crosses & Corners,Successful Crosses & Corners,Offsides,Assists (Intentional),Goal Assists,Unsuccessful Corners into Box,Successful Crosses open play,Corners Taken (incl short corners),Successful Corners into Box,Corners Won,Unsuccessful lay-offs,Clearances Off the Line,Unsuccessful Crosses open play,Goals,Left Foot Goals,Goals from Inside Box,Home Goals,Away Goals,Penalties Taken,Penalties Off Target,Headed Goals,Hit Woodwork,Penalty Goals Conceded,Penalties Faced,Penalties Saved,Saves from Penalty,Attempts from Set Pieces,Right Foot Goals,Saves made - caught,Last Player Tackle,Penalties Conceded,Red Cards - 2nd Yellow,Total Red Cards,Through balls,Penalty Goals,Clean Sheets,Own Goal Scored,Other Goals,Goals from Outside Box,Second Goal Assists,Set Pieces Goals,Straight Red Cards
Concacaf_Concacaf_U17,2025,El Salvador Under 17,6as9ukzazoqvaskcvc4bqh15g,O. Alegria,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,El Salvador Under 17,6gky4xa28t6dksqr9fu7bkpp0,M. Barillas,Midfielder,0,18.0,1.0,,1.0,4.0,,,7.0,3.0,5.0,1.0,15.0,,1.0,1.0,97.0,1.0,6.0,,5.0,3.0,4.0,,6.0,,10.0,1.0,23.0,1.0,4.0,8.0,11.0,,5.0,,2.0,10.0,10.0,48.0,3.0,10.0,4.0,,15.0,10.0,0.0,3.0,4.0,,2.0,1.0,7.0,2.0,9.0,2.0,,,3.0,1.0,9.0,,3.0,3.0,,,,,,,,,,,,,,,,3.0,,1.0,2.0,,1.0,,,,,,,2.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,
Concacaf_Concacaf_U17,2025,El Salvador Under 17,1msp5omdt4ua364nsgw06e1p0,A. Campos,Defender,20,7.0,1.0,,,,,,2.0,2.0,2.0,,16.0,1.0,2.0,1.0,19.0,3.0,1.0,,4.0,2.0,,1.0,2.0,,13.0,1.0,3.0,1.0,1.0,5.0,5.0,2.0,,,3.0,10.0,14.0,24.0,2.0,2.0,8.0,,16.0,14.0,0.0,1.0,1.0,,,1.0,2.0,2.0,11.0,,,,4.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,El Salvador Under 17,8uk3k0rnhh5gw92x9brrvx2j8,A. Castillo,Midfielder,3,2.0,,,5.0,,,,7.0,3.0,8.0,,38.0,1.0,1.0,6.0,52.0,14.0,1.0,,1.0,3.0,,1.0,3.0,,27.0,,9.0,,2.0,1.0,2.0,1.0,1.0,,3.0,10.0,27.0,50.0,3.0,1.0,17.0,,32.0,30.0,0.0,,,,,3.0,,4.0,17.0,,,,14.0,,1.0,,1.0,,,,,,1.0,3.0,,,,3.0,4.0,,2.0,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,El Salvador Under 17,2ig0vqnd6x4kharb15najowlw,P. Cornejo,Goalkeeper,18,1.0,,,9.0,,,,5.0,,6.0,,62.0,2.0,,6.0,270.0,56.0,,1.0,,3.0,,1.0,21.0,3.0,53.0,,8.0,,,1.0,,,,,26.0,10.0,33.0,93.0,3.0,,17.0,1.0,35.0,56.0,0.0,,,,,,1.0,,,,,,24.0,,,,,1.0,1.0,2.0,,,35.0,3.0,1.0,2.0,,1.0,21.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,
Concacaf_Concacaf_U17,2025,El Salvador Under 17,7x833sspq00mkoaxgpbkvsu1g,S. Espinoza,Defender,15,39.0,4.0,,2.0,1.0,2.0,,22.0,,19.0,4.0,70.0,1.0,7.0,1.0,249.0,6.0,15.0,1.0,19.0,3.0,5.0,2.0,33.0,3.0,49.0,2.0,41.0,1.0,18.0,21.0,34.0,3.0,8.0,2.0,11.0,10.0,51.0,134.0,3.0,18.0,14.0,1.0,70.0,51.0,0.0,8.0,3.0,,3.0,2.0,5.0,21.0,49.0,6.0,,1.0,2.0,1.0,14.0,,4.0,2.0,,,,,,2.0,,,,,,,,,,5.0,,1.0,5.0,4.0,,4.0,4.0,,4.0,,,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
Concacaf_Concacaf_U17,2025,El Salvador Under 17,6g3xxrkewnvyznaecuiy0zms4,A. Esquivel,Goalkeeper,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,El Salvador Under 17,bkm8jkuyensk08ywcz6sujg2c,E. Galdamez,Midfielder,10,7.0,,,,,,,3.0,1.0,2.0,,16.0,,,,45.0,1.0,6.0,,,1.0,,,4.0,,14.0,3.0,9.0,,2.0,1.0,6.0,,1.0,,1.0,10.0,13.0,25.0,1.0,6.0,2.0,,15.0,14.0,0.0,,,,1.0,,1.0,3.0,13.0,,,,7.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,1.0,,,,,1.0,1.0,,,1.0,0.0,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,1.0,
Concacaf_Concacaf_U17,2025,El Salvador Under 17,cnlhqa4lj11eaic0a6hcpp05w,E. Guardado,Midfielder,17,14.0,3.0,,11.0,,,,22.0,,29.0,,125.0,12.0,1.0,19.0,225.0,54.0,2.0,1.0,3.0,3.0,,7.0,38.0,3.0,78.0,1.0,30.0,,10.0,8.0,5.0,1.0,,1.0,5.0,10.0,91.0,149.0,3.0,6.0,48.0,1.0,119.0,96.0,0.0,,4.0,,,4.0,9.0,4.0,42.0,,,,35.0,,3.0,,2.0,5.0,,,,,,18.0,,,,,,,4.0,,,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
Concacaf_Concacaf_U17,2025,El Salvador Under 17,bfvpyws9k1tl1u2ajkf6ynbx0,J. Gutierrez,Defender,2,39.0,3.0,,9.0,2.0,23.0,15.0,22.0,,27.0,6.0,117.0,7.0,16.0,17.0,270.0,51.0,7.0,1.0,19.0,3.0,2.0,6.0,36.0,3.0,84.0,6.0,46.0,3.0,10.0,28.0,26.0,10.0,,,11.0,10.0,90.0,207.0,3.0,11.0,65.0,1.0,117.0,90.0,0.0,1.0,4.0,,,9.0,13.0,15.0,39.0,,4.0,,1.0,,,,,9.0,,,,,,6.0,,,,,,,2.0,,,1.0,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,
