root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Passes Own Half,Successful Open Play Passes,Ground Duels lost,Aerial Duels,Successful Dribbles,Duels won,Backward Passes,Key Passes (Attempt Assists),Throw Ins to Own Player,Tackles Won,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots On Target ( inc goals ),Substitute On,Forward Passes,Blocked Shots,Aerial Duels lost,Unsuccessful Crosses & Corners,Throw Ins to Opposition Player,Corners Won,Open Play Passes,Handballs conceded,Aerial Duels won,Foul Attempted Tackle,Rightside Passes,Unsuccessful Passes Opposition Half,Unsuccessful Dribbles,Successful Crosses open play,Goals Conceded,Shots Off Target (inc woodwork),Successful Long Passes,Offsides,Unsuccessful Crosses open play,Duels,Total Fouls Conceded,Goals Conceded Inside Box,Yellow Cards,Total Fouls Won,Successful Passes Own Half,Successful Passes Opposition Half,Unsuccessful Short Passes,Total Losses Of Possession,Ground Duels,Index,Successful Crosses & Corners,Penalties Conceded,Penalty Goals Conceded,Successful Lay-offs,Touches,Goals Conceded Outside Box,Leftside Passes,Total Touches In Opposition Box,Total Tackles,Unsuccessful Long Passes,Appearances,Total Successful Passes ( Excl Crosses & Corners ) ,Recoveries,Time Played,Successful Short Passes,PutThrough/Blocked Distribution Won,PutThrough/Blocked Distribution,Games Played,Ground Duels won,Total Shots,Total Passes,Total Clearances,Tackles Lost,Interceptions,Through balls,Unsuccessful Launches,Times Tackled,Blocks,Duels lost,Starts,Home Goals,Away Goals,Winning Goal,Assists (Intentional),Goal Assists,Successful Launches,Substitute Off,Right Foot Goals,Goals,Goals from Inside Box,Left Foot Goals,Red Cards - 2nd Yellow,Foul Won Penalty,Hit Woodwork,Total Red Cards,Penalty Goals,Penalties Taken,Set Pieces Goals,Attempts from Set Pieces,Unsuccessful lay-offs,Headed Goals,Penalties Faced,Last Man Tackle,GK Successful Distribution,Saves Made from Outside Box,Punches,Saves Made from Inside Box,Drops,Clean Sheets,Saves Made,Corners Taken (incl short corners),Catches,Saves made - parried,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Unsuccessful Corners into Box,Penalties Saved,Straight Red Cards,Successful Corners into Box,Second Goal Assists,Goalkeeper Smother,Goals from Outside Box,Clearances Off the Line,Own Goal Scored,Other Goals,Crosses not Claimed,Penalties Off Target
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Colorado Rapids 2,Colorado_Rapids_2,33l6xyx4nhswaphl9ha38yx9l,L. Abubakar,Defender,6,1.0,104.0,1.0,8.0,,6.0,11.0,,1.0,,11.0,,,32.0,,2.0,,,,115.0,,6.0,,24.0,10.0,,,2.0,1.0,6.0,,,9.0,1.0,1.0,,,75.0,30.0,9.0,13.0,1.0,10.0,,,,,127.0,1.0,49.0,3.0,,2.0,2.0,105.0,13.0,135.0,99.0,,1.0,2.0,,1.0,116.0,2.0,,3.0,,,,2.0,3.0,2.0,0.0,0.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Colorado Rapids 2,Colorado_Rapids_2,1yhtzq33ssznnl1pkg6fjz26t,B. Acosta,Midfielder,21,2.0,83.0,7.0,1.0,,6.0,19.0,3.0,1.0,4.0,5.0,,,17.0,1.0,,3.0,1.0,2.0,88.0,,1.0,4.0,27.0,6.0,,1.0,2.0,3.0,13.0,,2.0,13.0,4.0,1.0,1.0,1.0,38.0,48.0,4.0,11.0,12.0,10.0,3.0,,,,109.0,1.0,25.0,4.0,4.0,1.0,2.0,83.0,7.0,117.0,70.0,,,2.0,5.0,3.0,88.0,,,2.0,,,1.0,,7.0,2.0,0.0,0.0,0.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,1.0,,,2.0,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Colorado Rapids 2,Colorado_Rapids_2,38z2cuwmbeanujqho9cqwozmy,R. Aguirre,Midfielder,60,36.0,555.0,48.0,15.0,25.0,64.0,134.0,15.0,4.0,8.0,95.0,4.0,,167.0,4.0,11.0,55.0,,6.0,649.0,,4.0,5.0,192.0,114.0,9.0,,34.0,5.0,34.0,2.0,7.0,123.0,7.0,30.0,2.0,23.0,330.0,254.0,71.0,201.0,108.0,10.0,12.0,,5.0,3.0,910.0,4.0,174.0,10.0,12.0,24.0,15.0,572.0,81.0,1265.0,538.0,4.0,15.0,15.0,60.0,9.0,667.0,9.0,4.0,13.0,1.0,2.0,34.0,2.0,59.0,15.0,0.0,1.0,0.0,1.0,1.0,,5.0,,1.0,1.0,1.0,,,1.0,1.0,,,,8.0,,,,,,,,,,1.0,,46.0,,,,,,35.0,,1.0,11.0,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Colorado Rapids 2,Colorado_Rapids_2,cxgl6f675j5cdlhk913l0gt0,Max,Midfielder,8,2.0,93.0,5.0,3.0,5.0,15.0,33.0,4.0,,5.0,18.0,1.0,1.0,22.0,1.0,2.0,2.0,,1.0,111.0,,1.0,2.0,36.0,18.0,2.0,1.0,4.0,6.0,19.0,1.0,2.0,22.0,2.0,3.0,,4.0,39.0,57.0,14.0,27.0,19.0,10.0,1.0,,1.0,,151.0,1.0,22.0,5.0,5.0,4.0,4.0,95.0,11.0,210.0,76.0,,,4.0,14.0,7.0,113.0,1.0,,1.0,1.0,3.0,2.0,1.0,7.0,3.0,0.0,1.0,0.0,2.0,2.0,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Colorado Rapids 2,Colorado_Rapids_2,f1oc42nax0yel4gblge49py7e,D. Amadou,Midfielder,45,35.0,385.0,62.0,13.0,9.0,74.0,67.0,5.0,1.0,21.0,100.0,2.0,5.0,177.0,3.0,8.0,5.0,,4.0,484.0,2.0,5.0,30.0,116.0,70.0,9.0,2.0,25.0,4.0,38.0,1.0,5.0,144.0,38.0,23.0,4.0,19.0,235.0,169.0,60.0,138.0,131.0,10.0,2.0,,4.0,1.0,696.0,2.0,142.0,11.0,41.0,40.0,15.0,402.0,54.0,1031.0,364.0,15.0,20.0,15.0,69.0,6.0,502.0,18.0,20.0,14.0,,21.0,18.0,4.0,70.0,10.0,0.0,0.0,0.0,2.0,3.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Colorado Rapids 2,Colorado_Rapids_2,8qqehla9xvhut6uua4a0zcju2,S. Anderson,Defender,27,34.0,290.0,46.0,14.0,13.0,62.0,98.0,16.0,92.0,19.0,101.0,5.0,2.0,140.0,6.0,6.0,41.0,12.0,9.0,387.0,,8.0,12.0,27.0,108.0,8.0,6.0,28.0,4.0,42.0,3.0,12.0,114.0,16.0,26.0,,11.0,170.0,152.0,72.0,182.0,100.0,10.0,15.0,,3.0,,732.0,2.0,143.0,15.0,30.0,29.0,13.0,307.0,40.0,988.0,265.0,12.0,24.0,13.0,54.0,9.0,408.0,23.0,11.0,18.0,1.0,11.0,13.0,3.0,52.0,11.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,,,,,,,,,1.0,6.0,,,,,,,,,,,,28.0,,,,,,20.0,,,8.0,,,1.0,1.0,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Colorado Rapids 2,Colorado_Rapids_2,1k3vd2f0e8r92fqkg5981y66t,M. Barrios,Forward,12,1.0,41.0,10.0,,2.0,4.0,12.0,4.0,,,6.0,1.0,,15.0,1.0,,4.0,,2.0,47.0,,,2.0,7.0,9.0,1.0,4.0,3.0,,4.0,,4.0,14.0,4.0,2.0,,2.0,8.0,38.0,6.0,19.0,14.0,10.0,5.0,,,,75.0,1.0,13.0,6.0,,,2.0,41.0,4.0,164.0,37.0,1.0,3.0,2.0,4.0,1.0,47.0,,,1.0,,,4.0,,10.0,2.0,0.0,0.0,0.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Colorado Rapids 2,Colorado_Rapids_2,1o5qnb5ktq4u6t11lj3fqntg,A. Beaudry,Goalkeeper,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Colorado Rapids 2,Colorado_Rapids_2,b6u6116764v2j7apsi25vx3v9,S. Beitashour,Defender,33,,51.0,1.0,,1.0,1.0,21.0,,7.0,,7.0,1.0,,10.0,,,3.0,,1.0,58.0,1.0,,1.0,26.0,10.0,,1.0,1.0,,3.0,,2.0,2.0,2.0,1.0,,,23.0,29.0,6.0,10.0,2.0,10.0,1.0,,,,72.0,,1.0,2.0,,1.0,1.0,51.0,3.0,90.0,48.0,,1.0,1.0,1.0,1.0,58.0,,,1.0,,,,,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Colorado Rapids 2,Colorado_Rapids_2,4bbk6735p6jkcr8nq5jvbq2hg,C. Castellon,Midfielder,86,4.0,8.0,5.0,,,2.0,6.0,,3.0,,8.0,1.0,5.0,5.0,,,2.0,,2.0,16.0,,,2.0,2.0,6.0,1.0,1.0,2.0,1.0,,1.0,2.0,7.0,2.0,2.0,,1.0,5.0,4.0,6.0,15.0,7.0,10.0,1.0,,,,33.0,,3.0,2.0,1.0,2.0,5.0,8.0,2.0,60.0,8.0,,3.0,5.0,2.0,2.0,16.0,,1.0,,,1.0,2.0,,5.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
