matchday,id,equipo_local,link_local,equipo_visitante,link_visitante,link_partido,date,season,liga
Final,elth5y4p5t2j2yrhhp0d0jxuc,Mexico,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2023-usa/aln4bcqqbei83pgypog6h8rh0/teams/view/4vofb84dzb5fyc81n2ssws6ah,Panama,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2023-usa/aln4bcqqbei83pgypog6h8rh0/teams/view/8856r86rattc8kxn6a0l9tb2t,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2023-usa/aln4bcqqbei83pgypog6h8rh0/match/view/elth5y4p5t2j2yrhhp0d0jxuc,17/07/2023,2023 USA,Concacaf_Concacaf_Gold_Cup
Semi-finals,93gzqvd2bzadi5hsyc3lws3ro,Jamaica,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2023-usa/aln4bcqqbei83pgypog6h8rh0/teams/view/8yhjl13p7luh3v905btbvz42t,Mexico,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2023-usa/aln4bcqqbei83pgypog6h8rh0/teams/view/4vofb84dzb5fyc81n2ssws6ah,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2023-usa/aln4bcqqbei83pgypog6h8rh0/match/view/93gzqvd2bzadi5hsyc3lws3ro,13/07/2023,2023 USA,Concacaf_Concacaf_Gold_Cup
Semi-finals,93vltc1s3lc05bneg163l9uz8,United States,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2023-usa/aln4bcqqbei83pgypog6h8rh0/teams/view/9vh2u1p4ppm597tjfahst2m3n,Panama,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2023-usa/aln4bcqqbei83pgypog6h8rh0/teams/view/8856r86rattc8kxn6a0l9tb2t,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2023-usa/aln4bcqqbei83pgypog6h8rh0/match/view/93vltc1s3lc05bneg163l9uz8,13/07/2023,2023 USA,Concacaf_Concacaf_Gold_Cup
Quarter-finals,e5o0kr3gpx9rknzr49yf52b6c,United States,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2023-usa/aln4bcqqbei83pgypog6h8rh0/teams/view/9vh2u1p4ppm597tjfahst2m3n,Canada,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2023-usa/aln4bcqqbei83pgypog6h8rh0/teams/view/eg7vduna0h3vis1wd47s41za7,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2023-usa/aln4bcqqbei83pgypog6h8rh0/match/view/e5o0kr3gpx9rknzr49yf52b6c,10/07/2023,2023 USA,Concacaf_Concacaf_Gold_Cup
Quarter-finals,e5a4zqab1x2lqlgfy61ya77ys,Guatemala,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2023-usa/aln4bcqqbei83pgypog6h8rh0/teams/view/a4wu0pabb2b7r8ik6gs0w1o28,Jamaica,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2023-usa/aln4bcqqbei83pgypog6h8rh0/teams/view/8yhjl13p7luh3v905btbvz42t,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2023-usa/aln4bcqqbei83pgypog6h8rh0/match/view/e5a4zqab1x2lqlgfy61ya77ys,09/07/2023,2023 USA,Concacaf_Concacaf_Gold_Cup
Quarter-finals,e4wb8wdvkjfi50eyyweskptlg,Mexico,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2023-usa/aln4bcqqbei83pgypog6h8rh0/teams/view/4vofb84dzb5fyc81n2ssws6ah,Costa Rica,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2023-usa/aln4bcqqbei83pgypog6h8rh0/teams/view/bfgqfm4qa3mal7fll74wd04mu,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2023-usa/aln4bcqqbei83pgypog6h8rh0/match/view/e4wb8wdvkjfi50eyyweskptlg,09/07/2023,2023 USA,Concacaf_Concacaf_Gold_Cup
Quarter-finals,e4i8aj8q2sic69hrbf6011fkk,Panama,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2023-usa/aln4bcqqbei83pgypog6h8rh0/teams/view/8856r86rattc8kxn6a0l9tb2t,Qatar,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2023-usa/aln4bcqqbei83pgypog6h8rh0/teams/view/ea68amhsn28ijs7bzjuzeqrz6,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2023-usa/aln4bcqqbei83pgypog6h8rh0/match/view/e4i8aj8q2sic69hrbf6011fkk,09/07/2023,2023 USA,Concacaf_Concacaf_Gold_Cup
Group Stage,3sugvrs6acze59zjp6vw3qm8k,Panama,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2023-usa/aln4bcqqbei83pgypog6h8rh0/teams/view/8856r86rattc8kxn6a0l9tb2t,El Salvador,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2023-usa/aln4bcqqbei83pgypog6h8rh0/teams/view/avc9qnhswi33ld54pvpp4fmkg,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2023-usa/aln4bcqqbei83pgypog6h8rh0/match/view/3sugvrs6acze59zjp6vw3qm8k,05/07/2023,2023 USA,Concacaf_Concacaf_Gold_Cup
Group Stage,1njy41eq4286vyx4auu1s07is,Costa Rica,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2023-usa/aln4bcqqbei83pgypog6h8rh0/teams/view/bfgqfm4qa3mal7fll74wd04mu,Martinique,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2023-usa/aln4bcqqbei83pgypog6h8rh0/teams/view/40tyvoz1vs7drd192u010oiqr,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2023-usa/aln4bcqqbei83pgypog6h8rh0/match/view/1njy41eq4286vyx4auu1s07is,05/07/2023,2023 USA,Concacaf_Concacaf_Gold_Cup
Group Stage,bfxm9ht3bsvnh5stiu323nris,Guadeloupe,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2023-usa/aln4bcqqbei83pgypog6h8rh0/teams/view/42pfckeuruxqitnr7kxd9436x,Guatemala,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2023-usa/aln4bcqqbei83pgypog6h8rh0/teams/view/a4wu0pabb2b7r8ik6gs0w1o28,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2023-usa/aln4bcqqbei83pgypog6h8rh0/match/view/bfxm9ht3bsvnh5stiu323nris,05/07/2023,2023 USA,Concacaf_Concacaf_Gold_Cup
Group Stage,cpca2rtuco6pr9eubb8krni1g,Canada,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2023-usa/aln4bcqqbei83pgypog6h8rh0/teams/view/eg7vduna0h3vis1wd47s41za7,Cuba,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2023-usa/aln4bcqqbei83pgypog6h8rh0/teams/view/m49kr6rapkqh6zbqdm01w3sj,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2023-usa/aln4bcqqbei83pgypog6h8rh0/match/view/cpca2rtuco6pr9eubb8krni1g,05/07/2023,2023 USA,Concacaf_Concacaf_Gold_Cup
