liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Penalties Conceded,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Short Passes,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Games Played,Ground Duels lost,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Unsuccessful Crosses open play,Successful Lay-offs,Corners Won,Yellow Cards,Penalty Goals Conceded,Successful Dribbles,Goals Conceded Inside Box,Shots On Target ( inc goals ),Successful Long Passes,Unsuccessful Dribbles,Goals Conceded,Unsuccessful Crosses & Corners,Hit Woodwork,Leftside Passes,Clean Sheets,Substitute On,Blocks,Saves Made,GK Successful Distribution,Successful Launches,Punches,Penalties Saved,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,GK Unsuccessful Distribution,Offsides,Throw Ins to Own Player,Successful Crosses & Corners,Throw Ins to Opposition Player,Successful Crosses open play,Blocked Shots,Corners Taken (incl short corners),Unsuccessful Corners into Box,Attempts from Set Pieces,Successful Corners into Box,Goals Conceded Outside Box,Handballs conceded,Assists (Intentional),Goal Assists,Through balls,Goals,Headed Goals,Clearances Off the Line,Goals from Inside Box,Right Foot Goals,Goals from Outside Box,Left Foot Goals,Catches,Saves made - caught,Unsuccessful lay-offs,Second Goal Assists,Goalkeeper Smother,Drops,Foul Won Penalty,Set Pieces Goals,Penalties Taken,Penalty Goals,Last Man Tackle,Own Goal Scored,Penalties Off Target,Total Red Cards,Straight Red Cards
Concacaf_Concacaf_Champions_Cup,2019,Club Santos Laguna,czybcajgm1ts1bionzqqrgout,B. Lozano,Midfielder,15,344.0,,119.0,22.0,72.0,1.0,4.0,5.0,7.0,6.0,65.0,30.0,4.0,23.0,123.0,2.0,7.0,82.0,9.0,27.0,39.0,8.0,39.0,18.0,4.0,9.0,1.0,215.0,5.0,4.0,51.0,26.0,23.0,48.0,29.0,12.0,4.0,61.0,,5.0,26.0,93.0,96.0,10.0,4.0,32.0,,2.0,25.0,9.0,1.0,3.0,1.0,,9.0,6.0,2.0,14.0,3.0,6.0,13.0,2.0,36.0,1.0,1.0,,,,,,,,,,,,,1.0,,6.0,,1.0,2.0,10.0,4.0,1.0,4.0,,,,,,2.0,,,1.0,2.0,1.0,,,,,1.0,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Club Santos Laguna,4kwa4ce4rbgbixli3up7fgqfp,M. Moreno,Forward,11,364.0,,112.0,36.0,64.0,1.0,1.0,3.0,4.0,9.0,43.0,33.0,7.0,18.0,115.0,4.0,5.0,93.0,8.0,19.0,29.0,2.0,18.0,16.0,5.0,8.0,4.0,189.0,6.0,2.0,44.0,23.0,22.0,93.0,33.0,14.0,6.0,59.0,,6.0,17.0,93.0,96.0,15.0,5.0,26.0,2.0,5.0,27.0,2.0,2.0,3.0,1.0,,6.0,8.0,4.0,3.0,7.0,8.0,3.0,,27.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,2.0,1.0,2.0,1.0,,2.0,1.0,,,,,,,,,1.0,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Club Santos Laguna,aa53igsrv81m9zy3ub1ri4v6d,M. Nervo,Defender,5,540.0,,243.0,18.0,63.0,10.0,18.0,3.0,3.0,13.0,44.0,154.0,5.0,22.0,257.0,,7.0,190.0,3.0,40.0,55.0,1.0,27.0,16.0,6.0,5.0,13.0,321.0,6.0,4.0,22.0,112.0,8.0,46.0,20.0,2.0,12.0,47.0,25.0,6.0,14.0,203.0,217.0,25.0,3.0,27.0,2.0,9.0,8.0,,,,1.0,,1.0,9.0,,27.0,1.0,9.0,,2.0,72.0,2.0,,5.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Club Santos Laguna,4tahxulohx1q6u5aztkauto0l,J. Orozco,Goalkeeper,1,450.0,,84.0,,50.0,24.0,56.0,1.0,,,58.0,71.0,,,177.0,,,53.0,,56.0,19.0,,50.0,60.0,5.0,1.0,6.0,224.0,5.0,,2.0,138.0,,71.0,3.0,2.0,2.0,4.0,3.0,5.0,1.0,67.0,121.0,2.0,,1.0,,1.0,1.0,,,,,,,9.0,,68.0,,9.0,,,20.0,1.0,,,20.0,39.0,29.0,1.0,,6.0,8.0,13.0,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Club Santos Laguna,5rigugxkjo6yummreudad70t1,C. Orrantía,Defender,8,39.0,,19.0,2.0,10.0,,,,,,4.0,9.0,,1.0,19.0,,1.0,17.0,,1.0,,,3.0,3.0,,,,24.0,2.0,1.0,1.0,6.0,,57.0,,,,1.0,,2.0,1.0,18.0,18.0,,,1.0,,,,2.0,,1.0,,,,,,1.0,,,2.0,,11.0,,2.0,,,,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Club Santos Laguna,694zvj9x9pfl4iujjgp9yqy1h,A. Preciado,Forward,18,131.0,,43.0,9.0,28.0,,1.0,1.0,1.0,2.0,22.0,7.0,1.0,9.0,45.0,2.0,1.0,33.0,2.0,10.0,19.0,2.0,13.0,11.0,2.0,2.0,,71.0,2.0,1.0,13.0,13.0,5.0,53.0,10.0,2.0,3.0,18.0,,2.0,6.0,34.0,35.0,5.0,,8.0,1.0,1.0,7.0,3.0,,1.0,,,4.0,4.0,1.0,2.0,2.0,4.0,3.0,,4.0,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Club Santos Laguna,dunj14dcpg99a61fjjcq6tg45,D. Quiñónes,Midfielder,22,181.0,,141.0,37.0,100.0,,2.0,3.0,,1.0,42.0,29.0,1.0,14.0,144.0,,4.0,120.0,2.0,16.0,39.0,5.0,19.0,9.0,1.0,4.0,,206.0,6.0,1.0,40.0,26.0,6.0,88.0,22.0,8.0,1.0,42.0,1.0,6.0,19.0,125.0,128.0,2.0,,20.0,1.0,,21.0,2.0,,4.0,,,12.0,1.0,2.0,8.0,9.0,1.0,3.0,,42.0,1.0,5.0,,,,,,,,,,,,,,1.0,1.0,,,2.0,3.0,1.0,,,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Club Santos Laguna,ayhu9k3hcyu95f26myefk0gr9,U. Rivas,Midfielder,16,198.0,,89.0,9.0,49.0,2.0,5.0,1.0,2.0,2.0,14.0,30.0,4.0,6.0,90.0,1.0,1.0,70.0,3.0,11.0,32.0,3.0,11.0,4.0,2.0,1.0,,112.0,5.0,,8.0,20.0,4.0,699.0,9.0,2.0,3.0,13.0,3.0,5.0,2.0,78.0,79.0,5.0,2.0,4.0,2.0,2.0,6.0,,,,1.0,,,5.0,1.0,9.0,,5.0,,1.0,29.0,1.0,3.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Club Santos Laguna,yg8ti1bgub7sqln98ibtrd91,H. Rodríguez,Defender,20,164.0,,70.0,6.0,11.0,3.0,5.0,2.0,,5.0,12.0,53.0,3.0,7.0,76.0,1.0,1.0,55.0,,12.0,28.0,,8.0,7.0,2.0,2.0,4.0,94.0,2.0,,4.0,26.0,,29.0,8.0,,5.0,14.0,3.0,2.0,1.0,58.0,64.0,10.0,3.0,6.0,,7.0,3.0,,,,,,,4.0,,9.0,,4.0,,,16.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Club Santos Laguna,c94pw47zvf1kyaj4h7oreon2t,D. Valdés,Midfielder,10,443.0,,239.0,33.0,129.0,1.0,14.0,5.0,3.0,5.0,81.0,95.0,8.0,27.0,259.0,1.0,6.0,197.0,8.0,41.0,86.0,11.0,55.0,46.0,5.0,7.0,5.0,361.0,5.0,1.0,46.0,84.0,13.0,77.0,33.0,10.0,7.0,58.0,2.0,5.0,20.0,203.0,218.0,12.0,5.0,25.0,3.0,4.0,26.0,3.0,3.0,11.0,1.0,,8.0,9.0,5.0,21.0,3.0,9.0,19.0,,56.0,,,1.0,,,3.0,,,,,,,,,,,6.0,,,7.0,20.0,15.0,1.0,5.0,,3.0,,,,3.0,,,3.0,3.0,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Club Santos Laguna,60mav3linjpzdk443j8iy6n6d,J. Vázquez,Midfielder,23,464.0,,219.0,22.0,114.0,2.0,2.0,2.0,1.0,2.0,33.0,78.0,6.0,26.0,220.0,2.0,1.0,185.0,2.0,28.0,63.0,4.0,20.0,24.0,6.0,4.0,8.0,263.0,6.0,1.0,18.0,70.0,1.0,73.0,14.0,4.0,3.0,23.0,2.0,6.0,7.0,191.0,192.0,5.0,4.0,9.0,2.0,10.0,11.0,,,,,,2.0,7.0,1.0,7.0,,7.0,,,65.0,1.0,,,,,1.0,,,,,,,,,,2.0,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Club Santos Laguna,56xi7msq9ua1sle14v3p7zvf9,D. de Buen,Midfielder,6,31.0,,15.0,4.0,11.0,,,,,,5.0,8.0,2.0,1.0,18.0,,1.0,16.0,1.0,1.0,5.0,1.0,4.0,,,,,29.0,1.0,1.0,5.0,7.0,1.0,96.0,4.0,,2.0,7.0,1.0,1.0,3.0,14.0,17.0,2.0,1.0,3.0,1.0,,2.0,1.0,,,,,,,1.0,1.0,1.0,,3.0,,2.0,,1.0,,,,,,,,,,,,,,,2.0,,1.0,1.0,4.0,2.0,,1.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,
