liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Penalties Conceded,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Short Passes,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Games Played,Ground Duels lost,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Unsuccessful Crosses open play,Successful Lay-offs,Corners Won,Yellow Cards,Penalty Goals Conceded,Successful Dribbles,Goals Conceded Inside Box,Shots On Target ( inc goals ),Successful Long Passes,Unsuccessful Dribbles,Goals Conceded,Unsuccessful Crosses & Corners,Hit Woodwork,Leftside Passes,Clean Sheets,Substitute On,Blocks,Saves Made,GK Successful Distribution,Successful Launches,Punches,Penalties Saved,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,GK Unsuccessful Distribution,Offsides,Throw Ins to Own Player,Successful Crosses & Corners,Throw Ins to Opposition Player,Successful Crosses open play,Blocked Shots,Corners Taken (incl short corners),Unsuccessful Corners into Box,Attempts from Set Pieces,Successful Corners into Box,Goals Conceded Outside Box,Handballs conceded,Assists (Intentional),Goal Assists,Through balls,Goals,Headed Goals,Clearances Off the Line,Goals from Inside Box,Right Foot Goals,Goals from Outside Box,Left Foot Goals,Catches,Saves made - caught,Unsuccessful lay-offs,Second Goal Assists,Goalkeeper Smother,Drops,Foul Won Penalty,Set Pieces Goals,Penalties Taken,Penalty Goals,Last Man Tackle,Own Goal Scored,Penalties Off Target,Total Red Cards,Straight Red Cards
Concacaf_Concacaf_Champions_Cup,2019,Club Santos Laguna,apsv0c0r1zc7q3bjqex8033kl,J. Abella,Defender,2,517.0,,222.0,19.0,117.0,12.0,28.0,4.0,2.0,8.0,91.0,61.0,8.0,31.0,230.0,1.0,10.0,147.0,3.0,59.0,9.0,4.0,55.0,15.0,6.0,10.0,18.0,355.0,6.0,6.0,32.0,115.0,4.0,46.0,19.0,3.0,6.0,46.0,8.0,6.0,19.0,163.0,171.0,14.0,4.0,27.0,4.0,12.0,13.0,14.0,,3.0,1.0,,2.0,9.0,1.0,24.0,1.0,9.0,14.0,,87.0,1.0,,1.0,,,2.0,,,,,,,,,,42.0,7.0,11.0,7.0,,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Club Santos Laguna,cs0ukx1l3r8kdyn8iu26qupyh,C. Acevedo,Goalkeeper,28,90.0,,25.0,,,1.0,1.0,,,,1.0,27.0,,,28.0,,,22.0,,1.0,11.0,,1.0,6.0,1.0,,,30.0,1.0,,,12.0,,53.0,,,,,,1.0,,24.0,27.0,,,,,,,,,,,,,,,5.0,,,,,5.0,1.0,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Club Santos Laguna,cb6oodfu9rk751khbomxg2yuh,E. Aguirre,Forward,19,90.0,,15.0,6.0,7.0,1.0,1.0,1.0,,2.0,17.0,1.0,1.0,6.0,15.0,,1.0,8.0,1.0,7.0,3.0,,6.0,4.0,,1.0,2.0,38.0,2.0,1.0,10.0,2.0,4.0,67.0,6.0,2.0,3.0,15.0,1.0,2.0,7.0,8.0,8.0,5.0,,9.0,1.0,2.0,3.0,1.0,,2.0,1.0,,,,1.0,,3.0,,1.0,,4.0,,2.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Club Santos Laguna,609edevf8qla1f6vi4mjkkgkp,J. Angulo,Defender,4,495.0,,246.0,29.0,102.0,11.0,18.0,8.0,2.0,3.0,88.0,104.0,16.0,31.0,252.0,,15.0,183.0,2.0,49.0,93.0,5.0,36.0,48.0,5.0,18.0,19.0,413.0,6.0,8.0,68.0,112.0,4.0,65.0,48.0,17.0,9.0,80.0,9.0,6.0,29.0,197.0,203.0,12.0,13.0,32.0,3.0,12.0,39.0,5.0,,1.0,,,7.0,7.0,,20.0,3.0,7.0,6.0,1.0,18.0,2.0,1.0,1.0,,,3.0,,,,,,,,,,37.0,3.0,13.0,3.0,1.0,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Club Santos Laguna,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,Defender,17,94.0,,30.0,9.0,18.0,,1.0,1.0,,2.0,8.0,12.0,3.0,3.0,32.0,,1.0,28.0,,4.0,13.0,2.0,4.0,5.0,1.0,1.0,1.0,56.0,2.0,1.0,10.0,8.0,4.0,100.0,6.0,3.0,,12.0,2.0,2.0,4.0,27.0,28.0,2.0,2.0,6.0,1.0,1.0,6.0,1.0,,,1.0,,,2.0,,,,2.0,1.0,,2.0,,1.0,,,,,,,,,,,,,,3.0,2.0,,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Club Santos Laguna,4531lhau95nvqia7uzei903x1,J. Correa,Forward,24,378.0,,109.0,19.0,62.0,2.0,5.0,5.0,8.0,9.0,59.0,16.0,3.0,34.0,116.0,1.0,3.0,70.0,16.0,39.0,24.0,8.0,31.0,14.0,4.0,14.0,9.0,175.0,5.0,1.0,20.0,38.0,28.0,79.0,12.0,1.0,2.0,31.0,,5.0,10.0,71.0,77.0,11.0,1.0,19.0,2.0,2.0,10.0,1.0,1.0,3.0,2.0,,6.0,5.0,8.0,7.0,2.0,5.0,1.0,1.0,35.0,1.0,1.0,,,,,,,,,,,,,4.0,,1.0,,1.0,2.0,,,,,,1.0,1.0,1.0,1.0,3.0,,,2.0,1.0,1.0,2.0,,,1.0,,,,,,1.0,,,,1.0,,
Concacaf_Concacaf_Champions_Cup,2019,Club Santos Laguna,3hspnklskppmobi4ihyg5a09h,Matheus Dória,Defender,21,360.0,,153.0,9.0,44.0,13.0,20.0,,4.0,5.0,43.0,90.0,5.0,15.0,169.0,,4.0,109.0,6.0,35.0,50.0,,24.0,19.0,4.0,3.0,11.0,232.0,4.0,2.0,19.0,84.0,4.0,70.0,19.0,5.0,10.0,34.0,17.0,4.0,10.0,121.0,134.0,15.0,4.0,15.0,1.0,11.0,9.0,,,1.0,,,,5.0,2.0,25.0,,5.0,,1.0,26.0,2.0,,4.0,,,9.0,,,,,,,,,,,,,,1.0,,,3.0,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Club Santos Laguna,2xchh8ku8lm05p0sd89y6gjit,J. Furch,Forward,9,477.0,,122.0,34.0,77.0,1.0,1.0,4.0,5.0,24.0,59.0,20.0,,33.0,130.0,3.0,7.0,95.0,15.0,34.0,40.0,7.0,32.0,9.0,6.0,9.0,3.0,213.0,6.0,3.0,20.0,28.0,30.0,76.0,40.0,8.0,33.0,77.0,8.0,6.0,13.0,88.0,96.0,57.0,,37.0,,3.0,7.0,1.0,8.0,6.0,2.0,,1.0,9.0,10.0,1.0,,9.0,1.0,,28.0,,,1.0,,,,,,,,,,,,2.0,2.0,1.0,,1.0,3.0,,,,,,1.0,1.0,1.0,1.0,5.0,,,4.0,5.0,1.0,,,,1.0,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Club Santos Laguna,acsje2dbtg32t2pcaqkx7lmnd,J. García,Goalkeeper,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Club Santos Laguna,9e6gavtd12x5curksj8yno5ih,B. Garnica,Midfielder,7,90.0,,21.0,6.0,13.0,,,,1.0,1.0,14.0,7.0,1.0,3.0,22.0,,,19.0,1.0,3.0,2.0,1.0,7.0,1.0,1.0,,,39.0,1.0,,8.0,3.0,,36.0,3.0,1.0,,9.0,,1.0,5.0,18.0,19.0,1.0,1.0,6.0,,,3.0,3.0,,2.0,,,1.0,,,,4.0,,4.0,,11.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
