liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Successful Lay-offs,Successful Launches,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Hit Woodwork,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Substitute On,Offsides,Penalties Conceded,Goals,Successful Corners into Box,Total Red Cards,Throw Ins to Opposition Player,Red Cards - 2nd Yellow,Blocks,Left Foot Goals,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Goals from Inside Box,Penalties Taken,Penalty Goals,Goals from Outside Box,Headed Goals,Last Man Tackle,Straight Red Cards,Saves Made,GK Successful Distribution,Punches,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Right Foot Goals,Foul Won Penalty,Set Pieces Goals,Drops,Penalties Off Target,Crosses not Claimed,Own Goal Scored,Clearances Off the Line,Penalties Saved,Saves from Penalty,Other Goals
Mexico_Liga_MX,2017-2018,Club Necaxa,31v8oj4g71deihi2p1qw8r36x,M. Allende,Midfielder,29,2.0,34.0,,1.0,,30.0,,8.0,1.0,21.0,,,,1.0,,1.0,2.0,17.0,5.0,,6.0,31.0,,,,23.0,,,6.0,8.0,1.0,7.0,,4.0,,1.0,1.0,44.0,,3.0,,10.0,10.0,4.0,10.0,,,,2.0,1.0,,,1.0,12.0,,1.0,2.0,3.0,,10.0,5.0,24.0,25.0,2.0,,,,,,12.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Club Necaxa,9vvleh9yqqcm955432lsl8c7p,R. Alvarado,Midfielder,13,25.0,1364.0,8.0,8.0,,525.0,17.0,104.0,14.0,338.0,4.0,1.0,17.0,8.0,17.0,2.0,18.0,243.0,97.0,38.0,95.0,533.0,3.0,16.0,47.0,406.0,12.0,30.0,112.0,75.0,23.0,133.0,9.0,82.0,15.0,21.0,11.0,906.0,9.0,17.0,4.0,206.0,158.0,46.0,10.0,140.0,13.0,,15.0,12.0,40.0,16.0,22.0,240.0,17.0,14.0,32.0,17.0,1.0,82.0,196.0,414.0,421.0,34.0,3.0,,6.0,3.0,29.0,100.0,9.0,15.0,124.0,2.0,,,1.0,2.0,,1.0,,2.0,1.0,6.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Club Necaxa,dx0sxtnwt47os8e6vymenhoet,V. Alvarado,Defender,31,1.0,629.0,5.0,,1.0,235.0,,23.0,,61.0,6.0,4.0,17.0,2.0,1.0,1.0,11.0,42.0,152.0,15.0,13.0,243.0,,9.0,2.0,196.0,6.0,1.0,30.0,70.0,1.0,22.0,1.0,32.0,7.0,3.0,9.0,330.0,,7.0,2.0,30.0,92.0,4.0,10.0,35.0,,,17.0,,3.0,16.0,1.0,57.0,24.0,7.0,1.0,7.0,,11.0,58.0,207.0,213.0,27.0,2.0,,,,11.0,22.0,4.0,9.0,19.0,,,,,,1.0,1.0,,6.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Club Necaxa,1vzs66f3xii0lw5uu0qaheac5,O. Arce,Forward,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Club Necaxa,exi29g84yg4gaptqo55lhmqj9,M. Barovero,Goalkeeper,1,,1530.0,,,52.0,171.0,,,,110.0,77.0,,175.0,,,3.0,1.0,181.0,169.0,,2.0,456.0,,,,120.0,12.0,,177.0,35.0,1.0,147.0,,135.0,17.0,1.0,30.0,567.0,,17.0,,4.0,372.0,,10.0,6.0,,,159.0,,2.0,4.0,,9.0,8.0,15.0,,17.0,,2.0,49.0,119.0,279.0,5.0,6.0,,,,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,45.0,158.0,4.0,,4.0,17.0,20.0,28.0,2.0,3.0,63.0,,,,2.0,,2.0,,,,,
Mexico_Liga_MX,2017-2018,Club Necaxa,21f7hh7sala9wz8kqyc29vw0l,M. Barragán,Forward,9,1.0,596.0,,16.0,,164.0,6.0,59.0,,102.0,,,1.0,,16.0,2.0,27.0,72.0,29.0,3.0,40.0,172.0,2.0,10.0,5.0,126.0,3.0,27.0,41.0,46.0,2.0,39.0,4.0,9.0,4.0,3.0,3.0,270.0,,16.0,3.0,53.0,35.0,37.0,10.0,40.0,11.0,,5.0,,12.0,20.0,2.0,100.0,7.0,5.0,1.0,16.0,2.0,33.0,32.0,124.0,131.0,47.0,,6.0,1.0,,2.0,60.0,1.0,1.0,20.0,12.0,10.0,,3.0,,,,,1.0,1.0,,1.0,,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Club Necaxa,akvnlaszzemsj14oa62n39c5x,B. Beckeles,Defender,2,21.0,1439.0,150.0,2.0,11.0,571.0,1.0,73.0,4.0,293.0,21.0,2.0,31.0,17.0,4.0,3.0,26.0,183.0,217.0,75.0,71.0,608.0,1.0,26.0,17.0,460.0,11.0,5.0,102.0,37.0,6.0,94.0,1.0,85.0,16.0,32.0,29.0,1080.0,,16.0,12.0,173.0,288.0,13.0,10.0,124.0,1.0,,46.0,4.0,12.0,20.0,13.0,219.0,43.0,14.0,21.0,16.0,,69.0,210.0,470.0,506.0,46.0,6.0,,1.0,,50.0,95.0,25.0,37.0,104.0,,,,1.0,,,13.0,,8.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Club Necaxa,31d0bklhbxhptjuzmgy3l7x79,X. Báez,Midfielder,8,3.0,212.0,,1.0,1.0,97.0,,13.0,1.0,50.0,5.0,1.0,8.0,1.0,,1.0,3.0,35.0,37.0,7.0,12.0,106.0,1.0,3.0,1.0,77.0,,1.0,20.0,23.0,3.0,20.0,1.0,18.0,2.0,5.0,7.0,147.0,2.0,7.0,1.0,18.0,39.0,,10.0,12.0,1.0,2.0,9.0,,2.0,2.0,,23.0,2.0,1.0,7.0,7.0,,8.0,31.0,80.0,86.0,5.0,,,,,4.0,11.0,3.0,5.0,10.0,5.0,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Club Necaxa,d16l8ke9mm2khv0begrfz8yqx,B. Colula,Defender,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Club Necaxa,6iad0p9c41lqwvtke26pkvhzp,G. Culma,Midfielder,34,,101.0,1.0,2.0,,41.0,1.0,10.0,2.0,33.0,1.0,2.0,1.0,,1.0,1.0,5.0,16.0,4.0,2.0,7.0,43.0,,6.0,,35.0,1.0,2.0,8.0,16.0,3.0,5.0,,5.0,,1.0,3.0,60.0,,8.0,2.0,15.0,10.0,5.0,10.0,6.0,1.0,,,2.0,2.0,2.0,2.0,22.0,,2.0,,8.0,,11.0,7.0,33.0,35.0,7.0,,,1.0,,1.0,16.0,1.0,,4.0,8.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
