liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Penalties Taken,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Penalty Goals,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Launches,Blocks,Right Foot Goals,Total Red Cards,Straight Red Cards,GK Successful Distribution,Headed Goals,GK Unsuccessful Distribution,Penalties Conceded,Clearances Off the Line,Saves Made,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,Set Pieces Goals,Other Goals,Own Goal Scored,Foul Won Penalty,Penalty Goals Conceded,Second Goal Assists,Red Cards - 2nd Yellow,Penalties Off Target,Last Man Tackle,Penalties Saved,Saves from Penalty,Crosses not Claimed,Home Goals,Away Goals,Winning Goal,Times Tackled
USA_MLS,2017,Colorado Rapids,14t6yeoa7ijhxtol7uqrkxk9h,S. Aigner,Midfielder,7,8.0,3.0,488.0,7.0,4.0,16.0,2.0,165.0,4.0,63.0,11.0,95.0,1.0,2.0,5.0,4.0,4.0,1.0,8.0,88.0,47.0,4.0,36.0,172.0,3.0,12.0,1.0,121.0,6.0,7.0,41.0,6.0,27.0,10.0,48.0,2.0,1.0,25.0,5.0,10.0,6.0,279.0,10.0,9.0,6.0,54.0,,38.0,11.0,36.0,20.0,3.0,,10.0,3.0,12.0,4.0,7.0,66.0,4.0,7.0,,13.0,9.0,4.0,,,1.0,38.0,44.0,2.0,,125.0,131.0,12.0,1.0,1.0,1.0,,,1.0,46.0,3.0,2.0,16.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
USA_MLS,2017,Colorado Rapids,bzry98hy5bhb4mhil7j4ccfdh,M. Azira,Midfielder,22,1.0,,2569.0,4.0,2.0,21.0,,1416.0,2.0,181.0,3.0,587.0,30.0,8.0,103.0,37.0,7.0,11.0,34.0,322.0,608.0,84.0,155.0,1450.0,3.0,56.0,7.0,1055.0,32.0,11.0,258.0,,371.0,7.0,195.0,2.0,,233.0,28.0,53.0,64.0,1849.0,,30.0,36.0,238.0,,558.0,1.0,45.0,146.0,4.0,,137.0,3.0,25.0,31.0,8.0,303.0,47.0,43.0,,1.0,30.0,,1.0,,1.0,123.0,340.0,,,1161.0,1192.0,65.0,5.0,,1.0,,1.0,50.0,157.0,34.0,78.0,115.0,8.0,11.0,,,,,,,,2.0,,,,,,,,,,,,,,,6.0,1.0,,,,,,,,,,
USA_MLS,2017,Colorado Rapids,dhwk7axf00z4pe7crgp3ge8yx,D. Badji,Forward,14,11.0,19.0,2540.0,6.0,4.0,25.0,9.0,372.0,17.0,151.0,1.0,207.0,4.0,5.0,7.0,25.0,16.0,9.0,63.0,242.0,77.0,29.0,101.0,391.0,11.0,50.0,17.0,279.0,34.0,44.0,108.0,,77.0,10.0,103.0,12.0,,61.0,29.0,36.0,16.0,764.0,,33.0,29.0,210.0,1.0,81.0,105.0,48.0,147.0,28.0,,4.0,1.0,41.0,62.0,24.0,335.0,20.0,43.0,3.0,11.0,33.0,,2.0,3.0,3.0,125.0,82.0,8.0,1.0,266.0,283.0,125.0,3.0,5.0,4.0,,,23.0,188.0,6.0,7.0,85.0,,2.0,5.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,5.0,2.0,,1.0,,,,,,,,
USA_MLS,2017,Colorado Rapids,dtb9aa7wp7e73bm367myma1n9,J. Berner,Goalkeeper,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Colorado Rapids,eju8pm7ljrsuf1cozy0j0sel1,N. Boateng,Midfielder,21,4.0,,806.0,3.0,8.0,27.0,,472.0,3.0,76.0,,207.0,8.0,3.0,35.0,7.0,6.0,2.0,7.0,130.0,176.0,24.0,63.0,481.0,7.0,16.0,8.0,352.0,11.0,9.0,98.0,,137.0,5.0,78.0,3.0,,52.0,10.0,17.0,25.0,614.0,1.0,18.0,10.0,83.0,,172.0,6.0,96.0,62.0,3.0,,31.0,,12.0,19.0,2.0,109.0,12.0,13.0,,5.0,18.0,1.0,,,,40.0,96.0,,,376.0,383.0,26.0,1.0,,,,2.0,17.0,47.0,7.0,12.0,43.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
USA_MLS,2017,Colorado Rapids,7728unff4imi0hr91hifq7t1x,M. Burch,Defender,4,36.0,1.0,1502.0,130.0,1.0,1.0,,627.0,8.0,109.0,13.0,286.0,22.0,1.0,43.0,9.0,,3.0,8.0,232.0,209.0,21.0,106.0,631.0,3.0,4.0,3.0,461.0,21.0,,149.0,1.0,226.0,10.0,153.0,,17.0,56.0,17.0,26.0,41.0,990.0,8.0,18.0,3.0,54.0,,281.0,2.0,61.0,39.0,,,21.0,12.0,8.0,7.0,7.0,69.0,47.0,24.0,,45.0,18.0,7.0,,,1.0,22.0,15.0,,,478.0,482.0,15.0,4.0,,1.0,,,10.0,30.0,11.0,28.0,32.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
USA_MLS,2017,Colorado Rapids,660v06ea5hufw7gw081tsq6s5,B. Burling,Defender,23,,,760.0,,4.0,,,301.0,,13.0,,88.0,3.0,3.0,32.0,2.0,3.0,2.0,8.0,71.0,156.0,10.0,34.0,310.0,,7.0,,188.0,12.0,3.0,66.0,,66.0,2.0,55.0,1.0,1.0,28.0,8.0,2.0,11.0,389.0,,12.0,3.0,30.0,,145.0,7.0,18.0,29.0,,,56.0,,4.0,15.0,1.0,53.0,29.0,14.0,,,12.0,,,,,16.0,86.0,,,237.0,244.0,23.0,2.0,,,,,8.0,24.0,2.0,10.0,14.0,3.0,8.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
USA_MLS,2017,Colorado Rapids,b9d0uzamji8vccf2eujjsk9g5,C. Calvert,Forward,29,1.0,2.0,378.0,,9.0,5.0,1.0,76.0,2.0,21.0,2.0,36.0,2.0,1.0,3.0,2.0,4.0,1.0,23.0,55.0,18.0,8.0,27.0,82.0,2.0,10.0,2.0,51.0,5.0,6.0,30.0,,23.0,1.0,25.0,5.0,,16.0,3.0,6.0,6.0,142.0,,12.0,6.0,31.0,1.0,22.0,13.0,23.0,19.0,2.0,,1.0,2.0,1.0,8.0,6.0,62.0,4.0,6.0,,1.0,12.0,,,,,20.0,16.0,,,47.0,52.0,31.0,,1.0,,,,5.0,43.0,3.0,1.0,11.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,
USA_MLS,2017,Colorado Rapids,3jd12xkywe8nkmby7kbpkln8p,D. Castillo,Defender,26,4.0,,244.0,24.0,,1.0,,73.0,1.0,11.0,2.0,30.0,4.0,1.0,9.0,,,,2.0,37.0,25.0,8.0,11.0,73.0,1.0,6.0,,51.0,4.0,,20.0,,3.0,,19.0,,9.0,12.0,3.0,1.0,5.0,142.0,,3.0,6.0,16.0,,36.0,,21.0,11.0,,,2.0,2.0,1.0,2.0,,20.0,8.0,4.0,,4.0,3.0,,,,,7.0,23.0,,,53.0,53.0,4.0,,,,,,7.0,9.0,1.0,5.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Colorado Rapids,2aepdttfi222z55nk0p1vxzh1,S. Cronin,Midfielder,6,5.0,,1813.0,4.0,,28.0,,1056.0,2.0,170.0,,450.0,21.0,5.0,45.0,20.0,5.0,1.0,13.0,216.0,491.0,31.0,119.0,1105.0,3.0,21.0,6.0,862.0,27.0,6.0,164.0,,312.0,5.0,124.0,1.0,1.0,123.0,21.0,35.0,45.0,1339.0,,21.0,7.0,104.0,,313.0,2.0,28.0,65.0,1.0,,79.0,,16.0,13.0,3.0,130.0,26.0,28.0,,5.0,21.0,,2.0,,1.0,52.0,310.0,,,895.0,941.0,26.0,5.0,,1.0,,2.0,21.0,65.0,10.0,46.0,52.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,1.0,,,,,,,
