liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Crosses open play,Rightside Passes,Penalties Conceded,Blocked Shots,Ground Duels won,Total Shots,Goal Assists,Unsuccessful Crosses open play,Successful Corners into Box,Goals Conceded,Overruns,Foul Attempted Tackle,Clearances Off the Line,Aerial Duels lost,Successful Launches,Goals Conceded Inside Box,Second Goal Assists,Total Losses Of Possession,Yellow Cards,Unsuccessful Corners into Box,Starts,Unsuccessful Passes Own Half,Total Clearances,Corners Taken (incl short corners),Times Tackled,Games Played,Through balls,Successful Lay-offs,PutThrough/Blocked Distribution Won,Unsuccessful Long Passes,Right Foot Goals,Leftside Passes,Penalties Taken,Tackles Won,Successful Short Passes,Successful Long Passes,Blocks,Successful Passes Opposition Half,Backward Passes,Successful Open Play Passes,Index,Penalty Goals Conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Open Play Passes,Attempts from Set Pieces,Corners Won,GK Successful Distribution,Unsuccessful Dribbles,Recoveries,Goals Conceded Outside Box,Throw Ins to Own Player,Offsides,Key Passes (Attempt Assists),Goals from Inside Box,Shots On Target ( inc goals ),Total Tackles,Total Fouls Won,Appearances,Ground Duels lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Goals from Outside Box,Duels won,Assists (Intentional),Aerial Duels won,Total Fouls Conceded,Duels lost,Unsuccessful Short Passes,Forward Passes,Touches,Aerial Duels,Goals,Interceptions,Penalty Goals,PutThrough/Blocked Distribution,Total Passes,Unsuccessful Passes Opposition Half,Total Touches In Opposition Box,Successful Dribbles,Successful Passes Own Half,Clean Sheets,Unsuccessful Launches,Time Played,Duels,Tackles Lost,Shots Off Target (inc woodwork),Successful Crosses & Corners,Goal Kicks,Handballs conceded,Set Pieces Goals,Ground Duels,Unsuccessful Crosses & Corners,Home Goals,Away Goals,Winning Goal,Saves Made from Outside Box,Goalkeeper Smother,GK Unsuccessful Distribution,Punches,Saves made - parried,Saves Made,Saves Made from Inside Box,Drops,Catches,Penalties Faced,Foul Won Penalty,Headed Goals,Hit Woodwork,Substitute Off,Substitute On,Throw Ins to Opposition Player,Last Player Tackle,Left Foot Goals,Own Goal Scored,Unsuccessful lay-offs,Penalties Saved,Saves made - caught,Saves from Penalty,Total Red Cards,Red Cards - 2nd Yellow,Straight Red Cards,Other Goals,Crosses not Claimed,Penalties Off Target
USA_MLS_Next_Pro,2024,Huntsville City FC,5m3bxdstyhzoplpzam8c94t90,F. Ajago,Forward,9,2.0,26.0,,4.0,42.0,25.0,3.0,6.0,,14.0,1.0,15.0,,21.0,1.0,11.0,,82.0,4.0,,11.0,8.0,9.0,,14.0,12.0,,16.0,2.0,2.0,,49.0,1.0,5.0,110.0,5.0,,71.0,63.0,108.0,10.0,1.0,115.0,145.0,,7.0,,2.0,13.0,3.0,,8.0,7.0,7.0,14.0,9.0,26.0,12.0,37.0,37.0,,61.0,1.0,19.0,21.0,58.0,35.0,14.0,300.0,40.0,7.0,3.0,1.0,11.0,152.0,35.0,60.0,8.0,46.0,1.0,,846.0,119.0,4.0,11.0,2.0,,,,79.0,6.0,4.0,3.0,0.0,,,,,,,,,,,1.0,,2.0,7.0,1.0,,,7.0,,1.0,,,,,,,,,
USA_MLS_Next_Pro,2024,Huntsville City FC,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,Defender,15,,206.0,,,23.0,,1.0,1.0,,15.0,,3.0,1.0,7.0,5.0,12.0,,68.0,2.0,,8.0,22.0,18.0,,,8.0,,1.0,4.0,28.0,,150.0,,10.0,509.0,66.0,10.0,185.0,44.0,537.0,10.0,2.0,575.0,597.0,,,18.0,,47.0,3.0,2.0,1.0,3.0,,,14.0,8.0,8.0,9.0,63.0,,31.0,,8.0,6.0,16.0,35.0,238.0,723.0,15.0,,11.0,,10.0,638.0,42.0,,1.0,390.0,1.0,15.0,720.0,47.0,4.0,,,19.0,,,32.0,1.0,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Huntsville City FC,d9cioqeofh2tfg3171r5nlb10,C. Applewhite,Defender,2,,177.0,,1.0,22.0,1.0,1.0,,,27.0,,5.0,,15.0,6.0,22.0,,90.0,3.0,,18.0,34.0,56.0,,8.0,20.0,,,6.0,28.0,,376.0,,10.0,767.0,49.0,4.0,172.0,47.0,785.0,10.0,4.0,816.0,855.0,,1.0,6.0,2.0,70.0,5.0,1.0,1.0,6.0,,1.0,14.0,3.0,20.0,27.0,71.0,,43.0,,21.0,14.0,42.0,43.0,287.0,1025.0,36.0,,12.0,,11.0,887.0,37.0,4.0,5.0,644.0,1.0,10.0,1433.0,85.0,4.0,,,6.0,,,49.0,,,,0.0,,,,,,,,,,,,,,10.0,2.0,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Huntsville City FC,dkihhvecnitq5il3mmi33eivo,O. Bland,Defender,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Huntsville City FC,dz7v9xfcwdvjioeyv4z54neqy,J. Bolanos,Midfielder,17,22.0,100.0,,10.0,88.0,32.0,7.0,62.0,1.0,50.0,12.0,25.0,,17.0,,42.0,,376.0,11.0,3.0,26.0,37.0,6.0,11.0,80.0,27.0,3.0,5.0,15.0,18.0,8.0,197.0,1.0,29.0,534.0,20.0,,392.0,251.0,541.0,10.0,8.0,554.0,693.0,,34.0,,42.0,96.0,8.0,35.0,19.0,43.0,8.0,18.0,49.0,18.0,27.0,150.0,153.0,,96.0,7.0,8.0,46.0,167.0,135.0,159.0,1206.0,25.0,8.0,17.0,1.0,54.0,707.0,181.0,119.0,23.0,184.0,2.0,8.0,2344.0,263.0,20.0,14.0,22.0,,2.0,,238.0,65.0,6.0,2.0,2.0,,,,,,,,,,,1.0,,1.0,3.0,1.0,4.0,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Huntsville City FC,68tqdxlstpilrkvyvdnbhy31l,A. Cerritos,Forward,11,,9.0,,2.0,5.0,,,2.0,,1.0,,2.0,,1.0,1.0,,,14.0,,,,1.0,,,2.0,4.0,,2.0,2.0,,,15.0,,,35.0,2.0,,27.0,5.0,37.0,10.0,,37.0,44.0,,2.0,,1.0,7.0,1.0,,,1.0,,,,3.0,4.0,5.0,7.0,,5.0,,,3.0,6.0,7.0,15.0,61.0,1.0,,1.0,,3.0,44.0,8.0,6.0,2.0,10.0,,,67.0,11.0,,,,,,,10.0,2.0,,,0.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Huntsville City FC,ecnah6vlfo0o5cx42il8cegb8,S. Cheevers,Defender,36,,72.0,,1.0,11.0,4.0,,,,9.0,,4.0,,11.0,2.0,8.0,,46.0,3.0,,5.0,18.0,12.0,,,7.0,,,2.0,20.0,,101.0,,6.0,217.0,26.0,7.0,84.0,7.0,236.0,10.0,2.0,243.0,275.0,,1.0,,,22.0,1.0,1.0,1.0,,1.0,2.0,10.0,1.0,7.0,7.0,40.0,,24.0,,13.0,5.0,18.0,20.0,103.0,337.0,24.0,1.0,3.0,,6.0,283.0,22.0,7.0,1.0,159.0,,8.0,493.0,42.0,4.0,2.0,,,,,18.0,,0.0,1.0,0.0,,,,,,,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Huntsville City FC,bmax1bmduvrpp0lfh4do0yj9w,F. Cicéron,Defender,25,1.0,297.0,2.0,2.0,57.0,,,15.0,,35.0,2.0,21.0,1.0,19.0,4.0,30.0,1.0,193.0,4.0,1.0,16.0,57.0,55.0,1.0,14.0,18.0,1.0,,7.0,57.0,,93.0,,24.0,577.0,46.0,16.0,188.0,70.0,604.0,10.0,6.0,623.0,729.0,,4.0,5.0,7.0,70.0,5.0,55.0,2.0,7.0,,,34.0,12.0,18.0,58.0,128.0,,83.0,,26.0,31.0,77.0,71.0,291.0,1053.0,45.0,,20.0,,22.0,751.0,87.0,10.0,11.0,436.0,,25.0,1481.0,160.0,10.0,,1.0,6.0,,,115.0,16.0,,,0.0,,,1.0,,,,,,,,,,,1.0,2.0,9.0,1.0,,,1.0,,,,,,,,,
USA_MLS_Next_Pro,2024,Huntsville City FC,3c7ia3mxthsolwt8ed68e5xck,K. Coulibaly,Defender,21,,8.0,,,2.0,1.0,,,,3.0,,2.0,,,,2.0,,14.0,,,,5.0,1.0,,,3.0,,,,4.0,,29.0,,1.0,47.0,11.0,1.0,29.0,3.0,52.0,10.0,,58.0,64.0,,,,,5.0,1.0,,,1.0,,,2.0,,3.0,2.0,12.0,,7.0,,5.0,2.0,2.0,8.0,30.0,82.0,5.0,,2.0,,,70.0,7.0,2.0,,29.0,,2.0,82.0,9.0,1.0,1.0,,,,,4.0,,,,0.0,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,1.0,,1.0,,,
USA_MLS_Next_Pro,2024,Huntsville City FC,d67mnqsp2nri79bpvblsufbis,B. Creek,Midfielder,7,1.0,88.0,,,38.0,4.0,2.0,3.0,4.0,12.0,,2.0,,4.0,1.0,10.0,,96.0,1.0,9.0,6.0,12.0,5.0,14.0,12.0,8.0,,2.0,2.0,13.0,,99.0,,9.0,326.0,16.0,,178.0,86.0,333.0,10.0,3.0,342.0,390.0,,2.0,,3.0,40.0,2.0,4.0,1.0,7.0,1.0,2.0,15.0,17.0,8.0,17.0,59.0,,46.0,1.0,8.0,4.0,21.0,46.0,128.0,526.0,12.0,1.0,16.0,,7.0,401.0,60.0,12.0,6.0,169.0,,6.0,580.0,67.0,6.0,2.0,5.0,,,,55.0,13.0,1.0,0.0,0.0,,,,,,,,,,,,1.0,,,2.0,,1.0,,,1.0,,,,,,,,,
