liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Backward Passes,Duels,Duels won,Final Third Touches,Forward Passes,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels won,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Throw Ins to Own Player,Time Played,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Corners Won,Duels lost,Handballs conceded,Interceptions,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Starts,Successful Launches,Successful Lay-offs,Successful Long Passes,Tackles Lost,Tackles Won,Total Clearances,Total Fouls Conceded,Total Tackles,Blocks,Corners Taken (incl short corners),Hit Woodwork,Penalties Off Target,Penalties Taken,Substitute Off,Successful Corners into Box,Successful Dribbles,Throw Ins to Opposition Player,Total Big Chances Missed,Unsuccessful Corners into Box,Foul Attempted Tackle,Ground Duels lost,Offsides,Shots On Target ( inc goals ),Yellow Cards,Times Tackled,Unsuccessful Crosses open play,Unsuccessful Dribbles,Blocked Shots,GK Successful Distribution,Goal Kicks,Foul Won Penalty,Catches,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Total Big Chances Saved,Goals Conceded Outside Box,Overruns,Penalty Goals Conceded,Penalties Conceded,GK Unsuccessful Distribution,Penalties Faced,Unsuccessful lay-offs,Carries,Progressive Carries,Total Big Chances Created,Goals,Goals Openplay,Goals from Inside Box,Right Foot Goals,Total Big Chances Scored,Home Goals,Away Goals,Attempts from Set Pieces,Penalty Goals,Assists (Intentional),Goal Assists,Straight Red Cards,Total Red Cards,Clean Sheets,Left Foot Goals,Through balls,Headed Goals,Goalkeeper Smother,Own Goal Scored,Red Cards - 2nd Yellow,Direct Setpiece Goals,Goals from Outside Box,Set Pieces Goals,Drops,Penalties Saved,Saves from Penalty,Clearances Off the Line,Second Goal Assists,Saves made - caught,Crosses not Claimed,Other Goals,Last Player Tackle
USA_US_Open_Cup,2026,Charlotte FC,czazwj4nt23bydpdi67i0wga2,L. Abada,Forward,11,2.0,7.0,11.0,3.0,32.0,12.0,2.0,1.0,1.0,10.0,3.0,,14.0,38.0,2.0,5.0,1.0,1.0,1.0,,,30.0,27.0,3.0,29.0,,83.0,1.0,19.0,38.0,1.0,30.0,6.0,8.0,55.0,3.0,,,10.0,1.0,8.0,0.0,1.0,1.0,,2.0,8.0,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,2.0,,,,,,1.0,,,,,,1.0,7.0,1.0,,,6.0,3.0,2.0,,,,,,,,,,,,,,,,,,1.0,13.0,6.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Charlotte FC,b15d6e6kd0srp3nl1jnlrmot0,M. Agyemang,Defender,44,1.0,4.0,6.0,5.0,3.0,29.0,1.0,2.0,2.0,4.0,3.0,,29.0,68.0,8.0,11.0,,1.0,,,,58.0,27.0,36.0,58.0,1.0,90.0,,12.0,73.0,1.0,63.0,1.0,10.0,84.0,,1.0,2.0,6.0,4.0,8.0,0.0,2.0,,2.0,,1.0,,,,,1.0,,,5.0,,3.0,4.0,,3.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,14.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Charlotte FC,1ehuv6gy09ukbz11p8mjdmjo4,R. Aloko,Forward,37,2.0,9.0,9.0,3.0,31.0,4.0,2.0,1.0,1.0,8.0,2.0,,6.0,23.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,20.0,18.0,3.0,19.0,,96.0,1.0,12.0,23.0,1.0,20.0,5.0,3.0,43.0,3.0,,1.0,5.0,1.0,2.0,0.0,1.0,,1.0,,6.0,1.0,1.0,4.0,3.0,1.0,,1.0,1.0,,,,4.0,,,,,,,1.0,,1.0,,,,1.0,6.0,1.0,,,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,11.0,10.0,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Charlotte FC,9ohy24mxhsqao5kymh0lbxxck,N. Berchimas,Forward,27,2.0,4.0,8.0,3.0,21.0,2.0,2.0,,,8.0,3.0,,1.0,16.0,4.0,9.0,,2.0,2.0,,,12.0,9.0,3.0,11.0,,41.0,2.0,13.0,16.0,3.0,12.0,5.0,4.0,34.0,1.0,,1.0,5.0,,3.0,0.0,,,,,5.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,5.0,1.0,1.0,,5.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,10.0,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Charlotte FC,240d7z6v0gx52zf59ntaa2aqd,Pep Biel,Midfielder,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Charlotte FC,ahsgqqn4mjj7isq2x0fdkl49,B. Bronico,Midfielder,13,1.0,9.0,1.0,,29.0,8.0,1.0,,,1.0,,2.0,13.0,36.0,5.0,6.0,2.0,,,1.0,1.0,30.0,25.0,6.0,30.0,3.0,73.0,,10.0,36.0,,30.0,2.0,6.0,47.0,2.0,1.0,2.0,8.0,,4.0,0.0,,,,,1.0,,,3.0,,1.0,,2.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Charlotte FC,2q032302ebdlpcuytftf5vpp1,N. Byrne,Defender,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Charlotte FC,e7xym5luhaecx5p4dyea88dg4,W. Cleary,Defender,35,2.0,22.0,20.0,13.0,55.0,36.0,2.0,1.0,1.0,16.0,10.0,,34.0,93.0,8.0,2.0,,1.0,1.0,,,73.0,51.0,23.0,67.0,8.0,135.0,3.0,30.0,94.0,1.0,74.0,2.0,20.0,137.0,4.0,3.0,8.0,22.0,2.0,12.0,0.0,4.0,1.0,3.0,3.0,7.0,,2.0,3.0,,1.0,,,7.0,,6.0,7.0,2.0,6.0,,,,,,,,1.0,1.0,,,1.0,6.0,1.0,,,2.0,4.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,30.0,17.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Charlotte FC,7sitox7ubssxusmiqnoy5sxlg,B. Coulibaly,Midfielder,20,1.0,,2.0,1.0,17.0,18.0,1.0,,,1.0,1.0,,11.0,37.0,6.0,8.0,1.0,1.0,1.0,,,37.0,29.0,8.0,35.0,,29.0,,,37.0,2.0,37.0,1.0,,41.0,,,,,,,0.0,1.0,1.0,,,1.0,,,,,,,,2.0,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,10.0,3.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Charlotte FC,2mmmt24h514bl1j112kf99dd5,D. Diani,Midfielder,28,2.0,13.0,18.0,8.0,21.0,22.0,2.0,2.0,2.0,16.0,7.0,2.0,39.0,103.0,8.0,31.0,2.0,,,,,99.0,60.0,41.0,89.0,,139.0,2.0,8.0,105.0,1.0,101.0,2.0,4.0,127.0,,,1.0,3.0,1.0,3.0,0.0,2.0,1.0,1.0,,10.0,,4.0,3.0,2.0,2.0,,,12.0,,4.0,1.0,5.0,4.0,1.0,,,,,2.0,,1.0,,,,5.0,9.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,27.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
