liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Appearances,Total Unsuccessful Passes ( Excl Crosses & Corners ),Ground Duels won,Tackles Lost,Unsuccessful Passes Opposition Half,Goals Conceded Inside Box,Blocks,Total Shots,Open Play Passes,Aerial Duels lost,Successful Long Passes,Aerial Duels,Total Touches In Opposition Box,Goals Conceded,Unsuccessful Passes Own Half,Duels lost,Duels won,Touches,Rightside Passes,Unsuccessful Launches,Successful Passes Opposition Half,Games Played,Ground Duels lost,Recoveries,Shots Off Target (inc woodwork),Successful Short Passes,Total Passes,Total Fouls Won,Total Tackles,Backward Passes,Unsuccessful Long Passes,Aerial Duels won,Unsuccessful Short Passes,Successful Launches,Index,Duels,Forward Passes,Tackles Won,Interceptions,Ground Duels,Successful Passes Own Half,Starts,Throw Ins to Own Player,Total Clearances,Total Fouls Conceded,Foul Attempted Tackle,Successful Open Play Passes,Leftside Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Losses Of Possession,Yellow Cards,Home Goals,Away Goals,Winning Goal,Substitute Off,Times Tackled,Unsuccessful Crosses & Corners,PutThrough/Blocked Distribution,Substitute On,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Offsides,Corners Won,Shots On Target ( inc goals ),Successful Corners into Box,Key Passes (Attempt Assists),Blocked Shots,Successful Dribbles,Unsuccessful Corners into Box,Unsuccessful Dribbles,Successful Crosses & Corners,Corners Taken (incl short corners),Throw Ins to Opposition Player,Successful Crosses open play,Punches,Saves Made,Saves Made from Inside Box,Saves made - parried,Catches,GK Unsuccessful Distribution,GK Successful Distribution,Goal Assists,Assists (Intentional),Straight Red Cards,Total Red Cards,Goals,Goals from Inside Box,Right Foot Goals,Saves Made from Outside Box,Penalty Goals Conceded,Left Foot Goals,Clean Sheets,Hit Woodwork,Headed Goals,Goals from Outside Box,Penalties Conceded,Second Goal Assists,Successful Lay-offs,Penalties Taken,Through balls,Penalty Goals,Foul Won Penalty,Penalties Faced,Attempts from Set Pieces,Red Cards - 2nd Yellow,Handballs conceded,Goals Conceded Outside Box,Overruns,Saves made - caught,Goal Kicks,Drops,Clearances Off the Line,Last Man Tackle,Goalkeeper Smother,Unsuccessful lay-offs,Set Pieces Goals,Own Goal Scored,Saves from Penalty,Penalties Saved,Crosses not Claimed
USA_US_Open_Cup,2022,Los Angeles FC,6k22ppzw6wv0c4gskzxk28fyt,K. Acosta,Midfielder,23,116.0,3.0,13.0,7.0,2.0,13.0,3.0,,2.0,69.0,,3.0,1.0,3.0,3.0,2.0,2.0,8.0,100.0,22.0,,37.0,3.0,2.0,9.0,2.0,55.0,71.0,2.0,5.0,8.0,2.0,1.0,11.0,,10.0,10.0,23.0,3.0,1.0,9.0,22.0,1.0,6.0,4.0,,,56.0,18.0,58.0,17.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,,,,1.0,1.0,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Los Angeles FC,4eph69hyci7ap30ms501yc3x1,C. Arango,Forward,9,214.0,3.0,7.0,7.0,,10.0,3.0,,7.0,25.0,4.0,,6.0,9.0,3.0,1.0,15.0,9.0,68.0,6.0,,13.0,3.0,11.0,4.0,2.0,21.0,28.0,5.0,1.0,9.0,,2.0,7.0,,10.0,24.0,9.0,1.0,,18.0,8.0,3.0,,1.0,6.0,2.0,18.0,4.0,21.0,26.0,,3.0,0.0,2.0,2.0,6.0,4.0,1.0,,4.0,,1.0,2.0,5.0,,,1.0,1.0,,3.0,,,,,,,,,,,,,,,,3.0,3.0,3.0,,,,,1.0,,,,,,,1.0,,,,2.0,,2.0,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Los Angeles FC,6fnojo4m3daqz5moaa9yu1dk9,L. Blessing,Forward,7,196.0,3.0,8.0,12.0,1.0,8.0,4.0,1.0,5.0,62.0,1.0,1.0,3.0,6.0,4.0,,15.0,14.0,102.0,16.0,,36.0,3.0,14.0,13.0,2.0,55.0,64.0,4.0,8.0,9.0,1.0,2.0,7.0,,10.0,29.0,18.0,7.0,2.0,26.0,20.0,2.0,,1.0,7.0,5.0,54.0,21.0,56.0,19.0,,0.0,0.0,0.0,1.0,5.0,,1.0,1.0,,1.0,,,3.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Los Angeles FC,1wa6jf39zdyi462b1fk50vl61,J. Cifuentes,Midfielder,11,228.0,3.0,27.0,11.0,2.0,29.0,3.0,1.0,4.0,111.0,3.0,2.0,4.0,3.0,3.0,6.0,22.0,12.0,171.0,28.0,,58.0,3.0,19.0,21.0,3.0,87.0,116.0,2.0,6.0,31.0,7.0,1.0,20.0,,10.0,34.0,30.0,4.0,2.0,30.0,35.0,3.0,2.0,1.0,7.0,5.0,84.0,27.0,89.0,52.0,,0.0,0.0,0.0,2.0,10.0,8.0,5.0,,1.0,,1.0,1.0,1.0,1.0,3.0,,3.0,6.0,4.0,4.0,7.0,,2.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Los Angeles FC,6nmcuw8asxh6k3l5khx5atmfp,M. Crépeau,Goalkeeper,16,180.0,2.0,8.0,,,7.0,3.0,,,38.0,,13.0,1.0,,3.0,1.0,2.0,1.0,87.0,15.0,,4.0,2.0,2.0,19.0,,34.0,55.0,1.0,,,8.0,1.0,,3.0,10.0,3.0,20.0,,,2.0,43.0,2.0,,5.0,,,36.0,20.0,47.0,8.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,12.0,5.0,4.0,,2.0,21.0,,,,,,,,7.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
USA_US_Open_Cup,2022,Los Angeles FC,5tz98dy8lh2p8a7mq3x9uagnp,F. Escobar,Defender,2,87.0,2.0,8.0,3.0,1.0,4.0,,1.0,,50.0,3.0,1.0,5.0,3.0,,4.0,5.0,5.0,71.0,2.0,,17.0,2.0,2.0,2.0,,44.0,53.0,,2.0,4.0,1.0,2.0,7.0,,10.0,10.0,18.0,1.0,1.0,5.0,28.0,1.0,8.0,1.0,,,42.0,29.0,45.0,11.0,,0.0,0.0,0.0,1.0,1.0,,3.0,1.0,,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Los Angeles FC,2axpdlm1cc3n8zi8rvwonjx90,M. Fall,Defender,5,225.0,3.0,30.0,4.0,1.0,19.0,4.0,,1.0,170.0,1.0,11.0,2.0,1.0,4.0,11.0,4.0,5.0,185.0,65.0,6.0,43.0,3.0,3.0,13.0,,130.0,171.0,,4.0,10.0,13.0,1.0,17.0,,10.0,9.0,62.0,3.0,1.0,7.0,99.0,2.0,,4.0,1.0,1.0,140.0,34.0,141.0,33.0,,1.0,0.0,0.0,,1.0,,2.0,1.0,,,1.0,,1.0,,3.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,
USA_US_Open_Cup,2022,Los Angeles FC,944pzf87cyzjh2n2snwzmuaga,F. Ginella,Midfielder,8,120.0,3.0,16.0,7.0,1.0,11.0,2.0,,1.0,94.0,1.0,8.0,1.0,,2.0,5.0,10.0,7.0,114.0,26.0,2.0,42.0,3.0,9.0,18.0,,71.0,95.0,4.0,3.0,13.0,5.0,,11.0,,10.0,17.0,29.0,2.0,3.0,16.0,37.0,1.0,,,4.0,3.0,78.0,27.0,79.0,21.0,,0.0,0.0,0.0,,3.0,,1.0,2.0,,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Los Angeles FC,4y7p59unsumcfk5trk1naums5,D. Henry,Defender,44,45.0,1.0,4.0,1.0,,2.0,,1.0,,43.0,,3.0,1.0,,,2.0,3.0,2.0,51.0,12.0,,4.0,1.0,3.0,2.0,,37.0,44.0,,1.0,3.0,1.0,1.0,3.0,,10.0,5.0,10.0,1.0,1.0,4.0,36.0,1.0,,2.0,3.0,2.0,39.0,19.0,40.0,5.0,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Los Angeles FC,82sayfife5cfdk9isox5gg8ut,R. Hollingshead,Defender,24,138.0,3.0,9.0,5.0,1.0,8.0,2.0,,2.0,64.0,2.0,4.0,5.0,4.0,2.0,1.0,9.0,8.0,96.0,10.0,1.0,31.0,3.0,7.0,12.0,,53.0,66.0,,4.0,8.0,2.0,3.0,7.0,1.0,10.0,17.0,22.0,3.0,2.0,12.0,26.0,1.0,10.0,3.0,2.0,2.0,55.0,26.0,57.0,17.0,1.0,0.0,1.0,0.0,,3.0,,,2.0,,,,,2.0,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
