liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Crosses open play,Rightside Passes,Penalties Conceded,Blocked Shots,Ground Duels won,Total Shots,Goal Assists,Unsuccessful Crosses open play,Successful Corners into Box,Goals Conceded,Overruns,Foul Attempted Tackle,Clearances Off the Line,Aerial Duels lost,Successful Launches,Goals Conceded Inside Box,Second Goal Assists,Total Losses Of Possession,Yellow Cards,Unsuccessful Corners into Box,Starts,Unsuccessful Passes Own Half,Total Clearances,Corners Taken (incl short corners),Times Tackled,Games Played,Through balls,Successful Lay-offs,PutThrough/Blocked Distribution Won,Unsuccessful Long Passes,Right Foot Goals,Leftside Passes,Penalties Taken,Tackles Won,Successful Short Passes,Successful Long Passes,Blocks,Successful Passes Opposition Half,Backward Passes,Successful Open Play Passes,Index,Penalty Goals Conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Open Play Passes,Attempts from Set Pieces,Corners Won,GK Successful Distribution,Unsuccessful Dribbles,Recoveries,Goals Conceded Outside Box,Throw Ins to Own Player,Offsides,Key Passes (Attempt Assists),Goals from Inside Box,Shots On Target ( inc goals ),Total Tackles,Total Fouls Won,Appearances,Ground Duels lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Goals from Outside Box,Duels won,Assists (Intentional),Aerial Duels won,Total Fouls Conceded,Duels lost,Unsuccessful Short Passes,Forward Passes,Touches,Aerial Duels,Goals,Interceptions,Penalty Goals,PutThrough/Blocked Distribution,Total Passes,Unsuccessful Passes Opposition Half,Total Touches In Opposition Box,Successful Dribbles,Successful Passes Own Half,Clean Sheets,Unsuccessful Launches,Time Played,Duels,Tackles Lost,Shots Off Target (inc woodwork),Successful Crosses & Corners,Goal Kicks,Handballs conceded,Set Pieces Goals,Ground Duels,Unsuccessful Crosses & Corners,Home Goals,Away Goals,Winning Goal,Saves Made from Outside Box,Goalkeeper Smother,GK Unsuccessful Distribution,Punches,Saves made - parried,Saves Made,Saves Made from Inside Box,Drops,Catches,Penalties Faced,Foul Won Penalty,Headed Goals,Hit Woodwork,Substitute Off,Substitute On,Throw Ins to Opposition Player,Last Player Tackle,Left Foot Goals,Own Goal Scored,Unsuccessful lay-offs,Penalties Saved,Saves made - caught,Saves from Penalty,Total Red Cards,Red Cards - 2nd Yellow,Straight Red Cards,Other Goals,Crosses not Claimed,Penalties Off Target
USA_MLS_Next_Pro,2024,Atlanta United 2,d5kcfgycj51y6aw82r38sl7o4,Javier Armas,Midfielder,86,2.0,510.0,2.0,11.0,116.0,37.0,2.0,14.0,31.0,64.0,2.0,26.0,1.0,7.0,12.0,51.0,1.0,349.0,7.0,35.0,28.0,63.0,25.0,71.0,36.0,28.0,1.0,12.0,21.0,99.0,7.0,501.0,4.0,38.0,1405.0,175.0,11.0,732.0,235.0,1520.0,10.0,6.0,1580.0,1729.0,6.0,14.0,2.0,20.0,189.0,13.0,5.0,1.0,51.0,5.0,13.0,65.0,25.0,28.0,103.0,216.0,2.0,139.0,2.0,23.0,44.0,110.0,117.0,550.0,2250.0,30.0,7.0,26.0,4.0,36.0,1796.0,216.0,26.0,27.0,881.0,4.0,42.0,2520.0,249.0,27.0,24.0,33.0,2.0,2.0,1.0,219.0,63.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Atlanta United 2,dtb9aa7wp7e73bm367myma1n9,J. Berner,Goalkeeper,88,,18.0,,,1.0,,,,,10.0,,,,,9.0,5.0,,22.0,,,4.0,8.0,4.0,,1.0,4.0,,,,20.0,,28.0,,,64.0,19.0,,7.0,,69.0,10.0,2.0,83.0,80.0,,,33.0,,35.0,5.0,,,,,,,,4.0,1.0,21.0,,5.0,,4.0,,1.0,1.0,58.0,151.0,4.0,,,,,104.0,13.0,,1.0,76.0,1.0,4.0,360.0,6.0,,,,15.0,,,2.0,,,,0.0,3.0,1.0,6.0,2.0,1.0,9.0,6.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Atlanta United 2,a63su8pudaernrvj1fi9006qc,L. Brennan,Midfielder,25,12.0,14.0,,3.0,60.0,10.0,1.0,22.0,,17.0,10.0,8.0,,9.0,1.0,11.0,,153.0,1.0,,10.0,6.0,2.0,,54.0,12.0,,1.0,5.0,5.0,3.0,71.0,,6.0,155.0,7.0,,141.0,62.0,160.0,10.0,4.0,162.0,196.0,,18.0,,40.0,41.0,6.0,7.0,11.0,15.0,4.0,7.0,10.0,28.0,12.0,74.0,36.0,,62.0,1.0,2.0,12.0,83.0,31.0,51.0,430.0,11.0,4.0,4.0,,15.0,198.0,53.0,46.0,22.0,33.0,1.0,3.0,893.0,145.0,4.0,3.0,12.0,,1.0,,134.0,23.0,2.0,2.0,1.0,,,,,,,,,,,1.0,1.0,1.0,7.0,2.0,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Atlanta United 2,astn4ytzoaav30ifi17s4dn8,A. Carleton,Midfielder,41,2.0,181.0,,11.0,69.0,20.0,3.0,10.0,2.0,43.0,3.0,9.0,,14.0,,36.0,,176.0,4.0,4.0,17.0,22.0,15.0,9.0,29.0,25.0,3.0,10.0,8.0,17.0,3.0,113.0,,9.0,500.0,31.0,,298.0,165.0,513.0,10.0,2.0,531.0,612.0,,6.0,,17.0,65.0,7.0,3.0,,21.0,2.0,8.0,17.0,31.0,25.0,52.0,99.0,1.0,79.0,3.0,10.0,14.0,66.0,82.0,171.0,873.0,24.0,3.0,10.0,,23.0,630.0,92.0,31.0,21.0,237.0,1.0,6.0,1524.0,145.0,8.0,12.0,4.0,,2.0,,121.0,15.0,2.0,1.0,2.0,,,,,,,,,,,,,,10.0,8.0,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Atlanta United 2,cbjd834y2hdx5jr3bda1zz6ga,E. Centeno,Defender,52,21.0,36.0,,4.0,51.0,5.0,4.0,65.0,,31.0,2.0,5.0,1.0,9.0,5.0,25.0,,186.0,2.0,,15.0,30.0,21.0,,22.0,20.0,,3.0,11.0,24.0,,175.0,,9.0,439.0,20.0,9.0,224.0,161.0,448.0,10.0,3.0,459.0,516.0,,26.0,,16.0,39.0,6.0,77.0,2.0,20.0,,2.0,23.0,16.0,20.0,37.0,68.0,,58.0,3.0,7.0,10.0,46.0,44.0,155.0,872.0,16.0,,6.0,,29.0,527.0,103.0,26.0,12.0,256.0,1.0,16.0,1338.0,104.0,14.0,3.0,21.0,,,,88.0,65.0,,,0.0,,,,,,,,,,,,,,4.0,5.0,9.0,1.0,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Atlanta United 2,f69xf0cdfn1qe63t5tr5in10,D. Chong Qui,Defender,50,5.0,126.0,1.0,3.0,51.0,13.0,,33.0,,32.0,4.0,8.0,,8.0,3.0,26.0,,192.0,1.0,,12.0,28.0,20.0,1.0,31.0,17.0,1.0,1.0,8.0,24.0,1.0,13.0,,19.0,314.0,8.0,1.0,166.0,85.0,309.0,10.0,3.0,322.0,389.0,,10.0,,22.0,49.0,6.0,54.0,2.0,11.0,1.0,2.0,27.0,11.0,17.0,53.0,82.0,1.0,61.0,,10.0,12.0,61.0,58.0,180.0,713.0,18.0,2.0,20.0,,26.0,404.0,87.0,23.0,13.0,161.0,1.0,12.0,1127.0,122.0,8.0,11.0,5.0,,,,104.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,2.0,5.0,21.0,,1.0,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Atlanta United 2,d3gmzmf34c6o8vzngnf7ishlg,N. Cobb,Defender,24,,19.0,,,5.0,,,1.0,,5.0,,,,1.0,2.0,3.0,,18.0,,,2.0,10.0,3.0,,1.0,2.0,,,3.0,10.0,,33.0,,3.0,75.0,7.0,,21.0,3.0,80.0,10.0,1.0,82.0,95.0,,,,,8.0,2.0,,,,,,4.0,,2.0,2.0,15.0,,6.0,,1.0,,3.0,5.0,42.0,116.0,2.0,,3.0,,3.0,97.0,6.0,1.0,1.0,61.0,,5.0,180.0,9.0,1.0,,,,,,7.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Atlanta United 2,cu84s15ig7u7g9iwwcff82yuh,J. Cohen,Goalkeeper,22,,31.0,,,,,,,,2.0,,,,,4.0,1.0,,15.0,,,3.0,6.0,2.0,,,3.0,,,,14.0,,25.0,,,54.0,17.0,,3.0,,51.0,10.0,,71.0,61.0,,,29.0,,20.0,1.0,,,,,,,,3.0,,15.0,,,,,,,1.0,30.0,111.0,,,,,,86.0,9.0,,,68.0,2.0,9.0,270.0,,,,,20.0,,,,,,,0.0,4.0,,2.0,1.0,2.0,10.0,6.0,,2.0,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Atlanta United 2,ctiorjdoewl12d0mtj1nqmas4,M. Dejianne,Forward,49,,10.0,,,4.0,4.0,,2.0,,10.0,1.0,2.0,,14.0,,7.0,,32.0,,,5.0,2.0,2.0,,4.0,10.0,,4.0,1.0,1.0,,15.0,,1.0,46.0,1.0,,28.0,27.0,39.0,10.0,1.0,47.0,56.0,,,,,14.0,3.0,4.0,1.0,3.0,,2.0,1.0,4.0,10.0,8.0,17.0,,10.0,,6.0,6.0,22.0,16.0,12.0,101.0,20.0,,,,1.0,64.0,17.0,11.0,,19.0,,,399.0,32.0,,2.0,,,1.0,,12.0,2.0,,,0.0,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Atlanta United 2,6q634opy4rb3nki6ydmgpbhg4,J. Donaldson,Goalkeeper,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
