liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Open Play Passes,Total Passes,Time Played,Goals Conceded,PutThrough/Blocked Distribution,Unsuccessful Passes Opposition Half,Total Shots,Total Losses Of Possession,Backward Passes,Times Tackled,Appearances,Aerial Duels won,Aerial Duels lost,Foul Attempted Tackle,Successful Passes Own Half,Aerial Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Duels,Games Played,Rightside Passes,Corners Won,Forward Passes,Duels lost,Substitute On,Ground Duels,Starts,Tackles Won,Shots Off Target (inc woodwork),Successful Lay-offs,Total Fouls Conceded,Shots On Target ( inc goals ),Successful Passes Opposition Half,Tackles Lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Open Play Passes,Total Clearances,Leftside Passes,Unsuccessful Short Passes,Ground Duels won,Unsuccessful Dribbles,Assists (Intentional),Recoveries,Offsides,Goals Conceded Inside Box,Total Touches In Opposition Box,Substitute Off,Interceptions,Successful Short Passes,Touches,Goal Assists,Ground Duels lost,Blocked Shots,Index,Key Passes (Attempt Assists),Duels won,Winning Goal,Goals from Inside Box,Total Fouls Won,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Handballs conceded,Successful Launches,Left Foot Goals,Goals,Successful Long Passes,Throw Ins to Opposition Player,Overruns,Successful Dribbles,Yellow Cards,Unsuccessful Passes Own Half,Home Goals,Away Goals,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Throw Ins to Own Player,Blocks,Unsuccessful Launches,Successful Corners into Box,Through balls,Successful Crosses open play,Successful Crosses & Corners,Unsuccessful lay-offs,Corners Taken (incl short corners),Unsuccessful Corners into Box,Right Foot Goals,Hit Woodwork,Attempts from Set Pieces,Penalties Taken,Penalty Goals,Foul Won Penalty,Goals from Outside Box,Headed Goals,Goal Kicks,GK Unsuccessful Distribution,GK Successful Distribution,Total Red Cards,Red Cards - 2nd Yellow,Saves made - parried,Saves Made from Outside Box,Saves Made,Saves Made from Inside Box,Catches,Goals Conceded Outside Box,Drops,Clean Sheets,Penalty Goals Conceded,Goals Openplay,Straight Red Cards,Penalties Conceded,Penalties Faced,Punches,Clearances Off the Line,Goalkeeper Smother,Set Pieces Goals,Second Goal Assists,Saves from Penalty,Penalties Saved,Saves made - caught,Own Goal Scored,Last Player Tackle
USA_US_Open_Cup,2025,Charlotte Independence,elrk1g42unngk20wovqd2f6s4,M. Arango,Midfielder,47,1.0,1.0,12.0,,,,,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,3.0,,1.0,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Charlotte Independence,547hoahcy6nbgk48wvovoaind,Jon Bakero,Forward,9,34.0,48.0,127.0,2.0,,10.0,2.0,13.0,18.0,3.0,2.0,,2.0,1.0,24.0,2.0,39.0,2.0,12.0,2.0,11.0,,11.0,6.0,1.0,10.0,1.0,2.0,1.0,,1.0,1.0,16.0,,9.0,43.0,1.0,8.0,6.0,6.0,,1.0,6.0,,2.0,1.0,1.0,2.0,34.0,66.0,1.0,4.0,,10.0,1.0,6.0,0.0,1.0,3.0,3.0,,,1.0,1.0,1.0,5.0,,,1.0,,,1.0,0.0,1.0,,2.0,,1.0,1.0,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Charlotte Independence,8rm6nz4smfio7orona6d3cb8,I. Bonus,Defender,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Charlotte Independence,a9xcv9evxwsmocgnrzz614w5x,C. Chaney,Forward,99,43.0,67.0,210.0,4.0,5.0,17.0,10.0,40.0,20.0,8.0,3.0,3.0,8.0,2.0,17.0,11.0,49.0,3.0,36.0,3.0,15.0,2.0,15.0,20.0,2.0,25.0,1.0,3.0,7.0,2.0,3.0,3.0,32.0,,18.0,61.0,5.0,17.0,16.0,13.0,2.0,1.0,6.0,2.0,4.0,8.0,,1.0,47.0,127.0,1.0,12.0,,10.0,,16.0,0.0,1.0,10.0,2.0,1.0,,,,1.0,2.0,,1.0,1.0,1.0,3.0,0.0,1.0,2.0,2.0,,,1.0,,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Charlotte Independence,8gm6yotwnqihxn67u5tx9m2cq,O. Ciss,Midfielder,6,110.0,140.0,278.0,6.0,5.0,17.0,1.0,32.0,13.0,1.0,3.0,6.0,2.0,3.0,50.0,8.0,111.0,8.0,26.0,3.0,22.0,,56.0,9.0,,18.0,3.0,6.0,,,3.0,1.0,61.0,2.0,29.0,139.0,4.0,49.0,17.0,11.0,,,15.0,,6.0,1.0,1.0,5.0,97.0,172.0,,7.0,,10.0,,17.0,0.0,,3.0,12.0,3.0,,5.0,,,14.0,,,1.0,1.0,12.0,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Charlotte Independence,1rua8d3nlisesyrzeic1rj8tm,M. DeShields,Defender,23,60.0,78.0,150.0,2.0,1.0,10.0,1.0,14.0,1.0,,2.0,2.0,3.0,,46.0,5.0,64.0,4.0,11.0,2.0,16.0,,31.0,4.0,1.0,6.0,1.0,4.0,1.0,,1.0,,18.0,,14.0,74.0,10.0,30.0,3.0,5.0,,,9.0,,2.0,1.0,,4.0,57.0,104.0,,1.0,,10.0,,7.0,0.0,,1.0,11.0,1.0,,2.0,,,7.0,,,,1.0,4.0,,,,,,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Charlotte Independence,3tufsrejg0sddkpj3ibf74qju,C. Dimick,Defender,17,105.0,125.0,330.0,6.0,5.0,17.0,,29.0,28.0,1.0,3.0,1.0,2.0,1.0,63.0,3.0,112.0,2.0,12.0,3.0,4.0,2.0,40.0,7.0,,9.0,3.0,2.0,,1.0,4.0,,51.0,,13.0,118.0,4.0,53.0,5.0,4.0,,1.0,4.0,1.0,6.0,2.0,,,99.0,179.0,1.0,5.0,,10.0,3.0,5.0,0.0,,1.0,8.0,,1.0,3.0,,,13.0,7.0,,1.0,,4.0,,,8.0,8.0,27.0,1.0,6.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Charlotte Independence,3gma44vra7c6e65mdk97jvztg,N. Gray,Midfielder,10,24.0,29.0,70.0,,2.0,5.0,,8.0,5.0,1.0,3.0,,,1.0,3.0,,24.0,1.0,5.0,3.0,7.0,,8.0,2.0,2.0,5.0,1.0,1.0,,,1.0,,21.0,,5.0,29.0,1.0,9.0,4.0,3.0,,,7.0,,,2.0,1.0,2.0,24.0,43.0,,2.0,1.0,10.0,1.0,3.0,0.0,,2.0,1.0,2.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Charlotte Independence,ajxa2yfzwct5nd0ded1sa9vmy,C. Jaime,Midfielder,80,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Charlotte Independence,cnh6nswy2vrnppeqcl9fro48a,R. Jauregui,Forward,15,99.0,124.0,295.0,6.0,7.0,23.0,4.0,36.0,31.0,4.0,3.0,1.0,3.0,2.0,34.0,4.0,102.0,7.0,26.0,3.0,20.0,1.0,41.0,14.0,,22.0,3.0,1.0,1.0,,2.0,3.0,68.0,6.0,22.0,121.0,3.0,32.0,18.0,11.0,2.0,,10.0,,6.0,7.0,3.0,6.0,100.0,173.0,,11.0,1.0,10.0,1.0,12.0,1.0,2.0,4.0,4.0,3.0,,,1.0,2.0,2.0,,,1.0,,4.0,0.0,2.0,5.0,5.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Charlotte Independence,dwul4lmviqip867mzy4go6kno,M. Levy,Goalkeeper,28,10.0,33.0,120.0,1.0,,12.0,,14.0,,,1.0,1.0,,,15.0,1.0,19.0,,2.0,1.0,2.0,,22.0,,,1.0,1.0,,,,,,4.0,,14.0,13.0,2.0,9.0,,1.0,,,5.0,,1.0,,,,11.0,42.0,,,,10.0,,2.0,0.0,,1.0,14.0,,,3.0,,,8.0,,,,,2.0,,,,,,,6.0,,,,,,,,,,,,,,,,15.0,6.0,11.0,,,,1.0,3.0,2.0,1.0,,,,,,,,,1.0,,,,,,,,,
USA_US_Open_Cup,2025,Charlotte Independence,45rrysz5aphougx2zkn6c82ga,S. Marou,Forward,26,20.0,29.0,202.0,4.0,2.0,7.0,4.0,23.0,9.0,5.0,3.0,2.0,4.0,1.0,6.0,6.0,20.0,4.0,21.0,3.0,6.0,,7.0,11.0,2.0,15.0,1.0,4.0,2.0,1.0,3.0,2.0,14.0,,9.0,29.0,2.0,7.0,8.0,8.0,,,7.0,1.0,4.0,3.0,1.0,3.0,20.0,63.0,,7.0,,10.0,2.0,10.0,1.0,1.0,2.0,1.0,2.0,,,1.0,1.0,,,,2.0,1.0,3.0,1.0,0.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Charlotte Independence,cf36p7zpnrtxhebod6rtsmr1m,A. Midence,Midfielder,18,41.0,48.0,90.0,,,9.0,3.0,17.0,22.0,4.0,1.0,,,,8.0,,42.0,2.0,9.0,1.0,3.0,3.0,8.0,4.0,,9.0,1.0,2.0,1.0,,,2.0,35.0,,6.0,47.0,,15.0,3.0,5.0,,1.0,5.0,,,4.0,,1.0,38.0,71.0,3.0,4.0,,10.0,4.0,5.0,0.0,,,3.0,,,,1.0,1.0,4.0,,,3.0,,,1.0,0.0,3.0,,,,1.0,1.0,,,1.0,,4.0,3.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Charlotte Independence,9eqtm15vz5832h1h4owg41ez8,J. Moreno,Forward,8,3.0,6.0,15.0,1.0,,6.0,,6.0,1.0,,1.0,,,,,,3.0,,,1.0,1.0,,4.0,,1.0,,,,,,,,3.0,,3.0,6.0,,,2.0,,,,,,1.0,1.0,,,3.0,11.0,,,,10.0,,,0.0,,,1.0,,,,,,,,,,,,,,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Charlotte Independence,1o9gtc0b71tummwmj1ycpxp1w,B. Ndiaye,Midfielder,11,92.0,115.0,275.0,5.0,2.0,21.0,1.0,35.0,17.0,2.0,3.0,8.0,6.0,3.0,42.0,14.0,92.0,7.0,34.0,3.0,28.0,,48.0,15.0,,20.0,3.0,2.0,1.0,,6.0,,50.0,5.0,23.0,115.0,3.0,22.0,13.0,11.0,,,18.0,,5.0,4.0,3.0,4.0,88.0,152.0,,9.0,,10.0,2.0,19.0,0.0,,2.0,10.0,1.0,1.0,,,,4.0,,,2.0,1.0,4.0,,,2.0,2.0,,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Charlotte Independence,95p5exnd7bm81vbir9y5zp9be,F. Ngah,Defender,2,97.0,124.0,240.0,3.0,5.0,19.0,1.0,34.0,18.0,2.0,2.0,3.0,1.0,1.0,51.0,4.0,99.0,6.0,22.0,2.0,46.0,,56.0,10.0,,18.0,2.0,4.0,1.0,,1.0,,50.0,2.0,25.0,122.0,4.0,4.0,15.0,9.0,1.0,,13.0,,3.0,,,3.0,86.0,182.0,,9.0,,10.0,3.0,12.0,0.0,,1.0,10.0,2.0,,9.0,,,13.0,2.0,1.0,2.0,,8.0,,,2.0,2.0,26.0,,4.0,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Charlotte Independence,30lj47v0obm8trxn71y2camtw,P. Ousmanou,Defender,3,88.0,118.0,225.0,5.0,2.0,16.0,2.0,29.0,7.0,,3.0,3.0,,1.0,70.0,3.0,91.0,4.0,13.0,3.0,45.0,1.0,52.0,5.0,1.0,10.0,2.0,2.0,1.0,,2.0,1.0,21.0,2.0,27.0,115.0,6.0,14.0,11.0,5.0,,,10.0,,5.0,2.0,1.0,4.0,83.0,139.0,,5.0,,10.0,,8.0,0.0,,1.0,16.0,,,1.0,,,8.0,,,,2.0,11.0,,,,,,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
