root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Successful Open Play Passes,Substitute On,Aerial Duels,Forward Passes,Total Clearances,Games Played,Goals Conceded Outside Box,Ground Duels lost,Appearances,Successful Crosses open play,Successful Long Passes,Time Played,GK Successful Distribution,Ground Duels,Total Shots,Successful Passes Own Half,Aerial Duels lost,Index,Key Passes (Attempt Assists),Total Touches In Opposition Box,Blocks,Open Play Passes,Successful Passes Opposition Half,Starts,Ground Duels won,Goals Conceded Inside Box,Shots Off Target (inc woodwork),Touches,Unsuccessful Short Passes,Tackles Won,Substitute Off,Leftside Passes,Backward Passes,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Unsuccessful Passes Own Half,Total Fouls Conceded,Duels,Aerial Duels won,Throw Ins to Own Player,Tackles Lost,Goal Assists,Interceptions,Unsuccessful Passes Opposition Half,Assists (Intentional),Duels lost,Goals Conceded,Unsuccessful Launches,Total Fouls Won,Goal Kicks,Duels won,Foul Attempted Tackle,Total Losses Of Possession,Successful Launches,Unsuccessful Long Passes,Recoveries,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Short Passes,Unsuccessful Crosses & Corners,Rightside Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Crosses & Corners,Total Passes,Times Tackled,PutThrough/Blocked Distribution,Unsuccessful Dribbles,Throw Ins to Opposition Player,Total Tackles,Winning Goal,Successful Lay-offs,Blocked Shots,Penalties Taken,Corners Won,Clean Sheets,Penalty Goals Conceded,Through balls,Foul Won Penalty,Handballs conceded,Penalty Goals,Yellow Cards,Right Foot Goals,Goals from Inside Box,Left Foot Goals,Goals,Successful Dribbles,Offsides,Headed Goals,Shots On Target ( inc goals ),Overruns,Home Goals,Away Goals,Unsuccessful Corners into Box,Corners Taken (incl short corners),Successful Corners into Box,Straight Red Cards,Total Red Cards,Unsuccessful lay-offs,Penalties Conceded,Own Goal Scored,Hit Woodwork,Catches,Punches,GK Unsuccessful Distribution,Saves made - parried,Saves Made from Inside Box,Saves Made,Saves Made from Outside Box,Goals from Outside Box,Drops,Saves made - caught,Penalties Faced,Penalties Saved,Saves from Penalty,Red Cards - 2nd Yellow,Crosses not Claimed,Last Player Tackle,Attempts from Set Pieces,Other Goals,Clearances Off the Line,Set Pieces Goals,Penalties Off Target,Last Man Tackle,Goalkeeper Smother,Second Goal Assists
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Toronto FC II,Toronto_FC_II,bxwon00wl9tyjvu51my3gcvf8,N. Abraham,Goalkeeper,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Toronto FC II,Toronto_FC_II,dfnus4g6zypd1xcec6x7p85ey,L. Accettola,Midfielder,75,7.0,1.0,,1.0,,1.0,,3.0,1.0,,,11.0,,4.0,,4.0,,10.0,,,,8.0,3.0,,1.0,1.0,,11.0,1.0,,,4.0,1.0,,,,1.0,4.0,,,,,,1.0,,3.0,1.0,,,,1.0,1.0,3.0,,,2.0,7.0,7.0,,2.0,1.0,,8.0,2.0,,1.0,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Toronto FC II,Toronto_FC_II,2fln4fjgowy2bl4aoqvxjmjca,I. Adenuga,Midfielder,95,114.0,2.0,3.0,39.0,1.0,6.0,1.0,21.0,6.0,,8.0,365.0,,34.0,2.0,33.0,2.0,10.0,3.0,10.0,1.0,140.0,82.0,4.0,13.0,5.0,1.0,190.0,19.0,6.0,3.0,53.0,20.0,1.0,4.0,3.0,9.0,37.0,1.0,,2.0,1.0,2.0,24.0,1.0,23.0,6.0,1.0,2.0,,14.0,6.0,42.0,,7.0,19.0,115.0,107.0,1.0,29.0,26.0,,141.0,8.0,7.0,2.0,,8.0,1.0,,2.0,,,,1.0,2.0,,,,1.0,,1.0,1.0,1.0,3.0,1.0,,1.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Toronto FC II,Toronto_FC_II,7c3asx73extld50awe557y3ft,A. Akinola,Forward,20,19.0,,1.0,2.0,1.0,1.0,,3.0,1.0,,,75.0,,4.0,1.0,6.0,,10.0,2.0,5.0,,21.0,16.0,1.0,1.0,2.0,1.0,35.0,1.0,,1.0,3.0,9.0,,,,,5.0,1.0,,1.0,,,2.0,,3.0,2.0,,,,2.0,,8.0,,1.0,,22.0,22.0,,10.0,2.0,,24.0,3.0,1.0,1.0,,1.0,0.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Toronto FC II,Toronto_FC_II,c760g3hvhvi7nra7gpdrynn1m,J. Altobelli,Forward,82,294.0,13.0,24.0,73.0,3.0,25.0,4.0,54.0,25.0,3.0,20.0,1260.0,,102.0,29.0,114.0,13.0,10.0,22.0,50.0,1.0,362.0,227.0,12.0,48.0,22.0,16.0,640.0,65.0,5.0,7.0,108.0,122.0,3.0,,21.0,10.0,126.0,11.0,1.0,2.0,2.0,6.0,65.0,1.0,67.0,26.0,,24.0,,59.0,7.0,171.0,,3.0,33.0,329.0,309.0,18.0,94.0,68.0,12.0,397.0,41.0,6.0,12.0,,7.0,0.0,14.0,15.0,1.0,14.0,1.0,2.0,1.0,,1.0,,4.0,2.0,2.0,1.0,3.0,18.0,10.0,,13.0,5.0,2.0,1.0,9.0,19.0,7.0,,,3.0,,,,,,,,,,,1.0,,,,,,,,,3.0,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Toronto FC II,Toronto_FC_II,6wbtc3di25kcbqrat4pcwo5m2,T. Antonoglou,Midfielder,81,638.0,,11.0,208.0,20.0,15.0,6.0,53.0,15.0,3.0,60.0,1304.0,,108.0,13.0,290.0,5.0,10.0,17.0,29.0,1.0,753.0,385.0,15.0,55.0,22.0,9.0,1100.0,81.0,15.0,2.0,107.0,146.0,23.0,12.0,35.0,15.0,119.0,6.0,72.0,6.0,3.0,13.0,122.0,3.0,58.0,28.0,13.0,18.0,,61.0,6.0,209.0,2.0,34.0,100.0,663.0,603.0,42.0,317.0,115.0,12.0,778.0,19.0,26.0,10.0,13.0,21.0,0.0,3.0,7.0,,10.0,2.0,,2.0,1.0,,,3.0,,1.0,1.0,1.0,16.0,3.0,,4.0,2.0,1.0,0.0,16.0,26.0,8.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,7.0,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Toronto FC II,Toronto_FC_II,bx7d0ws7fi7iwgpi9ccomjehg,D. Barrow,Forward,91,24.0,12.0,14.0,8.0,1.0,12.0,3.0,15.0,12.0,,,160.0,,25.0,6.0,6.0,9.0,10.0,2.0,14.0,,34.0,20.0,,10.0,4.0,3.0,84.0,10.0,2.0,,10.0,12.0,,2.0,2.0,6.0,39.0,5.0,,3.0,,3.0,9.0,,24.0,7.0,,5.0,,15.0,4.0,34.0,,,7.0,26.0,26.0,1.0,6.0,10.0,,36.0,8.0,2.0,1.0,,5.0,0.0,,,,1.0,,,,1.0,,,2.0,2.0,2.0,,2.0,1.0,,,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Toronto FC II,Toronto_FC_II,7w2rw1jd8ouhu8bbvswvysu8k,J. Batiz,Forward,73,632.0,2.0,37.0,231.0,16.0,27.0,7.0,122.0,27.0,3.0,11.0,2130.0,,271.0,36.0,221.0,19.0,10.0,21.0,123.0,,821.0,429.0,25.0,149.0,37.0,19.0,1380.0,160.0,20.0,10.0,101.0,207.0,17.0,21.0,49.0,25.0,308.0,18.0,65.0,26.0,1.0,17.0,159.0,1.0,141.0,44.0,15.0,39.0,,167.0,16.0,365.0,2.0,31.0,104.0,646.0,635.0,17.0,298.0,191.0,4.0,837.0,78.0,59.0,40.0,15.0,46.0,1.0,6.0,8.0,3.0,16.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,7.0,7.0,8.0,64.0,12.0,,17.0,9.0,4.0,4.0,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Toronto FC II,Toronto_FC_II,6fnojo4m3daqz5moaa9yu1dk9,L. Blessing,Midfielder,11,3.0,,,4.0,,1.0,1.0,2.0,1.0,,,45.0,,3.0,1.0,1.0,,10.0,,1.0,,5.0,2.0,1.0,1.0,2.0,1.0,13.0,2.0,,1.0,,1.0,,,2.0,,3.0,,,,,1.0,,,2.0,3.0,,1.0,,1.0,,6.0,,,2.0,3.0,3.0,,,2.0,,5.0,2.0,2.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Toronto FC II,Toronto_FC_II,6svipdrmjeox6opbfeowlnuuh,G. Catalano,Goalkeeper,50,35.0,,,33.0,1.0,3.0,2.0,,3.0,,8.0,270.0,43.0,,,58.0,,10.0,,,,48.0,2.0,3.0,,2.0,,110.0,3.0,,,23.0,,,,11.0,1.0,,,,,,,11.0,,,4.0,7.0,,32.0,,,22.0,3.0,19.0,23.0,60.0,52.0,,26.0,22.0,,82.0,,,,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,8.0,3.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,1.0,
