liga,temporada,equipo,id,nombre,posicion,dorsal,PutThrough/Blocked Distribution,Successful Lay-offs,Successful Passes Own Half,Starts,Successful Short Passes,Touches,Total Fouls Conceded,Duels won,Duels lost,Tackles Won,Total Tackles,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots Off Target (inc woodwork),Interceptions,Shots On Target ( inc goals ),Successful Long Passes,PutThrough/Blocked Distribution Won,Unsuccessful Passes Own Half,Total Clearances,Goals,Successful Crosses open play,Total Losses Of Possession,Substitute Off,Offsides,Aerial Duels won,Clean Sheets,Blocked Shots,Goals from Inside Box,Unsuccessful Crosses & Corners,Ground Duels won,Backward Passes,Tackles Lost,Handballs conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Unsuccessful Dribbles,Total Shots,Unsuccessful Passes Opposition Half,Goals Conceded Outside Box,Aerial Duels lost,Successful Passes Opposition Half,Unsuccessful lay-offs,Throw Ins to Own Player,Leftside Passes,Goals Conceded Inside Box,Key Passes (Attempt Assists),Goals Conceded,Total Touches In Opposition Box,Unsuccessful Crosses open play,Appearances,Blocks,GK Successful Distribution,Yellow Cards,Open Play Passes,Times Tackled,Ground Duels lost,Right Foot Goals,Rightside Passes,Unsuccessful Long Passes,Forward Passes,Successful Crosses & Corners,Successful Dribbles,Unsuccessful Launches,Successful Open Play Passes,Headed Goals,Time Played,Goal Kicks,Duels,Recoveries,Unsuccessful Short Passes,Substitute On,Total Fouls Won,Foul Attempted Tackle,Total Passes,Corners Won,Games Played,Penalty Goals Conceded,Index,Aerial Duels,Ground Duels,Home Goals,Away Goals,Winning Goal,Foul Won Penalty,Throw Ins to Opposition Player,Total Red Cards,Red Cards - 2nd Yellow,Successful Launches,Straight Red Cards,Overruns,Hit Woodwork,Penalties Conceded,Attempts from Set Pieces,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Corners into Box,Assists (Intentional),Goal Assists,Goals from Outside Box,Penalties Faced,Saves Made,Catches,Saves Made from Inside Box,GK Unsuccessful Distribution,Saves Made from Outside Box,Left Foot Goals,Through balls,Last Player Tackle,Second Goal Assists,Penalties Taken,Penalty Goals,Goalkeeper Smother,Saves from Penalty,Penalties Saved,Saves made - parried,Punches,Drops,Clearances Off the Line,Own Goal Scored,Saves made - caught,Crosses not Claimed,Penalties Off Target,Set Pieces Goals
Mexico_Liga_MX,2024-2025,Deportivo Toluca FC,vwhniiv2ql07idgifpmf110q,F. Amaya,Midfielder,24,5.0,4.0,63.0,2.0,154.0,252.0,4.0,19.0,18.0,6.0,12.0,20.0,1.0,10.0,2.0,13.0,3.0,3.0,9.0,,2.0,30.0,2.0,,3.0,,3.0,,1.0,16.0,29.0,6.0,,167.0,3.0,3.0,18.0,,3.0,107.0,,1.0,53.0,5.0,6.0,5.0,4.0,1.0,13.0,,,1.0,183.0,5.0,15.0,,62.0,7.0,43.0,3.0,,3.0,163.0,,341.0,,37.0,13.0,13.0,11.0,4.0,3.0,187.0,2.0,13.0,,10.0,6.0,31.0,,,0.0,,,,,1.0,,,,,,,,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Deportivo Toluca FC,45gixbopfnftpzvoaj1apyrjd,J. Angulo,Midfielder,10,8.0,11.0,134.0,13.0,384.0,636.0,5.0,33.0,41.0,8.0,10.0,53.0,6.0,2.0,8.0,30.0,3.0,12.0,1.0,5.0,,133.0,12.0,,2.0,1.0,4.0,4.0,22.0,31.0,85.0,2.0,1.0,414.0,12.0,14.0,63.0,1.0,5.0,293.0,,5.0,172.0,8.0,33.0,9.0,35.0,3.0,17.0,1.0,,,454.0,29.0,36.0,1.0,103.0,11.0,107.0,13.0,9.0,3.0,402.0,,978.0,,74.0,38.0,42.0,4.0,12.0,4.0,467.0,6.0,17.0,1.0,10.0,7.0,67.0,2.0,3.0,1.0,,1.0,,,,,2.0,,,,28.0,17.0,10.0,4.0,4.0,1.0,,,,,,,4.0,1.0,,1.0,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Deportivo Toluca FC,1wzbok5h048nfbmusztsc3joq,M. Araújo,Midfielder,11,1.0,,7.0,1.0,20.0,60.0,1.0,10.0,5.0,1.0,2.0,9.0,1.0,,1.0,,1.0,2.0,,1.0,,20.0,1.0,,1.0,,2.0,1.0,2.0,9.0,5.0,1.0,,20.0,3.0,2.0,9.0,,,13.0,,,6.0,,1.0,,9.0,1.0,2.0,,,1.0,29.0,3.0,5.0,,9.0,1.0,9.0,,2.0,,20.0,,103.0,,15.0,5.0,8.0,1.0,5.0,1.0,29.0,,2.0,,10.0,1.0,14.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Deportivo Toluca FC,74un8dglud0r1v8166vs3byfo,V. Arteaga,Midfielder,198,7.0,1.0,128.0,5.0,223.0,352.0,11.0,23.0,26.0,10.0,15.0,33.0,2.0,8.0,1.0,21.0,4.0,15.0,6.0,,1.0,50.0,4.0,,5.0,,1.0,,3.0,18.0,32.0,5.0,1.0,244.0,2.0,3.0,21.0,,5.0,117.0,,2.0,104.0,6.0,3.0,6.0,2.0,3.0,15.0,1.0,,1.0,274.0,4.0,21.0,,77.0,7.0,64.0,1.0,2.0,2.0,241.0,,509.0,,49.0,30.0,26.0,10.0,2.0,7.0,277.0,1.0,15.0,,10.0,10.0,39.0,,,0.0,,,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Deportivo Toluca FC,7psi7pfvwt7kf6xlwrs35fwt1,C. Baeza,Midfielder,23,16.0,5.0,381.0,14.0,673.0,932.0,24.0,35.0,60.0,10.0,16.0,82.0,1.0,15.0,1.0,53.0,10.0,32.0,18.0,,2.0,95.0,7.0,,11.0,1.0,3.0,,,24.0,91.0,6.0,,726.0,5.0,2.0,50.0,1.0,12.0,347.0,,3.0,271.0,16.0,8.0,17.0,5.0,,18.0,9.0,1.0,4.0,794.0,7.0,48.0,,232.0,32.0,214.0,2.0,4.0,17.0,712.0,,1184.0,1.0,95.0,74.0,50.0,4.0,4.0,13.0,808.0,1.0,18.0,1.0,10.0,23.0,72.0,,,0.0,,,,,6.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Deportivo Toluca FC,cxktd9vpx9m7gmgdfcy9v4n3d,D. Barbosa,Defender,2,7.0,1.0,48.0,4.0,106.0,240.0,6.0,28.0,28.0,11.0,14.0,23.0,,4.0,1.0,6.0,5.0,8.0,11.0,,1.0,49.0,3.0,,1.0,1.0,,,5.0,27.0,18.0,3.0,,112.0,6.0,1.0,20.0,1.0,6.0,65.0,,27.0,45.0,3.0,1.0,4.0,2.0,5.0,7.0,1.0,,,133.0,9.0,22.0,,21.0,14.0,51.0,1.0,8.0,9.0,111.0,,330.0,,56.0,24.0,9.0,3.0,5.0,4.0,135.0,3.0,7.0,,10.0,7.0,49.0,,,0.0,,4.0,,,3.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Deportivo Toluca FC,22ordu9o1km9p0qp29ge6gjro,R. Beltrán,Goalkeeper,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Deportivo Toluca FC,bn8eqcglavl5j1kmlgyy3hed,A. Briseño,Defender,3,1.0,,198.0,7.0,246.0,398.0,9.0,41.0,28.0,7.0,8.0,55.0,3.0,13.0,,15.0,1.0,17.0,24.0,,,62.0,,1.0,26.0,2.0,2.0,,,15.0,19.0,1.0,,261.0,,3.0,38.0,,16.0,63.0,,,92.0,5.0,2.0,5.0,7.0,,8.0,7.0,,2.0,306.0,,12.0,,61.0,27.0,144.0,,1.0,13.0,252.0,,630.0,,69.0,21.0,28.0,1.0,6.0,,316.0,,8.0,,10.0,42.0,27.0,,,0.0,1.0,,1.0,1.0,6.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Deportivo Toluca FC,d3lwclfautajzuvoc8qdyentg,K. Castillo,Midfielder,217,2.0,3.0,6.0,,31.0,52.0,2.0,2.0,4.0,1.0,1.0,5.0,1.0,,1.0,1.0,1.0,2.0,,,,10.0,,,,,1.0,,,2.0,11.0,,,32.0,1.0,2.0,3.0,,,26.0,,,10.0,1.0,,1.0,,,3.0,,,,37.0,1.0,4.0,,10.0,,6.0,,1.0,,32.0,,66.0,,6.0,2.0,5.0,3.0,,,37.0,1.0,3.0,,10.0,,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Deportivo Toluca FC,c270jephiphzfpig96q3jyz11,Paulinho,Forward,26,20.0,33.0,106.0,18.0,216.0,549.0,30.0,66.0,86.0,6.0,9.0,96.0,20.0,3.0,30.0,21.0,9.0,16.0,20.0,13.0,2.0,163.0,5.0,17.0,30.0,3.0,6.0,12.0,1.0,36.0,106.0,3.0,1.0,237.0,13.0,50.0,81.0,1.0,26.0,133.0,8.0,2.0,83.0,18.0,12.0,19.0,90.0,1.0,19.0,,,2.0,296.0,28.0,60.0,4.0,81.0,4.0,63.0,2.0,5.0,1.0,200.0,3.0,1613.0,,152.0,34.0,92.0,1.0,22.0,16.0,333.0,10.0,19.0,1.0,10.0,56.0,96.0,12.0,1.0,4.0,,,,,,,4.0,,,,,,,5.0,5.0,1.0,,,,,,,6.0,2.0,,,1.0,,,,,,,,,,,,,
