root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Corners Taken (incl short corners),Successful Dribbles,Duels lost,PutThrough/Blocked Distribution,Touches,Time Played,Ground Duels lost,Backward Passes,Total Fouls Won,Successful Crosses & Corners,Successful Passes Own Half,Successful Short Passes,Unsuccessful Short Passes,Tackles Lost,Goals Conceded Inside Box,Penalty Goals Conceded,Starts,Key Passes (Attempt Assists),Total Touches In Opposition Box,Ground Duels won,Total Tackles,Successful Crosses open play,Tackles Won,Unsuccessful Passes Opposition Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Substitute Off,Forward Passes,Unsuccessful Long Passes,Total Clearances,Total Passes,Throw Ins to Own Player,Unsuccessful Passes Own Half,Successful Lay-offs,Aerial Duels,Index,Successful Passes Opposition Half,Total Losses Of Possession,Blocked Shots,Goals Conceded,Aerial Duels lost,Ground Duels,Interceptions,Duels won,Unsuccessful Crosses open play,Unsuccessful Dribbles,Leftside Passes,Aerial Duels won,Unsuccessful Launches,Total Shots,Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Times Tackled,Recoveries,Unsuccessful Crosses & Corners,Appearances,Games Played,Blocks,Total Fouls Conceded,PutThrough/Blocked Distribution Won,Duels,Successful Open Play Passes,Successful Long Passes,Corners Won,Shots Off Target (inc woodwork),Rightside Passes,Winning Goal,Successful Launches,Clean Sheets,Saves Made from Outside Box,Saves made - parried,Saves Made,GK Successful Distribution,Goal Kicks,Catches,Punches,GK Unsuccessful Distribution,Saves Made from Inside Box,Substitute On,Foul Attempted Tackle,Shots On Target ( inc goals ),Goals from Inside Box,Handballs conceded,Right Foot Goals,Goals,Assists (Intentional),Yellow Cards,Goal Assists,Attempts from Set Pieces,Home Goals,Away Goals,Unsuccessful Corners into Box,Penalty Goals,Offsides,Penalties Taken,Successful Corners into Box,Throw Ins to Opposition Player,Own Goal Scored,Headed Goals,Second Goal Assists,Left Foot Goals,Penalties Conceded,Penalties Faced,Goals Conceded Outside Box,Through balls,Goalkeeper Smother,Foul Won Penalty,Clearances Off the Line,Saves from Penalty,Penalties Saved,Unsuccessful lay-offs,Last Man Tackle,Total Red Cards,Straight Red Cards,Drops,Saves made - caught,Goals from Outside Box,Hit Woodwork,Red Cards - 2nd Yellow,Fifty Fifty,Successful Fifty Fifty,Overruns,Crosses not Claimed,Set Pieces Goals
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Cuba,Cuba,470xuwiwevwy86l2ararrkyga,R. Arozarena,Goalkeeper,12,,,,,73.0,180.0,,,,,33.0,27.0,,,2.0,,2.0,,,,,,,8.0,9.0,,20.0,9.0,3.0,48.0,,1.0,,,10.0,6.0,9.0,,5.0,,,,,,,16.0,,1.0,,28.0,39.0,,18.0,,2.0,2.0,,,,,26.0,12.0,,,12.0,0.0,2.0,,4.0,3.0,10.0,20.0,14.0,1.0,1.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,1.0,1.0,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Cuba,Cuba,cos0ju2hjw5a7d39dvyavgqg9,R. Caballero,Midfielder,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Cuba,Cuba,1wcq33p7w71u1mkdk349gicph,J. Corrales,Defender,13,1.0,,11.0,3.0,147.0,225.0,9.0,18.0,3.0,1.0,55.0,87.0,11.0,3.0,4.0,1.0,3.0,,,9.0,6.0,1.0,3.0,12.0,14.0,1.0,47.0,3.0,2.0,102.0,13.0,7.0,,2.0,10.0,34.0,26.0,,7.0,2.0,18.0,4.0,9.0,5.0,,4.0,,1.0,,97.0,88.0,1.0,14.0,5.0,3.0,3.0,1.0,5.0,,20.0,83.0,1.0,,,33.0,0.0,,,,,,,,,,,,,3.0,,,1.0,,,,1.0,,,,,,,1.0,,,5.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Cuba,Cuba,739qk8awhfycr9n1ij77blbtg,D. Díaz,Forward,17,,2.0,9.0,,31.0,74.0,6.0,7.0,,,8.0,13.0,3.0,,1.0,,,1.0,2.0,2.0,,,,4.0,3.0,,3.0,,1.0,17.0,,,,4.0,10.0,6.0,10.0,,1.0,3.0,8.0,,3.0,1.0,1.0,4.0,1.0,,1.0,16.0,14.0,3.0,2.0,1.0,3.0,3.0,,1.0,,12.0,13.0,1.0,1.0,1.0,3.0,0.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Cuba,Cuba,cjgy5h2ctd4b0i41mteixkcet,A. Hernández,Midfielder,10,,1.0,8.0,5.0,80.0,150.0,6.0,9.0,4.0,,17.0,41.0,11.0,,2.0,,2.0,2.0,6.0,6.0,1.0,,1.0,11.0,13.0,2.0,12.0,2.0,,56.0,,2.0,,3.0,10.0,26.0,19.0,,5.0,2.0,12.0,,7.0,,,11.0,1.0,,4.0,55.0,43.0,2.0,8.0,,2.0,2.0,,1.0,3.0,15.0,42.0,2.0,,2.0,24.0,0.0,,,,,,,,,,,,,1.0,2.0,1.0,,1.0,1.0,,1.0,,,1.0,0.0,,1.0,,1.0,,1.0,,,,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Cuba,Cuba,8epqbhzxmlos4ttsov37uaihg,E. Hernández,Midfielder,8,,1.0,14.0,3.0,87.0,146.0,13.0,8.0,4.0,,30.0,45.0,9.0,2.0,5.0,1.0,1.0,,1.0,13.0,8.0,,6.0,6.0,10.0,,16.0,1.0,1.0,57.0,,4.0,,2.0,10.0,17.0,19.0,,5.0,1.0,26.0,,14.0,,1.0,15.0,1.0,,1.0,56.0,47.0,6.0,8.0,,3.0,3.0,1.0,6.0,3.0,28.0,46.0,2.0,,1.0,18.0,0.0,,,,,,,,,,,,2.0,5.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Cuba,Cuba,b2oghch9lmal1phtdn25nbk7o,J. Herrera,Midfielder,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Cuba,Cuba,3314p7lxcs50nqhucj2rxjc2x,N. Johnston,Goalkeeper,21,,,1.0,,11.0,29.0,,,,,8.0,8.0,,,1.0,,,,,,,,,,,,,,1.0,8.0,,,,1.0,10.0,,,,1.0,1.0,,,,,,4.0,,,,6.0,8.0,,1.0,,1.0,1.0,,,,1.0,6.0,,,,4.0,0.0,,,,1.0,1.0,2.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Cuba,Cuba,rjc3gxh4rd26gvbs5xxu21hw,Y. Matos,Forward,18,,2.0,13.0,3.0,93.0,168.0,12.0,10.0,2.0,,18.0,44.0,15.0,,4.0,1.0,2.0,,3.0,5.0,1.0,,1.0,14.0,16.0,1.0,21.0,1.0,2.0,65.0,,2.0,,2.0,10.0,31.0,27.0,1.0,7.0,1.0,17.0,1.0,6.0,,4.0,29.0,1.0,,4.0,65.0,49.0,5.0,12.0,,3.0,3.0,1.0,4.0,1.0,19.0,49.0,5.0,3.0,3.0,5.0,0.0,,,,,,,,,,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Cuba,Cuba,2tnql71j1ul8hkxxbq63lgj6c,D. Milanés,Midfielder,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Cuba,Cuba,6o2loebmqmvvwqyb5ukyoeeh,D. Morejón,Defender,5,,1.0,10.0,3.0,84.0,187.0,8.0,7.0,1.0,1.0,29.0,36.0,5.0,,5.0,1.0,2.0,1.0,,5.0,3.0,1.0,3.0,6.0,8.0,1.0,25.0,3.0,1.0,50.0,8.0,2.0,,2.0,10.0,14.0,18.0,,5.0,2.0,13.0,5.0,5.0,,,9.0,,,,48.0,42.0,2.0,8.0,,3.0,3.0,,4.0,2.0,15.0,40.0,6.0,,,9.0,0.0,,,,,,,,,,,,1.0,3.0,,,1.0,,,,,,,,,,,,,,5.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Cuba,Cuba,3grqr9afv6w18043yx4nrpsa2,M. Méndez,Defender,2,,1.0,13.0,1.0,148.0,249.0,11.0,5.0,,,79.0,90.0,7.0,1.0,6.0,1.0,3.0,1.0,1.0,9.0,8.0,,7.0,6.0,13.0,1.0,42.0,6.0,10.0,116.0,,7.0,,7.0,10.0,24.0,18.0,,9.0,2.0,20.0,3.0,14.0,,,49.0,5.0,1.0,,110.0,103.0,4.0,16.0,,3.0,3.0,1.0,3.0,1.0,27.0,97.0,13.0,,,20.0,0.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Cuba,Cuba,bjwx2qpiwztgythyn7nnzc4tm,L. Paradela,Forward,23,12.0,4.0,23.0,4.0,132.0,270.0,19.0,13.0,11.0,4.0,11.0,37.0,13.0,1.0,6.0,1.0,3.0,3.0,8.0,21.0,6.0,,5.0,25.0,13.0,,14.0,,1.0,52.0,2.0,1.0,,8.0,10.0,32.0,49.0,3.0,9.0,4.0,40.0,,25.0,4.0,3.0,14.0,4.0,,3.0,41.0,39.0,11.0,9.0,13.0,3.0,3.0,,10.0,1.0,48.0,28.0,2.0,3.0,2.0,11.0,0.0,,,,,,,,,,,,,5.0,1.0,1.0,2.0,1.0,1.0,,1.0,,1.0,0.0,1.0,7.0,1.0,,1.0,3.0,1.0,,,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Cuba,Cuba,exdfkqe825n659v0c5hqfd5w4,M. Peñalver,Defender,3,,,4.0,1.0,26.0,45.0,4.0,3.0,,,10.0,14.0,2.0,,2.0,,,,,,,,,3.0,5.0,,11.0,3.0,1.0,21.0,,2.0,,,10.0,6.0,8.0,,2.0,,4.0,,,,1.0,7.0,,1.0,1.0,21.0,16.0,1.0,1.0,,1.0,1.0,,3.0,,4.0,16.0,2.0,,1.0,,0.0,,,,,,,,,,,,1.0,2.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Cuba,Cuba,4z8dtah7788n2c6mroln62wut,Y. Piedra,Defender,6,,1.0,10.0,3.0,171.0,270.0,7.0,9.0,4.0,,92.0,112.0,9.0,3.0,6.0,1.0,3.0,1.0,4.0,9.0,4.0,,1.0,9.0,16.0,,41.0,7.0,4.0,140.0,,7.0,,5.0,10.0,32.0,22.0,1.0,9.0,3.0,16.0,1.0,11.0,,,38.0,2.0,,1.0,131.0,124.0,1.0,10.0,,3.0,3.0,,3.0,2.0,21.0,115.0,12.0,,1.0,52.0,0.0,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Cuba,Cuba,7gu42wcpqbolejfq3t5ea4161,W. Pozo,Forward,7,,7.0,16.0,6.0,91.0,175.0,15.0,23.0,2.0,1.0,28.0,40.0,9.0,,5.0,1.0,3.0,2.0,2.0,12.0,3.0,1.0,3.0,3.0,9.0,3.0,3.0,,,54.0,,6.0,1.0,2.0,10.0,18.0,25.0,,8.0,1.0,27.0,,13.0,,4.0,7.0,1.0,,2.0,54.0,45.0,9.0,9.0,,3.0,3.0,,3.0,5.0,29.0,45.0,5.0,1.0,2.0,21.0,0.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
